dataset,example_id,partition,seed,node_id,selector,selected_facet,selected_scale,target_rank,R_at_1,R_at_2,R_at_4,R_at_8,target_used_during_selection
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,71,0,lowest_parent_entropy,16,1,1,1,1,1,1,0
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,71,0,validation_most_common_scale,10,1,5,0,0,0,1,0
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,71,0,validation_linear_scale,10,1,5,0,0,0,1,0
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,71,1,global,0,global,5,0,0,0,1,0
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,71,1,earliest,1,1,5,0,0,0,1,0
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,71,1,latest,17,1,4,0,0,1,1,0
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,71,1,highest_hidden_norm,10,1,3,0,0,1,1,0
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,71,1,highest_parent_margin,21,2,2,0,1,1,1,0
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,71,1,lowest_parent_entropy,16,1,3,0,0,1,1,0
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,71,1,validation_most_common_scale,10,1,3,0,0,1,1,0
2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,validation,71,1,validation_linear_scale,10,1,3,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,0,global,0,global,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,0,earliest,1,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,0,latest,30,1,6,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,0,highest_hidden_norm,18,1,4,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,0,highest_parent_margin,30,1,6,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,0,lowest_parent_entropy,8,1,4,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,0,validation_most_common_scale,18,1,4,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,0,validation_linear_scale,18,1,4,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,1,global,0,global,4,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,1,earliest,1,1,7,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,1,latest,30,1,9,0,0,0,0,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,1,highest_hidden_norm,18,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,1,highest_parent_margin,30,1,9,0,0,0,0,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,1,lowest_parent_entropy,8,1,8,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,1,validation_most_common_scale,18,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,11,1,validation_linear_scale,18,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,0,global,0,global,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,0,earliest,1,1,4,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,0,latest,30,1,6,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,0,highest_hidden_norm,18,1,9,0,0,0,0,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,0,highest_parent_margin,47,2,7,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,0,lowest_parent_entropy,3,1,5,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,0,validation_most_common_scale,18,1,9,0,0,0,0,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,0,validation_linear_scale,18,1,9,0,0,0,0,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,1,global,0,global,6,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,1,earliest,1,1,9,0,0,0,0,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,1,latest,30,1,10,0,0,0,0,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,1,highest_hidden_norm,18,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,1,highest_parent_margin,47,2,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,1,lowest_parent_entropy,3,1,9,0,0,0,0,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,1,validation_most_common_scale,18,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,23,1,validation_linear_scale,18,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,0,global,0,global,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,0,earliest,1,1,5,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,0,latest,30,1,5,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,0,highest_hidden_norm,18,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,0,highest_parent_margin,59,2,6,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,0,lowest_parent_entropy,30,1,5,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,0,validation_most_common_scale,18,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,0,validation_linear_scale,18,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,1,global,0,global,5,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,1,earliest,1,1,6,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,1,latest,30,1,8,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,1,highest_hidden_norm,18,1,5,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,1,highest_parent_margin,59,2,7,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,1,lowest_parent_entropy,30,1,8,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,1,validation_most_common_scale,18,1,5,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,37,1,validation_linear_scale,18,1,5,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,0,global,0,global,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,0,earliest,1,1,2,0,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,0,latest,30,1,4,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,0,highest_hidden_norm,18,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,0,highest_parent_margin,18,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,0,lowest_parent_entropy,0,global,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,0,validation_most_common_scale,18,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,0,validation_linear_scale,18,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,1,global,0,global,5,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,1,earliest,1,1,5,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,1,latest,30,1,9,0,0,0,0,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,1,highest_hidden_norm,18,1,3,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,1,highest_parent_margin,18,1,3,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,1,lowest_parent_entropy,0,global,5,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,1,validation_most_common_scale,18,1,3,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,53,1,validation_linear_scale,18,1,3,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,0,global,0,global,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,0,earliest,1,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,0,latest,30,1,5,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,0,highest_hidden_norm,18,1,4,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,0,highest_parent_margin,25,1,1,1,1,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,0,lowest_parent_entropy,30,1,5,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,0,validation_most_common_scale,18,1,4,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,0,validation_linear_scale,18,1,4,0,0,1,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,1,global,0,global,6,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,1,earliest,1,1,7,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,1,latest,30,1,8,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,1,highest_hidden_norm,18,1,7,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,1,highest_parent_margin,25,1,5,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,1,lowest_parent_entropy,30,1,8,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,1,validation_most_common_scale,18,1,7,0,0,0,1,0
2wikimultihopqa,01245b60088411ebbd6dac1f6bf848b6,test,71,1,validation_linear_scale,18,1,7,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,0,global,0,global,1,1,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,0,earliest,1,1,6,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,0,latest,15,1,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,0,highest_hidden_norm,12,1,3,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,0,highest_parent_margin,4,1,5,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,0,lowest_parent_entropy,0,global,1,1,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,0,validation_most_common_scale,12,1,3,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,0,validation_linear_scale,12,1,3,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,1,global,0,global,7,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,1,earliest,1,1,4,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,1,latest,15,1,6,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,1,highest_hidden_norm,12,1,4,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,1,highest_parent_margin,4,1,6,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,1,lowest_parent_entropy,0,global,7,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,1,validation_most_common_scale,12,1,4,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,11,1,validation_linear_scale,12,1,4,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,0,global,0,global,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,0,earliest,1,1,3,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,0,latest,15,1,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,0,highest_hidden_norm,12,1,1,1,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,0,highest_parent_margin,15,1,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,0,lowest_parent_entropy,0,global,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,0,validation_most_common_scale,12,1,1,1,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,0,validation_linear_scale,12,1,1,1,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,1,global,0,global,7,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,1,earliest,1,1,7,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,1,latest,15,1,8,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,1,highest_hidden_norm,12,1,4,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,1,highest_parent_margin,15,1,8,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,1,lowest_parent_entropy,0,global,7,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,1,validation_most_common_scale,12,1,4,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,23,1,validation_linear_scale,12,1,4,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,0,global,0,global,1,1,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,0,earliest,1,1,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,0,latest,15,1,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,0,highest_hidden_norm,12,1,6,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,0,highest_parent_margin,4,1,3,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,0,lowest_parent_entropy,15,1,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,0,validation_most_common_scale,12,1,6,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,0,validation_linear_scale,12,1,6,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,1,global,0,global,3,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,1,earliest,1,1,4,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,1,latest,15,1,3,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,1,highest_hidden_norm,12,1,5,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,1,highest_parent_margin,4,1,5,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,1,lowest_parent_entropy,15,1,3,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,1,validation_most_common_scale,12,1,5,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,37,1,validation_linear_scale,12,1,5,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,0,global,0,global,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,0,earliest,1,1,3,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,0,latest,15,1,3,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,0,highest_hidden_norm,12,1,1,1,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,0,highest_parent_margin,15,1,3,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,0,lowest_parent_entropy,0,global,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,0,validation_most_common_scale,12,1,1,1,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,0,validation_linear_scale,12,1,1,1,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,1,global,0,global,8,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,1,earliest,1,1,7,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,1,latest,15,1,7,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,1,highest_hidden_norm,12,1,7,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,1,highest_parent_margin,15,1,7,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,1,lowest_parent_entropy,0,global,8,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,1,validation_most_common_scale,12,1,7,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,53,1,validation_linear_scale,12,1,7,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,0,global,0,global,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,0,earliest,1,1,4,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,0,latest,15,1,1,1,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,0,highest_hidden_norm,12,1,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,0,highest_parent_margin,29,2,1,1,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,0,lowest_parent_entropy,0,global,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,0,validation_most_common_scale,12,1,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,0,validation_linear_scale,12,1,2,0,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,1,global,0,global,4,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,1,earliest,1,1,5,0,0,0,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,1,latest,15,1,4,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,1,highest_hidden_norm,12,1,1,1,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,1,highest_parent_margin,29,2,4,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,1,lowest_parent_entropy,0,global,4,0,0,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,1,validation_most_common_scale,12,1,1,1,1,1,1,0
2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,validation,71,1,validation_linear_scale,12,1,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,11,0,global,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,11,0,earliest,1,1,4,0,0,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,11,0,latest,12,1,7,0,0,0,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,11,0,highest_hidden_norm,9,1,2,0,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,11,0,highest_parent_margin,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,11,0,lowest_parent_entropy,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,11,0,validation_most_common_scale,9,1,2,0,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,11,0,validation_linear_scale,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,23,0,global,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,23,0,earliest,1,1,4,0,0,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,23,0,latest,12,1,3,0,0,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,23,0,highest_hidden_norm,9,1,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,23,0,highest_parent_margin,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,23,0,lowest_parent_entropy,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,23,0,validation_most_common_scale,9,1,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,23,0,validation_linear_scale,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,37,0,global,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,37,0,earliest,1,1,5,0,0,0,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,37,0,latest,12,1,3,0,0,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,37,0,highest_hidden_norm,9,1,2,0,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,37,0,highest_parent_margin,17,2,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,37,0,lowest_parent_entropy,12,1,3,0,0,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,37,0,validation_most_common_scale,9,1,2,0,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,37,0,validation_linear_scale,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,53,0,global,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,53,0,earliest,1,1,3,0,0,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,53,0,latest,12,1,4,0,0,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,53,0,highest_hidden_norm,9,1,6,0,0,0,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,53,0,highest_parent_margin,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,53,0,lowest_parent_entropy,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,53,0,validation_most_common_scale,9,1,6,0,0,0,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,53,0,validation_linear_scale,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,71,0,global,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,71,0,earliest,1,1,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,71,0,latest,12,1,2,0,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,71,0,highest_hidden_norm,9,1,4,0,0,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,71,0,highest_parent_margin,25,4,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,71,0,lowest_parent_entropy,0,global,1,1,1,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,71,0,validation_most_common_scale,9,1,4,0,0,1,1,0
2wikimultihopqa,01a204d20bb011ebab90acde48001122,validation,71,0,validation_linear_scale,0,global,1,1,1,1,1,0
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,11,0,global,0,global,5,0,0,0,1,0
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,11,0,earliest,1,1,11,0,0,0,0,0
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,11,0,latest,25,1,11,0,0,0,0,0
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,11,0,highest_hidden_norm,9,1,4,0,0,1,1,0
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,11,0,highest_parent_margin,0,global,5,0,0,0,1,0
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,11,0,lowest_parent_entropy,25,1,11,0,0,0,0,0
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,11,0,validation_most_common_scale,9,1,4,0,0,1,1,0
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,11,0,validation_linear_scale,9,1,4,0,0,1,1,0
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,23,0,global,0,global,11,0,0,0,0,0
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,23,0,earliest,1,1,11,0,0,0,0,0
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,23,0,latest,25,1,11,0,0,0,0,0
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,23,0,highest_hidden_norm,9,1,8,0,0,0,1,0
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,23,0,highest_parent_margin,0,global,11,0,0,0,0,0
2wikimultihopqa,024207d40bb011ebab90acde48001122,validation,23,0,lowest_parent_entropy,51,4,11,0,0,0,0,0
