dataset,chunk_size,root_breadth,K,B,H,selected_source_fraction,evidence_density,evidence_recall,complete_recovery_or_path_survival,nodes_expanded,search_latency_seconds,adjacency_index_seconds,peak_cuda_allocated_bytes,logical_tokens,selected_tokens,conceptual_active_parents,materialized_kv_tokens,counterfactual_native_kv_tokens,pareto,operating_point,peak_cuda_reserved_bytes,h2d_bytes,h2d_seconds
hotpotqa,16,1,1,6,4,0.038803060181016355,0.3363095238095238,0.19722222222222222,0.0,3.4285714285714284,0.0011832142814195582,0.21364982857734763,53413156.571428575,1421.7142857142858,54.857142857142854,3.4285714285714284,0.0,54.857142857142854,0,,72501540.57142857,8779285.714285715,0.003328742858554636
hotpotqa,16,1,1,16,4,0.038803060181016355,0.3363095238095238,0.19722222222222222,0.0,3.4285714285714284,0.0010174857203050383,0.21364982857734763,53413156.571428575,1421.7142857142858,54.857142857142854,3.4285714285714284,0.0,54.857142857142854,1,,72501540.57142857,8779285.714285715,0.003328742858554636
hotpotqa,16,1,2,6,4,0.05811187687914142,0.2520833333333333,0.2257936507936508,0.0,4.714285714285714,0.001589671425920512,0.21364982857734763,53413156.571428575,1421.7142857142858,82.28571428571429,5.142857142857143,0.0,82.28571428571429,1,,72501540.57142857,8779285.714285715,0.003328742858554636
hotpotqa,16,1,2,16,4,0.05811187687914142,0.2520833333333333,0.2257936507936508,0.0,5.142857142857143,0.0019792571381133583,0.21364982857734763,53413156.571428575,1421.7142857142858,82.28571428571429,5.142857142857143,0.0,82.28571428571429,0,,72501540.57142857,8779285.714285715,0.003328742858554636
hotpotqa,16,1,4,6,4,0.0671563315051393,0.21458333333333332,0.2257936507936508,0.0,3.2857142857142856,0.0015940714427935226,0.21364982857734763,53413156.571428575,1421.7142857142858,93.71428571428571,5.857142857142857,0.0,93.71428571428571,0,,72501540.57142857,8779285.714285715,0.003328742858554636
hotpotqa,16,1,4,16,4,0.07020298033414392,0.2060799319727891,0.2257936507936508,0.0,6.142857142857143,0.002563585710179593,0.21364982857734763,53413156.571428575,1421.7142857142858,98.28571428571429,6.142857142857143,0.0,98.28571428571429,0,,72501540.57142857,8779285.714285715,0.003328742858554636
hotpotqa,16,1,6,6,4,0.06906586724926152,0.20982142857142858,0.2257936507936508,0.0,2.0,0.0012487714162229427,0.21364982857734763,53413156.571428575,1421.7142857142858,96.0,6.0,0.0,96.0,1,,72501540.57142857,8779285.714285715,0.003328742858554636
hotpotqa,16,1,6,16,4,0.1483892622505656,0.14773143523143523,0.3388888888888889,0.0,11.714285714285714,0.005531828576100192,0.21364982857734763,53413156.571428575,1421.7142857142858,198.85714285714286,12.428571428571429,0.0,198.85714285714286,0,,72501540.57142857,8779285.714285715,0.003328742858554636
hotpotqa,32,1,1,6,4,0.0721693489678145,0.3601190476190476,0.31190476190476196,0.0,3.142857142857143,0.0011569857015274465,0.14649205715561817,86933723.42857143,1421.7142857142858,100.57142857142857,3.142857142857143,0.0,100.57142857142857,0,,102161261.71428572,8821067.42857143,0.0029582714362602147
hotpotqa,32,1,1,16,4,0.0721693489678145,0.3601190476190476,0.31190476190476196,0.0,3.142857142857143,0.0009994714138364153,0.14649205715561817,86933723.42857143,1421.7142857142858,100.57142857142857,3.142857142857143,0.0,100.57142857142857,1,,102161261.71428572,8821067.42857143,0.0029582714362602147
