dataset,model_tier,position_mode,stage,layer_rankings,fraction,recall,any_evidence_recall,all_evidence_recall,selected_chunk_fraction,selected_kv_token_fraction
qasper,small,rope,offset_overlap,240,0.5,0.5583333333333333,0.5583333333333333,0.5583333333333333,0.5,0.49554630443188585
qasper,small,rope,offset_overlap,240,1.0,1.0,1.0,1.0,1.0,1.0
qasper,small,rope,reset,240,0.01,0.525,0.525,0.525,0.25,0.24014621403584302
qasper,small,rope,reset,240,0.02,0.525,0.525,0.525,0.25,0.24014621403584302
qasper,small,rope,reset,240,0.05,0.525,0.525,0.525,0.25,0.24014621403584302
qasper,small,rope,reset,240,0.1,0.525,0.525,0.525,0.25,0.24014621403584302
qasper,small,rope,reset,240,0.15,0.525,0.525,0.525,0.25,0.24014621403584302
qasper,small,rope,reset,240,0.2,0.525,0.525,0.525,0.25,0.24014621403584302
qasper,small,rope,reset,240,0.25,0.525,0.525,0.525,0.25,0.24014621403584302
qasper,small,rope,reset,240,0.3,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.5,0.49893901296281323
qasper,small,rope,reset,240,0.5,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.5,0.49893901296281323
qasper,small,rope,reset,240,1.0,1.0,1.0,1.0,1.0,1.0
qasper,small,sinusoidal,offset,240,0.01,0.8208333333333333,0.8208333333333333,0.8208333333333333,0.25,0.23430182178811393
qasper,small,sinusoidal,offset,240,0.02,0.8208333333333333,0.8208333333333333,0.8208333333333333,0.25,0.23430182178811393
qasper,small,sinusoidal,offset,240,0.05,0.8208333333333333,0.8208333333333333,0.8208333333333333,0.25,0.23430182178811393
qasper,small,sinusoidal,offset,240,0.1,0.8208333333333333,0.8208333333333333,0.8208333333333333,0.25,0.23430182178811393
qasper,small,sinusoidal,offset,240,0.15,0.8208333333333333,0.8208333333333333,0.8208333333333333,0.25,0.23430182178811393
qasper,small,sinusoidal,offset,240,0.2,0.8208333333333333,0.8208333333333333,0.8208333333333333,0.25,0.23430182178811393
qasper,small,sinusoidal,offset,240,0.25,0.8208333333333333,0.8208333333333333,0.8208333333333333,0.25,0.23430182178811393
qasper,small,sinusoidal,offset,240,0.3,0.875,0.875,0.875,0.5,0.4869000659488353
qasper,small,sinusoidal,offset,240,0.5,0.875,0.875,0.875,0.5,0.4869000659488353
qasper,small,sinusoidal,offset,240,1.0,1.0,1.0,1.0,1.0,1.0
qasper,small,sinusoidal,offset_overlap,240,0.01,0.8,0.8,0.8,0.25,0.23464764822869844
qasper,small,sinusoidal,offset_overlap,240,0.02,0.8,0.8,0.8,0.25,0.23464764822869844
qasper,small,sinusoidal,offset_overlap,240,0.05,0.8,0.8,0.8,0.25,0.23464764822869844
qasper,small,sinusoidal,offset_overlap,240,0.1,0.8,0.8,0.8,0.25,0.23464764822869844
qasper,small,sinusoidal,offset_overlap,240,0.15,0.8,0.8,0.8,0.25,0.23464764822869844
qasper,small,sinusoidal,offset_overlap,240,0.2,0.8,0.8,0.8,0.25,0.23464764822869844
qasper,small,sinusoidal,offset_overlap,240,0.25,0.8,0.8,0.8,0.25,0.23464764822869844
qasper,small,sinusoidal,offset_overlap,240,0.3,0.875,0.875,0.875,0.5,0.4890387516935189
qasper,small,sinusoidal,offset_overlap,240,0.5,0.875,0.875,0.875,0.5,0.4890387516935189
qasper,small,sinusoidal,offset_overlap,240,1.0,1.0,1.0,1.0,1.0,1.0
qasper,small,sinusoidal,reset,240,0.01,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.25,0.23566285330383632
qasper,small,sinusoidal,reset,240,0.02,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.25,0.23566285330383632
qasper,small,sinusoidal,reset,240,0.05,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.25,0.23566285330383632
qasper,small,sinusoidal,reset,240,0.1,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.25,0.23566285330383632
qasper,small,sinusoidal,reset,240,0.15,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.25,0.23566285330383632
qasper,small,sinusoidal,reset,240,0.2,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.25,0.23566285330383632
qasper,small,sinusoidal,reset,240,0.25,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.25,0.23566285330383632
qasper,small,sinusoidal,reset,240,0.3,0.7375,0.7375,0.7375,0.5,0.48101382739589493
qasper,small,sinusoidal,reset,240,0.5,0.7375,0.7375,0.7375,0.5,0.48101382739589493
qasper,small,sinusoidal,reset,240,1.0,1.0,1.0,1.0,1.0,1.0
qasper,tiny,absolute,offset,120,0.01,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.25,0.24047468919495624
qasper,tiny,absolute,offset,120,0.02,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.25,0.24047468919495624
qasper,tiny,absolute,offset,120,0.05,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.25,0.24047468919495624
qasper,tiny,absolute,offset,120,0.1,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.25,0.24047468919495624
qasper,tiny,absolute,offset,120,0.15,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.25,0.24047468919495624
qasper,tiny,absolute,offset,120,0.2,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.25,0.24047468919495624
qasper,tiny,absolute,offset,120,0.25,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.25,0.24047468919495624
qasper,tiny,absolute,offset,120,0.3,0.7416666666666667,0.7416666666666667,0.7416666666666667,0.5,0.4939984706487572
qasper,tiny,absolute,offset,120,0.5,0.7416666666666667,0.7416666666666667,0.7416666666666667,0.5,0.4939984706487572
qasper,tiny,absolute,offset,120,1.0,1.0,1.0,1.0,1.0,1.0
qasper,tiny,absolute,offset_overlap,120,0.01,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.25,0.24324006074014326
qasper,tiny,absolute,offset_overlap,120,0.02,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.25,0.24324006074014326
qasper,tiny,absolute,offset_overlap,120,0.05,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.25,0.24324006074014326
qasper,tiny,absolute,offset_overlap,120,0.1,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.25,0.24324006074014326
qasper,tiny,absolute,offset_overlap,120,0.15,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.25,0.24324006074014326
qasper,tiny,absolute,offset_overlap,120,0.2,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.25,0.24324006074014326
qasper,tiny,absolute,offset_overlap,120,0.25,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.25,0.24324006074014326
qasper,tiny,absolute,offset_overlap,120,0.3,0.75,0.75,0.75,0.5,0.49374833836026977
qasper,tiny,absolute,offset_overlap,120,0.5,0.75,0.75,0.75,0.5,0.49374833836026977
qasper,tiny,absolute,offset_overlap,120,1.0,1.0,1.0,1.0,1.0,1.0
qasper,tiny,absolute,reset,120,0.01,0.30833333333333335,0.30833333333333335,0.30833333333333335,0.25,0.24470309620510738
qasper,tiny,absolute,reset,120,0.02,0.30833333333333335,0.30833333333333335,0.30833333333333335,0.25,0.24470309620510738
qasper,tiny,absolute,reset,120,0.05,0.30833333333333335,0.30833333333333335,0.30833333333333335,0.25,0.24470309620510738
qasper,tiny,absolute,reset,120,0.1,0.30833333333333335,0.30833333333333335,0.30833333333333335,0.25,0.24470309620510738
qasper,tiny,absolute,reset,120,0.15,0.30833333333333335,0.30833333333333335,0.30833333333333335,0.25,0.24470309620510738
qasper,tiny,absolute,reset,120,0.2,0.30833333333333335,0.30833333333333335,0.30833333333333335,0.25,0.24470309620510738
qasper,tiny,absolute,reset,120,0.25,0.30833333333333335,0.30833333333333335,0.30833333333333335,0.25,0.24470309620510738
qasper,tiny,absolute,reset,120,0.3,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5,0.49998167255666887
qasper,tiny,absolute,reset,120,0.5,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5,0.49998167255666887
qasper,tiny,absolute,reset,120,1.0,1.0,1.0,1.0,1.0,1.0
qasper,tiny,rope,offset,120,0.01,0.275,0.275,0.275,0.25,0.2511007348487681
qasper,tiny,rope,offset,120,0.02,0.275,0.275,0.275,0.25,0.2511007348487681
qasper,tiny,rope,offset,120,0.05,0.275,0.275,0.275,0.25,0.2511007348487681
qasper,tiny,rope,offset,120,0.1,0.275,0.275,0.275,0.25,0.2511007348487681
qasper,tiny,rope,offset,120,0.15,0.275,0.275,0.275,0.25,0.2511007348487681
qasper,tiny,rope,offset,120,0.2,0.275,0.275,0.275,0.25,0.2511007348487681
qasper,tiny,rope,offset,120,0.25,0.275,0.275,0.275,0.25,0.2511007348487681
qasper,tiny,rope,offset,120,0.3,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.5,0.5043265469478047
qasper,tiny,rope,offset,120,0.5,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.5,0.5043265469478047
qasper,tiny,rope,offset,120,1.0,1.0,1.0,1.0,1.0,1.0
qasper,tiny,rope,offset_overlap,120,0.01,0.25833333333333336,0.25833333333333336,0.25833333333333336,0.25,0.2517696525641672
qasper,tiny,rope,offset_overlap,120,0.02,0.25833333333333336,0.25833333333333336,0.25833333333333336,0.25,0.2517696525641672
qasper,tiny,rope,offset_overlap,120,0.05,0.25833333333333336,0.25833333333333336,0.25833333333333336,0.25,0.2517696525641672
qasper,tiny,rope,offset_overlap,120,0.1,0.25833333333333336,0.25833333333333336,0.25833333333333336,0.25,0.2517696525641672
qasper,tiny,rope,offset_overlap,120,0.15,0.25833333333333336,0.25833333333333336,0.25833333333333336,0.25,0.2517696525641672
qasper,tiny,rope,offset_overlap,120,0.2,0.25833333333333336,0.25833333333333336,0.25833333333333336,0.25,0.2517696525641672
qasper,tiny,rope,offset_overlap,120,0.25,0.25833333333333336,0.25833333333333336,0.25833333333333336,0.25,0.2517696525641672
qasper,tiny,rope,offset_overlap,120,0.3,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.5,0.5042374308261955
qasper,tiny,rope,offset_overlap,120,0.5,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.5,0.5042374308261955
qasper,tiny,rope,offset_overlap,120,1.0,1.0,1.0,1.0,1.0,1.0
qasper,tiny,rope,reset,120,0.01,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.25,0.2517854151972276
qasper,tiny,rope,reset,120,0.02,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.25,0.2517854151972276
qasper,tiny,rope,reset,120,0.05,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.25,0.2517854151972276
qasper,tiny,rope,reset,120,0.1,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.25,0.2517854151972276
qasper,tiny,rope,reset,120,0.15,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.25,0.2517854151972276
qasper,tiny,rope,reset,120,0.2,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.25,0.2517854151972276
qasper,tiny,rope,reset,120,0.25,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.25,0.2517854151972276
qasper,tiny,rope,reset,120,0.3,0.6166666666666667,0.6166666666666667,0.6166666666666667,0.5,0.5047459382991184
qasper,tiny,rope,reset,120,0.5,0.6166666666666667,0.6166666666666667,0.6166666666666667,0.5,0.5047459382991184
qasper,tiny,rope,reset,120,1.0,1.0,1.0,1.0,1.0,1.0
qasper,tiny,sinusoidal,offset,120,0.01,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.25,0.24384125935838039
qasper,tiny,sinusoidal,offset,120,0.02,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.25,0.24384125935838039
qasper,tiny,sinusoidal,offset,120,0.05,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.25,0.24384125935838039
qasper,tiny,sinusoidal,offset,120,0.1,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.25,0.24384125935838039
qasper,tiny,sinusoidal,offset,120,0.15,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.25,0.24384125935838039
qasper,tiny,sinusoidal,offset,120,0.2,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.25,0.24384125935838039
qasper,tiny,sinusoidal,offset,120,0.25,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.25,0.24384125935838039
qasper,tiny,sinusoidal,offset,120,0.3,0.8,0.8,0.8,0.5,0.4921298514103064
qasper,tiny,sinusoidal,offset,120,0.5,0.8,0.8,0.8,0.5,0.4921298514103064
qasper,tiny,sinusoidal,offset,120,1.0,1.0,1.0,1.0,1.0,1.0
qasper,tiny,sinusoidal,offset_overlap,120,0.01,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.25,0.2435539030365413
qasper,tiny,sinusoidal,offset_overlap,120,0.02,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.25,0.2435539030365413
qasper,tiny,sinusoidal,offset_overlap,120,0.05,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.25,0.2435539030365413
qasper,tiny,sinusoidal,offset_overlap,120,0.1,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.25,0.2435539030365413
qasper,tiny,sinusoidal,offset_overlap,120,0.15,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.25,0.2435539030365413
qasper,tiny,sinusoidal,offset_overlap,120,0.2,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.25,0.2435539030365413
qasper,tiny,sinusoidal,offset_overlap,120,0.25,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.25,0.2435539030365413
qasper,tiny,sinusoidal,offset_overlap,120,0.3,0.8,0.8,0.8,0.5,0.4910204124548948
qasper,tiny,sinusoidal,offset_overlap,120,0.5,0.8,0.8,0.8,0.5,0.4910204124548948
qasper,tiny,sinusoidal,offset_overlap,120,1.0,1.0,1.0,1.0,1.0,1.0
qasper,tiny,sinusoidal,reset,120,0.01,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.25,0.2345897204722504
qasper,tiny,sinusoidal,reset,120,0.02,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.25,0.2345897204722504
qasper,tiny,sinusoidal,reset,120,0.05,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.25,0.2345897204722504
qasper,tiny,sinusoidal,reset,120,0.1,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.25,0.2345897204722504
qasper,tiny,sinusoidal,reset,120,0.15,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.25,0.2345897204722504
qasper,tiny,sinusoidal,reset,120,0.2,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.25,0.2345897204722504
qasper,tiny,sinusoidal,reset,120,0.25,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.25,0.2345897204722504
qasper,tiny,sinusoidal,reset,120,0.3,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.5,0.4814154848296273
qasper,tiny,sinusoidal,reset,120,0.5,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.5,0.4814154848296273
qasper,tiny,sinusoidal,reset,120,1.0,1.0,1.0,1.0,1.0,1.0
