dataset,model_tier,split_count,seeds,candidate_chunks_mean,candidate_chunks_stddev,candidate_gists_mean,candidate_gists_stddev,index_bytes_mean,index_bytes_stddev,index_build_ms_mean,index_build_ms_stddev,legacy_scalar_ms_mean,legacy_scalar_ms_stddev,tensorized_cold_index_ms_mean,tensorized_cold_index_ms_stddev,tensorized_warm_index_ms_mean,tensorized_warm_index_ms_stddev,query_scoring_ms_mean,query_scoring_ms_stddev,reference_topk_ms_mean,reference_topk_ms_stddev,chunk_topk_ms_mean,chunk_topk_ms_stddev,selected_hit_serialization_and_dispatch_ms_mean,selected_hit_serialization_and_dispatch_ms_stddev,cold_speedup_mean,cold_speedup_stddev,warm_speedup_mean,warm_speedup_stddev,index_fraction_of_cold_mean,index_fraction_of_cold_stddev,legacy_peak_allocated_mean,legacy_peak_allocated_stddev,legacy_peak_reserved_mean,legacy_peak_reserved_stddev,cold_peak_allocated_mean,cold_peak_allocated_stddev,cold_peak_reserved_mean,cold_peak_reserved_stddev,warm_peak_allocated_mean,warm_peak_allocated_stddev,warm_peak_reserved_mean,warm_peak_reserved_stddev
hotpotqa,small,32,5,124.0,0.0,124.0,0.0,128216.0,0.0,5.501719994936138,0.736472026405813,172.3405674998503,5.759833945760567,17.773197499627713,1.2447604108162915,11.101510000298731,0.634002048028973,4.9755125040974235,0.21963428849487843,1.4170374986861134,0.1076105235389878,0.8148100005200831,0.07770183196416394,3.894149996995111,0.7503403135279747,9.747565013403753,0.9599519435838566,15.578682506518271,1.277122952731636,0.30890781141776025,0.02865243713124892,74202112.0,0.0,166094438.4,937874.8862299278,74330624.0,0.0,166094438.4,937874.8862299278,74306560.0,0.0,166094438.4,937874.8862299278
hotpotqa,small,64,5,252.0,0.0,252.0,0.0,260568.0,0.0,6.667899992316961,1.2070481272112688,292.36755999954767,0.8712229905865146,18.647585000144318,0.8457187189229083,10.680812499776948,0.6049931465083316,5.092095001236885,0.1341055513701445,1.5518799980782205,0.10955612501656685,0.9189224983856548,0.061691166697563284,3.117915002076188,0.4670903826289586,15.705681802198118,0.7485808922347114,27.442418331756784,1.5334356069334336,0.35686119052003307,0.05592483782958116,74882048.0,0.0,166094438.4,937874.8862299278,75141632.0,0.0,166094438.4,937874.8862299278,75084800.0,0.0,166094438.4,937874.8862299278
hotpotqa,small,128,5,508.0,0.0,508.0,0.0,525272.0,0.0,10.89773999992758,0.7692146342399558,599.3188625001494,8.424065694539488,22.534865000125137,1.8830536133803037,10.842179999963264,0.5116337056801021,5.152200000156881,0.2110408668427269,1.6168074991583126,0.13193592950020436,0.9459375010919757,0.06516318090340024,3.1272349995560944,0.5273108342212887,26.729181281893506,2.0356681550615208,55.370743718796675,2.61441115885468,0.4842179083664086,0.018930516135488417,76307968.0,0.0,166094438.4,937874.8862299278,76830720.0,0.0,166094438.4,937874.8862299278,76709376.0,0.0,166094438.4,937874.8862299278
hotpotqa,small,256,5,1020.0,0.0,1020.0,0.0,1054680.0,0.0,16.05725999979768,0.4666104712864535,1182.7838274999522,63.149471144669164,29.554547500083572,0.4288510697270383,11.559169999600272,0.38878600566609034,5.1236024977697525,0.30989342927027586,1.574757500202395,0.11944259079271562,0.9363350040075602,0.11791293664664351,3.924474997620564,0.446221637632904,40.0144059729233,1.9335552178137303,102.51458474411925,8.000812097188355,0.5432850133140972,0.012315415699410494,79135232.0,0.0,166094438.4,937874.8862299278,80184832.0,0.0,166094438.4,937874.8862299278,79935488.0,0.0,166094438.4,937874.8862299278
hotpotqa,tiny,32,5,62.0,0.0,62.0,0.0,32364.0,0.0,4.39427999954205,1.6194173396152367,65.20380000001751,11.757324437252985,10.72061249979015,3.015336235459975,7.737887500115903,1.9885584873104907,3.24663500286988,1.1286360457114664,0.7900949993199902,0.2655918298702052,0.627592501041363,0.2852143193946763,3.07356499688467,0.6439699830936728,6.280502173674639,0.8972329678867303,8.6455463871393,1.0791625034494892,0.3981481341647538,0.06812350343070034,32838144.0,73271.47548671311,49912217.6,937874.8862299278,32869376.0,73271.47548671311,49912217.6,937874.8862299278,32861184.0,73271.47548671311,49912217.6,937874.8862299278
hotpotqa,tiny,64,5,126.0,0.0,126.0,0.0,65772.0,0.0,3.0137800000375137,0.8727771053977529,139.30448249993788,26.240530777057668,8.355344999290537,0.7791914853627943,5.158024999764166,0.541159542298861,2.3076224995747907,0.2640204151596982,0.6673175012110732,0.15375768836217452,0.4310099990107119,0.060321146605589626,1.75207499996759,0.31193405142306,16.552975304068987,2.012739737260637,26.887969870735486,3.7862985803923452,0.3574238063731574,0.08010322729021303,33016320.0,73271.47548671311,49912217.6,937874.8862299278,33080320.0,73271.47548671311,49912217.6,937874.8862299278,33055744.0,73271.47548671311,49912217.6,937874.8862299278
hotpotqa,tiny,128,5,254.0,0.0,254.0,0.0,132588.0,0.0,4.892220007604919,1.3344054833056258,265.33149749957374,44.94618804884138,10.454177499559592,1.0792778044343574,5.285422499582637,0.7191177510243748,2.2655225002381485,0.49204191527540875,0.6478424998931587,0.184454102296116,0.4097875003935769,0.08007060921561056,1.962269999057753,0.41243808385457625,25.25952225427081,2.6059206566699573,50.06499311237259,4.34831082923339,0.4623615978513733,0.09108732636286657,33389568.0,73271.47548671311,49912217.6,937874.8862299278,33519104.0,73271.47548671311,49912217.6,937874.8862299278,33462784.0,73271.47548671311,49912217.6,937874.8862299278
hotpotqa,tiny,256,5,510.0,0.0,510.0,0.0,266220.0,0.0,7.52949999878183,0.4404787634828459,562.8994700000476,38.202293900105644,18.91167499961739,9.45091154670286,5.487670000366052,0.283022573346742,2.646555000319495,0.12517002173328323,0.8019825007067993,0.03500742725082908,0.46191750043362845,0.05983993043265789,1.577214998906129,0.22199136074800055,34.43412420342944,11.821924759875674,102.73661608706387,7.908799494174111,0.45120767651600924,0.134101258992807,34129920.0,73271.47548671311,49912217.6,937874.8862299278,34391040.0,73271.47548671311,49912217.6,937874.8862299278,34272256.0,73271.47548671311,49912217.6,937874.8862299278
qasper,small,32,5,124.0,0.0,124.0,0.0,128216.0,0.0,6.06852000055369,2.079921618278112,172.62319499968726,3.9019885916743604,18.59445499976573,1.0482189802046022,11.941467500219005,0.6196991588970744,5.1859224990039365,0.22903436256198784,1.5299975020752754,0.07670728874904016,0.8863325001584599,0.04577442537401787,4.339214998981333,0.4344051532512776,9.306844164979415,0.5531023706459579,14.490196653627768,0.8897521379899606,0.3286065161420015,0.12214467868895053,72122368.0,0.0,166094438.4,937874.8862299278,72250880.0,0.0,166094438.4,937874.8862299278,72226816.0,0.0,166094438.4,937874.8862299278
qasper,small,64,5,252.0,0.0,252.0,0.0,260568.0,0.0,6.948419995023869,0.6554531219873426,301.49191499986046,5.73849679997482,18.459072499899776,0.6147051950470523,11.512807499821065,0.5566148304729198,4.987032501594513,0.19078366289485324,1.5810849985427922,0.057134370612610307,0.9378300022945041,0.05646626502736926,4.006859997389256,0.7468485733599057,16.354809373079057,0.8405220866014634,26.227441875773188,1.1251559639956763,0.3767461808652999,0.037137035170034256,72777728.0,0.0,166094438.4,937874.8862299278,73037312.0,0.0,166094438.4,937874.8862299278,72980480.0,0.0,166094438.4,937874.8862299278
