layer,MRR,preserved_transitions,all_annotated_transitions,R_at_1,R_at_2,R_at_4,R_at_6,R_at_8,R_at_11,path_survival_K2,strict_path_survival_K2,independent_edge_product_K2,path_survival_K4,strict_path_survival_K4,independent_edge_product_K4,path_survival_K6,strict_path_survival_K6,independent_edge_product_K6,path_survival_K8,strict_path_survival_K8,independent_edge_product_K8
0,0.5200476190476191,25,26,0.32,0.52,0.72,0.88,0.96,0.96,0.4117647058823529,0.3888888888888889,0.4027777777777778,0.5882352941176471,0.5555555555555556,0.6049157942649067,0.8235294117647058,0.7777777777777778,0.7905224295756841,0.9411764705882353,0.8888888888888888,0.8921256258534365
4,0.3900476190476191,25,26,0.16,0.24,0.72,0.88,0.96,1.0,0.17647058823529413,0.16666666666666666,0.1670459717796996,0.6470588235294118,0.6111111111111112,0.6049157942649067,0.8235294117647058,0.7777777777777778,0.7905224295756841,0.9411764705882353,0.8888888888888888,0.8921256258534365
8,0.4316839826839827,25,26,0.2,0.4,0.68,0.88,0.96,1.0,0.29411764705882354,0.2777777777777778,0.2956051180903252,0.5882352941176471,0.5555555555555556,0.5619594902139281,0.8235294117647058,0.7777777777777778,0.7905224295756841,0.9411764705882353,0.8888888888888888,0.8921256258534365
12,0.43766666666666665,25,26,0.2,0.36,0.76,0.92,0.96,0.96,0.17647058823529413,0.16666666666666666,0.262005006827492,0.6470588235294118,0.6111111111111112,0.6492123097152682,0.8823529411764706,0.8333333333333334,0.8405590957366105,0.9411764705882353,0.8888888888888888,0.8921256258534365
16,0.3967142857142857,25,26,0.16,0.28,0.8,0.88,0.96,0.96,0.11764705882352941,0.1111111111111111,0.1977633641834825,0.7058823529411765,0.6666666666666666,0.6948869670763163,0.8235294117647058,0.7777777777777778,0.7905224295756841,0.9411764705882353,0.8888888888888888,0.8921256258534365
20,0.4713809523809524,25,26,0.24,0.4,0.76,0.92,1.0,1.0,0.23529411764705882,0.2222222222222222,0.2956051180903252,0.6470588235294118,0.6111111111111112,0.6492123097152682,0.8823529411764706,0.8333333333333334,0.8405590957366105,1.0,0.9444444444444444,0.9452599504374652
24,0.6083809523809524,25,26,0.44,0.56,0.8,0.88,1.0,1.0,0.4117647058823529,0.3888888888888889,0.4407525413442573,0.7058823529411765,0.6666666666666666,0.6948869670763163,0.8235294117647058,0.7777777777777778,0.7905224295756841,1.0,0.9444444444444444,0.9452599504374652
27,0.4104285714285714,25,26,0.16,0.32,0.72,0.88,1.0,1.0,0.23529411764705882,0.2222222222222222,0.22940373236231226,0.5882352941176471,0.5555555555555556,0.6049157942649067,0.8235294117647058,0.7777777777777778,0.7905224295756841,1.0,0.9444444444444444,0.9452599504374652
