dataset,example_id,partition,annotated_hops,graph_type,H,node_recall,complete_recovery,visited_count,nodes_expanded,search_seconds,layer
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,3,1.0,1,8,8,0.003217900055460632,16
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,4,1.0,1,8,8,0.00338829995598644,16
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.659996971487999e-05,20
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,1,1.0,1,8,2,0.0011589000932872295,20
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,2,1.0,1,8,8,0.0034426000202074647,20
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,3,1.0,1,8,8,0.0029063000110909343,20
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,4,1.0,1,8,8,0.002699799952097237,20
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.6400084607303143e-05,24
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,1,1.0,1,8,2,0.001961900037713349,24
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,2,1.0,1,8,8,0.0028508000541478395,24
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,3,1.0,1,8,8,0.003591999993659556,24
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,4,1.0,1,8,8,0.0029130999464541674,24
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.6499968953430653e-05,27
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,1,1.0,1,8,2,0.0013395999558269978,27
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,2,1.0,1,8,8,0.0035912999883294106,27
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,3,1.0,1,8,8,0.00350679992698133,27
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,1,independent,4,1.0,1,8,8,0.0037380000576376915,27
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,3.060000017285347e-05,0
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,1,1.0,1,4,2,0.0009803000139072537,0
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,2,1.0,1,4,2,0.0007055000169202685,0
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,3,1.0,1,4,2,0.0006815999513491988,0
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,4,1.0,1,4,2,0.0006765000289306045,0
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,2.8399983420968056e-05,4
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,1,1.0,1,4,2,0.0010267000179737806,4
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,2,1.0,1,4,2,0.0007854000432416797,4
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,3,1.0,1,4,2,0.0007993999170139432,4
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,4,1.0,1,4,2,0.0007871000561863184,4
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,2.719997428357601e-05,8
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,1,1.0,1,4,2,0.0008022000547498465,8
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,2,1.0,1,4,2,0.0006829999620094895,8
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,3,1.0,1,4,2,0.0006705999840050936,8
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,4,1.0,1,4,2,0.0006764000281691551,8
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,2.6699970476329327e-05,12
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,1,1.0,1,4,2,0.000767099903896451,12
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,2,1.0,1,4,2,0.0006827999604865909,12
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,3,1.0,1,4,2,0.0006735000060871243,12
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,4,1.0,1,4,2,0.0006660000653937459,12
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,2.719997428357601e-05,16
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,1,1.0,1,4,2,0.0008321000495925546,16
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,2,1.0,1,4,2,0.0007271000649780035,16
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,3,1.0,1,4,2,0.0007176999934017658,16
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,4,1.0,1,4,2,0.0006696999771520495,16
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,2.7700094506144524e-05,20
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,1,1.0,1,4,2,0.0008400999940931797,20
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,2,1.0,1,4,2,0.000801699934527278,20
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,3,1.0,1,4,2,0.0010797999566420913,20
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,4,1.0,1,4,2,0.0009561999468132854,20
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,2.8099981136620045e-05,24
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,1,1.0,1,4,2,0.0008572000078856945,24
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,2,1.0,1,4,2,0.0007241000421345234,24
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,3,1.0,1,4,2,0.0007155999774113297,24
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,4,1.0,1,4,2,0.0006672999588772655,24
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,0,1.0,1,2,0,2.659996971487999e-05,27
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,1,1.0,1,4,2,0.0007968000136315823,27
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,2,1.0,1,4,2,0.0008048999588936567,27
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,3,1.0,1,4,2,0.0008679999737069011,27
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,1,independent,4,1.0,1,4,2,0.0009295999770984054,27
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.9200029782950878e-05,0
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,1,1.0,1,7,1,0.0016162999672815204,0
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,2,1.0,1,16,7,0.003347699996083975,0
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,3,1.0,1,16,8,0.0033703999361023307,0
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,4,1.0,1,16,8,0.003864999976940453,0
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.750001683831215e-05,4
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,1,0.5,0,7,1,0.0008318000473082066,4
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,2,0.5,0,9,7,0.0025866000214591622,4
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,3,0.5,0,9,9,0.0031150999711826444,4
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,4,0.5,0,9,9,0.0034697999944910407,4
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.7400016076862812e-05,8
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,1,0.5,0,7,1,0.0008369000861421227,8
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,2,0.5,0,9,7,0.0027540000155568123,8
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,3,0.5,0,9,9,0.003146299975924194,8
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,4,0.5,0,9,9,0.004363700048997998,8
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.8400023691356182e-05,12
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,1,0.5,0,7,1,0.0008344999514520168,12
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,2,0.5,0,9,7,0.0029796999879181385,12
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,3,0.5,0,9,9,0.004849900025874376,12
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,4,0.5,0,9,9,0.004070899914950132,12
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.7900019884109497e-05,16
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,1,0.5,0,7,1,0.0012620000634342432,16
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,2,0.5,0,9,7,0.0026056000497192144,16
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,3,0.5,0,9,9,0.0033653000136837363,16
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,4,0.5,0,9,9,0.0038561999099329114,16
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.9300030544400215e-05,20
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,1,0.5,0,7,1,0.001060499926097691,20
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,2,0.5,0,9,7,0.0026134999934583902,20
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,3,0.5,0,9,9,0.003150800010189414,20
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,4,0.5,0,9,9,0.0037903999909758568,20
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.7200014553964138e-05,24
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,1,0.5,0,7,1,0.0008210999658331275,24
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,2,0.5,0,9,7,0.0025468000676482916,24
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,3,0.5,0,9,8,0.002842599991708994,24
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,4,0.5,0,9,9,0.003986299969255924,24
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.850002445280552e-05,27
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,1,0.5,0,7,1,0.0008870000019669533,27
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,2,0.5,0,9,7,0.003072999999858439,27
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,3,0.5,0,9,8,0.0029627999756485224,27
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,2,chain,4,0.5,0,9,9,0.00310550001449883,27
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.7000089175999165e-05,0
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,1,1.0,1,11,2,0.0013774000108242035,0
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,2,1.0,1,13,3,0.0016882000491023064,0
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,3,1.0,1,13,4,0.0019230999751016498,0
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,4,1.0,1,13,4,0.0024935000110417604,0
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.589996438473463e-05,4
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,1,1.0,1,9,2,0.0015305998967960477,4
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,2,1.0,1,9,9,0.003963800030760467,4
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,3,1.0,1,9,9,0.0031621999805793166,4
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,4,1.0,1,9,9,0.0033320001093670726,4
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.650008536875248e-05,8
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,1,1.0,1,9,2,0.0012417000252753496,8
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,2,1.0,1,9,9,0.0030644999351352453,8
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,3,1.0,1,9,9,0.0034458000445738435,8
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,4,1.0,1,9,9,0.003971199970692396,8
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,0,1.0,1,2,0,4.539999645203352e-05,12
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,1,1.0,1,8,2,0.0015725999837741256,12
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,2,1.0,1,10,8,0.004182100063189864,12
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,3,1.0,1,11,10,0.007588699925690889,12
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,4,1.0,1,11,11,0.005129300057888031,12
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.6099965907633305e-05,16
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,1,1.0,1,9,2,0.0012920000590384007,16
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,2,1.0,1,9,9,0.0037406000774353743,16
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,3,1.0,1,9,9,0.0030646000523120165,16
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,4,1.0,1,9,9,0.003932899911887944,16
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.929999027401209e-05,20
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,1,1.0,1,8,2,0.0012779999524354935,20
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,2,1.0,1,9,8,0.004318700055591762,20
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,3,1.0,1,9,9,0.004332900047302246,20
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,4,1.0,1,9,9,0.0031349000055342913,20
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,0,1.0,1,2,0,3.1100003980100155e-05,24
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,1,1.0,1,8,2,0.001959900022484362,24
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,2,1.0,1,9,8,0.002799700014293194,24
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,3,1.0,1,9,9,0.0030637000454589725,24
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,4,1.0,1,9,9,0.003057299996726215,24
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,0,1.0,1,2,0,2.720009069889784e-05,27
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,1,1.0,1,9,2,0.0012784999562427402,27
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,2,1.0,1,9,9,0.0031690000323578715,27
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,3,1.0,1,9,9,0.004269200027920306,27
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,1,independent,4,1.0,1,9,9,0.003485599998384714,27
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,0,0.5,0,1,0,1.889991108328104e-05,0
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,1,1.0,1,7,1,0.0008651999523863196,0
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,2,1.0,1,12,7,0.0030556999845430255,0
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,3,1.0,1,12,12,0.0053764000767841935,0
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,4,1.0,1,12,12,0.005603899946436286,0
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,0,0.5,0,1,0,5.749997217208147e-05,4
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,1,1.0,1,7,1,0.0009743000846356153,4
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,2,1.0,1,8,7,0.0028591000009328127,4
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,3,1.0,1,8,8,0.002947899978607893,4
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,4,1.0,1,8,8,0.0036696000024676323,4
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,0,0.5,0,1,0,2.1999934688210487e-05,8
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,1,1.0,1,7,1,0.0011684000492095947,8
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,2,1.0,1,8,7,0.004747900064103305,8
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,3,1.0,1,8,8,0.004933499963954091,8
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,4,1.0,1,8,8,0.003851999994367361,8
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,0,0.5,0,1,0,2.050003968179226e-05,12
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,1,1.0,1,7,1,0.0011570999631658196,12
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,2,1.0,1,10,7,0.002928400062955916,12
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,3,1.0,1,11,10,0.00381799996830523,12
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,4,1.0,1,11,11,0.004441999946720898,12
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,0,0.5,0,1,0,3.9499951526522636e-05,16
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,1,1.0,1,7,1,0.0009691999293863773,16
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,2,1.0,1,8,7,0.0027622999623417854,16
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,3,1.0,1,8,8,0.0027606000658124685,16
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,4,1.0,1,8,8,0.002732599969021976,16
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,0,0.5,0,1,0,1.810002140700817e-05,20
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,1,1.0,1,7,1,0.00081619992852211,20
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,2,1.0,1,8,7,0.003181500011123717,20
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,3,1.0,1,8,8,0.0034841999877244234,20
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,4,1.0,1,8,8,0.0035345000214874744,20
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,0,0.5,0,1,0,1.8400023691356182e-05,24
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,1,1.0,1,7,1,0.000840199994854629,24
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,2,1.0,1,8,7,0.003217300050891936,24
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,3,1.0,1,8,8,0.0037576999748125672,24
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,4,1.0,1,8,8,0.0028102999785915017,24
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,0,0.5,0,1,0,1.810002140700817e-05,27
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,1,1.0,1,7,1,0.0008002000395208597,27
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,2,1.0,1,7,7,0.00576650002039969,27
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,3,1.0,1,7,7,0.002938699908554554,27
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,2,chain,4,1.0,1,7,7,0.003456900012679398,27
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.9499915651977062e-05,0
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,1,1.0,1,7,1,0.0008801999501883984,0
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,2,1.0,1,8,2,0.0012792999623343349,0
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,3,1.0,1,8,3,0.00136009999550879,0
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,4,1.0,1,8,3,0.001357999979518354,0
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.7400016076862812e-05,4
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,1,1.0,1,7,1,0.0008079999824985862,4
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,2,1.0,1,8,3,0.002577299950644374,4
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,3,1.0,1,8,3,0.00212309998460114,4
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,4,1.0,1,8,3,0.0020890000741928816,4
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.9700033590197563e-05,8
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,1,1.0,1,7,1,0.0008208999643102288,8
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,2,1.0,1,8,3,0.0025508999824523926,8
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,3,1.0,1,8,3,0.0013579000951722264,8
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,4,1.0,1,8,3,0.0013673999346792698,8
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.9200029782950878e-05,12
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,1,1.0,1,7,1,0.0008243001066148281,12
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,2,1.0,1,8,3,0.002132599940523505,12
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,3,1.0,1,8,3,0.0013831000542268157,12
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,4,1.0,1,8,3,0.0013507999246940017,12
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,2.0399922505021095e-05,16
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,1,1.0,1,7,1,0.0008354999590665102,16
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,2,1.0,1,8,3,0.0014353999868035316,16
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,3,1.0,1,8,3,0.0020185000030323863,16
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,4,1.0,1,8,3,0.0014553000219166279,16
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,2.2799940779805183e-05,20
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,1,1.0,1,7,1,0.0008833999745547771,20
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,2,1.0,1,8,4,0.0021164000499993563,20
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,3,1.0,1,8,4,0.001713200006633997,20
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,4,1.0,1,8,4,0.0016412000404670835,20
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.7600017599761486e-05,24
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,1,1.0,1,7,1,0.0008020000532269478,24
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,2,1.0,1,8,3,0.0013618000084534287,24
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,3,1.0,1,8,3,0.001636300003156066,24
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,4,1.0,1,8,3,0.0013592999894171953,24
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,0,0.5,0,1,0,1.7700018361210823e-05,27
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,1,1.0,1,7,1,0.0008045000722631812,27
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,2,1.0,1,8,4,0.0021585000213235617,27
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,3,1.0,1,8,4,0.0024432999780401587,27
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,2,chain,4,1.0,1,8,4,0.0021896999096497893,27
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,2,chain,0,0.5,0,1,0,3.660004585981369e-05,0
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,2,chain,1,1.0,1,7,1,0.0011457999935373664,0
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,2,chain,2,1.0,1,10,3,0.002208000048995018,0
