dataset,example_id,partition,layer,token_class,context_radius,token_count,attention_contribution_ratio,attention_contribution_ratio_median,attention_contribution_ratio_p90,attention_entropy,attention_entropy_median,attention_entropy_p90,attention_output_norm,attention_output_norm_median,attention_output_norm_p90,distant_attention_fraction,distant_attention_fraction_median,distant_attention_fraction_p90,effective_attention_support,effective_attention_support_median,effective_attention_support_p90,evidence_attention_fraction,evidence_attention_fraction_median,evidence_attention_fraction_p90,ffn_contribution_ratio,ffn_contribution_ratio_median,ffn_contribution_ratio_p90,ffn_output_norm,ffn_output_norm_median,ffn_output_norm_p90,intervention_displacement,intervention_displacement_median,intervention_displacement_p90,intervention_rotation,intervention_rotation_median,intervention_rotation_p90,local_attention_fraction,local_attention_fraction_median,local_attention_fraction_p90,post_attention_displacement,post_attention_displacement_median,post_attention_displacement_p90,post_attention_rotation,post_attention_rotation_median,post_attention_rotation_p90,pre_attention_residual_norm,pre_attention_residual_norm_median,pre_attention_residual_norm_p90,self_attention_fraction,self_attention_fraction_median,self_attention_fraction_p90
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,0,all,full,1560,6.5753350257873535,6.572032928466797,7.681512355804443,2.0191612243652344,1.8650033473968506,3.102435350418091,5.759439468383789,5.61875581741333,6.737664222717285,0.1794910877943039,0.1738114058971405,0.3545394241809845,20.11406135559082,18.751628875732422,37.48358917236328,0.04115048050880432,0.0,0.05668258294463158,0.7111696004867554,0.6892331838607788,0.9109387397766113,4.1051530838012695,4.087471008300781,5.247794151306152,0.0,0.0,0.0,0.0,0.0,0.0,0.8205108046531677,0.8259174227714539,0.9999831318855286,6.575357913970947,6.571369171142578,7.681431293487549,0.8980988264083862,0.8926429748535156,0.9898505210876465,0.8810694217681885,0.8790489435195923,0.9781373739242554,0.3888966739177704,0.4071010947227478,0.543594479560852
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,0,all,1,1560,6.5753350257873535,6.572032928466797,7.681512355804443,2.0191612243652344,1.8650033473968506,3.102435350418091,5.759439468383789,5.61875581741333,6.737664222717285,0.1794910877943039,0.1738114058971405,0.3545394241809845,20.11406135559082,18.751628875732422,37.48358917236328,0.04115048050880432,0.0,0.05668258294463158,0.7111696004867554,0.6892331838607788,0.9109387397766113,4.1051530838012695,4.087471008300781,5.247794151306152,0.0,0.0,0.0,-1.1309599479147892e-08,0.0,5.960464477539063e-08,0.8205108046531677,0.8259174227714539,0.9999831318855286,6.575357913970947,6.571369171142578,7.681431293487549,0.8980988264083862,0.8926429748535156,0.9898505210876465,0.8810694217681885,0.8790489435195923,0.9781373739242554,0.3888966739177704,0.4071010947227478,0.543594479560852
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,0,all,16,1560,6.5753350257873535,6.572032928466797,7.681512355804443,2.0191612243652344,1.8650033473968506,3.102435350418091,5.759439468383789,5.61875581741333,6.737664222717285,0.1794910877943039,0.1738114058971405,0.3545394241809845,20.11406135559082,18.751628875732422,37.48358917236328,0.04115048050880432,0.0,0.05668258294463158,0.7111696004867554,0.6892331838607788,0.9109387397766113,4.1051530838012695,4.087471008300781,5.247794151306152,0.0,0.0,0.0,-1.1309599479147892e-08,0.0,5.960464477539063e-08,0.8205108046531677,0.8259174227714539,0.9999831318855286,6.575357913970947,6.571369171142578,7.681431293487549,0.8980988264083862,0.8926429748535156,0.9898505210876465,0.8810694217681885,0.8790489435195923,0.9781373739242554,0.3888966739177704,0.4071010947227478,0.543594479560852
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,0,all,32,1560,6.5753350257873535,6.572032928466797,7.681512355804443,2.0191612243652344,1.8650033473968506,3.102435350418091,5.759439468383789,5.61875581741333,6.737664222717285,0.1794910877943039,0.1738114058971405,0.3545394241809845,20.11406135559082,18.751628875732422,37.48358917236328,0.04115048050880432,0.0,0.05668258294463158,0.7111696004867554,0.6892331838607788,0.9109387397766113,4.1051530838012695,4.087471008300781,5.247794151306152,0.0,0.0,0.0,-1.1309599479147892e-08,0.0,5.960464477539063e-08,0.8205108046531677,0.8259174227714539,0.9999831318855286,6.575357913970947,6.571369171142578,7.681431293487549,0.8980988264083862,0.8926429748535156,0.9898505210876465,0.8810694217681885,0.8790489435195923,0.9781373739242554,0.3888966739177704,0.4071010947227478,0.543594479560852
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,0,evidence,full,48,6.96868896484375,6.908094882965088,8.26944637298584,1.290448546409607,1.2741245031356812,1.900957465171814,6.093938827514648,6.081283092498779,7.132193088531494,0.0539134182035923,0.0,0.14078950881958008,7.589338779449463,7.066977024078369,12.547426223754883,0.8513907790184021,0.999940812587738,1.0000288486480713,0.7705468535423279,0.7407084107398987,0.9240767359733582,4.712917804718018,4.5763092041015625,5.877424716949463,0.0,0.0,0.0,0.0,0.0,0.0,0.9460887908935547,0.999940812587738,1.0000288486480713,6.968662261962891,6.907931804656982,8.269478797912598,0.8780345916748047,0.8729987740516663,0.9697261452674866,0.8804140686988831,0.8691956400871277,1.0416860580444336,0.48550355434417725,0.49779626727104187,0.5708894729614258
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,0,evidence,1,48,6.96868896484375,6.908094882965088,8.26944637298584,1.290448546409607,1.2741245031356812,1.900957465171814,6.093938827514648,6.081283092498779,7.132193088531494,0.0539134182035923,0.0,0.14078950881958008,7.589338779449463,7.066977024078369,12.547426223754883,0.8513907790184021,0.999940812587738,1.0000288486480713,0.7705468535423279,0.7407084107398987,0.9240767359733582,4.712917804718018,4.5763092041015625,5.877424716949463,0.0,0.0,0.0,2.4835269396561444e-09,0.0,5.960464477539063e-08,0.9460887908935547,0.999940812587738,1.0000288486480713,6.968662261962891,6.907931804656982,8.269478797912598,0.8780345916748047,0.8729987740516663,0.9697261452674866,0.8804140686988831,0.8691956400871277,1.0416860580444336,0.48550355434417725,0.49779626727104187,0.5708894729614258
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,0,evidence,16,48,6.96868896484375,6.908094882965088,8.26944637298584,1.290448546409607,1.2741245031356812,1.900957465171814,6.093938827514648,6.081283092498779,7.132193088531494,0.0539134182035923,0.0,0.14078950881958008,7.589338779449463,7.066977024078369,12.547426223754883,0.8513907790184021,0.999940812587738,1.0000288486480713,0.7705468535423279,0.7407084107398987,0.9240767359733582,4.712917804718018,4.5763092041015625,5.877424716949463,0.0,0.0,0.0,2.4835269396561444e-09,0.0,5.960464477539063e-08,0.9460887908935547,0.999940812587738,1.0000288486480713,6.968662261962891,6.907931804656982,8.269478797912598,0.8780345916748047,0.8729987740516663,0.9697261452674866,0.8804140686988831,0.8691956400871277,1.0416860580444336,0.48550355434417725,0.49779626727104187,0.5708894729614258
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,0,evidence,32,48,6.96868896484375,6.908094882965088,8.26944637298584,1.290448546409607,1.2741245031356812,1.900957465171814,6.093938827514648,6.081283092498779,7.132193088531494,0.0539134182035923,0.0,0.14078950881958008,7.589338779449463,7.066977024078369,12.547426223754883,0.8513907790184021,0.999940812587738,1.0000288486480713,0.7705468535423279,0.7407084107398987,0.9240767359733582,4.712917804718018,4.5763092041015625,5.877424716949463,0.0,0.0,0.0,2.4835269396561444e-09,0.0,5.960464477539063e-08,0.9460887908935547,0.999940812587738,1.0000288486480713,6.968662261962891,6.907931804656982,8.269478797912598,0.8780345916748047,0.8729987740516663,0.9697261452674866,0.8804140686988831,0.8691956400871277,1.0416860580444336,0.48550355434417725,0.49779626727104187,0.5708894729614258
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,0,oracle_parent_non_evidence,full,336,6.545581817626953,6.53566837310791,7.658095359802246,2.0779659748077393,1.9248476028442383,3.141622543334961,5.748044490814209,5.567465782165527,6.767744064331055,0.17948071658611298,0.17267131805419922,0.36001330614089966,19.827693939208984,17.311532974243164,37.84675979614258,0.052328936755657196,0.0,0.13629692792892456,0.7014421224594116,0.6811394691467285,0.8909624218940735,4.04314661026001,4.047555446624756,5.174252510070801,0.0,0.0,0.0,0.0,0.0,0.0,0.8205202221870422,0.8268347978591919,0.9999622106552124,6.5455803871154785,6.53505277633667,7.6581621170043945,0.908802330493927,0.905228316783905,0.9926069974899292,0.8840191960334778,0.8837683796882629,0.9830212593078613,0.3667917847633362,0.36504054069519043,0.5439379215240479
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,0,oracle_parent_non_evidence,1,336,6.545581817626953,6.53566837310791,7.658095359802246,2.0779659748077393,1.9248476028442383,3.141622543334961,5.748044490814209,5.567465782165527,6.767744064331055,0.17948071658611298,0.17267131805419922,0.36001330614089966,19.827693939208984,17.311532974243164,37.84675979614258,0.052328936755657196,0.0,0.13629692792892456,0.7014421224594116,0.6811394691467285,0.8909624218940735,4.04314661026001,4.047555446624756,5.174252510070801,0.0,0.0,0.0,-1.4546371218671084e-08,0.0,5.960464477539063e-08,0.8205202221870422,0.8268347978591919,0.9999622106552124,6.5455803871154785,6.53505277633667,7.6581621170043945,0.908802330493927,0.905228316783905,0.9926069974899292,0.8840191960334778,0.8837683796882629,0.9830212593078613,0.3667917847633362,0.36504054069519043,0.5439379215240479
