dataset,example_id,partition,layer,parent_count,cache_tensor_bytes,candidate_tensor_bytes,native_dot_products,h2d_seconds,adjacency_build_seconds,peak_gpu_allocated_bytes
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,0,6,4522720,144,8573184,0.004752099979668856,0.13801540003623813,46045696
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,4,6,4522720,144,8573184,0.0024419999681413174,0.04403930006083101,46045696
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,8,6,4522720,144,8573184,0.0023723000194877386,0.04471509996801615,46045696
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,12,6,4522720,144,8573184,0.0025544000091031194,0.04406270000617951,46045696
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,16,6,4522720,144,8573184,0.0025591999292373657,0.042712299968115985,46045696
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,20,6,4522720,144,8573184,0.0029347999952733517,0.04302290000487119,46045696
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,24,6,4522720,144,8573184,0.002534399973228574,0.04244009999092668,46045696
2wikimultihopqa,003f41f80bde11eba7f7acde48001122,validation,27,6,4522720,144,8573184,0.0028519999468699098,0.04203070001676679,46045696
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,0,16,12584960,1024,66650896,0.01618789997883141,0.46596970001701266,110378496
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,4,16,12584960,1024,66650896,0.007469399948604405,0.2807131999870762,110378496
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,8,16,12584960,1024,66650896,0.0062856998993083835,0.2813602000242099,110378496
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,12,16,12584960,1024,66650896,0.006417299970053136,0.27994650008622557,110378496
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,16,16,12584960,1024,66650896,0.0074208000442013144,0.27950699999928474,110378496
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,20,16,12584960,1024,66650896,0.007636199938133359,0.27919250004924834,110378496
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,24,16,12584960,1024,66650896,0.0069754000287503,0.2799168999772519,110378496
2wikimultihopqa,004430780bde11eba7f7acde48001122,validation,27,16,12584960,1024,66650896,0.0073231999995186925,0.2795850000111386,110378496
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,0,14,10815200,784,48553024,0.01015190000180155,0.30806870001833886,97104896
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,4,14,10815200,784,48553024,0.0045563000021502376,0.2123448000056669,97104896
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,8,14,10815200,784,48553024,0.004398999968543649,0.21092949993908405,97104896
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,12,14,10815200,784,48553024,0.005140500026755035,0.2113412000471726,97104896
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,16,14,10815200,784,48553024,0.004567399970255792,0.21084940002765507,97104896
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,20,14,10815200,784,48553024,0.00400029995944351,0.21069830004125834,97104896
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,24,14,10815200,784,48553024,0.004871500073932111,0.21018489997368306,97104896
2wikimultihopqa,0051fad20bde11eba7f7acde48001122,validation,27,14,10815200,784,48553024,0.0040469999657943845,0.21127710002474487,97104896
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,0,11,8652160,484,30514576,0.007543200044892728,0.2575840000063181,79468544
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,4,11,8652160,484,30514576,0.003272600006312132,0.1416313999798149,79468544
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,8,11,8652160,484,30514576,0.004427300067618489,0.14102530002128333,79468544
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,12,11,8652160,484,30514576,0.003828100045211613,0.13959859998431057,79468544
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,16,11,8652160,484,30514576,0.004219199996441603,0.13947179995011538,79468544
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,20,11,8652160,484,30514576,0.004062299965880811,0.13935569999739528,79468544
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,24,11,8652160,484,30514576,0.0035472000017762184,0.14037709997501224,79468544
2wikimultihopqa,005238da0bde11eba7f7acde48001122,test,27,11,8652160,484,30514576,0.0038506999844685197,0.1404776000417769,79468544
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,0,13,10028640,676,42042256,0.009395299945026636,0.29983150004409254,90741760
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,4,13,10028640,676,42042256,0.0037456999998539686,0.18557339999824762,90741760
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,8,13,10028640,676,42042256,0.003786299959756434,0.1841475999681279,90741760
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,12,13,10028640,676,42042256,0.004241600050590932,0.18365160003304482,90741760
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,16,13,10028640,676,42042256,0.004450399894267321,0.1850009000627324,90741760
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,20,13,10028640,676,42042256,0.0044769999803975224,0.18621299997903407,90741760
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,24,13,10028640,676,42042256,0.004471400054171681,0.1846406999975443,90741760
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,27,13,10028640,676,42042256,0.004239600035361946,0.18457049992866814,90741760
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,0,4,2556320,64,2768896,0.0033035000087693334,0.07671079994179308,29732864
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,4,4,2556320,64,2768896,0.0033543999306857586,0.07673630001954734,29732864
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,8,4,2556320,64,2768896,0.0035138000966981053,0.060514999902807176,29732864
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,12,4,2556320,64,2768896,0.0016469000838696957,0.01723249990027398,29732864
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,16,4,2556320,64,2768896,0.0023291000397875905,0.018340099952183664,29732864
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,20,4,2556320,64,2768896,0.0018644999945536256,0.01775359991006553,29732864
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,24,4,2556320,64,2768896,0.0016538999043405056,0.017987500061281025,29732864
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,27,4,2556320,64,2768896,0.0017630999209359288,0.01749210001435131,29732864
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,0,18,14158080,1296,83466496,0.01688170002307743,0.5023704000050202,123111936
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,4,18,14158080,1296,83466496,0.00685369991697371,0.35046019998844713,123111936
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,8,18,14158080,1296,83466496,0.007121000089682639,0.3505503000924364,123111936
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,12,18,14158080,1296,83466496,0.007844500010833144,0.3518919999478385,123111936
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,16,18,14158080,1296,83466496,0.007951100007630885,0.3505036999704316,123111936
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,20,18,14158080,1296,83466496,0.0076376000652089715,0.3503084999974817,123111936
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,24,18,14158080,1296,83466496,0.007424200070090592,0.3502767999889329,123111936
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,27,18,14158080,1296,83466496,0.007889000000432134,0.35212789999786764,123111936
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,0,13,9832000,676,40960000,0.008958799997344613,0.29311309999320656,90199552
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,4,13,9832000,676,40960000,0.00397820002399385,0.1795746999559924,90199552
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,8,13,9832000,676,40960000,0.004477699985727668,0.17836309992708266,90199552
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,12,13,9832000,676,40960000,0.0039953000377863646,0.17842399992514402,90199552
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,16,13,9832000,676,40960000,0.004735000082291663,0.1768371999496594,90199552
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,20,13,9832000,676,40960000,0.0037091000704094768,0.17847909999545664,90199552
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,24,13,9832000,676,40960000,0.004832900012843311,0.17781829996965826,90199552
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,27,13,9832000,676,40960000,0.003746100002899766,0.17935909994412214,90199552
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,0,15,11208480,900,51667344,0.01108229998499155,0.3536338999401778,99243008
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,4,15,11208480,900,51667344,0.004274900071322918,0.23091369995381683,99243008
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,8,15,11208480,900,51667344,0.004312200006097555,0.22920179995708168,99243008
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,12,15,11208480,900,51667344,0.0038436000468209386,0.2295585999963805,99243008
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,16,15,11208480,900,51667344,0.003965799929574132,0.22854659997392446,99243008
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,20,15,11208480,900,51667344,0.004172799992375076,0.2288912000367418,99243008
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,24,15,11208480,900,51667344,0.005514900083653629,0.2292016000719741,99243008
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,27,15,11208480,900,51667344,0.005042499979026616,0.23008580005262047,99243008
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,0,8,6095840,256,15713296,0.006522299954667687,0.28632369998376817,59301376
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,4,8,6095840,256,15713296,0.0031943999929353595,0.07485239999368787,59301376
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,8,8,6095840,256,15713296,0.0028247999725863338,0.07318319997284561,59301376
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,12,8,6095840,256,15713296,0.003343400079756975,0.07174349995329976,59301376
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,16,8,6095840,256,15713296,0.0034895000280812383,0.07123529992531985,59301376
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,20,8,6095840,256,15713296,0.003920600051060319,0.07127790001686662,59301376
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,24,8,6095840,256,15713296,0.0030132000101730227,0.0713439000537619,59301376
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,27,8,6095840,256,15713296,0.0027828000020235777,0.07068430003710091,59301376
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,0,10,7472320,400,22963264,0.006947900052182376,0.29892479989212006,71098368
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,4,10,7472320,400,22963264,0.003669199999421835,0.10817429993767291,71098368
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,8,10,7472320,400,22963264,0.0028809000505134463,0.10507739998865873,71098368
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,12,10,7472320,400,22963264,0.0035936000058427453,0.10539460007566959,71098368
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,16,10,7472320,400,22963264,0.003073900006711483,0.10498920001555234,71098368
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,20,10,7472320,400,22963264,0.0037484000204131007,0.10479579993989319,71098368
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,24,10,7472320,400,22963264,0.0030913999071344733,0.10457480000331998,71098368
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,27,10,7472320,400,22963264,0.0037351999199017882,0.10489690001122653,71098368
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,0,13,10028640,676,41319184,0.008973499992862344,0.293347500031814,90741760
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,4,13,10028640,676,41319184,0.004520899965427816,0.1855381999630481,90741760
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,8,13,10028640,676,41319184,0.004348000045865774,0.18450749991461635,90741760
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,12,13,10028640,676,41319184,0.004082700004801154,0.18476990005001426,90741760
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,16,13,10028640,676,41319184,0.0038982999976724386,0.18489650008268654,90741760
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,20,13,10028640,676,41319184,0.0036999000003561378,0.18406610004603863,90741760
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,24,13,10028640,676,41319184,0.004627299960702658,0.1845423000631854,90741760
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,27,13,10028640,676,41319184,0.004045399953611195,0.18415280000772327,90741760
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,0,11,8258880,484,28901376,0.008079899940639734,0.3505585000384599,77466624
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,4,11,8258880,484,28901376,0.0033000000985339284,0.13347709993831813,77466624
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,8,11,8258880,484,28901376,0.003593399887904525,0.1299154000589624,77466624
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,12,11,8258880,484,28901376,0.0035034000175073743,0.1297039999626577,77466624
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,16,11,8258880,484,28901376,0.0033382000401616096,0.13027189997956157,77466624
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,20,11,8258880,484,28901376,0.003211700008250773,0.13059139996767044,77466624
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,24,11,8258880,484,28901376,0.003247799933888018,0.1297918000491336,77466624
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,27,11,8258880,484,28901376,0.0036110999062657356,0.13001089997123927,77466624
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,0,6,4719360,144,9241600,0.005499499966390431,0.2053419000003487,46718976
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,4,6,4719360,144,9241600,0.005951100029051304,0.08809779991861433,46718976
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,8,6,4719360,144,9241600,0.0033506000181660056,0.04682709998451173,46718976
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,12,6,4719360,144,9241600,0.003004700061865151,0.048032599966973066,46718976
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,16,6,4719360,144,9241600,0.0028232999611645937,0.04554750001989305,46718976
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,20,6,4719360,144,9241600,0.002372700022533536,0.04438119998667389,46718976
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,24,6,4719360,144,9241600,0.0024763999972492456,0.04435360000934452,46718976
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,27,6,4719360,144,9241600,0.003397999913431704,0.04569100006483495,46718976
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,0,7,5112640,196,10497600,0.00516780000180006,0.1659785999218002,50954240
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,4,7,5112640,196,10497600,0.0029548000311478972,0.05588939995504916,50954240
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,8,7,5112640,196,10497600,0.0030182000482454896,0.05532419995870441,50954240
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,12,7,5112640,196,10497600,0.0026923000114038587,0.0546293999068439,50954240
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,16,7,5112640,196,10497600,0.003118499997071922,0.05403730005491525,50954240
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,20,7,5112640,196,10497600,0.0025490999687463045,0.054737400030717254,50954240
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,24,7,5112640,196,10497600,0.0025831999955698848,0.05339590006042272,50954240
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,27,7,5112640,196,10497600,0.0027188999811187387,0.053240199922584,50954240
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,0,8,6095840,256,15054400,0.0066272999392822385,0.26059870002791286,59301376
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,4,8,6095840,256,15054400,0.003423399990424514,0.07398089999333024,59301376
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,8,8,6095840,256,15054400,0.0033858000533655286,0.07354100001975894,59301376
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,12,8,6095840,256,15054400,0.0036851000040769577,0.0723920000018552,59301376
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,16,8,6095840,256,15054400,0.00281929993070662,0.07230340002570301,59301376
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,20,8,6095840,256,15054400,0.0033430999610573053,0.07109869993291795,59301376
