context_metric,graph_metric,pearson,spearman,layers
attention_contribution_ratio,edge_R4,-0.2398034084742116,-0.14824986333222023,8
attention_contribution_ratio,edge_R6,-0.21557516442869795,-0.25197631533948484,8
attention_contribution_ratio,edge_R8,-0.30695573312220836,-0.7324670207647144,8
attention_contribution_ratio,edge_MRR,0.32925402316455865,-0.19047619047619047,8
attention_contribution_ratio,complete_path_K6,-0.2155751644286979,-0.25197631533948484,8
attention_contribution_ratio,depth_contraction,-0.3266298301583135,-0.6190476190476191,8
attention_contribution_ratio,branching_factor,0.9687521532096294,0.5952380952380952,8
attention_contribution_ratio,shortcut_rate,0.42435993468894656,-0.09523809523809523,8
attention_contribution_ratio,unreachable_evidence_fraction,-0.5867542470048409,-0.46707424214617094,8
attention_contribution_ratio,complete_recovery,-0.14049756352655815,0.03912303982179758,8
attention_rotation,edge_R4,-0.2509844325889637,-0.4694579005520307,8
attention_rotation,edge_R6,-0.21757317229011716,-0.12598815766974242,8
attention_rotation,edge_R8,-0.3145626013485795,-0.6197797868009122,8
attention_rotation,edge_MRR,0.3206628329162993,-0.07142857142857142,8
attention_rotation,complete_path_K6,-0.21757317229011722,-0.12598815766974242,8
attention_rotation,depth_contraction,-0.33223755083256196,-0.7142857142857143,8
attention_rotation,branching_factor,0.9670432485370053,0.42857142857142855,8
attention_rotation,shortcut_rate,0.4295102508839062,0.14285714285714285,8
attention_rotation,unreachable_evidence_fraction,-0.5847427308193001,-0.5030030300035687,8
attention_rotation,complete_recovery,-0.14727731980537817,-0.20865621238292043,8
intervention_contextualization,edge_R4,0.45805064881736196,0.630061919161936,8
intervention_contextualization,edge_R6,0.20067008920089194,0.0,8
intervention_contextualization,edge_R8,0.5741101596327475,0.6197797868009122,8
intervention_contextualization,edge_MRR,-0.013703735069623716,0.11904761904761904,8
intervention_contextualization,complete_path_K6,0.20067008920089197,0.0,8
intervention_contextualization,depth_contraction,0.49486381124925233,0.6428571428571429,8
intervention_contextualization,branching_factor,-0.7851790099753206,-0.40476190476190477,8
intervention_contextualization,shortcut_rate,-0.42987653904915674,-0.3333333333333333,8
intervention_contextualization,unreachable_evidence_fraction,0.4557861281511685,0.5149792926227013,8
intervention_contextualization,complete_recovery,0.33390837302492354,0.20865621238292043,8
attention_entropy,edge_R4,-0.13290642299255004,-0.012354155277685018,8
attention_entropy,edge_R6,0.24055393827335142,0.25197631533948484,8
attention_entropy,edge_R8,-0.8617172392401211,-0.8451542547285166,8
attention_entropy,edge_MRR,-0.20831474128573008,0.0,8
attention_entropy,complete_path_K6,0.24055393827335148,0.25197631533948484,8
attention_entropy,depth_contraction,-0.47872723615997176,-0.3333333333333333,8
attention_entropy,branching_factor,0.6177896638645808,0.9047619047619048,8
attention_entropy,shortcut_rate,-0.10260767752584886,-0.14285714285714285,8
attention_entropy,unreachable_evidence_fraction,-0.690637768820497,-0.7065994945288228,8
attention_entropy,complete_recovery,0.4556680038207851,0.5346815442312336,8
