dataset,example_id,partition,layer,annotated_hops,graph_type,parent_count,oracle_parent_count,minimum_native_recovery_depth,depth_contraction,complete_recovery,node_recall,mean_out_degree,effective_branching_factor,unique_neighbor_count,duplicate_neighbor_rate,connected_component_count,giant_component_fraction,graph_density,reciprocal_edge_rate,mean_evidence_native_distance,unreachable_evidence_fraction,shortcut_rate,shortcut_pairs,shortcut_eligible_pairs
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,4,1,independent,13,4,0,1,1,1.0,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,0.0,0.0,0,0
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,8,1,independent,13,4,0,1,1,1.0,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,0.0,0.0,0,0
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,12,1,independent,13,4,0,1,1,1.0,6.0,2.6830161056580923,12.0,0.8461538461538461,1.0,1.0,0.5,0.5897435897435898,,0.0,0.0,0,0
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,16,1,independent,13,4,0,1,1,1.0,6.0,2.5681759764025376,8.0,0.8974358974358975,1.0,1.0,0.5,0.5384615384615384,,0.0,0.0,0,0
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,20,1,independent,13,4,0,1,1,1.0,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,0.0,0.0,0,0
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,24,1,independent,13,4,0,1,1,1.0,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,0.0,0.0,0,0
2wikimultihopqa,0056b9ff08e711ebbda5ac1f6bf848b6,test,27,1,independent,13,4,0,1,1,1.0,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,0.0,0.0,0,0
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,0,1,independent,4,2,0,1,1,1.0,3.0,1.7320508075688772,4.0,0.6666666666666667,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,4,1,independent,4,2,0,1,1,1.0,3.0,1.7320508075688772,4.0,0.6666666666666667,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,8,1,independent,4,2,0,1,1,1.0,3.0,1.7320508075688772,4.0,0.6666666666666667,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,12,1,independent,4,2,0,1,1,1.0,3.0,1.7320508075688772,4.0,0.6666666666666667,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,16,1,independent,4,2,0,1,1,1.0,3.0,1.7320508075688772,4.0,0.6666666666666667,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,20,1,independent,4,2,0,1,1,1.0,3.0,1.7320508075688772,4.0,0.6666666666666667,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,24,1,independent,4,2,0,1,1,1.0,3.0,1.7320508075688772,4.0,0.6666666666666667,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,validation,27,1,independent,4,2,0,1,1,1.0,3.0,1.7320508075688772,4.0,0.6666666666666667,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,0,2,chain,18,2,1,1,1,1.0,6.0,3.827635658844731,17.0,0.8425925925925926,1.0,1.0,0.35294117647058826,0.46296296296296297,,1.0,0.0,0,0
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,4,2,chain,18,2,,,0,0.5,6.0,2.914213562373095,9.0,0.9166666666666666,1.0,1.0,0.35294117647058826,0.35185185185185186,,1.0,0.0,0,0
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,8,2,chain,18,2,,,0,0.5,6.0,2.914213562373095,9.0,0.9166666666666666,1.0,1.0,0.35294117647058826,0.3888888888888889,,1.0,0.0,0,0
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,12,2,chain,18,2,,,0,0.5,6.0,2.914213562373095,9.0,0.9166666666666666,1.0,1.0,0.35294117647058826,0.37037037037037035,,1.0,0.0,0,0
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,16,2,chain,18,2,,,0,0.5,6.0,2.914213562373095,9.0,0.9166666666666666,1.0,1.0,0.35294117647058826,0.37037037037037035,,1.0,0.0,0,0
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,20,2,chain,18,2,,,0,0.5,6.0,2.914213562373095,9.0,0.9166666666666666,1.0,1.0,0.35294117647058826,0.37037037037037035,,1.0,0.0,0,0
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,24,2,chain,18,2,,,0,0.5,6.0,2.904064906057451,9.0,0.9166666666666666,1.0,1.0,0.35294117647058826,0.3888888888888889,,1.0,0.0,0,0
2wikimultihopqa,0069c0220bde11eba7f7acde48001122,validation,27,2,chain,18,2,,,0,0.5,6.0,2.904681735970106,9.0,0.9166666666666666,1.0,1.0,0.35294117647058826,0.37037037037037035,,1.0,0.0,0,0
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,0,1,independent,13,2,0,1,1,1.0,6.0,3.4414128728635456,13.0,0.8333333333333334,1.0,1.0,0.5,0.4358974358974359,,0.0,0.0,0,0
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,4,1,independent,13,2,0,1,1,1.0,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,0.0,0.0,0,0
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,8,1,independent,13,2,0,1,1,1.0,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,0.0,0.0,0,0
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,12,1,independent,13,2,0,1,1,1.0,6.0,2.7160112394036675,9.0,0.8846153846153846,1.0,1.0,0.5,0.5384615384615384,,0.0,0.0,0,0
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,16,1,independent,13,2,0,1,1,1.0,6.0,2.5681759764025376,9.0,0.8846153846153846,1.0,1.0,0.5,0.5641025641025641,,0.0,0.0,0,0
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,20,1,independent,13,2,0,1,1,1.0,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,0.0,0.0,0,0
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,24,1,independent,13,2,0,1,1,1.0,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,0.0,0.0,0,0
2wikimultihopqa,006b525c08e111ebbda2ac1f6bf848b6,test,27,1,independent,13,2,0,1,1,1.0,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,0.0,0.0,0,0
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,0,2,chain,15,2,1,1,1,1.0,6.0,3.295129132276508,13.0,0.8555555555555556,1.0,1.0,0.42857142857142855,0.4666666666666667,1.0,0.0,0.0,0,0
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,4,2,chain,15,2,1,1,1,1.0,6.0,2.731000024116004,8.0,0.9111111111111111,1.0,1.0,0.42857142857142855,0.4666666666666667,1.0,0.0,0.0,0,0
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,8,2,chain,15,2,1,1,1,1.0,6.0,2.731000024116004,8.0,0.9111111111111111,1.0,1.0,0.42857142857142855,0.4666666666666667,1.0,0.0,0.0,0,0
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,12,2,chain,15,2,1,1,1,1.0,6.0,3.0757295747452438,11.0,0.8777777777777778,1.0,1.0,0.42857142857142855,0.4444444444444444,1.0,0.0,0.0,0,0
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,16,2,chain,15,2,1,1,1,1.0,6.0,2.731000024116004,8.0,0.9111111111111111,1.0,1.0,0.42857142857142855,0.4444444444444444,1.0,0.0,0.0,0,0
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,20,2,chain,15,2,1,1,1,1.0,6.0,2.731000024116004,8.0,0.9111111111111111,1.0,1.0,0.42857142857142855,0.4444444444444444,1.0,0.0,0.0,0,0
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,24,2,chain,15,2,1,1,1,1.0,6.0,2.731000024116004,8.0,0.9111111111111111,1.0,1.0,0.42857142857142855,0.4666666666666667,1.0,0.0,0.0,0,0
2wikimultihopqa,006d81bc0bde11eba7f7acde48001122,test,27,2,chain,15,2,1,1,1,1.0,6.0,2.5541625791999314,7.0,0.9222222222222223,1.0,1.0,0.42857142857142855,0.4666666666666667,1.0,0.0,0.0,0,0
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,0,2,chain,8,2,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.8333333333333334,1.0,0.0,0.0,0,0
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,4,2,chain,8,2,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,1.0,0.0,0.0,0,0
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,8,2,chain,8,2,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.8333333333333334,1.0,0.0,0.0,0,0
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,12,2,chain,8,2,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.8333333333333334,1.0,0.0,0.0,0,0
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,16,2,chain,8,2,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,1.0,0.0,0.0,0,0
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,20,2,chain,8,2,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,1.0,0.0,0.0,0,0
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,24,2,chain,8,2,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.8333333333333334,1.0,0.0,0.0,0,0
2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,validation,27,2,chain,8,2,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.8333333333333334,1.0,0.0,0.0,0,0
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,0,2,chain,10,3,1,1,1,1.0,6.0,3.0,10.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.6333333333333333,1.0,0.0,0.0,0,0
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,4,2,chain,10,3,1,1,1,1.0,6.0,2.845584412271571,9.0,0.85,1.0,1.0,0.6666666666666666,0.7,1.0,0.0,0.0,0,0
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,8,2,chain,10,3,1,1,1,1.0,6.0,2.914213562373095,10.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.7,1.0,0.0,0.0,0,0
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,12,2,chain,10,3,1,1,1,1.0,6.0,2.982842712474619,10.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.7,1.0,0.0,0.0,0,0
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,16,2,chain,10,3,1,1,1,1.0,6.0,3.0,10.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.7,1.0,0.0,0.0,0,0
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,20,2,chain,10,3,1,1,1,1.0,6.0,2.8284271247461903,10.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.7333333333333333,1.0,0.0,0.0,0,0
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,24,2,chain,10,3,1,1,1,1.0,6.0,2.845584412271571,9.0,0.85,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0,0
2wikimultihopqa,0083038e0bde11eba7f7acde48001122,test,27,2,chain,10,3,1,1,1,1.0,6.0,2.6822864738009105,8.0,0.8666666666666667,1.0,1.0,0.6666666666666666,0.7,1.0,0.0,0.0,0,0
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,0,2,chain,13,2,2,0,1,1.0,6.0,3.4068512744211055,13.0,0.8333333333333334,1.0,1.0,0.5,0.5384615384615384,2.0,0.0,0.0,0,0
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,4,2,chain,13,2,,,0,0.5,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,1.0,0.0,0,0
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,8,2,chain,13,2,,,0,0.5,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,1.0,0.0,0,0
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,12,2,chain,13,2,,,0,0.5,6.0,2.779245716406083,12.0,0.8461538461538461,1.0,1.0,0.5,0.5384615384615384,,1.0,0.0,0,0
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,16,2,chain,13,2,,,0,0.5,6.0,2.7019592537358523,9.0,0.8846153846153846,1.0,1.0,0.5,0.5128205128205128,,1.0,0.0,0,0
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,20,2,chain,13,2,,,0,0.5,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,1.0,0.0,0,0
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,24,2,chain,13,2,,,0,0.5,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,1.0,0.0,0,0
2wikimultihopqa,008af56e0bdc11eba7f7acde48001122,test,27,2,chain,13,2,,,0,0.5,6.0,2.540072005066907,7.0,0.9102564102564102,1.0,1.0,0.5,0.5384615384615384,,1.0,0.0,0,0
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,0,2,chain,11,2,0,2,1,1.0,6.0,3.147525145607618,11.0,0.8333333333333334,1.0,1.0,0.6,0.6363636363636364,,1.0,0.0,0,0
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,4,2,chain,11,2,0,2,1,1.0,6.0,2.8596221929741557,9.0,0.8636363636363636,1.0,1.0,0.6,0.6363636363636364,,1.0,0.0,0,0
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,8,2,chain,11,2,0,2,1,1.0,6.0,3.0147525145607617,10.0,0.8484848484848485,1.0,1.0,0.6,0.6363636363636364,,1.0,0.0,0,0
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,12,2,chain,11,2,0,2,1,1.0,6.0,3.0147525145607617,10.0,0.8484848484848485,1.0,1.0,0.6,0.6363636363636364,,1.0,0.0,0,0
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,16,2,chain,11,2,0,2,1,1.0,6.0,3.0147525145607617,10.0,0.8484848484848485,1.0,1.0,0.6,0.6363636363636364,,1.0,0.0,0,0
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,20,2,chain,11,2,0,2,1,1.0,6.0,2.8596221929741557,9.0,0.8636363636363636,1.0,1.0,0.6,0.6363636363636364,,1.0,0.0,0,0
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,24,2,chain,11,2,0,2,1,1.0,6.0,2.8596221929741557,9.0,0.8636363636363636,1.0,1.0,0.6,0.6363636363636364,,1.0,0.0,0,0
2wikimultihopqa,008b58060baf11ebab90acde48001122,test,27,2,chain,11,2,0,2,1,1.0,6.0,2.8596221929741557,9.0,0.8636363636363636,1.0,1.0,0.6,0.6363636363636364,,1.0,0.0,0,0
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,0,2,disconnected,6,4,0,2,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,4,2,disconnected,6,4,0,2,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,8,2,disconnected,6,4,0,2,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,12,2,disconnected,6,4,0,2,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,16,2,disconnected,6,4,0,2,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,20,2,disconnected,6,4,0,2,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,24,2,disconnected,6,4,0,2,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,008c393e088411ebbd6dac1f6bf848b6,test,27,2,disconnected,6,4,0,2,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,0,2,disconnected,7,5,1,1,1,1.0,6.0,2.449489742783178,7.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,4,2,disconnected,7,5,1,1,1,1.0,6.0,2.449489742783178,7.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,8,2,disconnected,7,5,1,1,1,1.0,6.0,2.449489742783178,7.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,12,2,disconnected,7,5,1,1,1,1.0,6.0,2.449489742783178,7.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,16,2,disconnected,7,5,1,1,1,1.0,6.0,2.449489742783178,7.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,20,2,disconnected,7,5,1,1,1,1.0,6.0,2.449489742783178,7.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,24,2,disconnected,7,5,1,1,1,1.0,6.0,2.449489742783178,7.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,validation,27,2,disconnected,7,5,1,1,1,1.0,6.0,2.449489742783178,7.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,0,2,disconnected,8,5,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,1.0,0.0,0.0,0,0
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,4,2,disconnected,8,5,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,1.0,0.0,0.0,0,0
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,8,2,disconnected,8,5,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,1.0,0.0,0.0,0,0
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,12,2,disconnected,8,5,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,1.0,0.0,0.0,0,0
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,16,2,disconnected,8,5,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,1.0,0.0,0.0,0,0
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,20,2,disconnected,8,5,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,1.0,0.0,0.0,0,0
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,24,2,disconnected,8,5,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,1.0,0.0,0.0,0,0
2wikimultihopqa,00a6129c085611ebbd59ac1f6bf848b6,test,27,2,disconnected,8,5,1,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,1.0,0.0,0.0,0,0
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,0,2,branching,6,3,1,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0,0
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,4,2,branching,6,3,1,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0,0
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,8,2,branching,6,3,1,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0,0
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,12,2,branching,6,3,1,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0,0
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,16,2,branching,6,3,1,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0,0
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,20,2,branching,6,3,1,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0,0
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,24,2,branching,6,3,1,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0,0
2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,validation,27,2,branching,6,3,1,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0,0
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,0,1,independent,6,2,0,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,4,1,independent,6,2,0,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,8,1,independent,6,2,0,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,12,1,independent,6,2,0,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,16,1,independent,6,2,0,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,20,1,independent,6,2,0,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,24,1,independent,6,2,0,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,validation,27,1,independent,6,2,0,1,1,1.0,5.0,2.23606797749979,6.0,0.8,1.0,1.0,1.0,1.0,,0.0,0.0,0,0
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,0,1,independent,8,2,0,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.8333333333333334,,0.0,0.0,0,0
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,4,1,independent,8,2,0,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,,0.0,0.0,0,0
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,8,1,independent,8,2,0,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,,0.0,0.0,0,0
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,12,1,independent,8,2,0,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,,0.0,0.0,0,0
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,16,1,independent,8,2,0,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,,0.0,0.0,0,0
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,20,1,independent,8,2,0,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,,0.0,0.0,0,0
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,24,1,independent,8,2,0,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.8333333333333334,,0.0,0.0,0,0
2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,validation,27,1,independent,8,2,0,1,1,1.0,6.0,2.6457513110645907,8.0,0.8333333333333334,1.0,1.0,0.8571428571428571,0.875,,0.0,0.0,0,0
2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,validation,0,2,disconnected,11,5,1,1,1,1.0,6.0,3.0147525145607617,10.0,0.8484848484848485,1.0,1.0,0.6,0.6060606060606061,1.0,0.0,0.0,0,0
