dataset,example_id,partition,annotated_hops,layer,chunk_size,minimum_native_depth,complete_recovery,node_recall,parent_count
musique,3hop2__103889_30152_20999,validation,3,12,256,1,1,1.0,12
musique,3hop2__103889_30152_20999,validation,3,27,32,,0,0.6666666666666666,96
musique,3hop2__103889_30152_20999,validation,3,27,128,1,1,1.0,24
musique,3hop2__103889_30152_20999,validation,3,27,256,1,1,1.0,12
musique,3hop2__106842_30645_84681,test,3,0,32,1,1,1.0,94
musique,3hop2__106842_30645_84681,test,3,0,128,1,1,1.0,24
musique,3hop2__106842_30645_84681,test,3,0,256,1,1,1.0,12
musique,3hop2__106842_30645_84681,test,3,12,32,1,1,1.0,94
musique,3hop2__106842_30645_84681,test,3,12,128,1,1,1.0,24
musique,3hop2__106842_30645_84681,test,3,12,256,1,1,1.0,12
musique,3hop2__106842_30645_84681,test,3,27,32,,0,0.6666666666666666,94
musique,3hop2__106842_30645_84681,test,3,27,128,1,1,1.0,24
musique,3hop2__106842_30645_84681,test,3,27,256,1,1,1.0,12
musique,3hop2__11282_57233_56883,test,3,0,32,,0,0.6666666666666666,85
musique,3hop2__11282_57233_56883,test,3,0,128,1,1,1.0,22
musique,3hop2__11282_57233_56883,test,3,0,256,1,1,1.0,11
musique,3hop2__11282_57233_56883,test,3,12,32,1,1,1.0,85
musique,3hop2__11282_57233_56883,test,3,12,128,1,1,1.0,22
musique,3hop2__11282_57233_56883,test,3,12,256,1,1,1.0,11
musique,3hop2__11282_57233_56883,test,3,27,32,1,1,1.0,85
musique,3hop2__11282_57233_56883,test,3,27,128,1,1,1.0,22
musique,3hop2__11282_57233_56883,test,3,27,256,1,1,1.0,11
musique,4hop1__105002_17130_70784_61381,validation,4,0,32,1,1,1.0,86
musique,4hop1__105002_17130_70784_61381,validation,4,0,128,1,1,1.0,22
musique,4hop1__105002_17130_70784_61381,validation,4,0,256,1,1,1.0,11
musique,4hop1__105002_17130_70784_61381,validation,4,12,32,2,1,1.0,86
musique,4hop1__105002_17130_70784_61381,validation,4,12,128,2,1,1.0,22
musique,4hop1__105002_17130_70784_61381,validation,4,12,256,1,1,1.0,11
musique,4hop1__105002_17130_70784_61381,validation,4,27,32,2,1,1.0,86
musique,4hop1__105002_17130_70784_61381,validation,4,27,128,3,1,1.0,22
musique,4hop1__105002_17130_70784_61381,validation,4,27,256,1,1,1.0,11
musique,4hop1__105401_17130_70784_61381,test,4,0,32,1,1,1.0,94
musique,4hop1__105401_17130_70784_61381,test,4,0,128,2,1,1.0,24
musique,4hop1__105401_17130_70784_61381,test,4,0,256,1,1,1.0,12
musique,4hop1__105401_17130_70784_61381,test,4,12,32,,0,0.75,94
musique,4hop1__105401_17130_70784_61381,test,4,12,128,1,1,1.0,24
musique,4hop1__105401_17130_70784_61381,test,4,12,256,2,1,1.0,12
musique,4hop1__105401_17130_70784_61381,test,4,27,32,2,1,1.0,94
musique,4hop1__105401_17130_70784_61381,test,4,27,128,1,1,1.0,24
musique,4hop1__105401_17130_70784_61381,test,4,27,256,4,1,1.0,12
musique,4hop1__105401_17130_70784_79935,validation,4,0,32,2,0,0.75,90
musique,4hop1__105401_17130_70784_79935,validation,4,0,128,1,1,1.0,23
musique,4hop1__105401_17130_70784_79935,validation,4,0,256,2,1,1.0,12
musique,4hop1__105401_17130_70784_79935,validation,4,12,32,,0,0.75,90
musique,4hop1__105401_17130_70784_79935,validation,4,12,128,2,1,1.0,23
musique,4hop1__105401_17130_70784_79935,validation,4,12,256,2,1,1.0,12
musique,4hop1__105401_17130_70784_79935,validation,4,27,32,,0,0.5,90
musique,4hop1__105401_17130_70784_79935,validation,4,27,128,,0,0.75,23
musique,4hop1__105401_17130_70784_79935,validation,4,27,256,,0,0.75,12
musique,4hop1__105688_17130_70784_61381,test,4,0,32,,0,0.75,94
musique,4hop1__105688_17130_70784_61381,test,4,0,128,2,1,1.0,24
musique,4hop1__105688_17130_70784_61381,test,4,0,256,1,1,1.0,12
musique,4hop1__105688_17130_70784_61381,test,4,12,32,3,1,1.0,94
musique,4hop1__105688_17130_70784_61381,test,4,12,128,2,1,1.0,24
musique,4hop1__105688_17130_70784_61381,test,4,12,256,2,1,1.0,12
musique,4hop1__105688_17130_70784_61381,test,4,27,32,1,1,1.0,94
musique,4hop1__105688_17130_70784_61381,test,4,27,128,1,1,1.0,24
musique,4hop1__105688_17130_70784_61381,test,4,27,256,1,1,1.0,12
musique,4hop1__105688_17130_70784_79935,test,4,0,32,,0,0.75,88
musique,4hop1__105688_17130_70784_79935,test,4,0,128,2,1,1.0,22
musique,4hop1__105688_17130_70784_79935,test,4,0,256,2,1,1.0,11
musique,4hop1__105688_17130_70784_79935,test,4,12,32,2,1,1.0,88
musique,4hop1__105688_17130_70784_79935,test,4,12,128,2,1,1.0,22
musique,4hop1__105688_17130_70784_79935,test,4,12,256,2,1,1.0,11
musique,4hop1__105688_17130_70784_79935,test,4,27,32,,0,0.75,88
musique,4hop1__105688_17130_70784_79935,test,4,27,128,1,1,1.0,22
musique,4hop1__105688_17130_70784_79935,test,4,27,256,1,1,1.0,11
musique,4hop1__105773_457883_650651_7262,validation,4,0,32,,0,0.75,79
musique,4hop1__105773_457883_650651_7262,validation,4,0,128,1,1,1.0,20
musique,4hop1__105773_457883_650651_7262,validation,4,0,256,1,1,1.0,10
musique,4hop1__105773_457883_650651_7262,validation,4,12,32,,0,0.75,79
musique,4hop1__105773_457883_650651_7262,validation,4,12,128,1,1,1.0,20
musique,4hop1__105773_457883_650651_7262,validation,4,12,256,1,1,1.0,10
musique,4hop1__105773_457883_650651_7262,validation,4,27,32,,0,0.75,79
musique,4hop1__105773_457883_650651_7262,validation,4,27,128,2,1,1.0,20
musique,4hop1__105773_457883_650651_7262,validation,4,27,256,2,1,1.0,10
musique,4hop2__103790_14670_8987_8529,validation,4,0,32,,0,0.5,85
musique,4hop2__103790_14670_8987_8529,validation,4,0,128,,0,0.75,22
musique,4hop2__103790_14670_8987_8529,validation,4,0,256,1,1,1.0,11
musique,4hop2__103790_14670_8987_8529,validation,4,12,32,,0,0.75,85
musique,4hop2__103790_14670_8987_8529,validation,4,12,128,2,1,1.0,22
musique,4hop2__103790_14670_8987_8529,validation,4,12,256,2,1,1.0,11
musique,4hop2__103790_14670_8987_8529,validation,4,27,32,,0,0.5,85
musique,4hop2__103790_14670_8987_8529,validation,4,27,128,1,1,1.0,22
musique,4hop2__103790_14670_8987_8529,validation,4,27,256,1,1,1.0,11
musique,4hop2__103790_14670_8987_8974,test,4,0,32,,0,0.75,87
musique,4hop2__103790_14670_8987_8974,test,4,0,128,2,1,1.0,22
musique,4hop2__103790_14670_8987_8974,test,4,0,256,1,1,1.0,11
musique,4hop2__103790_14670_8987_8974,test,4,12,32,,0,0.75,87
musique,4hop2__103790_14670_8987_8974,test,4,12,128,2,1,1.0,22
musique,4hop2__103790_14670_8987_8974,test,4,12,256,,0,0.75,11
musique,4hop2__103790_14670_8987_8974,test,4,27,32,,0,0.75,87
musique,4hop2__103790_14670_8987_8974,test,4,27,128,1,1,1.0,22
musique,4hop2__103790_14670_8987_8974,test,4,27,256,1,1,1.0,11
musique,4hop2__103790_39078_8987_8529,test,4,0,32,,0,0.5,84
musique,4hop2__103790_39078_8987_8529,test,4,0,128,,0,0.75,21
musique,4hop2__103790_39078_8987_8529,test,4,0,256,1,1,1.0,11
musique,4hop2__103790_39078_8987_8529,test,4,12,32,,0,0.75,84
musique,4hop2__103790_39078_8987_8529,test,4,12,128,1,1,1.0,21
musique,4hop2__103790_39078_8987_8529,test,4,12,256,1,1,1.0,11
musique,4hop2__103790_39078_8987_8529,test,4,27,32,,0,0.75,84
musique,4hop2__103790_39078_8987_8529,test,4,27,128,1,1,1.0,21
musique,4hop2__103790_39078_8987_8529,test,4,27,256,1,1,1.0,11
musique,4hop2__105527_14670_8987_8529,test,4,0,32,,0,0.5,72
musique,4hop2__105527_14670_8987_8529,test,4,0,128,1,1,1.0,18
musique,4hop2__105527_14670_8987_8529,test,4,0,256,1,1,1.0,9
musique,4hop2__105527_14670_8987_8529,test,4,12,32,,0,0.5,72
musique,4hop2__105527_14670_8987_8529,test,4,12,128,1,1,1.0,18
musique,4hop2__105527_14670_8987_8529,test,4,12,256,1,1,1.0,9
musique,4hop2__105527_14670_8987_8529,test,4,27,32,,0,0.5,72
musique,4hop2__105527_14670_8987_8529,test,4,27,128,1,1,1.0,18
musique,4hop2__105527_14670_8987_8529,test,4,27,256,1,1,1.0,9
musique,4hop2__105527_14670_8987_8974,validation,4,0,32,1,1,1.0,67
musique,4hop2__105527_14670_8987_8974,validation,4,0,128,1,1,1.0,17
musique,4hop2__105527_14670_8987_8974,validation,4,0,256,1,1,1.0,9
musique,4hop2__105527_14670_8987_8974,validation,4,12,32,,0,0.75,67
musique,4hop2__105527_14670_8987_8974,validation,4,12,128,1,1,1.0,17
musique,4hop2__105527_14670_8987_8974,validation,4,12,256,1,1,1.0,9
musique,4hop2__105527_14670_8987_8974,validation,4,27,32,,0,0.75,67
musique,4hop2__105527_14670_8987_8974,validation,4,27,128,1,1,1.0,17
musique,4hop2__105527_14670_8987_8974,validation,4,27,256,1,1,1.0,9
musique,4hop2__161324_14670_8987_8974,validation,4,0,32,,0,0.75,98
musique,4hop2__161324_14670_8987_8974,validation,4,0,128,1,1,1.0,25
musique,4hop2__161324_14670_8987_8974,validation,4,0,256,1,1,1.0,13
musique,4hop2__161324_14670_8987_8974,validation,4,12,32,,0,0.75,98
musique,4hop2__161324_14670_8987_8974,validation,4,12,128,2,1,1.0,25
musique,4hop2__161324_14670_8987_8974,validation,4,12,256,2,1,1.0,13
musique,4hop2__161324_14670_8987_8974,validation,4,27,32,,0,0.5,98
musique,4hop2__161324_14670_8987_8974,validation,4,27,128,,0,0.5,25
musique,4hop2__161324_14670_8987_8974,validation,4,27,256,,0,0.75,13
