active_kv_bytes,all_evidence_recall,any_evidence_recall,dataset,examples,extra_routing_cache_fraction,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_selected_normalized_position,mrr,packed_index_build_seconds,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_representation,score_position_correlation,selected_fraction,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds
393216.0,0.0,0.625,hotpotqa,16,0.01577602897940687,0.0629434502562251,0.2916666666666667,96.0,0.5475293680063213,0.39628178194354663,0.004474687497349805,0.1875,0.9375,0.625,0.75,32,hidden_state,0.02294599385112551,0.0629434502562251,0.2916666666666667,3,4.909425006189849e-05,0.003554283750418108
524288.0,0.1875,0.75,hotpotqa,16,0.01577602897940687,0.08392460034163346,0.34375,128.0,0.5081870241302836,0.39628178194354663,0.004474687497349805,0.1875,0.9375,0.625,0.75,32,hidden_state,0.02294599385112551,0.16784920068326692,0.4791666666666667,8,4.5148000062908976e-05,0.0017840037486166695
524288.0,0.5,0.9375,hotpotqa,16,0.01577602897940687,0.08392460034163346,0.34375,128.0,0.5156788061071857,0.39628178194354663,0.004474687497349805,0.1875,0.9375,0.625,0.75,32,hidden_state,0.02294599385112551,0.33569840136653384,0.7291666666666666,16,4.644225009542424e-05,0.00189544124987151
393216.0,0.0625,0.1875,qasper,16,0.015656350122964544,0.022177674033619494,0.11005434782608696,96.0,0.4398258186844947,0.21317748748875393,0.0027767562551161973,0.125,0.6875,0.1875,0.375,32,hidden_state,-0.08116741776082526,0.022177674033619494,0.11005434782608696,3,5.2579999901354314e-05,0.001960157500070636
516352.0,0.1875,0.375,qasper,16,0.015656350122964544,0.029570232044825992,0.17527173913043478,126.0625,0.4653265533173498,0.21317748748875393,0.0027767562551161973,0.125,0.6875,0.1875,0.375,32,hidden_state,-0.08116741776082526,0.059140464089651984,0.27717391304347827,8,4.9820499916677364e-05,0.0019467587495455517
516352.0,0.5,0.6875,qasper,16,0.015656350122964544,0.029570232044825992,0.17527173913043478,126.0625,0.46046794664961926,0.21317748748875393,0.0027767562551161973,0.125,0.6875,0.1875,0.375,32,hidden_state,-0.08116741776082526,0.11828092817930397,0.5978260869565217,16,4.961724996974226e-05,0.0019651900009193925
