active_kv_bytes,all_evidence_recall,any_evidence_recall,candidate_gists,dataset,examples,extra_routing_cache_fraction,gist_count,gist_mode,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_actual_gists_per_chunk,mean_selected_normalized_position,mrr,packed_index_build_seconds,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_representation,score_position_correlation,selected_fraction,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds,winning_gist_evidence_recall
393216.0,0.0625,0.5,104.9375,hotpotqa,16,0.031526380062347016,2,segment_mean,0.0629434502562251,0.22916666666666666,96.0,1.998397435897436,0.5193218974821585,0.45496358082706767,0.016632318751362618,0.3125,0.9375,0.5,0.75,32,hidden_state,0.01961839488859609,0.0629434502562251,0.22916666666666666,3,4.852550016948953e-05,0.0034876212499511893,0.4375
524288.0,0.25,0.75,104.9375,hotpotqa,16,0.031526380062347016,2,segment_mean,0.08392460034163346,0.3541666666666667,128.0,1.998397435897436,0.5073096328830965,0.45496358082706767,0.016632318751362618,0.3125,0.9375,0.5,0.75,32,hidden_state,0.01961839488859609,0.16784920068326692,0.4791666666666667,8,4.452000001037959e-05,0.002067039999019471,0.6875
524288.0,0.375,0.9375,104.9375,hotpotqa,16,0.031526380062347016,2,segment_mean,0.08392460034163346,0.3541666666666667,128.0,1.998397435897436,0.5076698868595639,0.45496358082706767,0.016632318751362618,0.3125,0.9375,0.5,0.75,32,hidden_state,0.01961839488859609,0.33569840136653384,0.6458333333333334,16,4.6263250114861874e-05,0.0021246975007670698,0.875
393216.0,0.0,0.4375,209.6875,hotpotqa,16,0.06299401344515854,4,segment_mean,0.0629434502562251,0.21875,96.0,3.9931089743589743,0.5246827406525021,0.39406328320802003,0.0036190562495903578,0.25,0.9375,0.4375,0.6875,32,hidden_state,0.019141341263572805,0.0629434502562251,0.21875,3,4.822649963898584e-05,0.0022194912507984554,0.375
524288.0,0.125,0.6875,209.6875,hotpotqa,16,0.06299401344515854,4,segment_mean,0.08392460034163346,0.25,128.0,3.9931089743589743,0.5248682725871043,0.39406328320802003,0.0036190562495903578,0.25,0.9375,0.4375,0.6875,32,hidden_state,0.019141341263572805,0.16784920068326692,0.4166666666666667,8,5.049475010309834e-05,0.002180270000098972,0.5
524288.0,0.3125,0.9375,209.6875,hotpotqa,16,0.06299401344515854,4,segment_mean,0.08392460034163346,0.25,128.0,3.9931089743589743,0.5107208747017015,0.39406328320802003,0.0036190562495903578,0.25,0.9375,0.4375,0.6875,32,hidden_state,0.019141341263572805,0.33569840136653384,0.6145833333333334,16,4.847900017921347e-05,0.0022049337498174283,0.875
393216.0,0.0,0.5,419.1875,hotpotqa,16,0.12592928021078156,8,segment_mean,0.0629434502562251,0.23958333333333334,96.0,7.9825320512820515,0.5170092186569879,0.3982861247947455,0.003689481243782211,0.1875,0.9375,0.5,0.875,32,hidden_state,0.01577829253353203,0.0629434502562251,0.23958333333333334,3,4.5945250094518996e-05,0.0020830974990531104,0.375
524288.0,0.0,0.875,419.1875,hotpotqa,16,0.12592928021078156,8,segment_mean,0.08392460034163346,0.2708333333333333,128.0,7.9825320512820515,0.5238987923150404,0.3982861247947455,0.003689481243782211,0.1875,0.9375,0.5,0.875,32,hidden_state,0.01577829253353203,0.16784920068326692,0.4479166666666667,8,4.4042250083293764e-05,0.0019667950000439305,0.625
524288.0,0.4375,0.9375,419.1875,hotpotqa,16,0.12592928021078156,8,segment_mean,0.08392460034163346,0.2708333333333333,128.0,7.9825320512820515,0.49613673369164324,0.3982861247947455,0.003689481243782211,0.1875,0.9375,0.5,0.875,32,hidden_state,0.01577829253353203,0.33569840136653384,0.6875,16,4.892425000434741e-05,0.001958407499114401,0.8125
393216.0,0.0625,0.125,296.4375,qasper,16,0.03130756128852077,2,segment_mean,0.022177674033619494,0.07608695652173914,96.0,1.9996727748691099,0.431975890099881,0.15767803798144672,0.0057255437513958896,0.0625,0.5625,0.125,0.3125,32,hidden_state,-0.06641804658726205,0.022177674033619494,0.07608695652173914,3,4.5900750046712345e-05,0.0020949025001755217,0.125
516352.0,0.125,0.3125,296.4375,qasper,16,0.03130756128852077,2,segment_mean,0.029570232044825992,0.07608695652173914,126.0625,1.9996727748691099,0.44997940264614456,0.15767803798144672,0.0057255437513958896,0.0625,0.5625,0.125,0.3125,32,hidden_state,-0.06641804658726205,0.059140464089651984,0.20108695652173914,8,4.9561749983695334e-05,0.002006518749840325,0.3125
516352.0,0.3125,0.5625,296.4375,qasper,16,0.03130756128852077,2,segment_mean,0.029570232044825992,0.07608695652173914,126.0625,1.9996727748691099,0.48262412136115035,0.15767803798144672,0.0057255437513958896,0.0625,0.5625,0.125,0.3125,32,hidden_state,-0.06641804658726205,0.11828092817930397,0.44429347826086957,16,5.203100001381245e-05,0.0020629399998142615,0.5625
393216.0,0.0,0.0625,592.8125,qasper,16,0.06260998361963321,4,segment_mean,0.022177674033619494,0.008152173913043478,96.0,3.99901832460733,0.46455130793792854,0.09264295406244062,0.006093218751630047,0.0,0.4375,0.0625,0.25,32,hidden_state,-0.057634615372850036,0.022177674033619494,0.008152173913043478,3,4.701025005488191e-05,0.001994621249832562,0.0625
524288.0,0.1875,0.25,592.8125,qasper,16,0.06260998361963321,4,segment_mean,0.029570232044825992,0.01358695652173913,128.0,3.99901832460733,0.4708092875610367,0.09264295406244062,0.006093218751630047,0.0,0.4375,0.0625,0.25,32,hidden_state,-0.057634615372850036,0.059140464089651984,0.2092391304347826,8,4.70335001591593e-05,0.0020160524996754247,0.25
524288.0,0.3125,0.4375,592.8125,qasper,16,0.06260998361963321,4,segment_mean,0.029570232044825992,0.01358695652173913,128.0,3.99901832460733,0.49969269384782494,0.09264295406244062,0.006093218751630047,0.0,0.4375,0.0625,0.25,32,hidden_state,-0.057634615372850036,0.11828092817930397,0.37092391304347827,16,4.987975000403821e-05,0.00212832624965813,0.4375
393216.0,0.0625,0.125,1185.5625,qasper,16,0.1252148282818581,8,segment_mean,0.022177674033619494,0.06793478260869565,96.0,7.997709424083769,0.45757387465023974,0.13774970401282086,0.005965137499515549,0.0,0.75,0.125,0.4375,32,hidden_state,-0.056144714910462426,0.022177674033619494,0.06793478260869565,3,4.401175014209002e-05,0.0018663437505892944,0.125
524288.0,0.1875,0.4375,1185.5625,qasper,16,0.1252148282818581,8,segment_mean,0.029570232044825992,0.07065217391304347,128.0,7.997709424083769,0.4663554578823859,0.13774970401282086,0.005965137499515549,0.0,0.75,0.125,0.4375,32,hidden_state,-0.056144714910462426,0.059140464089651984,0.2921195652173913,8,4.376074990432244e-05,0.0017821224999352125,0.4375
524288.0,0.5,0.75,1185.5625,qasper,16,0.1252148282818581,8,segment_mean,0.029570232044825992,0.07065217391304347,128.0,7.997709424083769,0.47855491101831316,0.13774970401282086,0.005965137499515549,0.0,0.75,0.125,0.4375,32,hidden_state,-0.056144714910462426,0.11828092817930397,0.6209239130434783,16,4.484299992327579e-05,0.0017946662504982668,0.75
