active_kv_bytes,all_evidence_recall,any_evidence_recall,best_evidence_rank,candidate_chunks,candidate_gists,chunks_materialized,cpu_to_gpu_selected_kv_bytes,dataset,detail_kv_bytes,example_id,extra_routing_cache_fraction,gist_count,gist_mode,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_actual_gists_per_chunk,mean_selected_normalized_position,median_selected_normalized_position,mrr,packed_index_build_seconds,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_gist_bytes,routing_representation,score_position_correlation,seed,selected_chunks,selected_fraction,source_tokens,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds,winning_gist_evidence_recall
524288,1.0,1.0,3,61,61,4,524288,hotpotqa,7954432,5a7415cf55429979e28828a6,0.015705458290422244,1,segment_mean,0.06557377049180328,1.0,128,1.0,0.5612770339855819,0.5602471678681771,0.3333333333333333,0.0014712999982293695,0.0,1.0,1.0,1.0,32,124928,attention_input_hidden_state,0.2331210132750889,20260811,16,0.26229508196721313,1942,1.0,16,4.4791999971494076e-05,0.002064659999450669,1.0
393216,0.0,0.0,52,167,167,3,393216,qasper,21864448,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,0.01564256275758711,1,segment_mean,0.017964071856287425,0.0,96,1.0,0.3766704133882852,0.25477707006369427,0.019230769230769232,0.0035225000174250454,0.0,0.0,0.0,0.0,32,342016,attention_input_hidden_state,0.09797674554212013,20260811,3,0.017964071856287425,5338,0.0,3,6.617199978791178e-05,0.002476040000328794,0.0
524288,0.0,0.0,52,167,167,4,524288,qasper,21864448,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,0.01564256275758711,1,segment_mean,0.023952095808383235,0.0,128,1.0,0.5590108654926939,0.725365305357812,0.019230769230769232,0.0035225000174250454,0.0,0.0,0.0,0.0,32,342016,attention_input_hidden_state,0.09797674554212013,20260811,8,0.04790419161676647,5338,0.0,8,6.060800049453974e-05,0.003170319995842874,0.0
524288,0.0,0.0,52,167,167,4,524288,qasper,21864448,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,0.01564256275758711,1,segment_mean,0.023952095808383235,0.0,128,1.0,0.6073435743724241,0.713375796178344,0.019230769230769232,0.0035225000174250454,0.0,0.0,0.0,0.0,32,342016,attention_input_hidden_state,0.09797674554212013,20260811,16,0.09580838323353294,5338,0.0,16,9.613199974410236e-05,0.0025297399959526958,0.0
393216,0.0,0.0,8,182,182,3,393216,qasper,23826432,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,0.015643802647412757,1,segment_mean,0.016483516483516484,0.0,96,1.0,0.5088533608389204,0.4373388344507478,0.125,0.0021742999961134046,0.0,1.0,0.0,1.0,32,372736,attention_input_hidden_state,-0.19840986901248492,20260811,3,0.016483516483516484,5817,0.0,3,3.956400090828538e-05,0.0024235200020484627,0.0
524288,0.0,1.0,8,182,182,4,524288,qasper,23826432,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,0.015643802647412757,1,segment_mean,0.02197802197802198,0.0,128,1.0,0.46828261990716863,0.39057933642771187,0.125,0.0021742999961134046,0.0,1.0,0.0,1.0,32,372736,attention_input_hidden_state,-0.19840986901248492,20260811,8,0.04395604395604396,5817,0.5,8,6.914400029927491e-05,0.0013253199984319508,1.0
524288,1.0,1.0,8,182,182,4,524288,qasper,23826432,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,0.015643802647412757,1,segment_mean,0.02197802197802198,0.0,128,1.0,0.4314938971978683,0.37132542547705005,0.125,0.0021742999961134046,0.0,1.0,0.0,1.0,32,372736,attention_input_hidden_state,-0.19840986901248492,20260811,16,0.08791208791208792,5817,1.0,16,5.008400068618357e-05,0.002221239998470992,1.0
393216,0.0,0.0,78,180,180,3,393216,qasper,23556096,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,0.01564945226917058,1,segment_mean,0.016666666666666666,0.0,96,1.0,0.47574334898278564,0.5035645974613111,0.01282051282051282,0.0021698999917134643,0.0,0.0,0.0,0.0,32,368640,attention_input_hidden_state,0.15992096896179164,20260811,3,0.016666666666666666,5751,0.0,3,7.162399939261377e-05,0.0018622800009325147,0.0
524288,0.0,0.0,78,180,180,4,524288,qasper,23556096,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,0.01564945226917058,1,segment_mean,0.022222222222222223,0.0,128,1.0,0.5967657798643714,0.5564249695705095,0.01282051282051282,0.0021698999917134643,0.0,0.0,0.0,0.0,32,368640,attention_input_hidden_state,0.15992096896179164,20260811,8,0.044444444444444446,5751,0.0,8,3.906400059349835e-05,0.001958800002466887,0.0
524288,0.0,0.0,78,180,180,4,524288,qasper,23556096,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,0.01564945226917058,1,segment_mean,0.022222222222222223,0.0,128,1.0,0.6051121544079291,0.5286037210919841,0.01282051282051282,0.0021698999917134643,0.0,0.0,0.0,0.0,32,368640,attention_input_hidden_state,0.15992096896179164,20260811,16,0.08888888888888889,5751,0.0,16,4.968799999915063e-05,0.001636419998249039,0.0
393216,0.0,0.0,12,122,122,3,393216,qasper,15974400,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,0.01564102564102564,1,segment_mean,0.02459016393442623,0.0,96,1.0,0.8328205128205127,0.8328205128205128,0.08333333333333333,0.0021794999775011092,0.0,1.0,0.0,0.0,32,249856,attention_input_hidden_state,-0.012526958747806962,20260811,3,0.02459016393442623,3900,0.0,3,4.7344000777229666e-05,0.0019832200021483006,0.0
524288,0.0,0.0,12,122,122,4,524288,qasper,15974400,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,0.01564102564102564,1,segment_mean,0.03278688524590164,0.0,128,1.0,0.7087179487179487,0.841025641025641,0.08333333333333333,0.0021794999775011092,0.0,1.0,0.0,0.0,32,249856,attention_input_hidden_state,-0.012526958747806962,20260811,8,0.06557377049180328,3900,0.0,8,4.661999992094934e-05,0.00206503999652341,0.0
524288,1.0,1.0,12,122,122,4,524288,qasper,15974400,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,0.01564102564102564,1,segment_mean,0.03278688524590164,0.0,128,1.0,0.5112820512820513,0.5702564102564103,0.08333333333333333,0.0021794999775011092,0.0,1.0,0.0,0.0,32,249856,attention_input_hidden_state,-0.012526958747806962,20260811,16,0.13114754098360656,3900,1.0,16,4.159600008279085e-05,0.0018799000012222678,1.0
393216,1.0,1.0,3,137,137,3,393216,qasper,17936384,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,0.01564284083124001,1,segment_mean,0.021897810218978103,1.0,96,1.0,0.3154449265433508,0.15711349623201645,0.3333333333333333,0.014934900013031438,0.0,1.0,1.0,1.0,32,280576,attention_input_hidden_state,-0.05443296018450643,20260811,3,0.021897810218978103,4379,1.0,3,0.00018144399975426496,0.01323856000090018,1.0
524288,1.0,1.0,3,137,137,4,524288,qasper,17936384,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,0.01564284083124001,1,segment_mean,0.029197080291970802,1.0,128,1.0,0.36903402603334096,0.37999543274720254,0.3333333333333333,0.014934900013031438,0.0,1.0,1.0,1.0,32,280576,attention_input_hidden_state,-0.05443296018450643,20260811,8,0.058394160583941604,4379,1.0,8,3.938800073228776e-05,0.005443399999057874,1.0
524288,1.0,1.0,3,137,137,4,524288,qasper,17936384,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,0.01564284083124001,1,segment_mean,0.029197080291970802,1.0,128,1.0,0.41242292760904314,0.45307147750627996,0.3333333333333333,0.014934900013031438,0.0,1.0,1.0,1.0,32,280576,attention_input_hidden_state,-0.05443296018450643,20260811,16,0.11678832116788321,4379,1.0,16,3.962000017054379e-05,0.004095759999472648,1.0
393216,0.0,1.0,1,132,132,3,393216,qasper,17231872,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,0.015688138816258617,1,segment_mean,0.022727272727272728,0.5,96,1.0,0.08493780207590523,0.026622296173044926,1.0,0.0056028999970294535,1.0,1.0,1.0,1.0,32,270336,attention_input_hidden_state,-0.11919039901573844,20260811,3,0.022727272727272728,4207,0.5,3,4.9112000269815325e-05,0.002611960005015135,1.0
524288,0.0,1.0,1,132,132,4,524288,qasper,17231872,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,0.015688138816258617,1,segment_mean,0.030303030303030304,0.5,128,1.0,0.3964820537199905,0.3004516282386499,1.0,0.0056028999970294535,1.0,1.0,1.0,1.0,32,270336,attention_input_hidden_state,-0.11919039901573844,20260811,8,0.06060606060606061,4207,0.5,8,4.854800063185394e-05,0.001550939999287948,1.0
524288,0.0,1.0,1,132,132,4,524288,qasper,17231872,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,0.015688138816258617,1,segment_mean,0.030303030303030304,0.5,128,1.0,0.5105776087473259,0.5628714048015213,1.0,0.0056028999970294535,1.0,1.0,1.0,1.0,32,270336,attention_input_hidden_state,-0.11919039901573844,20260811,16,0.12121212121212122,4207,0.5,16,4.746800055727363e-05,0.0015698200033511967,1.0
393216,0.0,0.0,9,104,104,3,393216,qasper,13594624,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,0.01566736968966556,1,segment_mean,0.028846153846153848,0.0,96,1.0,0.4290448930400723,0.24585718589936728,0.1111111111111111,0.03814049999346025,0.0,1.0,0.0,0.0,32,212992,attention_input_hidden_state,-0.3551434113565372,20260811,3,0.028846153846153848,3319,0.0,3,7.798000006005168e-05,0.007180620002327487,0.0
524288,0.0,0.0,9,104,104,4,524288,qasper,13594624,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,0.01566736968966556,1,segment_mean,0.038461538461538464,0.0,128,1.0,0.30129557095510695,0.216932811087677,0.1111111111111111,0.03814049999346025,0.0,1.0,0.0,0.0,32,212992,attention_input_hidden_state,-0.3551434113565372,20260811,8,0.07692307692307693,3319,0.0,8,6.75599998794496e-05,0.0028557599987834694,0.0
524288,1.0,1.0,9,104,104,4,524288,qasper,13594624,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,0.01566736968966556,1,segment_mean,0.038461538461538464,0.0,128,1.0,0.2940644772521844,0.18318770714070504,0.1111111111111111,0.03814049999346025,0.0,1.0,0.0,0.0,32,212992,attention_input_hidden_state,-0.3551434113565372,20260811,16,0.15384615384615385,3319,1.0,16,9.576800046488643e-05,0.0029261200048495083,1.0
393216,0.0,0.0,64,191,191,3,393216,qasper,24907776,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,0.015704653839828976,1,segment_mean,0.015706806282722512,0.0,96,1.0,0.43238502439291787,0.37099161322150964,0.015625,0.002442200027871877,0.0,0.0,0.0,0.0,32,391168,attention_input_hidden_state,0.11334371587861478,20260811,3,0.015706806282722512,6081,0.0,3,4.4796000001952055e-05,0.0017037999990861864,0.0
397312,0.0,0.0,64,191,191,4,397312,qasper,24907776,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,0.015704653839828976,1,segment_mean,0.020942408376963352,0.0,97,1.0,0.6048450090445651,0.7183029107054761,0.015625,0.002442200027871877,0.0,0.0,0.0,0.0,32,391168,attention_input_hidden_state,0.11334371587861478,20260811,8,0.041884816753926704,6081,0.0,8,4.238399909809232e-05,0.0016652800026349724,0.0
397312,0.0,0.0,64,191,191,4,397312,qasper,24907776,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,0.015704653839828976,1,segment_mean,0.020942408376963352,0.0,97,1.0,0.5310033300444006,0.5104423614537084,0.015625,0.002442200027871877,0.0,0.0,0.0,0.0,32,391168,attention_input_hidden_state,0.11334371587861478,20260811,16,0.08376963350785341,6081,0.0,16,4.1883999947458506e-05,0.0018419799976982175,0.0
393216,0.0,1.0,2,60,1890,3,393216,hotpotqa,7741440,5a8cefc155429941ae14df55,0.5,32,segment_mean,0.05,0.5,96,31.5,0.7308641975308642,0.9227513227513228,0.5,0.4426837999781128,0.0,1.0,1.0,1.0,32,3870720,attention_input_hidden_state,0.01686229668381032,20260811,3,0.05,1890,0.5,3,0.00017657600110396743,0.002941880002617836,1.0
524288,1.0,1.0,2,60,1890,4,524288,hotpotqa,7741440,5a8cefc155429941ae14df55,0.5,32,segment_mean,0.06666666666666667,0.5,128,31.5,0.6476190476190476,0.6857142857142857,0.5,0.4426837999781128,0.0,1.0,1.0,1.0,32,3870720,attention_input_hidden_state,0.01686229668381032,20260811,8,0.13333333333333333,1890,0.5,8,0.00022827600012533366,0.0030335000017657878,1.0
524288,1.0,1.0,2,60,1890,4,524288,hotpotqa,7741440,5a8cefc155429941ae14df55,0.5,32,segment_mean,0.06666666666666667,0.5,128,31.5,0.5957671957671957,0.6264550264550264,0.5,0.4426837999781128,0.0,1.0,1.0,1.0,32,3870720,attention_input_hidden_state,0.01686229668381032,20260811,16,0.26666666666666666,1890,1.0,16,0.00018754000077024103,0.0032181199989281596,1.0
393216,0.0,0.0,8,65,2061,3,393216,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.5,32,segment_mean,0.046153846153846156,0.0,96,31.70769230769231,0.4683810448002588,0.5822416302765647,0.125,0.09976080001797527,0.0,1.0,0.0,1.0,32,4220928,attention_input_hidden_state,0.04289738521790915,20260811,3,0.046153846153846156,2061,0.0,3,4.341599997133016e-05,0.003411519998917356,0.0
524288,0.0,1.0,8,65,2061,4,524288,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.5,32,segment_mean,0.06153846153846154,0.0,128,31.70769230769231,0.502668607472101,0.5046094129063561,0.125,0.09976080001797527,0.0,1.0,0.0,1.0,32,4220928,attention_input_hidden_state,0.04289738521790915,20260811,8,0.12307692307692308,2061,0.5,8,4.20480000320822e-05,0.0021891600044909865,1.0
524288,0.0,1.0,8,65,2061,4,524288,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.5,32,segment_mean,0.06153846153846154,0.0,128,31.70769230769231,0.5851528384279476,0.5667151868025231,0.125,0.09976080001797527,0.0,1.0,0.0,1.0,32,4220928,attention_input_hidden_state,0.04289738521790915,20260811,16,0.24615384615384617,2061,0.5,16,4.765200079418719e-05,0.0019219000008888544,1.0
393216,0.0,0.0,20,43,1353,3,393216,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.5,32,segment_mean,0.06976744186046512,0.0,96,31.46511627906977,0.39024390243902435,0.2719881744271988,0.05,0.004784199991263449,0.0,0.0,0.0,0.0,32,2770944,attention_input_hidden_state,-0.2082545831610599,20260811,3,0.06976744186046512,1353,0.0,3,5.012799985706806e-05,0.0017064000014215708,0.0
524288,0.0,0.0,20,43,1353,4,524288,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.5,32,segment_mean,0.09302325581395349,0.0,128,31.46511627906977,0.44050258684405025,0.4257206208425721,0.05,0.004784199991263449,0.0,0.0,0.0,0.0,32,2770944,attention_input_hidden_state,-0.2082545831610599,20260811,8,0.18604651162790697,1353,0.0,8,4.376799915917218e-05,0.0015917800017632544,0.0
524288,0.0,0.0,20,43,1353,4,524288,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.5,32,segment_mean,0.09302325581395349,0.0,128,31.46511627906977,0.4198078344419808,0.402069475240207,0.05,0.004784199991263449,0.0,0.0,0.0,0.0,32,2770944,attention_input_hidden_state,-0.2082545831610599,20260811,16,0.37209302325581395,1353,0.0,16,3.5200000274926425e-05,0.00187158000189811,0.0
393216,0.0,1.0,2,61,1947,3,393216,hotpotqa,7974912,5abcd77755429965836004ce,0.5,32,segment_mean,0.04918032786885246,0.5,96,31.918032786885245,0.15065913370998116,0.1561376476630714,0.5,0.004445899976417422,0.0,1.0,1.0,1.0,32,3987456,attention_input_hidden_state,-0.0549935837673021,20260811,3,0.04918032786885246,1947,0.5,3,3.939200076274574e-05,0.0021890000032726677,1.0
524288,0.0,1.0,2,61,1947,4,524288,hotpotqa,7974912,5abcd77755429965836004ce,0.5,32,segment_mean,0.06557377049180328,0.5,128,31.918032786885245,0.34103749357986646,0.2629686697483308,0.5,0.004445899976417422,0.0,1.0,1.0,1.0,32,3987456,attention_input_hidden_state,-0.0549935837673021,20260811,8,0.13114754098360656,1947,0.5,8,4.042800050228834e-05,0.002009159995941445,1.0
524288,0.0,1.0,2,61,1947,4,524288,hotpotqa,7974912,5abcd77755429965836004ce,0.5,32,segment_mean,0.06557377049180328,0.5,128,31.918032786885245,0.43554185927067285,0.4273240883410375,0.5,0.004445899976417422,0.0,1.0,1.0,1.0,32,3987456,attention_input_hidden_state,-0.0549935837673021,20260811,16,0.26229508196721313,1947,0.5,16,4.4244000455364586e-05,0.0020190200011711568,1.0
393216,0.0,1.0,1,46,1458,3,393216,hotpotqa,5971968,5ae0d5335542990adbacf674,0.5,32,segment_mean,0.06521739130434782,0.5,96,31.695652173913043,0.8888888888888888,0.9327846364883402,1.0,0.003921999974409118,1.0,1.0,1.0,1.0,32,2985984,attention_input_hidden_state,0.10381935602567371,20260811,3,0.06521739130434782,1458,0.5,3,5.1363999955356124e-05,0.0015858600032515823,0.0
