active_kv_bytes,all_evidence_recall,any_evidence_recall,best_evidence_rank,candidate_chunks,chunks_materialized,cpu_to_gpu_selected_kv_bytes,dataset,detail_kv_bytes,example_id,extra_routing_cache_fraction,gist_count,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_selected_normalized_position,median_selected_normalized_position,mrr,packed_index_build_seconds,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_gist_bytes,routing_representation,score_position_correlation,seed,selected_chunks,selected_fraction,source_tokens,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds
393216,0.0,0.0,5,54,3,393216,hotpotqa,7012352,5a7a06775542996a35c1708c,0.015771028037383176,1,0.05555555555555555,0.0,96,0.19626168224299065,0.12149532710280374,0.2,0.044949800008907914,0.0,1.0,0.0,1.0,32,110592,hidden_state,-0.20948926783492658,20260812,3,0.05555555555555555,1712,0.0,3,4.613999975845218e-05,0.025175080000190066
524288,0.0,1.0,5,54,4,524288,hotpotqa,7012352,5a7a06775542996a35c1708c,0.015771028037383176,1,0.07407407407407407,0.0,128,0.48598130841121495,0.5514018691588785,0.2,0.044949800008907914,0.0,1.0,0.0,1.0,32,110592,hidden_state,-0.20948926783492658,20260812,8,0.14814814814814814,1712,0.5,8,4.233199986629188e-05,0.0020402399997692553
524288,0.0,1.0,5,54,4,524288,hotpotqa,7012352,5a7a06775542996a35c1708c,0.015771028037383176,1,0.07407407407407407,0.0,128,0.5642523364485981,0.6448598130841121,0.2,0.044949800008907914,0.0,1.0,0.0,1.0,32,110592,hidden_state,-0.20948926783492658,20260812,16,0.2962962962962963,1712,0.5,16,4.4131999602541326e-05,0.001942979998420924
393216,0.0,0.0,11,61,3,393216,hotpotqa,7979008,5a7e782655429934daa2fc26,0.015657084188911704,1,0.04918032786885246,0.0,96,0.3750855578370979,0.3860369609856263,0.09090909090909091,0.0015584999928250909,0.0,1.0,0.0,0.0,32,124928,hidden_state,-0.20345084495809296,20260812,3,0.04918032786885246,1948,0.0,3,3.7256000796332954e-05,0.0019315000041387974
524288,0.0,0.0,11,61,4,524288,hotpotqa,7979008,5a7e782655429934daa2fc26,0.015657084188911704,1,0.06557377049180328,0.0,128,0.23613963039014374,0.22997946611909653,0.09090909090909091,0.0015584999928250909,0.0,1.0,0.0,0.0,32,124928,hidden_state,-0.20345084495809296,20260812,8,0.13114754098360656,1948,0.0,8,3.99440003093332e-05,0.0019196599954739214
524288,0.0,1.0,11,61,4,524288,hotpotqa,7979008,5a7e782655429934daa2fc26,0.015657084188911704,1,0.06557377049180328,0.0,128,0.3921971252566735,0.37782340862423,0.09090909090909091,0.0015584999928250909,0.0,1.0,0.0,0.0,32,124928,hidden_state,-0.20345084495809296,20260812,16,0.26229508196721313,1948,0.6666666666666666,16,4.485600045882165e-05,0.0014610999962314964
393216,0.0,1.0,1,67,3,393216,hotpotqa,8654848,5a7b40cd5542995eb53be8d4,0.01585423568386181,1,0.04477611940298507,0.5,96,0.2498816848083294,0.2498816848083294,1.0,0.001576900016516447,1.0,1.0,1.0,1.0,32,137216,hidden_state,-0.10680470501160991,20260812,3,0.04477611940298507,2113,0.5,3,4.167200066149235e-05,0.0022641599993221463
524288,0.0,1.0,1,67,4,524288,hotpotqa,8654848,5a7b40cd5542995eb53be8d4,0.01585423568386181,1,0.05970149253731343,0.5,128,0.4250177472787506,0.2725982016090866,1.0,0.001576900016516447,1.0,1.0,1.0,1.0,32,137216,hidden_state,-0.10680470501160991,20260812,8,0.11940298507462686,2113,0.5,8,4.024400026537478e-05,0.002074240002548322
524288,0.0,1.0,1,67,4,524288,hotpotqa,8654848,5a7b40cd5542995eb53be8d4,0.01585423568386181,1,0.05970149253731343,0.5,128,0.4131714387127307,0.37103644107903455,1.0,0.001576900016516447,1.0,1.0,1.0,1.0,32,137216,hidden_state,-0.10680470501160991,20260812,16,0.23880597014925373,2113,0.75,16,4.072000039741397e-05,0.0019683000049553812
393216,0.0,1.0,2,35,3,393216,hotpotqa,4571136,5ab865235542992aa3b8c8db,0.01568100358422939,1,0.08571428571428572,0.25,96,0.15770609318996417,0.15770609318996415,0.5,0.001353300001937896,0.0,1.0,1.0,1.0,32,71680,hidden_state,-0.6952216127516111,20260812,3,0.08571428571428572,1116,0.25,3,4.218799993395805e-05,0.0021780200011562558
524288,0.0,1.0,2,35,4,524288,hotpotqa,4571136,5ab865235542992aa3b8c8db,0.01568100358422939,1,0.11428571428571428,0.5,128,0.27956989247311825,0.25806451612903225,0.5,0.001353300001937896,0.0,1.0,1.0,1.0,32,71680,hidden_state,-0.6952216127516111,20260812,8,0.22857142857142856,1116,0.75,8,5.3980000084266065e-05,0.002269820001674816
524288,1.0,1.0,2,35,4,524288,hotpotqa,4571136,5ab865235542992aa3b8c8db,0.01568100358422939,1,0.11428571428571428,0.5,128,0.2777777777777778,0.25806451612903225,0.5,0.001353300001937896,0.0,1.0,1.0,1.0,32,71680,hidden_state,-0.6952216127516111,20260812,16,0.45714285714285713,1116,1.0,16,4.359600017778575e-05,0.002395920001436025
393216,1.0,1.0,2,28,3,393216,hotpotqa,3575808,5ab9c3e1554299753720f852,0.016036655211912942,1,0.10714285714285714,1.0,96,0.5437189767086674,0.56815578465063,0.5,0.001756699988618493,0.0,1.0,1.0,1.0,32,57344,hidden_state,-0.11714928122064781,20260812,3,0.10714285714285714,873,1.0,3,4.9600000493228437e-05,0.0018755399971269072
