active_kv_bytes,all_evidence_recall,any_evidence_recall,dataset,examples,extra_routing_cache_fraction,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_selected_normalized_position,mrr,packed_index_build_seconds,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_representation,score_position_correlation,selected_fraction,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds
393216.0,0.0,0.625,hotpotqa,8,0.015777304276643152,0.05938917126801041,0.2916666666666667,96.0,0.5636996527561587,0.33839689722042665,0.001731737491354579,0.125,0.875,0.625,0.625,32,hidden_state,0.00412903362737837,0.05938917126801041,0.2916666666666667,3,4.6107500238576904e-05,0.0020231350004905834
524288.0,0.125,0.625,hotpotqa,8,0.015777304276643152,0.07918556169068056,0.3958333333333333,128.0,0.49664278012482155,0.33839689722042665,0.001731737491354579,0.125,0.875,0.625,0.625,32,hidden_state,0.00412903362737837,0.1583711233813611,0.3958333333333333,8,4.05960000352934e-05,0.0017296174984949176
524288.0,0.625,0.875,hotpotqa,8,0.015777304276643152,0.07918556169068056,0.3958333333333333,128.0,0.5084293322599568,0.33839689722042665,0.001731737491354579,0.125,0.875,0.625,0.625,32,hidden_state,0.00412903362737837,0.3167422467627222,0.7708333333333334,16,4.35444999311585e-05,0.0018107874995621387
363008.0,0.0,0.25,hotpotqa,8,0.015777304276643152,0.05938917126801041,0.10416666666666666,88.625,0.792343272009975,0.24654656685906687,0.006966487504541874,0.125,0.625,0.25,0.5,32,post_rope_key,0.6418727676756913,0.05938917126801041,0.10416666666666666,3,4.185200014035217e-05,0.004716880000341916
491520.0,0.0,0.5,hotpotqa,8,0.015777304276643152,0.07918556169068056,0.10416666666666666,120.0,0.7436143568309346,0.24654656685906687,0.006966487504541874,0.125,0.625,0.25,0.5,32,post_rope_key,0.6418727676756913,0.1583711233813611,0.22916666666666666,8,5.075649984064512e-05,0.0017739749993779697
491520.0,0.375,0.625,hotpotqa,8,0.015777304276643152,0.07918556169068056,0.10416666666666666,120.0,0.710447531414653,0.24654656685906687,0.006966487504541874,0.125,0.625,0.25,0.5,32,post_rope_key,0.6418727676756913,0.3167422467627222,0.4791666666666667,16,4.836899985093623e-05,0.0019115050010441337
367104.0,0.0,0.5,hotpotqa,8,0.015777304276643152,0.05938917126801041,0.22916666666666666,89.625,0.5669947581454018,0.471875,0.0015217499967548065,0.375,0.875,0.5,0.75,32,pre_rope_key,0.04046698244420025,0.05938917126801041,0.22916666666666666,3,4.796499983058311e-05,0.0018717275008384604
498176.0,0.125,0.75,hotpotqa,8,0.015777304276643152,0.07918556169068056,0.22916666666666666,121.625,0.49658876267430657,0.471875,0.0015217499967548065,0.375,0.875,0.5,0.75,32,pre_rope_key,0.04046698244420025,0.1583711233813611,0.4166666666666667,8,5.691399986972101e-05,0.0018118100000720006
498176.0,0.5,0.875,hotpotqa,8,0.015777304276643152,0.07918556169068056,0.22916666666666666,121.625,0.5064910424928445,0.471875,0.0015217499967548065,0.375,0.875,0.5,0.75,32,pre_rope_key,0.04046698244420025,0.3167422467627222,0.6875,16,4.007099996670149e-05,0.0017991200009419117
393216.0,0.125,0.25,qasper,8,0.015659980811523658,0.020610307752003,0.1875,96.0,0.4319875352603438,0.21255675747863248,0.0023991999987629242,0.125,0.625,0.25,0.375,32,hidden_state,-0.046057770991818424,0.020610307752003,0.1875,3,4.9276000063400715e-05,0.0019840750006551388
508416.0,0.125,0.375,qasper,8,0.015659980811523658,0.027480410336004,0.1875,124.125,0.5005542342168983,0.21255675747863248,0.0023991999987629242,0.125,0.625,0.25,0.375,32,hidden_state,-0.046057770991818424,0.054960820672008,0.25,8,4.8937000101432205e-05,0.0019083249993855135
508416.0,0.5,0.625,qasper,8,0.015659980811523658,0.027480410336004,0.1875,124.125,0.48791250261415336,0.21255675747863248,0.0023991999987629242,0.125,0.625,0.25,0.375,32,hidden_state,-0.046057770991818424,0.109921641344016,0.5625,16,5.145000002812594e-05,0.0020686799987743145
381952.0,0.0,0.0,qasper,8,0.015659980811523658,0.020610307752003,0.0,93.25,0.8854515220382212,0.015518702614679742,0.0023712750007689465,0.0,0.0,0.0,0.0,32,post_rope_key,0.6610886547990773,0.020610307752003,0.0,3,4.782049960340373e-05,0.002100802501081489
513024.0,0.0,0.0,qasper,8,0.015659980811523658,0.027480410336004,0.0,125.25,0.860319106170046,0.015518702614679742,0.0023712750007689465,0.0,0.0,0.0,0.0,32,post_rope_key,0.6610886547990773,0.054960820672008,0.0,8,4.9710999883245675e-05,0.0018801099984557367
513024.0,0.0,0.0,qasper,8,0.015659980811523658,0.027480410336004,0.0,125.25,0.8268609322496311,0.015518702614679742,0.0023712750007689465,0.0,0.0,0.0,0.0,32,post_rope_key,0.6610886547990773,0.109921641344016,0.0,16,4.688500019256026e-05,0.001984772500145482
393216.0,0.125,0.125,qasper,8,0.015659980811523658,0.020610307752003,0.125,96.0,0.5770847655621585,0.13040413533834586,0.002355249995162012,0.0,0.625,0.125,0.375,32,pre_rope_key,-0.02347786439118575,0.020610307752003,0.125,3,4.910599993309006e-05,0.0021027699993283024
524288.0,0.25,0.375,qasper,8,0.015659980811523658,0.027480410336004,0.125,128.0,0.478197229343089,0.13040413533834586,0.002355249995162012,0.0,0.625,0.125,0.375,32,pre_rope_key,-0.02347786439118575,0.054960820672008,0.3125,8,4.869649987085723e-05,0.0019515499989211094
524288.0,0.375,0.625,qasper,8,0.015659980811523658,0.027480410336004,0.125,128.0,0.4893018993968681,0.13040413533834586,0.002355249995162012,0.0,0.625,0.125,0.375,32,pre_rope_key,-0.02347786439118575,0.109921641344016,0.5,16,4.875300001003779e-05,0.0019801250004093164
