active_kv_bytes,all_evidence_recall,any_evidence_recall,best_evidence_rank,candidate_chunks,chunks_materialized,cpu_to_gpu_selected_kv_bytes,dataset,detail_kv_bytes,example_id,extra_routing_cache_fraction,gist_count,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_selected_normalized_position,median_selected_normalized_position,mrr,packed_index_build_seconds,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_gist_bytes,routing_representation,score_position_correlation,seed,selected_chunks,selected_fraction,source_tokens,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds
270336,0.0,0.0,16,60,3,270336,hotpotqa,7741440,5a8cefc155429941ae14df55,0.015873015873015872,1,0.05,0.0,66,0.8805996472663139,0.9566137566137566,0.0625,0.04423289999249391,0.0,1.0,0.0,0.0,32,122880,post_rope_key,0.5988141818406003,20260811,3,0.05,1890,0.0,3,4.740400006994605e-05,0.02442029999801889
401408,0.0,0.0,16,60,4,401408,hotpotqa,7741440,5a8cefc155429941ae14df55,0.015873015873015872,1,0.06666666666666667,0.0,98,0.7376322751322751,0.6772486772486772,0.0625,0.04423289999249391,0.0,1.0,0.0,0.0,32,122880,post_rope_key,0.5988141818406003,20260811,8,0.13333333333333333,1890,0.0,8,4.189600003883243e-05,0.0015910199959762394
401408,0.0,1.0,16,60,4,401408,hotpotqa,7741440,5a8cefc155429941ae14df55,0.015873015873015872,1,0.06666666666666667,0.0,98,0.685218253968254,0.6772486772486772,0.0625,0.04423289999249391,0.0,1.0,0.0,0.0,32,122880,post_rope_key,0.5988141818406003,20260811,16,0.26666666666666666,1890,0.5,16,6.596399936825036e-05,0.0016976999992039054
315392,0.0,0.0,27,65,3,315392,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.01576904415332363,1,0.046153846153846156,0.0,77,0.8343037360504609,0.8772440562833576,0.037037037037037035,0.0016152000171132386,0.0,0.0,0.0,0.0,32,133120,post_rope_key,0.6917031799797663,20260811,3,0.046153846153846156,2061,0.0,3,3.8844000082463024e-05,0.0018645400006789715
446464,0.0,0.0,27,65,4,446464,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.01576904415332363,1,0.06153846153846154,0.0,109,0.6767649199417758,0.6132945172246482,0.037037037037037035,0.0016152000171132386,0.0,0.0,0.0,0.0,32,133120,post_rope_key,0.6917031799797663,20260811,8,0.12307692307692308,2061,0.0,8,4.724400001578033e-05,0.0016111799981445075
446464,0.0,0.0,27,65,4,446464,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.01576904415332363,1,0.06153846153846154,0.0,109,0.7197507278020379,0.6986899563318778,0.037037037037037035,0.0016152000171132386,0.0,0.0,0.0,0.0,32,133120,post_rope_key,0.6917031799797663,20260811,16,0.24615384615384617,2061,0.0,16,4.13799996022135e-05,0.0018758799997158349
393216,0.0,1.0,1,43,3,393216,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.015890613451589063,1,0.06976744186046512,0.5,96,0.8869179600886917,0.934220251293422,1.0,0.0014788999978918582,1.0,1.0,1.0,1.0,32,88064,post_rope_key,0.6620673678404276,20260811,3,0.06976744186046512,1353,0.5,3,4.287600051611662e-05,0.002133660000981763
524288,0.0,1.0,1,43,4,524288,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.015890613451589063,1,0.09302325581395349,0.5,128,0.8011825572801182,0.8750923872875093,1.0,0.0014788999978918582,1.0,1.0,1.0,1.0,32,88064,post_rope_key,0.6620673678404276,20260811,8,0.18604651162790697,1353,0.5,8,3.827599924989045e-05,0.0020703600021079183
524288,1.0,1.0,1,43,4,524288,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.015890613451589063,1,0.09302325581395349,0.5,128,0.7021433850702143,0.7568366592756837,1.0,0.0014788999978918582,1.0,1.0,1.0,1.0,32,88064,post_rope_key,0.6620673678404276,20260811,16,0.37209302325581395,1353,1.0,16,5.63320005312562e-05,0.002328240004135296
393216,0.0,0.0,24,61,3,393216,hotpotqa,7974912,5abcd77755429965836004ce,0.01566512583461736,1,0.04918032786885246,0.0,96,0.7423386406437255,0.6656394453004623,0.041666666666666664,0.0017075999930966645,0.0,0.0,0.0,0.0,32,124928,post_rope_key,0.6640682756842401,20260811,3,0.04918032786885246,1947,0.0,3,4.066399997100234e-05,0.0017628199944738298
503808,0.0,0.0,24,61,4,503808,hotpotqa,7974912,5abcd77755429965836004ce,0.01566512583461736,1,0.06557377049180328,0.0,123,0.7928543913713405,0.805341551104263,0.041666666666666664,0.0017075999930966645,0.0,0.0,0.0,0.0,32,124928,post_rope_key,0.6640682756842401,20260811,8,0.13114754098360656,1947,0.0,8,4.1575999930500984e-05,0.0015885000000707805
503808,0.0,0.0,24,61,4,503808,hotpotqa,7974912,5abcd77755429965836004ce,0.01566512583461736,1,0.06557377049180328,0.0,123,0.7097297123780174,0.6738572162300975,0.041666666666666664,0.0017075999930966645,0.0,0.0,0.0,0.0,32,124928,post_rope_key,0.6640682756842401,20260811,16,0.26229508196721313,1947,0.0,16,4.8340000212192536e-05,0.001680859999032691
393216,0.0,0.0,7,46,3,393216,hotpotqa,5971968,5ae0d5335542990adbacf674,0.01577503429355281,1,0.06521739130434782,0.0,96,0.691358024691358,0.7133058984910837,0.14285714285714285,0.0015591999981552362,0.0,1.0,0.0,1.0,32,94208,post_rope_key,0.6347980365435406,20260811,3,0.06521739130434782,1458,0.0,3,3.980000037699938e-05,0.001822939998237416
524288,0.0,1.0,7,46,4,524288,hotpotqa,5971968,5ae0d5335542990adbacf674,0.01577503429355281,1,0.08695652173913043,0.0,128,0.7434842249657064,0.8120713305898491,0.14285714285714285,0.0015591999981552362,0.0,1.0,0.0,1.0,32,94208,post_rope_key,0.6347980365435406,20260811,8,0.17391304347826086,1458,0.5,8,6.554799969308079e-05,0.001522360002854839
524288,1.0,1.0,7,46,4,524288,hotpotqa,5971968,5ae0d5335542990adbacf674,0.01577503429355281,1,0.08695652173913043,0.0,128,0.7431841563786008,0.8120713305898491,0.14285714285714285,0.0015591999981552362,0.0,1.0,0.0,1.0,32,94208,post_rope_key,0.6347980365435406,20260811,16,0.34782608695652173,1458,1.0,16,6.139199947938323e-05,0.0020441200002096595
393216,0.0,0.0,7,38,3,393216,hotpotqa,4947968,5a8a1a975542992e4fca8505,0.015728476821192054,1,0.07894736842105263,0.0,96,0.6931567328918322,0.6490066225165563,0.14285714285714285,0.0021251000289339572,0.0,1.0,0.0,1.0,32,77824,post_rope_key,0.5539306002452203,20260811,3,0.07894736842105263,1208,0.0,3,4.4639999978244304e-05,0.0018934000050649046
524288,0.0,1.0,7,38,4,524288,hotpotqa,4947968,5a8a1a975542992e4fca8505,0.015728476821192054,1,0.10526315789473684,0.0,128,0.6519039735099338,0.6225165562913908,0.14285714285714285,0.0021251000289339572,0.0,1.0,0.0,1.0,32,77824,post_rope_key,0.5539306002452203,20260811,8,0.21052631578947367,1208,0.5,8,7.127200020477175e-05,0.0026662399992346763
524288,1.0,1.0,7,38,4,524288,hotpotqa,4947968,5a8a1a975542992e4fca8505,0.015728476821192054,1,0.10526315789473684,0.0,128,0.6901903973509934,0.7152317880794702,0.14285714285714285,0.0021251000289339572,0.0,1.0,0.0,1.0,32,77824,post_rope_key,0.5539306002452203,20260811,16,0.42105263157894735,1208,1.0,16,3.926799981854856e-05,0.0018433800025377423
393216,0.0,1.0,2,45,3,393216,hotpotqa,5828608,5adf5cd25542992d7e9f9320,0.015811665495432184,1,0.06666666666666667,0.3333333333333333,96,0.745842117591942,0.8657765284609978,0.5,0.0015605000080540776,0.0,1.0,1.0,1.0,32,92160,post_rope_key,0.7373471496402183,20260811,3,0.06666666666666667,1423,0.3333333333333333,3,4.481600015424192e-05,0.00201502000563778
524288,0.0,1.0,2,45,4,524288,hotpotqa,5828608,5adf5cd25542992d7e9f9320,0.015811665495432184,1,0.08888888888888889,0.3333333333333333,128,0.7730147575544624,0.8545326774420239,0.5,0.0015605000080540776,0.0,1.0,1.0,1.0,32,92160,post_rope_key,0.7373471496402183,20260811,8,0.17777777777777778,1423,0.3333333333333333,8,4.839999950490892e-05,0.0015759599977172912
524288,0.0,1.0,2,45,4,524288,hotpotqa,5828608,5adf5cd25542992d7e9f9320,0.015811665495432184,1,0.08888888888888889,0.3333333333333333,128,0.7599920941672523,0.798313422347154,0.5,0.0015605000080540776,0.0,1.0,1.0,1.0,32,92160,post_rope_key,0.7373471496402183,20260811,16,0.35555555555555557,1423,0.3333333333333333,16,3.513199975714088e-05,0.0017839200037997216
352256,0.0,0.0,22,61,3,352256,hotpotqa,7954432,5a7415cf55429979e28828a6,0.015705458290422244,1,0.04918032786885246,0.0,86,0.8642293168554754,0.9309989701338826,0.045454545454545456,0.0014525000005960464,0.0,0.0,0.0,0.0,32,124928,post_rope_key,0.5922533496315175,20260811,3,0.04918032786885246,1942,0.0,3,3.577199997380376e-05,0.001822359999641776
483328,0.0,0.0,22,61,4,483328,hotpotqa,7954432,5a7415cf55429979e28828a6,0.015705458290422244,1,0.06557377049180328,0.0,118,0.772077754891864,0.8074150360453141,0.045454545454545456,0.0014525000005960464,0.0,0.0,0.0,0.0,32,124928,post_rope_key,0.5922533496315175,20260811,8,0.13114754098360656,1942,0.0,8,5.184000008739531e-05,0.0015661799989175051
483328,0.0,0.0,22,61,4,483328,hotpotqa,7954432,5a7415cf55429979e28828a6,0.015705458290422244,1,0.06557377049180328,0.0,118,0.6733715242018538,0.6426364572605561,0.045454545454545456,0.0014525000005960464,0.0,0.0,0.0,0.0,32,124928,post_rope_key,0.5922533496315175,20260811,16,0.26229508196721313,1942,0.0,16,3.91440000385046e-05,0.002037939999718219
393216,0.0,0.0,100,167,3,393216,qasper,21864448,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,0.01564256275758711,1,0.017964071856287425,0.0,96,0.9461720994130136,0.9801423754215062,0.01,0.002385100000537932,0.0,0.0,0.0,0.0,32,342016,post_rope_key,0.827905100169588,20260811,3,0.017964071856287425,5338,0.0,3,4.6151999849826095e-05,0.0018309000006411225
524288,0.0,0.0,100,167,4,524288,qasper,21864448,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,0.01564256275758711,1,0.023952095808383235,0.0,128,0.926938928437617,0.9171974522292994,0.01,0.002385100000537932,0.0,0.0,0.0,0.0,32,342016,post_rope_key,0.827905100169588,20260811,8,0.04790419161676647,5338,0.0,8,4.222000017762184e-05,0.0020176799967885017
524288,0.0,0.0,100,167,4,524288,qasper,21864448,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,0.01564256275758711,1,0.023952095808383235,0.0,128,0.9194103596852754,0.9171974522292994,0.01,0.002385100000537932,0.0,0.0,0.0,0.0,32,342016,post_rope_key,0.827905100169588,20260811,16,0.09580838323353294,5338,0.0,16,6.068799993954599e-05,0.002194700000109151
393216,0.0,0.0,103,182,3,393216,qasper,23826432,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,0.015643802647412757,1,0.016483516483516484,0.0,96,0.9159360495100568,0.9159360495100567,0.009708737864077669,0.002298399980645627,0.0,0.0,0.0,0.0,32,372736,post_rope_key,0.8455428594542065,20260811,3,0.016483516483516484,5817,0.0,3,4.2171999812126156e-05,0.0020969000004697593
524288,0.0,0.0,103,182,4,524288,qasper,23826432,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,0.015643802647412757,1,0.02197802197802198,0.0,128,0.8746776689014957,0.9021832559738697,0.009708737864077669,0.002298399980645627,0.0,0.0,0.0,0.0,32,372736,post_rope_key,0.8455428594542065,20260811,8,0.04395604395604396,5817,0.0,8,4.458799958229065e-05,0.001961919997120276
524288,0.0,0.0,103,182,4,524288,qasper,23826432,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,0.015643802647412757,1,0.02197802197802198,0.0,128,0.874333849063091,0.9021832559738697,0.009708737864077669,0.002298399980645627,0.0,0.0,0.0,0.0,32,372736,post_rope_key,0.8455428594542065,20260811,16,0.08791208791208792,5817,0.0,16,4.44200006313622e-05,0.00212963999947533
393216,0.0,0.0,105,180,3,393216,qasper,23556096,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,0.01564945226917058,1,0.016666666666666666,0.0,96,0.9338665739291718,0.9375760737263085,0.009523809523809525,0.002205199998570606,0.0,0.0,0.0,0.0,32,368640,post_rope_key,0.8352902649420985,20260811,3,0.016666666666666666,5751,0.0,3,6.606000009924173e-05,0.0021768799982964993
524288,0.0,0.0,105,180,4,524288,qasper,23556096,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,0.01564945226917058,1,0.022222222222222223,0.0,128,0.9007129194922622,0.9181011997913406,0.009523809523809525,0.002205199998570606,0.0,0.0,0.0,0.0,32,368640,post_rope_key,0.8352902649420985,20260811,8,0.044444444444444446,5751,0.0,8,7.662799907848239e-05,0.001824599999235943
524288,0.0,0.0,105,180,4,524288,qasper,23556096,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,0.01564945226917058,1,0.022222222222222223,0.0,128,0.889584420100852,0.9125369500956355,0.009523809523809525,0.002205199998570606,0.0,0.0,0.0,0.0,32,368640,post_rope_key,0.8352902649420985,20260811,16,0.08888888888888889,5751,0.0,16,4.8192000249400735e-05,0.0020255999988876283
393216,0.0,0.0,59,122,3,393216,qasper,15974400,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,0.01564102564102564,1,0.02459016393442623,0.0,96,0.9531623931623932,0.9558974358974359,0.01694915254237288,0.0018133000121451914,0.0,0.0,0.0,0.0,32,249856,post_rope_key,0.5179333220589596,20260811,3,0.02459016393442623,3900,0.0,3,4.253599909134209e-05,0.0021019599982537327
524288,0.0,0.0,59,122,4,524288,qasper,15974400,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,0.01564102564102564,1,0.03278688524590164,0.0,128,0.8666666666666667,0.9435897435897436,0.01694915254237288,0.0018133000121451914,0.0,0.0,0.0,0.0,32,249856,post_rope_key,0.5179333220589596,20260811,8,0.06557377049180328,3900,0.0,8,4.2611999670043585e-05,0.0021568399970419705
524288,0.0,0.0,59,122,4,524288,qasper,15974400,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,0.01564102564102564,1,0.03278688524590164,0.0,128,0.7779166666666667,0.918974358974359,0.01694915254237288,0.0018133000121451914,0.0,0.0,0.0,0.0,32,249856,post_rope_key,0.5179333220589596,20260811,16,0.13114754098360656,3900,0.0,16,4.0319999679923055e-05,0.001943839999148622
372736,0.0,0.0,55,137,3,372736,qasper,17936384,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,0.01564284083124001,1,0.021897810218978103,0.0,91,0.9802466316510619,0.9755651975336835,0.01818181818181818,0.002381099999183789,0.0,0.0,0.0,0.0,32,280576,post_rope_key,0.6515935561154821,20260811,3,0.021897810218978103,4379,0.0,3,4.408799926750362e-05,0.002035840001190081
503808,0.0,0.0,55,137,4,503808,qasper,17936384,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,0.01564284083124001,1,0.029197080291970802,0.0,123,0.9581382735784426,0.9646037908198218,0.01818181818181818,0.002381099999183789,0.0,0.0,0.0,0.0,32,280576,post_rope_key,0.6515935561154821,20260811,8,0.058394160583941604,4379,0.0,8,5.59600000269711e-05,0.0020142199995461852
503808,0.0,0.0,55,137,4,503808,qasper,17936384,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,0.01564284083124001,1,0.029197080291970802,0.0,123,0.9321406142955012,0.9426809773920987,0.01818181818181818,0.002381099999183789,0.0,0.0,0.0,0.0,32,280576,post_rope_key,0.6515935561154821,20260811,16,0.11678832116788321,4379,0.0,16,4.411600064486265e-05,0.002440620004199445
323584,0.0,0.0,62,132,3,323584,qasper,17231872,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,0.015688138816258617,1,0.022727272727272728,0.0,79,0.9818160209175185,0.9850249584026622,0.016129032258064516,0.0019884000066667795,0.0,0.0,0.0,0.0,32,270336,post_rope_key,0.5407729669051848,20260811,3,0.022727272727272728,4207,0.0,3,4.8111999640241264e-05,0.002375000005122274
454656,0.0,0.0,62,132,4,454656,qasper,17231872,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,0.015688138816258617,1,0.030303030303030304,0.0,111,0.9629040884240552,0.9698122177323509,0.016129032258064516,0.0019884000066667795,0.0,0.0,0.0,0.0,32,270336,post_rope_key,0.5407729669051848,20260811,8,0.06060606060606061,4207,0.0,8,5.6124000111594795e-05,0.0017058599973097444
454656,0.0,0.0,62,132,4,454656,qasper,17231872,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,0.015688138816258617,1,0.030303030303030304,0.0,111,0.8346728666508201,0.9241739957214167,0.016129032258064516,0.0019884000066667795,0.0,0.0,0.0,0.0,32,270336,post_rope_key,0.5407729669051848,20260811,16,0.12121212121212122,4207,0.0,16,4.252000013366342e-05,0.00172311999485828
