active_kv_bytes,all_evidence_recall,any_evidence_recall,candidate_gists,dataset,examples,extra_routing_cache_fraction,gist_count,gist_mode,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_actual_gists_per_chunk,mean_selected_normalized_position,mrr,packed_index_build_seconds,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_representation,score_position_correlation,selected_fraction,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds,winning_gist_evidence_recall
393216.0,0.0,0.5,97.5,hotpotqa,16,0.0315337146666252,2,segment_mean,0.0695506640058875,0.22395833333333334,96.0,1.9976467096336499,0.43994967299979465,0.446875,0.018662149999727262,0.3125,0.9375,0.5,0.75,32,hidden_state,-0.13404871808130725,0.0695506640058875,0.22395833333333334,3,4.519524991337675e-05,0.003520748750815983,0.375
524288.0,0.4375,0.75,97.5,hotpotqa,16,0.0315337146666252,2,segment_mean,0.09273421867451666,0.359375,128.0,1.9976467096336499,0.41772641542179995,0.446875,0.018662149999727262,0.3125,0.9375,0.5,0.75,32,hidden_state,-0.13404871808130725,0.18546843734903332,0.59375,8,4.485199984628707e-05,0.0020532850008748937,0.6875
524288.0,0.75,0.9375,97.5,hotpotqa,16,0.0315337146666252,2,segment_mean,0.09273421867451666,0.359375,128.0,1.9976467096336499,0.45728216044737974,0.446875,0.018662149999727262,0.3125,0.9375,0.5,0.75,32,hidden_state,-0.13404871808130725,0.37093687469806663,0.859375,16,4.613799981598277e-05,0.0021859862503333717,0.875
393216.0,0.0625,0.5,194.875,hotpotqa,16,0.06302994567140122,4,segment_mean,0.0695506640058875,0.2552083333333333,96.0,3.99294012890095,0.4262353964775675,0.3637152777777778,0.003213687497918727,0.125,0.9375,0.5,0.8125,32,hidden_state,-0.09312437490698365,0.0695506640058875,0.2552083333333333,3,4.296699982660357e-05,0.0019288512507046108,0.375
524288.0,0.1875,0.8125,194.875,hotpotqa,16,0.06302994567140122,4,segment_mean,0.09273421867451666,0.2552083333333333,128.0,3.99294012890095,0.45098477320642516,0.3637152777777778,0.003213687497918727,0.125,0.9375,0.5,0.8125,32,hidden_state,-0.09312437490698365,0.18546843734903332,0.4947916666666667,8,4.7397999805980364e-05,0.0018870437492296333,0.75
524288.0,0.625,0.9375,194.875,hotpotqa,16,0.06302994567140122,4,segment_mean,0.09273421867451666,0.2552083333333333,128.0,3.99294012890095,0.4853233369774311,0.3637152777777778,0.003213687497918727,0.125,0.9375,0.5,0.8125,32,hidden_state,-0.09312437490698365,0.37093687469806663,0.796875,16,4.4490250002127143e-05,0.001878342499912833,0.9375
393216.0,0.0,0.5,389.4375,hotpotqa,16,0.1259829007277295,8,segment_mean,0.0695506640058875,0.21354166666666666,96.0,7.981026967435549,0.4421180795176259,0.3820939477189477,0.0037136562477826374,0.1875,1.0,0.5,0.75,32,hidden_state,-0.11467760347542916,0.0695506640058875,0.21354166666666666,3,4.865025017352309e-05,0.0019092387505224907,0.4375
524288.0,0.3125,0.75,389.4375,hotpotqa,16,0.1259829007277295,8,segment_mean,0.09273421867451666,0.2864583333333333,128.0,7.981026967435549,0.4421288661824304,0.3820939477189477,0.0037136562477826374,0.1875,1.0,0.5,0.75,32,hidden_state,-0.11467760347542916,0.18546843734903332,0.5260416666666666,8,4.647349996957928e-05,0.0018948274999274872,0.75
524288.0,0.5625,1.0,389.4375,hotpotqa,16,0.1259829007277295,8,segment_mean,0.09273421867451666,0.2864583333333333,128.0,7.981026967435549,0.4562511285880626,0.3820939477189477,0.0037136562477826374,0.1875,1.0,0.5,0.75,32,hidden_state,-0.11467760347542916,0.37093687469806663,0.78125,16,4.7965249978005884e-05,0.0019880487492628164,1.0
393216.0,0.0,0.125,290.25,qasper,16,0.03136943538810731,2,segment_mean,0.023541782079802273,0.07291666666666666,96.0,2.0,0.486514030485444,0.10781625656625657,0.005380849997891346,0.0,0.5,0.125,0.25,32,hidden_state,-0.0757031344192777,0.023541782079802273,0.07291666666666666,3,4.923650005366653e-05,0.0020507512497715654,0.125
524288.0,0.125,0.25,290.25,qasper,16,0.03136943538810731,2,segment_mean,0.0313890427730697,0.07291666666666666,128.0,2.0,0.4702770142632948,0.10781625656625657,0.005380849997891346,0.0,0.5,0.125,0.25,32,hidden_state,-0.0757031344192777,0.0627780855461394,0.19791666666666666,8,5.196600002818741e-05,0.0018881737498304574,0.25
524288.0,0.375,0.5,290.25,qasper,16,0.03136943538810731,2,segment_mean,0.0313890427730697,0.07291666666666666,128.0,2.0,0.47900803107219114,0.10781625656625657,0.005380849997891346,0.0,0.5,0.125,0.25,32,hidden_state,-0.0757031344192777,0.1255561710922788,0.4479166666666667,16,4.732199988211505e-05,0.0021242250011709986,0.5
393216.0,0.0625,0.0625,580.5,qasper,16,0.06273887077621462,4,segment_mean,0.023541782079802273,0.0625,96.0,4.0,0.4636563773200273,0.08549864772322399,0.0055684812541585416,0.0,0.4375,0.0625,0.25,32,hidden_state,-0.08193157921455795,0.023541782079802273,0.0625,3,4.672775015933439e-05,0.0020257500000298023,0.0625
524288.0,0.1875,0.25,580.5,qasper,16,0.06273887077621462,4,segment_mean,0.0313890427730697,0.0625,128.0,4.0,0.4588801249483096,0.08549864772322399,0.0055684812541585416,0.0,0.4375,0.0625,0.25,32,hidden_state,-0.08193157921455795,0.0627780855461394,0.22916666666666666,8,4.674449970480055e-05,0.0019475074994261376,0.25
524288.0,0.3125,0.4375,580.5,qasper,16,0.06273887077621462,4,segment_mean,0.0313890427730697,0.0625,128.0,4.0,0.4674448346666808,0.08549864772322399,0.0055684812541585416,0.0,0.4375,0.0625,0.25,32,hidden_state,-0.08193157921455795,0.1255561710922788,0.3854166666666667,16,4.807650002476293e-05,0.0019491350001771934,0.4375
393216.0,0.0,0.0,1160.0,qasper,16,0.12531892330542171,8,segment_mean,0.023541782079802273,0.0,96.0,7.989932747572567,0.4397525910220036,0.07675017929363083,0.0058611437470972305,0.0,0.625,0.0,0.1875,32,hidden_state,-0.08330407739126189,0.023541782079802273,0.0,3,4.449400003068149e-05,0.0018703025005379458,0.0
524288.0,0.125,0.1875,1160.0,qasper,16,0.12531892330542171,8,segment_mean,0.0313890427730697,0.0,128.0,7.989932747572567,0.4739722431393767,0.07675017929363083,0.0058611437470972305,0.0,0.625,0.0,0.1875,32,hidden_state,-0.08330407739126189,0.0627780855461394,0.15625,8,4.358674981631339e-05,0.0018128962507034884,0.1875
524288.0,0.5,0.625,1160.0,qasper,16,0.12531892330542171,8,segment_mean,0.0313890427730697,0.0,128.0,7.989932747572567,0.4683054318702961,0.07675017929363083,0.0058611437470972305,0.0,0.625,0.0,0.1875,32,hidden_state,-0.08330407739126189,0.1255561710922788,0.5625,16,4.866925002716016e-05,0.0017991912496654549,0.625
