active_kv_bytes,all_evidence_recall,any_evidence_recall,best_evidence_rank,candidate_chunks,candidate_gists,chunks_materialized,cpu_to_gpu_selected_kv_bytes,dataset,detail_kv_bytes,example_id,extra_routing_cache_fraction,gist_count,gist_mode,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_actual_gists_per_chunk,mean_selected_normalized_position,median_selected_normalized_position,mrr,packed_index_build_seconds,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_gist_bytes,routing_representation,score_position_correlation,seed,selected_chunks,selected_fraction,source_tokens,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds,winning_gist_evidence_recall
393216,0.0,1.0,3,54,108,3,393216,hotpotqa,7012352,5a7a06775542996a35c1708c,0.03154205607476635,2,segment_mean,0.05555555555555555,0.5,96,2.0,0.4890965732087227,0.6448598130841121,0.3333333333333333,0.2437107999867294,0.0,1.0,1.0,1.0,32,221184,hidden_state,-0.15182973337462494,20260812,3,0.05555555555555555,1712,0.5,3,4.802800016477704e-05,0.02281644000322558,1.0
524288,1.0,1.0,3,54,108,4,524288,hotpotqa,7012352,5a7a06775542996a35c1708c,0.03154205607476635,2,segment_mean,0.07407407407407407,0.5,128,2.0,0.48598130841121495,0.616822429906542,0.3333333333333333,0.2437107999867294,0.0,1.0,1.0,1.0,32,221184,hidden_state,-0.15182973337462494,20260812,8,0.14814814814814814,1712,1.0,8,3.857200033962727e-05,0.001962540001841262,1.0
524288,1.0,1.0,3,54,108,4,524288,hotpotqa,7012352,5a7a06775542996a35c1708c,0.03154205607476635,2,segment_mean,0.07407407407407407,0.5,128,2.0,0.572429906542056,0.6728971962616822,0.3333333333333333,0.2437107999867294,0.0,1.0,1.0,1.0,32,221184,hidden_state,-0.15182973337462494,20260812,16,0.2962962962962963,1712,1.0,16,3.991600009612739e-05,0.0020979200024157764,1.0
393216,0.0,0.0,18,61,122,3,393216,hotpotqa,7979008,5a7e782655429934daa2fc26,0.03131416837782341,2,segment_mean,0.04918032786885246,0.0,96,2.0,0.17248459958932238,0.22176591375770022,0.05555555555555555,0.0037731000047642738,0.0,0.0,0.0,0.0,32,249856,hidden_state,-0.21023389058180103,20260812,3,0.04918032786885246,1948,0.0,3,4.0399999124929306e-05,0.0023673599993344397,0.0
524288,0.0,0.0,18,61,122,4,524288,hotpotqa,7979008,5a7e782655429934daa2fc26,0.03131416837782341,2,segment_mean,0.06557377049180328,0.0,128,2.0,0.2053388090349076,0.2135523613963039,0.05555555555555555,0.0037731000047642738,0.0,0.0,0.0,0.0,32,249856,hidden_state,-0.21023389058180103,20260812,8,0.13114754098360656,1948,0.0,8,4.8524000449106096e-05,0.002211419999366626,0.0
524288,0.0,0.0,18,61,122,4,524288,hotpotqa,7979008,5a7e782655429934daa2fc26,0.03131416837782341,2,segment_mean,0.06557377049180328,0.0,128,2.0,0.39835728952772076,0.37782340862423,0.05555555555555555,0.0037731000047642738,0.0,0.0,0.0,0.0,32,249856,hidden_state,-0.21023389058180103,20260812,16,0.26229508196721313,1948,0.0,16,5.4016000358387825e-05,0.002460800000699237,0.0
393216,0.0,1.0,1,67,133,3,393216,hotpotqa,8654848,5a7b40cd5542995eb53be8d4,0.031471840984382396,2,segment_mean,0.04477611940298507,0.5,96,1.9850746268656716,0.17920807698375138,0.23473734027449125,1.0,0.004801699978997931,1.0,1.0,1.0,1.0,32,272384,hidden_state,-0.09624099836780604,20260812,3,0.04477611940298507,2113,0.5,3,4.549599951133132e-05,0.001880740001797676,1.0
524288,0.0,1.0,1,67,133,4,524288,hotpotqa,8654848,5a7b40cd5542995eb53be8d4,0.031471840984382396,2,segment_mean,0.05970149253731343,0.5,128,1.9850746268656716,0.4004081874112636,0.2725982016090866,1.0,0.004801699978997931,1.0,1.0,1.0,1.0,32,272384,hidden_state,-0.09624099836780604,20260812,8,0.11940298507462686,2113,0.5,8,4.25799994263798e-05,0.0017187200020998717,1.0
524288,0.0,1.0,1,67,133,4,524288,hotpotqa,8654848,5a7b40cd5542995eb53be8d4,0.031471840984382396,2,segment_mean,0.05970149253731343,0.5,128,1.9850746268656716,0.468069687647894,0.39375295787979175,1.0,0.004801699978997931,1.0,1.0,1.0,1.0,32,272384,hidden_state,-0.09624099836780604,20260812,16,0.23880597014925373,2113,0.75,16,4.503199947066605e-05,0.001858100004028529,1.0
393216,0.0,1.0,1,35,70,3,393216,hotpotqa,4571136,5ab865235542992aa3b8c8db,0.03136200716845878,2,segment_mean,0.08571428571428572,0.25,96,2.0,0.16726403823178018,0.1863799283154122,1.0,0.0033657000167295337,1.0,1.0,1.0,1.0,32,143360,hidden_state,-0.6704751432564212,20260812,3,0.08571428571428572,1116,0.25,3,3.9875999791547654e-05,0.0020291600027121603,0.0
