active_kv_bytes,all_evidence_recall,any_evidence_recall,best_evidence_rank,candidate_chunks,chunks_materialized,cpu_to_gpu_selected_kv_bytes,dataset,detail_kv_bytes,example_id,extra_routing_cache_fraction,gist_count,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_selected_normalized_position,median_selected_normalized_position,mrr,packed_index_build_seconds,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_gist_bytes,routing_representation,score_position_correlation,seed,selected_chunks,selected_fraction,source_tokens,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds
524288,0.0,0.0,7,30,2,524288,hotpotqa,7741440,5a8cefc155429941ae14df55,0.007936507936507936,1,0.06666666666666667,0.0,128,0.35555555555555557,0.08465608465608465,0.14285714285714285,0.054815499985124916,0.0,1.0,0.0,1.0,64,61440,pre_rope_key,-0.07204744973054017,20260811,3,0.1,1890,0.0,3,4.842799971811473e-05,0.025952720001805575
524288,0.0,1.0,7,30,2,524288,hotpotqa,7741440,5a8cefc155429941ae14df55,0.007936507936507936,1,0.06666666666666667,0.0,128,0.45714285714285713,0.38941798941798944,0.14285714285714285,0.054815499985124916,0.0,1.0,0.0,1.0,64,61440,pre_rope_key,-0.07204744973054017,20260811,8,0.26666666666666666,1890,0.5,8,7.291199988685549e-05,0.0013977200025692583
524288,0.0,1.0,7,30,2,524288,hotpotqa,7741440,5a8cefc155429941ae14df55,0.007936507936507936,1,0.06666666666666667,0.0,128,0.4888888888888889,0.4740740740740741,0.14285714285714285,0.054815499985124916,0.0,1.0,0.0,1.0,64,61440,pre_rope_key,-0.07204744973054017,20260811,16,0.5333333333333333,1890,0.5,16,5.681600072421133e-05,0.0018257600022479892
315392,0.0,0.0,20,33,2,315392,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.008005822416302766,1,0.06060606060606061,0.0,77,0.777373443312308,0.7607957302280446,0.05,0.0012617000029422343,0.0,0.0,0.0,0.0,64,67584,pre_rope_key,0.24946042895485998,20260811,3,0.09090909090909091,2061,0.0,3,4.389600013382733e-05,0.0019987600040622055
315392,0.0,0.0,20,33,2,315392,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.008005822416302766,1,0.06060606060606061,0.0,77,0.5263524987869966,0.512372634643377,0.05,0.0012617000029422343,0.0,0.0,0.0,0.0,64,67584,pre_rope_key,0.24946042895485998,20260811,8,0.24242424242424243,2061,0.0,8,4.4319999869912865e-05,0.001871700002811849
315392,0.0,0.0,20,33,2,315392,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.008005822416302766,1,0.06060606060606061,0.0,77,0.521303372149442,0.49684619116933526,0.05,0.0012617000029422343,0.0,0.0,0.0,0.0,64,67584,pre_rope_key,0.24946042895485998,20260811,16,0.48484848484848486,2061,0.0,16,4.214000073261559e-05,0.0017426400037948043
524288,0.0,0.0,4,22,2,524288,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.008130081300813009,1,0.09090909090909091,0.0,128,0.6228135008622814,0.5912786400591279,0.25,0.0014237999857869,0.0,1.0,0.0,1.0,64,45056,pre_rope_key,0.12359973641485232,20260811,3,0.13636363636363635,1353,0.0,3,6.282799993641675e-05,0.0016761399980168789
524288,0.0,1.0,4,22,2,524288,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.008130081300813009,1,0.09090909090909091,0.0,128,0.42572062084257206,0.4493717664449372,0.25,0.0014237999857869,0.0,1.0,0.0,1.0,64,45056,pre_rope_key,0.12359973641485232,20260811,8,0.36363636363636365,1353,0.5,8,6.084799999371171e-05,0.0025705600040964783
524288,1.0,1.0,4,22,2,524288,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.008130081300813009,1,0.09090909090909091,0.0,128,0.5469327420546933,0.5676274944567627,0.25,0.0014237999857869,0.0,1.0,0.0,1.0,64,45056,pre_rope_key,0.12359973641485232,20260811,16,0.7272727272727273,1353,1.0,16,4.103600047528744e-05,0.0023691599955782293
372736,0.0,1.0,2,31,2,372736,hotpotqa,7974912,5abcd77755429965836004ce,0.007960965588084233,1,0.06451612903225806,0.5,91,0.5611196712891627,0.5423728813559322,0.5,0.0014362000219989568,0.0,1.0,1.0,1.0,64,63488,pre_rope_key,0.0021896911947473807,20260811,3,0.0967741935483871,1947,0.5,3,4.113200004212558e-05,0.0021340799983590843
