active_kv_bytes,all_evidence_recall,any_evidence_recall,best_evidence_rank,candidate_chunks,candidate_gists,chunks_materialized,cpu_to_gpu_selected_kv_bytes,dataset,detail_kv_bytes,example_id,extra_routing_cache_fraction,gist_count,gist_mode,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_actual_gists_per_chunk,mean_selected_normalized_position,median_selected_normalized_position,mrr,packed_index_build_seconds,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_gist_bytes,routing_representation,score_position_correlation,seed,selected_chunks,selected_fraction,source_tokens,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds,winning_gist_evidence_recall
393216,0.0,0.0,14,60,60,3,393216,hotpotqa,7741440,5a8cefc155429941ae14df55,0.015873015873015872,1,segment_mean,0.05,0.0,96,1.0,0.6800705467372135,0.7873015873015873,0.07142857142857142,0.046740899997530505,0.0,1.0,0.0,0.0,32,122880,hidden_state,0.0020381477241052945,20260811,3,0.05,1890,0.0,3,6.638800026848912e-05,0.027409220003755765,0.0
524288,0.0,0.0,14,60,60,4,524288,hotpotqa,7741440,5a8cefc155429941ae14df55,0.015873015873015872,1,segment_mean,0.06666666666666667,0.0,128,1.0,0.4677248677248677,0.42328042328042326,0.07142857142857142,0.046740899997530505,0.0,1.0,0.0,0.0,32,122880,hidden_state,0.0020381477241052945,20260811,8,0.13333333333333333,1890,0.0,8,3.670400008559227e-05,0.001949640002567321,0.0
524288,1.0,1.0,14,60,60,4,524288,hotpotqa,7741440,5a8cefc155429941ae14df55,0.015873015873015872,1,segment_mean,0.06666666666666667,0.0,128,1.0,0.45925925925925926,0.40634920634920635,0.07142857142857142,0.046740899997530505,0.0,1.0,0.0,0.0,32,122880,hidden_state,0.0020381477241052945,20260811,16,0.26666666666666666,1890,1.0,16,6.611200049519539e-05,0.0015320400008931756,1.0
393216,0.0,1.0,2,65,65,3,393216,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.01576904415332363,1,segment_mean,0.046153846153846156,0.5,96,1.0,0.6598738476467734,0.7996118389131489,0.5,0.001579499978106469,0.0,1.0,1.0,1.0,32,133120,hidden_state,-0.07036178279434666,20260811,3,0.046153846153846156,2061,0.5,3,5.112000042572618e-05,0.0018219200021121651,1.0
524288,0.0,1.0,2,65,65,4,524288,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.01576904415332363,1,segment_mean,0.06153846153846154,0.5,128,1.0,0.5725376031052887,0.5667151868025231,0.5,0.001579499978106469,0.0,1.0,1.0,1.0,32,133120,hidden_state,-0.07036178279434666,20260811,8,0.12307692307692308,2061,0.5,8,4.395200056023896e-05,0.001694960001623258,1.0
524288,1.0,1.0,2,65,65,4,524288,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.01576904415332363,1,segment_mean,0.06153846153846154,0.5,128,1.0,0.5201358563803978,0.5046094129063561,0.5,0.001579499978106469,0.0,1.0,1.0,1.0,32,133120,hidden_state,-0.07036178279434666,20260811,16,0.24615384615384617,2061,1.0,16,7.073199958540499e-05,0.001685200002975762,1.0
393216,0.0,1.0,1,43,43,3,393216,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.015890613451589063,1,segment_mean,0.06976744186046512,0.5,96,1.0,0.4138950480413895,0.3429416112342942,1.0,0.0014659000153187662,1.0,1.0,1.0,1.0,32,88064,hidden_state,-0.014485820725046854,20260811,3,0.06976744186046512,1353,0.5,3,4.036800004541874e-05,0.0021299800020642577,1.0
524288,0.0,1.0,1,43,43,4,524288,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.015890613451589063,1,segment_mean,0.09302325581395349,0.5,128,1.0,0.4759793052475979,0.44937176644493715,1.0,0.0014659000153187662,1.0,1.0,1.0,1.0,32,88064,hidden_state,-0.014485820725046854,20260811,8,0.18604651162790697,1353,0.5,8,4.029999952763319e-05,0.001958540000487119,1.0
524288,1.0,1.0,1,43,43,4,524288,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.015890613451589063,1,segment_mean,0.09302325581395349,0.5,128,1.0,0.5055432372505543,0.44937176644493715,1.0,0.0014659000153187662,1.0,1.0,1.0,1.0,32,88064,hidden_state,-0.014485820725046854,20260811,16,0.37209302325581395,1353,1.0,16,3.5927999997511504e-05,0.0017657399992458522,1.0
393216,0.0,0.0,17,61,61,3,393216,hotpotqa,7974912,5abcd77755429965836004ce,0.01566512583461736,1,segment_mean,0.04918032786885246,0.0,96,1.0,0.632768361581921,0.7149460708782742,0.058823529411764705,0.0016402000037487596,0.0,0.0,0.0,0.0,32,124928,hidden_state,0.17147779825345053,20260811,3,0.04918032786885246,1947,0.0,3,4.440799937583506e-05,0.00230269999592565,0.0
