active_kv_bytes,all_evidence_recall,any_evidence_recall,dataset,detail_kv_bytes,evaluations,extra_routing_cache_fraction,gist_count,materialized_fraction,materialized_tokens,mrr,packed_index_build_seconds,routing_gist_bytes,score_position_correlation,selected_fraction,top_k,topk_primitive_seconds,warm_routing_topk_seconds,winning_gist_evidence_recall
393216.0,0.0625,0.625,hotpotqa,6579584.0,32,0.015780814071822025,1,0.06624705713105629,96.0,0.4707585857769681,0.004403996874316363,103744.0,-0.07393524852470014,0.06624705713105629,3,4.59662501089042e-05,0.0035133031249642956,0.625
524288.0,0.25,0.8125,hotpotqa,6579584.0,32,0.015780814071822025,1,0.08832940950807505,128.0,0.4707585857769681,0.004403996874316363,103744.0,-0.07393524852470014,0.1766588190161501,8,4.4810875006078274e-05,0.0018721062493568751,0.8125
524288.0,0.53125,0.9375,hotpotqa,6579584.0,32,0.015780814071822025,1,0.08832940950807505,128.0,0.4707585857769681,0.004403996874316363,103744.0,-0.07393524852470014,0.3533176380323002,16,4.597825009113876e-05,0.0019036518749999231,0.9375
393216.0,0.03125,0.5,hotpotqa,6579584.0,32,0.031530047364486107,2,0.06624705713105629,96.0,0.45091929041353385,0.01764723437554494,207296.0,-0.05721516159635558,0.06624705713105629,3,4.6860375041433146e-05,0.0035041850003835863,0.40625
524288.0,0.34375,0.75,hotpotqa,6579584.0,32,0.031530047364486107,2,0.08832940950807505,128.0,0.45091929041353385,0.01764723437554494,207296.0,-0.05721516159635558,0.1766588190161501,8,4.468599992833333e-05,0.0020601624999471825,0.6875
524288.0,0.5625,0.9375,hotpotqa,6579584.0,32,0.031530047364486107,2,0.08832940950807505,128.0,0.45091929041353385,0.01764723437554494,207296.0,-0.05721516159635558,0.3533176380323002,16,4.620062496542232e-05,0.0021553418755502207,0.875
393216.0,0.03125,0.46875,hotpotqa,6579584.0,32,0.06301197955827988,4,0.06624705713105629,96.0,0.37888928049289894,0.0034163718737545423,414272.0,-0.03699151682170542,0.06624705713105629,3,4.559674973279471e-05,0.002074171250751533,0.375
524288.0,0.15625,0.75,hotpotqa,6579584.0,32,0.06301197955827988,4,0.08832940950807505,128.0,0.37888928049289894,0.0034163718737545423,414272.0,-0.03699151682170542,0.1766588190161501,8,4.894637495453935e-05,0.0020336568746643024,0.625
524288.0,0.46875,0.9375,hotpotqa,6579584.0,32,0.06301197955827988,4,0.08832940950807505,128.0,0.37888928049289894,0.0034163718737545423,414272.0,-0.03699151682170542,0.3533176380323002,16,4.6484625090670304e-05,0.0020416381248651305,0.90625
393216.0,0.0,0.5,hotpotqa,6579584.0,32,0.12595609046925554,8,0.06624705713105629,96.0,0.3901900362568466,0.0037015687457824242,828032.0,-0.04944965547094856,0.06624705713105629,3,4.7297750134021046e-05,0.0019961681247878003,0.40625
524288.0,0.15625,0.8125,hotpotqa,6579584.0,32,0.12595609046925554,8,0.08832940950807505,128.0,0.3901900362568466,0.0037015687457824242,828032.0,-0.04944965547094856,0.1766588190161501,8,4.5257875026436526e-05,0.001930811249985709,0.6875
524288.0,0.5,0.96875,hotpotqa,6579584.0,32,0.12595609046925554,8,0.08832940950807505,128.0,0.3901900362568466,0.0037015687457824242,828032.0,-0.04944965547094856,0.3533176380323002,16,4.844474999117665e-05,0.0019732281241886087,0.90625
393216.0,0.0625,0.15625,qasper,19181184.0,32,0.015670533908509098,1,0.022859728056710882,96.0,0.18108979926565308,0.002605340628178965,300416.0,-0.08038767012677556,0.022859728056710882,3,5.0445124907128046e-05,0.001976305624884844,0.15625
520320.0,0.15625,0.34375,qasper,19181184.0,32,0.015670533908509098,1,0.030479637408947845,127.03125,0.18108979926565308,0.002605340628178965,300416.0,-0.08038767012677556,0.06095927481789569,8,5.0010375052806924e-05,0.0019232056249165908,0.34375
520320.0,0.46875,0.65625,qasper,19181184.0,32,0.015670533908509098,1,0.030479637408947845,127.03125,0.18108979926565308,0.002605340628178965,300416.0,-0.08038767012677556,0.12191854963579138,16,4.871612498391187e-05,0.0019509818759615883,0.65625
393216.0,0.03125,0.125,qasper,19181184.0,32,0.031338498338314036,2,0.022859728056710882,96.0,0.13274714727385165,0.005553196874643618,600768.0,-0.07106059050326988,0.022859728056710882,3,4.756862505018944e-05,0.0020728268749735435,0.125
520320.0,0.125,0.28125,qasper,19181184.0,32,0.031338498338314036,2,0.030479637408947845,127.03125,0.13274714727385165,0.005553196874643618,600768.0,-0.07106059050326988,0.06095927481789569,8,5.0763875005941376e-05,0.001947346249835391,0.28125
520320.0,0.34375,0.53125,qasper,19181184.0,32,0.031338498338314036,2,0.030479637408947845,127.03125,0.13274714727385165,0.005553196874643618,600768.0,-0.07106059050326988,0.12191854963579138,16,4.967649994796375e-05,0.00209358250049263,0.53125
393216.0,0.03125,0.0625,qasper,19181184.0,32,0.06267442719792392,4,0.022859728056710882,96.0,0.08907080089283231,0.0058308500028942944,1201472.0,-0.069783097293704,0.022859728056710882,3,4.686900010710815e-05,0.002010185624931182,0.0625
524288.0,0.1875,0.25,qasper,19181184.0,32,0.06267442719792392,4,0.030479637408947845,128.0,0.08907080089283231,0.0058308500028942944,1201472.0,-0.069783097293704,0.06095927481789569,8,4.6888999931979925e-05,0.001981779999550781,0.25
524288.0,0.3125,0.4375,qasper,19181184.0,32,0.06267442719792392,4,0.030479637408947845,128.0,0.08907080089283231,0.0058308500028942944,1201472.0,-0.069783097293704,0.12191854963579138,16,4.8978125014400576e-05,0.0020387306249176618,0.4375
393216.0,0.03125,0.0625,qasper,19181184.0,32,0.1252668757936399,8,0.022859728056710882,96.0,0.10724994165322585,0.00591314062330639,2401856.0,-0.06972439615086215,0.022859728056710882,3,4.4252875086385756e-05,0.0018683231255636201,0.0625
524288.0,0.15625,0.3125,qasper,19181184.0,32,0.1252668757936399,8,0.030479637408947845,128.0,0.10724994165322585,0.00591314062330639,2401856.0,-0.06972439615086215,0.06095927481789569,8,4.367374986031791e-05,0.0017975093753193506,0.3125
