condition,cumulative_unique_native_tokens,cumulative_visible_tokens,cumulative_wall_ms,example_id
PRA_NATIVE_MEMORY_NO_ADAPTOR,116,0,171.92799906479195,fixture:bridge:0
PRA_SELECTED_CONTEXT_NO_ADAPTOR,116,116,165.39024998201057,fixture:bridge:0
PRA_NATIVE_MEMORY_NO_ADAPTOR,232,116,349.9658741056919,fixture:bridge:1
PRA_SELECTED_CONTEXT_NO_ADAPTOR,232,232,335.76887496747077,fixture:bridge:1
PRA_NATIVE_MEMORY_NO_ADAPTOR,348,232,535.1379571366124,fixture:bridge:2
PRA_SELECTED_CONTEXT_NO_ADAPTOR,348,348,502.85916693974286,fixture:bridge:2
PRA_NATIVE_MEMORY_NO_ADAPTOR,464,348,709.0567070990801,fixture:bridge:3
PRA_SELECTED_CONTEXT_NO_ADAPTOR,464,464,674.7780839214101,fixture:bridge:3
PRA_NATIVE_MEMORY_NO_ADAPTOR,580,464,895.9346651099622,fixture:bridge:4
PRA_SELECTED_CONTEXT_NO_ADAPTOR,580,580,853.8601669715717,fixture:bridge:4
PRA_NATIVE_MEMORY_NO_ADAPTOR,697,580,1067.8402900812216,fixture:lookup:0
PRA_SELECTED_CONTEXT_NO_ADAPTOR,697,697,1018.795375013724,fixture:lookup:0
PRA_NATIVE_MEMORY_NO_ADAPTOR,825,697,1241.6014150949195,fixture:lookup:1
PRA_SELECTED_CONTEXT_NO_ADAPTOR,825,825,1183.8892069645226,fixture:lookup:1
PRA_NATIVE_MEMORY_NO_ADAPTOR,953,825,1419.6906650904566,fixture:lookup:2
PRA_SELECTED_CONTEXT_NO_ADAPTOR,953,953,1351.2240830459632,fixture:lookup:2
PRA_NATIVE_MEMORY_NO_ADAPTOR,1068,953,1599.2843311396427,fixture:lookup:3
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1068,1068,1523.4220000565983,fixture:lookup:3
PRA_NATIVE_MEMORY_NO_ADAPTOR,1185,1068,1781.4553731004708,fixture:lookup:4
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1185,1185,1696.917124092579,fixture:lookup:4
PRA_NATIVE_MEMORY_NO_ADAPTOR,1313,1185,1964.4281640648842,fixture:synthesis:0
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1313,1313,1873.153458116576,fixture:synthesis:0
PRA_NATIVE_MEMORY_NO_ADAPTOR,1441,1313,2161.7892060312442,fixture:synthesis:1
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1441,1441,2060.152499121614,fixture:synthesis:1
PRA_NATIVE_MEMORY_NO_ADAPTOR,1569,1441,2356.9287059945054,fixture:synthesis:2
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1569,1569,2248.8671661703847,fixture:synthesis:2
PRA_NATIVE_MEMORY_NO_ADAPTOR,1697,1569,2552.006788959261,fixture:synthesis:3
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1697,1697,2437.354874156881,fixture:synthesis:3
PRA_NATIVE_MEMORY_NO_ADAPTOR,1825,1697,2734.590704960283,fixture:synthesis:4
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1825,1825,2613.9869992039166,fixture:synthesis:4
