perturbation,example_id,channel,target_recovery,wrong_target_recovery,wrong_target_confidence,abstention_at_0_5,retry_opportunity
stale_alternate_alias,stale_alternate_alias-14,approx,0.0,1.0,0.45657895,0.0,1.0
stale_alternate_alias,stale_alternate_alias-14,hybrid,0.0,1.0,0.54850712,0.0,1.0
stale_alternate_alias,stale_alternate_alias-15,exact,0.0,1.0,0.5,0.0,1.0
stale_alternate_alias,stale_alternate_alias-15,approx,0.0,1.0,0.45657895,0.0,1.0
stale_alternate_alias,stale_alternate_alias-15,hybrid,0.0,1.0,0.54850712,0.0,1.0
stale_alternate_alias,stale_alternate_alias-16,exact,0.0,1.0,0.5,0.0,1.0
stale_alternate_alias,stale_alternate_alias-16,approx,0.0,1.0,0.45657895,0.0,1.0
stale_alternate_alias,stale_alternate_alias-16,hybrid,0.0,1.0,0.54850712,0.0,1.0
stale_alternate_alias,stale_alternate_alias-17,exact,0.0,1.0,0.5,0.0,1.0
stale_alternate_alias,stale_alternate_alias-17,approx,0.0,1.0,0.45657895,0.0,1.0
stale_alternate_alias,stale_alternate_alias-17,hybrid,0.0,1.0,0.54850712,0.0,1.0
stale_alternate_alias,stale_alternate_alias-18,exact,0.0,1.0,0.5,0.0,1.0
stale_alternate_alias,stale_alternate_alias-18,approx,0.0,1.0,0.45657895,0.0,1.0
stale_alternate_alias,stale_alternate_alias-18,hybrid,0.0,1.0,0.54850712,0.0,1.0
stale_alternate_alias,stale_alternate_alias-19,exact,0.0,1.0,0.5,0.0,1.0
stale_alternate_alias,stale_alternate_alias-19,approx,0.0,1.0,0.45657895,0.0,1.0
stale_alternate_alias,stale_alternate_alias-19,hybrid,0.0,1.0,0.54850712,0.0,1.0
two_plausible_references,two_plausible_references-0,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-0,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-0,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-1,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-1,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-1,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-2,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-2,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-2,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-3,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-3,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-3,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-4,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-4,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-4,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-5,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-5,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-5,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-6,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-6,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-6,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-7,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-7,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-7,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-8,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-8,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-8,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-9,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-9,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-9,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-10,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-10,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-10,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-11,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-11,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-11,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-12,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-12,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-12,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-13,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-13,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-13,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-14,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-14,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-14,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-15,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-15,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-15,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-16,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-16,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-16,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-17,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-17,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-17,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-18,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-18,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-18,hybrid,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-19,exact,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-19,approx,1.0,0.0,0.0,0.0,0.0
two_plausible_references,two_plausible_references-19,hybrid,1.0,0.0,0.0,0.0,0.0
