dataset,split,budget_chunks,condition,identities,evidence_recall,evidence_precision,any_evidence,chain_completion,exact_identity,mrr,teacher_top4_overlap,spearman,kl,index_bytes_per_chunk,routing_setup_plus_score_ms,materialized_native_kv_tokens,active_memory_fraction,transfer_bytes
musique,test,4,exact,100,0.1296522210466281,0.3775,0.84,0.24,0.0,0.7266666666666667,0.0675,-0.0006380453472957015,0.15653392173349856,0.0,35.604198748478666,127.49,0.051812936832976726,522199.04
musique,test,4,inherited_hybrid,100,0.08663398857577415,0.25,0.73,0.18,0.0,0.45583333333333337,0.44,0.7189833629131317,0.10297996636480093,0.0,35.604198748478666,125.34,0.05106352650343687,513392.64
musique,test,4,lexical_lowrank_mixed,100,0.10194606669373461,0.305,0.76,0.19,0.0,0.5625,0.105,0.4937998202443123,0.12646780267357827,2048.0,0.0,128.0,0.05206149982233394,524288.0
musique,test,4,lexical_lowrank_retrained,100,0.09365148990642327,0.28,0.75,0.14,0.0,0.51,0.2875,0.5621781472861767,0.11238145668059588,2048.0,0.0,128.0,0.05206149982233394,524288.0
musique,test,4,lexical_lowrank_zero_shot,100,0.12056782182647373,0.3525,0.89,0.2,0.0,0.725,0.0775,0.2125393326068297,0.14473363049328328,2048.0,0.0,127.84,0.05198631185240912,523632.64
musique,test,4,native_farthest_m2,100,0.06310314871559992,0.185,0.65,0.11,0.0,0.3625,0.54,0.6350213059782982,0.5350610008835792,8192.0,0.0,127.33,0.0517791408114963,521543.68
musique,test,4,native_mean,100,0.06665510680447415,0.2,0.67,0.13,0.0,0.3483333333333334,0.555,0.7707626587152481,0.06819170521572232,4096.0,0.0,124.89,0.05086926336895257,511549.44
musique,test,4,rank16_mixed,100,0.07178071379944445,0.22,0.58,0.15,0.0,0.3425,0.1225,0.5166312970221043,0.20598386615514755,2048.0,0.0,128.0,0.05206149982233394,524288.0
musique,test,4,rank16_retrained,100,0.07092809416507424,0.2125,0.59,0.15,0.0,0.35,0.335,0.590131989121437,0.1344013286754489,2048.0,0.0,128.0,0.05206149982233394,524288.0
musique,test,4,rank16_zero_shot,100,0.06564557919309567,0.2,0.57,0.11,0.0,0.33333333333333337,0.205,0.47288205280900003,0.20008901990950106,2048.0,0.0,127.88,0.05199444612225645,523796.48
musique,test,4,rank8_centroid8_mixed,100,0.0715043683806808,0.2225,0.56,0.11,0.0,0.38583333333333336,0.2575,0.5214728780090809,0.11129299115389585,256.0,0.0,126.99,0.05160027601959762,520151.04
musique,test,4,rank8_centroid8_retrained,100,0.06801510731532269,0.195,0.52,0.14,0.0,0.31666666666666665,0.16,0.392305309548974,0.20786301888525485,256.0,0.0,124.74,0.05089278108969674,510935.04
musique,test,4,rank8_centroid8_zero_shot,100,0.05343137222068101,0.155,0.46,0.09,0.0,0.24583333333333332,0.1125,0.27514502545818686,0.36880073204636576,256.0,0.0,125.65,0.05111084842095449,514662.4
musique,test,4,rank8_mixed,100,0.06996119778503006,0.2125,0.58,0.11,0.0,0.37833333333333335,0.2525,0.5772957679629326,0.11113352164626121,1024.0,0.0,128.0,0.05206149982233394,524288.0
musique,test,4,rank8_retrained,100,0.07212561289572664,0.21,0.59,0.15,0.0,0.3625,0.215,0.5218953438475729,0.1588091742247343,1024.0,0.0,127.38,0.05188152281921612,521748.48
musique,test,4,rank8_zero_shot,100,0.059805759241282196,0.17,0.49,0.11,0.0,0.2683333333333333,0.165,0.42514979511499407,0.28164345398545265,1024.0,0.0,127.74,0.05195970225644553,523223.04
musique,test,8,approximate,100,0.18484069358910188,0.275,0.9,0.34,0.0,0.7345357142857142,0.055,0.0626404913701117,0.14852746434509753,0.0,35.604198748478666,254.18,0.10329098901235141,1041121.28
musique,test,8,best_lexical,100,0.18281631228323583,0.27375,0.97,0.36,0.0,0.7335952380952381,0.0625,0.06544101212581153,0.1644440123438835,0.0,35.604198748478666,255.38,0.10384965296301875,1046036.48
musique,test,8,bm25,100,0.18281631228323583,0.27375,0.97,0.36,0.0,0.7335952380952381,0.0625,0.06544101212581153,0.1644440123438835,0.0,35.604198748478666,255.38,0.10384965296301875,1046036.48
musique,test,8,exact,100,0.1950554991373473,0.2875,0.91,0.37,0.0,0.7386785714285715,0.0675,-0.0006380453472957015,0.15653392173349856,0.0,35.604198748478666,255.49,0.10387443665531065,1046487.04
musique,test,8,inherited_hybrid,100,0.16602212639292324,0.23375,0.91,0.39,0.0,0.48695238095238097,0.44,0.7189833629131317,0.10297996636480093,0.0,35.604198748478666,252.04,0.10254708767599097,1032355.84
musique,test,8,lexical_lowrank_mixed,100,0.1583631255382568,0.2425,0.89,0.36,0.0,0.584047619047619,0.105,0.4937998202443123,0.12646780267357827,2048.0,0.0,256.0,0.10412299964466788,1048576.0
musique,test,8,lexical_lowrank_retrained,100,0.1728012041267089,0.255,0.92,0.31,0.0,0.5373571428571429,0.2875,0.5621781472861767,0.11238145668059588,2048.0,0.0,256.0,0.10412299964466788,1048576.0
musique,test,8,lexical_lowrank_zero_shot,100,0.18900799445727096,0.28125,0.97,0.45,0.0,0.7371785714285715,0.0775,0.2125393326068297,0.14473363049328328,2048.0,0.0,255.71,0.10400157708895472,1047388.16
musique,test,8,native_farthest_m2,100,0.10723438787771807,0.16375,0.88,0.28,0.0,0.3992142857142857,0.54,0.6350213059782982,0.5350610008835792,8192.0,0.0,254.96,0.10367619698439552,1044316.16
musique,test,8,native_mean,100,0.13337960738353793,0.1925,0.86,0.31,0.0,0.38064285714285717,0.555,0.7707626587152481,0.06819170521572232,4096.0,0.0,252.37,0.10267016979054111,1033707.52
musique,test,8,rank16_mixed,100,0.12729382879575368,0.20125,0.84,0.31,0.0,0.3836428571428571,0.1225,0.5166312970221043,0.20598386615514755,2048.0,0.0,256.0,0.10412299964466788,1048576.0
musique,test,8,rank16_retrained,100,0.1304591104185296,0.19875,0.78,0.26,0.0,0.37907142857142856,0.335,0.590131989121437,0.1344013286754489,2048.0,0.0,255.48,0.10397373569556859,1046446.08
musique,test,8,rank16_zero_shot,100,0.13120771465414083,0.19625,0.78,0.22,0.0,0.36904761904761907,0.205,0.47288205280900003,0.20008901990950106,2048.0,0.0,255.88,0.10405594594459039,1048084.48
musique,test,8,rank8_centroid8_mixed,100,0.1352629002258865,0.20875,0.81,0.23,0.0,0.4275595238095238,0.2575,0.5214728780090809,0.11129299115389585,256.0,0.0,254.4,0.10344625116444105,1042022.4
musique,test,8,rank8_centroid8_retrained,100,0.1350731446665388,0.20125,0.79,0.22,0.0,0.35896428571428574,0.16,0.392305309548974,0.20786301888525485,256.0,0.0,251.82,0.10262272880904465,1031454.72
musique,test,8,rank8_centroid8_zero_shot,100,0.12094590627623675,0.175,0.73,0.17,0.0,0.2888809523809524,0.1125,0.27514502545818686,0.36880073204636576,256.0,0.0,251.64,0.10235774014379173,1030717.44
musique,test,8,rank8_mixed,100,0.13518529085555267,0.20875,0.78,0.22,0.0,0.4101190476190476,0.2525,0.5772957679629326,0.11113352164626121,1024.0,0.0,256.0,0.10412299964466788,1048576.0
musique,test,8,rank8_retrained,100,0.15323671547152837,0.22,0.81,0.26,0.0,0.3988214285714286,0.215,0.5218953438475729,0.1588091742247343,1024.0,0.0,255.1,0.10383856535952722,1044889.6
musique,test,8,rank8_zero_shot,100,0.11352660775159093,0.17,0.73,0.2,0.0,0.30714285714285716,0.165,0.42514979511499407,0.28164345398545265,1024.0,0.0,255.74,0.10402120207877948,1047511.04
musique,validation,4,approximate,20,0.12697986653869006,0.3375,0.8,0.1,0.0,0.5958333333333333,0.025,0.06273663835600019,0.12719561606645585,0.0,46.763623753213324,128.0,0.04885052911301602,524288.0
musique,validation,4,best_lexical,20,0.1531604424986778,0.475,0.85,0.2,0.0,0.7166666666666667,0.05,0.057138993265107275,0.14606642201542855,0.0,46.763623753213324,128.0,0.04885052911301602,524288.0
musique,validation,4,bm25,20,0.1531604424986778,0.475,0.85,0.2,0.0,0.7166666666666667,0.05,0.057138993265107275,0.14606642201542855,0.0,46.763623753213324,128.0,0.04885052911301602,524288.0
