build_latency_ms,candidates_scored,case_id,channel,dataset,index_bytes,indexed_units,query_latency_ms,total_index_build_latency_ms
0.4960666410624981,0,github_search_001,typed,tool_outputs,801,4,0.06360001862049103,1.5567000955343246
0.4960666410624981,0,github_search_001,bm25,tool_outputs,944,4,0.04939991049468517,1.5567000955343246
0.4960666410624981,1,github_search_001,embedding,tool_outputs,2048,4,0.5131999496370554,1.5567000955343246
0.3894666830698649,1,k8s_events_001,typed,tool_outputs,767,5,0.07580011151731014,1.2471000663936138
0.3894666830698649,1,k8s_events_001,bm25,tool_outputs,784,5,0.07619988173246384,1.2471000663936138
0.3894666830698649,1,k8s_events_001,embedding,tool_outputs,2560,5,0.6969999521970749,1.2471000663936138
0.47303340397775173,1,traceback_001,typed,tool_outputs,745,9,0.08619995787739754,1.4977999962866306
0.47303340397775173,1,traceback_001,bm25,tool_outputs,688,9,0.12309988960623741,1.4977999962866306
0.47303340397775173,3,traceback_001,embedding,tool_outputs,4608,9,0.5079999100416899,1.4977999962866306
0.46943329895536107,4,db_query_001,typed,tool_outputs,650,5,0.11070002801716328,1.5229000709950924
0.46943329895536107,4,db_query_001,bm25,tool_outputs,880,5,0.11550006456673145,1.5229000709950924
0.46943329895536107,5,db_query_001,embedding,tool_outputs,2560,5,0.7372000254690647,1.5229000709950924
0.18996667737762132,0,metrics_001,typed,tool_outputs,419,3,0.049999915063381195,0.6389000918716192
0.18996667737762132,0,metrics_001,bm25,tool_outputs,352,3,0.03909994848072529,0.6389000918716192
0.18996667737762132,2,metrics_001,embedding,tool_outputs,1536,3,0.3746999427676201,0.6389000918716192
1.4897000510245562,1,git_log_001,typed,tool_outputs,1139,25,0.10629999451339245,4.67770011164248
1.4897000510245562,1,git_log_001,bm25,tool_outputs,1312,25,0.2072998322546482,4.67770011164248
1.4897000510245562,4,git_log_001,embedding,tool_outputs,12800,25,4.045600071549416,4.67770011164248
0.2722333495815595,1,aws_ec2_001,typed,tool_outputs,469,1,0.08869986049830914,0.9744998533278704
0.2722333495815595,1,aws_ec2_001,bm25,tool_outputs,400,1,0.16930000856518745,0.9744998533278704
0.2722333495815595,1,aws_ec2_001,embedding,tool_outputs,512,1,0.2973999362438917,0.9744998533278704
0.24569996943076453,0,complex_api_001,typed,tool_outputs,522,2,0.07270020432770252,0.8062999695539474
0.24569996943076453,0,complex_api_001,bm25,tool_outputs,592,2,0.0629001297056675,0.8062999695539474
0.24569996943076453,1,complex_api_001,embedding,tool_outputs,1024,2,0.43569994159042835,0.8062999695539474
2.0100000159194074,1,ccr_0,typed,ccr_needle,1824,20,0.17850007861852646,6.238100118935108
2.0100000159194074,1,ccr_0,bm25,ccr_needle,3008,20,0.18159998580813408,6.238100118935108
2.0100000159194074,3,ccr_0,embedding,ccr_needle,10240,20,2.510800026357174,6.238100118935108
2.3116666513184705,1,ccr_1,typed,ccr_needle,1824,20,0.09289989247918129,7.119499845430255
2.3116666513184705,1,ccr_1,bm25,ccr_needle,3008,20,0.16249995678663254,7.119499845430255
2.3116666513184705,1,ccr_1,embedding,ccr_needle,10240,20,2.7620000764727592,7.119499845430255
1.7680000358571608,1,ccr_2,typed,ccr_needle,1824,20,0.0971001572906971,5.462500033900142
1.7680000358571608,1,ccr_2,bm25,ccr_needle,3008,20,0.10180007666349411,5.462500033900142
1.7680000358571608,2,ccr_2,embedding,ccr_needle,10240,20,1.7395999748259783,5.462500033900142
1.3445333267251651,1,ccr_3,typed,ccr_needle,1824,20,0.08359993807971478,4.201000090688467
1.3445333267251651,1,ccr_3,bm25,ccr_needle,3008,20,0.11559994891285896,4.201000090688467
1.3445333267251651,2,ccr_3,embedding,ccr_needle,10240,20,1.9312999211251736,4.201000090688467
1.013766663769881,1,ccr_4,typed,ccr_needle,1824,20,0.05479995161294937,3.1487999949604273
1.013766663769881,1,ccr_4,bm25,ccr_needle,3008,20,0.08479994721710682,3.1487999949604273
1.013766663769881,2,ccr_4,embedding,ccr_needle,10240,20,1.3593998737633228,3.1487999949604273
1.22723332606256,1,ccr_5,typed,ccr_needle,1824,20,0.08819997310638428,3.8358999881893396
1.22723332606256,1,ccr_5,bm25,ccr_needle,3008,20,0.1308000646531582,3.8358999881893396
1.22723332606256,18,ccr_5,embedding,ccr_needle,10240,20,2.197599969804287,3.8358999881893396
0.9975666956355175,1,ccr_6,typed,ccr_needle,1824,20,0.10980013757944107,3.2265998888760805
0.9975666956355175,1,ccr_6,bm25,ccr_needle,3008,20,0.11790008284151554,3.2265998888760805
0.9975666956355175,2,ccr_6,embedding,ccr_needle,10240,20,2.2187998984009027,3.2265998888760805
1.263500036050876,1,ccr_7,typed,ccr_needle,1824,20,0.08919998072087765,3.977099899202585
1.263500036050876,1,ccr_7,bm25,ccr_needle,3008,20,0.11160015128552914,3.977099899202585
1.263500036050876,2,ccr_7,embedding,ccr_needle,10240,20,1.9561999943107367,3.977099899202585
4.263433317343394,37,hotpot_0,typed,hotpotqa,8509,58,0.354300020262599,13.242499902844429
4.263433317343394,37,hotpot_0,bm25,hotpotqa,12000,58,2.089899964630604,13.242499902844429
4.263433317343394,33,hotpot_0,embedding,hotpotqa,29696,58,7.747600087895989,13.242499902844429
6.487899925559759,45,hotpot_1,typed,hotpotqa,8600,61,0.5062997806817293,20.03399981185794
6.487899925559759,45,hotpot_1,bm25,hotpotqa,12592,61,1.043299911543727,20.03399981185794
6.487899925559759,45,hotpot_1,embedding,hotpotqa,31232,61,4.454199923202395,20.03399981185794
3.060466687505444,50,hotpot_2,typed,hotpotqa,11016,67,0.2589002251625061,9.522899985313416
3.060466687505444,50,hotpot_2,bm25,hotpotqa,15616,67,0.9469999931752682,9.522899985313416
3.060466687505444,51,hotpot_2,embedding,hotpotqa,34304,67,3.5264999605715275,9.522899985313416
2.773566637188196,35,hotpot_3,typed,hotpotqa,5654,47,0.41830004192888737,8.854900021106005
2.773566637188196,35,hotpot_3,bm25,hotpotqa,8448,47,0.3784999717026949,8.854900021106005
2.773566637188196,34,hotpot_3,embedding,hotpotqa,24064,47,7.693900028243661,8.854900021106005
7.3448000475764275,57,hotpot_4,typed,hotpotqa,10225,71,1.195700140669942,22.765500005334616
7.3448000475764275,57,hotpot_4,bm25,hotpotqa,14960,71,1.1847000569105148,22.765500005334616
7.3448000475764275,58,hotpot_4,embedding,hotpotqa,36352,71,6.291900062933564,22.765500005334616
5.048466691126426,48,hotpot_5,typed,hotpotqa,9207,69,0.4633998032659292,15.58070001192391
5.048466691126426,48,hotpot_5,bm25,hotpotqa,14224,69,0.9664001408964396,15.58070001192391
5.048466691126426,48,hotpot_5,embedding,hotpotqa,35328,69,5.66249992698431,15.58070001192391
6.54806662350893,49,hotpot_6,typed,hotpotqa,13196,71,0.9689999278634787,20.789500093087554
6.54806662350893,49,hotpot_6,bm25,hotpotqa,18512,71,1.1255999561399221,20.789500093087554
6.54806662350893,50,hotpot_6,embedding,hotpotqa,36352,71,7.705199997872114,20.789500093087554
7.75703329903384,79,hotpot_7,typed,hotpotqa,20630,97,0.2997999545186758,23.840300040319562
7.75703329903384,79,hotpot_7,bm25,hotpotqa,30704,97,0.5248000379651785,23.840300040319562
7.75703329903384,81,hotpot_7,embedding,hotpotqa,49664,97,9.398699970915914,23.840300040319562
2.109066660826405,10,msmarco_0,typed,msmarco,4393,19,0.18780003301799297,6.709299981594086
2.109066660826405,10,msmarco_0,bm25,msmarco,5696,19,0.2655999269336462,6.709299981594086
2.109066660826405,10,msmarco_0,embedding,msmarco,9728,19,2.063099993392825,6.709299981594086
1.222933332125346,10,msmarco_1,typed,msmarco,5312,19,0.2527001779526472,3.900399897247553
1.222933332125346,10,msmarco_1,bm25,msmarco,7168,19,0.33459998667240143,3.900399897247553
1.222933332125346,8,msmarco_1,embedding,msmarco,9728,19,1.950399950146675,3.900399897247553
