seed,target_shared_tokens,actual_shared_tokens,query_tokens,fanout,child_index,one_time_native_encode_ms,native_kv_bytes,condition,model_ms,route_attach_ms,request_ms,physical_input_tokens,native_tokens_reused,argmax_matches_host_split,max_abs_logit_delta_vs_host_split,payload_hit,native_hit,tool_calls_so_far
37,32768,32768,16,4,2,12474.630958866328,3758096384,host_split_text,12194.528250023723,0.0,12194.528250023723,32784,0,1,0.0,1,0,1
37,32768,32768,16,4,2,12474.630958866328,3758096384,harness_memo_text,12403.533457778394,9.964541997760534,12413.497999776155,32784,0,1,0.0,1,0,1
37,32768,32768,16,4,2,12474.630958866328,3758096384,pra_record_reprefill,12471.744542010128,7.657334208488464,12479.401876218617,32784,0,1,0.0,1,0,1
37,32768,32768,16,4,2,12474.630958866328,3758096384,pra_native_kv,22262.569958809763,11.97354169562459,22274.543500505388,16,32768,1,0.0,1,1,1
37,32768,32768,16,4,3,12474.630958866328,3758096384,host_split_text,12225.369875319302,0.0,12225.369875319302,32784,0,1,0.0,1,0,1
37,32768,32768,16,4,3,12474.630958866328,3758096384,harness_memo_text,12307.182916905731,4.591624718159437,12311.77454162389,32784,0,1,0.0,1,0,1
37,32768,32768,16,4,3,12474.630958866328,3758096384,pra_record_reprefill,12387.315624859184,18.654083367437124,12405.969708226621,32784,0,1,0.0,1,0,1
37,32768,32768,16,4,3,12474.630958866328,3758096384,pra_native_kv,25745.642666704953,12.958250008523464,25758.600916713476,16,32768,1,0.0,1,1,1
101,32768,32768,16,1,0,16164.967040996999,3758096384,host_split_text,12325.048500206321,0.0,12325.048500206321,32784,0,1,0.0,1,0,1
101,32768,32768,16,1,0,16164.967040996999,3758096384,harness_memo_text,12443.291082978249,8.999750018119812,12452.290832996368,32784,0,1,0.0,1,0,1
101,32768,32768,16,1,0,16164.967040996999,3758096384,pra_record_reprefill,12345.112291630358,7.352457847446203,12352.464749477804,32784,0,1,0.0,1,0,1
101,32768,32768,16,1,0,16164.967040996999,3758096384,pra_native_kv,22135.56145876646,14.817666728049517,22150.37912549451,16,32768,1,0.0,1,1,1
101,32768,32768,16,2,0,11950.028708204627,3758096384,host_split_text,12893.558291252702,0.0,12893.558291252702,32784,0,1,0.0,1,0,1
101,32768,32768,16,2,0,11950.028708204627,3758096384,harness_memo_text,12304.478625301272,13.815958984196186,12318.294584285468,32784,0,1,0.0,1,0,1
101,32768,32768,16,2,0,11950.028708204627,3758096384,pra_record_reprefill,12579.115000087768,18.201958388090134,12597.316958475858,32784,0,1,0.0,1,0,1
101,32768,32768,16,2,0,11950.028708204627,3758096384,pra_native_kv,14341.47220896557,5.874417256563902,14347.346626222134,16,32768,1,0.0,1,1,1
101,32768,32768,16,2,1,11950.028708204627,3758096384,host_split_text,12132.200791034847,0.0,12132.200791034847,32784,0,1,0.0,1,0,1
101,32768,32768,16,2,1,11950.028708204627,3758096384,harness_memo_text,12590.35462513566,10.411624796688557,12600.766249932349,32784,0,1,0.0,1,0,1
101,32768,32768,16,2,1,11950.028708204627,3758096384,pra_record_reprefill,12261.494874954224,9.522874839603901,12271.017749793828,32784,0,1,0.0,1,0,1
101,32768,32768,16,2,1,11950.028708204627,3758096384,pra_native_kv,23081.35825023055,8.897666353732347,23090.255916584283,16,32768,1,0.0,1,1,1
101,32768,32768,16,4,0,12155.092250090092,3758096384,host_split_text,12324.395041912794,0.0,12324.395041912794,32784,0,1,0.0,1,0,1
101,32768,32768,16,4,0,12155.092250090092,3758096384,harness_memo_text,12194.694916717708,35.38799984380603,12230.082916561514,32784,0,1,0.0,1,0,1
101,32768,32768,16,4,0,12155.092250090092,3758096384,pra_record_reprefill,12272.714833263308,13.364667072892189,12286.0795003362,32784,0,1,0.0,1,0,1
101,32768,32768,16,4,0,12155.092250090092,3758096384,pra_native_kv,16294.411708135158,10.59666695073247,16305.00837508589,16,32768,1,0.0,1,1,1
101,32768,32768,16,4,1,12155.092250090092,3758096384,host_split_text,12048.756415955722,0.0,12048.756415955722,32784,0,1,0.0,1,0,1
101,32768,32768,16,4,1,12155.092250090092,3758096384,harness_memo_text,13207.424541935325,10.778500232845545,13218.20304216817,32784,0,1,0.0,1,0,1
101,32768,32768,16,4,1,12155.092250090092,3758096384,pra_record_reprefill,12234.830792061985,13.26708309352398,12248.097875155509,32784,0,1,0.0,1,0,1
101,32768,32768,16,4,1,12155.092250090092,3758096384,pra_native_kv,23759.591625072062,12.3558328486979,23771.94745792076,16,32768,1,0.0,1,1,1
101,32768,32768,16,4,2,12155.092250090092,3758096384,host_split_text,11939.419500064105,0.0,11939.419500064105,32784,0,1,0.0,1,0,1
101,32768,32768,16,4,2,12155.092250090092,3758096384,harness_memo_text,12303.237959276885,7.706624921411276,12310.944584198296,32784,0,1,0.0,1,0,1
101,32768,32768,16,4,2,12155.092250090092,3758096384,pra_record_reprefill,12211.189874913543,12.168500106781721,12223.358375020325,32784,0,1,0.0,1,0,1
101,32768,32768,16,4,2,12155.092250090092,3758096384,pra_native_kv,22381.694207899272,18.1251666508615,22399.819374550134,16,32768,1,0.0,1,1,1
101,32768,32768,16,4,3,12155.092250090092,3758096384,host_split_text,12100.268917158246,0.0,12100.268917158246,32784,0,1,0.0,1,0,1
101,32768,32768,16,4,3,12155.092250090092,3758096384,harness_memo_text,12353.236375376582,10.467041749507189,12363.70341712609,32784,0,1,0.0,1,0,1
101,32768,32768,16,4,3,12155.092250090092,3758096384,pra_record_reprefill,12197.684833779931,11.756374966353178,12209.441208746284,32784,0,1,0.0,1,0,1
101,32768,32768,16,4,3,12155.092250090092,3758096384,pra_native_kv,24435.954166110605,11.083624791353941,24447.03779090196,16,32768,1,0.0,1,1,1
