seed,target_shared_tokens,actual_shared_tokens,fanout,host_split_session_ms,native_session_ms,one_time_native_encode_ms,amortized_speedup,host_split_physical_tokens,native_physical_tokens,physical_token_reduction,duplicate_kv_bytes_avoided,native_argmax_parity
37,32768,32768,1,13282.412791624665,43079.1414170526,11656.791207846254,0.3083258476076988,32784,32784,0.0,0,1
37,32768,32768,2,25655.580833088607,69572.21654057503,12058.335667010397,0.36876187232192154,65568,32800,0.4997559785261103,3758096384,1
37,32768,32768,4,49931.29162536934,106395.52866807207,12474.630958866328,0.46929877834568323,131136,32832,0.7496339677891655,11274289152,1
101,32768,32768,1,12325.048500206321,38315.34616649151,16164.967040996999,0.3216739435590727,32784,32784,0.0,0,1
101,32768,32768,2,25025.75908228755,49387.631251011044,11950.028708204627,0.5067211860211505,65568,32800,0.4997559785261103,3758096384,1
101,32768,32768,4,48412.83987509087,99078.90524854884,12155.092250090092,0.48862913607737857,131136,32832,0.7496339677891655,11274289152,1
