condition,removed_sources,top1,recall_at_3,recall_at_5,mrr,mean_rank
full_A1,,0.3055555522441864,0.5972222089767456,0.6805555820465088,0.49604669213294983,4.38194465637207
minus_function_name,function_name,0.3680555522441864,0.5902777910232544,0.6805555820465088,0.525213360786438,4.340277671813965
minus_docstring,docstring,0.2361111044883728,0.5208333134651184,0.6180555820465088,0.4358610510826111,5.076388835906982
minus_parameters,parameter_description|parameter_name,0.3263888955116272,0.5763888955116272,0.6736111044883728,0.49638545513153076,4.451388835906982
minus_return,return_description,0.3402777910232544,0.5902777910232544,0.6736111044883728,0.5089175701141357,4.451388835906982
minus_module_namespace,module_namespace,0.3055555522441864,0.5972222089767456,0.6805555820465088,0.49604669213294983,4.38194465637207
