dimension,quality,policy,top1,recall_at_3,recall_at_5,mrr,mean_rank
docstring,good,A1_auto_keywords,0.3055555522441864,0.5972222089767456,0.6805555820465088,0.49604669213294983,4.38194465637207
docstring,good,A5_embedding,0.5555555820465088,0.7638888955116272,0.8402777910232544,0.6879201531410217,3.0416667461395264
docstring,minimal_one_line,A1_auto_keywords,0.3125,0.5486111044883728,0.6458333134651184,0.48411649465560913,4.80555534362793
docstring,minimal_one_line,A5_embedding,0.4236111044883728,0.6944444179534912,0.75,0.5810902118682861,3.8263888359069824
docstring,none,A1_auto_keywords,0.2638888955116272,0.5208333134651184,0.625,0.4474266767501831,5.041666507720947
docstring,none,A5_embedding,0.375,0.6180555820465088,0.7569444179534912,0.5458487272262573,4.083333492279053
