window,seed,example_id,policy,evidence_condition,best_immediate_margin_gain,final_margin_gain,positive_immediate_gain,erased_by_final_layer,retained_fraction
w16,17,chain-833107-d1,iterative_matched,shuffle,-0.2876424789428711,-4.241898059844971,0,0,0.0
w16,17,chain-937836-d1,iterative_matched,shuffle,-0.021711349487304688,-2.1060004234313965,0,0,0.0
w16,17,chain-1042565-d1,iterative_matched,shuffle,6.316065788269043,6.599677085876465,1,0,1.044903157616594
w16,17,chain-1147294-d2,iterative_matched,shuffle,0.339505672454834,-2.673826217651367,1,1,-7.875645194137599
w16,17,chain-1252023-d4,iterative_matched,shuffle,0.7966098785400391,0.4236307144165039,1,0,0.5317919421146262
w16,17,chain-1356752-d1,iterative_matched,shuffle,1.923712968826294,1.139233112335205,1,0,0.5922053501725261
w16,17,chain-1461481-d2,iterative_matched,shuffle,4.224287033081055,4.431906461715698,1,0,1.0491489870382251
w16,17,chain-1566210-d2,iterative_matched,shuffle,0.08539426326751709,-2.893143653869629,1,1,-33.879836222793955
w16,17,chain-1670939-d1,iterative_matched,shuffle,0.701810359954834,-0.45267200469970703,1,1,-0.6450061591123268
w16,29,chain-100004-d1,one_shot,selected,0.5258960723876953,-0.4457511901855469,1,1,-0.8476031930828627
w16,29,chain-204733-d3,one_shot,selected,0.19771552085876465,-1.2943024635314941,1,1,-6.546286593534866
w16,29,chain-309462-d4,one_shot,selected,-0.02046382427215576,-1.2195305824279785,0,0,0.0
w16,29,chain-414191-d2,one_shot,selected,0.2510286569595337,-1.1946437358856201,1,1,-4.758993456584516
w16,29,chain-518920-d1,one_shot,selected,0.5014119148254395,-0.9882240295410156,1,1,-1.9708826222947933
w16,29,chain-623649-d1,one_shot,selected,-0.01121068000793457,-0.3512692451477051,0,0,0.0
w16,29,chain-728378-d2,one_shot,selected,-0.4830598831176758,-2.2837352752685547,0,0,0.0
w16,29,chain-833107-d1,one_shot,selected,0.05668908357620239,-0.7656619548797607,1,1,-13.50633855018216
w16,29,chain-937836-d1,one_shot,selected,-0.12755554914474487,0.6363406181335449,0,0,0.0
w16,29,chain-1042565-d1,one_shot,selected,-0.28011059761047363,2.154062032699585,0,0,0.0
w16,29,chain-1147294-d2,one_shot,selected,-0.4362340569496155,-0.27699971199035645,0,0,0.0
w16,29,chain-1252023-d4,one_shot,selected,0.020220279693603516,-1.5936834812164307,1,1,-78.8160948001415
w16,29,chain-1356752-d1,one_shot,selected,0.9747072458267212,0.06589651107788086,1,0,0.06760646477188047
w16,29,chain-1461481-d2,one_shot,selected,1.4022407531738281,-0.17311906814575195,1,1,-0.12345887662579674
w16,29,chain-1566210-d2,one_shot,selected,-0.2625061273574829,-0.6047730445861816,0,0,0.0
w16,29,chain-1670939-d1,one_shot,selected,-0.4756395220756531,-0.8304910659790039,0,0,0.0
w16,29,chain-100004-d1,one_shot,oracle,0.6425449848175049,1.1938104629516602,1,0,1.8579406752209346
w16,29,chain-204733-d3,one_shot,oracle,-0.03862571716308594,-1.056302547454834,0,0,0.0
