complete_path_recovery_ci95,complete_path_recovery_mean,complete_path_recovery_std,condition,correct_ci95,correct_mean,correct_std,depth,latency_seconds_ci95,latency_seconds_mean,latency_seconds_std,materialized_native_kv_tokens_ci95,materialized_native_kv_tokens_mean,materialized_native_kv_tokens_std,mean_final_token_memory_attention_mass_ci95,mean_final_token_memory_attention_mass_mean,mean_final_token_memory_attention_mass_std,mean_intervention_state_displacement_ci95,mean_intervention_state_displacement_mean,mean_intervention_state_displacement_std,mean_pra_output_divergence_ratio_ci95,mean_pra_output_divergence_ratio_mean,mean_pra_output_divergence_ratio_std,n_seeds,ordered_prefix_recovery_ci95,ordered_prefix_recovery_mean,ordered_prefix_recovery_std,reference_recall_ci95,reference_recall_mean,reference_recall_std,window
0.26896782904508204,0.7714285714285715,0.21665358411575858,iterative_matched,0.20221254528190813,0.22857142857142856,0.16288220358559113,1,0.008005678455238372,0.04820705428054291,0.006448573930806379,0.0,20.0,0.0,0.07600798504910683,0.7285481166626726,0.06122443134099084,0.028591319879355998,0.2799075194767543,0.023030307931081087,0.12020645406155805,1.2912805236067406,0.09682629777228009,5,0.20221254528190813,0.2,0.16288220358559113,0.26896782904508204,0.7714285714285715,0.21665358411575858,global
0.13794054901198702,0.11111111111111112,0.1111111111111111,iterative_matched,0.15727642410815076,0.17777777777777776,0.12668615834434865,2,0.011437309191460928,0.04925667776001824,0.009212752461019378,0.0,20.0,0.0,0.10849577476395078,0.7330708705716663,0.08739334569297556,0.011682746213808453,0.27812644331543535,0.009410451980530978,0.11556319872609222,1.3119953954840904,0.09308615563719717,5,0.06168888888888887,0.03333333333333333,0.04969039949999532,0.13794054901198702,0.3888888888888889,0.11111111111111112,global
0.0,0.0,0.0,iterative_matched,0.16999458814915253,0.1,0.13693063937629152,3,0.008263729014551944,0.047944959998130796,0.006656433654241893,0.0,20.0,0.0,0.12556319539217445,0.705231090541929,0.1011411528706738,0.018106262055850773,0.2789108981688817,0.01458459393923178,0.18638664922982628,1.2317093699943704,0.15013444444391225,5,0.0,0.0,0.0,0.11332972543276833,0.35,0.09128709291752767,global
0.0,0.0,0.0,iterative_matched,0.2266594508655367,0.2,0.18257418583505536,4,0.011217819414286916,0.048395979986526075,0.009035953447284735,0.0,20.0,0.0,0.14638907936655088,0.693980310857296,0.11791640224323476,0.012875684509030948,0.2677333765559727,0.010371363767663618,0.33054924772602157,1.3315803027355744,0.2662574163641218,5,0.0,0.0,0.0,0.056664862716384164,0.3,0.04564354645876383,global
0.0,0.0,0.0,iterative_matched,0.11540934339649397,0.2444444444444444,0.09296222517045283,8,0.009296698447516934,0.04948159111663699,0.007488490524122705,0.0,20.0,0.0,0.1480896378769128,0.6285274768869082,0.1192862021095478,0.024620995635708083,0.2689608829992789,0.019832211785003218,0.18132300625924244,1.1481405111042442,0.14605568007214914,5,0.015422222222222217,0.008333333333333333,0.01242259987499883,0.04396009694548899,0.25,0.035409857733283236,global
0.148383441509778,0.6857142857142857,0.11952286093343936,late_only,0.15862857142857142,0.05714285714285714,0.12777531299998798,1,0.004773011326822262,0.023837382865271397,0.0038446605850688195,0.0,20.0,0.0,0.05740728829545752,0.8271355799266271,0.046241570256689866,0.0,0.0,0.0,0.19513080802012023,1.155276123614319,0.15717786427862032,5,0.1773521344439833,0.14285714285714285,0.14285714285714285,0.148383441509778,0.6857142857142857,0.11952286093343936,global
0.1689419799593712,0.11111111111111112,0.13608276348795434,late_only,0.07555315028851224,0.17777777777777776,0.06085806194501846,2,0.004768466011946405,0.02426106888645639,0.0038409993339731576,0.0,20.0,0.0,0.07951659709565838,0.8212300658226013,0.0640506183160499,0.0,0.0,0.0,0.18034420866134193,1.1367005502042573,0.1452672586149737,5,0.030844444444444435,0.01111111111111111,0.02484519974999766,0.11540934339649397,0.4111111111111111,0.09296222517045283,global
0.0,0.0,0.0,late_only,0.2194620696156855,0.25,0.1767766952966369,3,0.004591282376777982,0.023008025012677534,0.0036982779172811137,0.0,20.0,0.0,0.05453441991405008,0.7762098789215088,0.043927474798751524,0.0,0.0,0.0,0.18207276256537414,1.0758965341813418,0.14665960877066125,5,0.0,0.0,0.0,0.17311401509474098,0.2833333333333333,0.13944333775567924,global
0.0,0.0,0.0,late_only,0.2266594508655367,0.2,0.18257418583505536,4,0.005623349923920208,0.026061926688998937,0.004529608318138998,0.0,20.0,0.0,0.1534226498335741,0.7464171091715495,0.123581943197413,0.0,0.0,0.0,0.17844944298313845,1.1056431045391433,0.14374102487653836,5,0.0,0.0,0.0,0.10345541175899026,0.25,0.08333333333333333,global
0.0,0.0,0.0,late_only,0.0,0.11111111111111112,0.0,8,0.004589786321035148,0.024748231105816858,0.0036970728443923868,0.0,20.0,0.0,0.10678717349503955,0.6591437796751658,0.08601706738471623,0.0,0.0,0.0,0.27381361130034204,1.0236878674095427,0.2205568616830942,5,0.0,0.0,0.0,0.05533763258621491,0.2555555555555556,0.044574462599670045,global
