complete_path_survival_at_4,edge_count,edge_recall_at_1,edge_recall_at_2,edge_recall_at_4,edge_recall_at_6,edge_recall_at_8,graph_density_at_4,layer_id,mrr,seed,shortcut_rate,unreachable_at_4,window
0.171875,240,0.0375,0.05416666666666667,0.13333333333333333,0.24166666666666667,0.3458333333333333,0.35343723950341593,0,0.15588172278429632,17,0.7083333333333334,0.828125,w16
0.28125,240,0.15,0.2791666666666667,0.5083333333333333,0.6458333333333334,0.7333333333333333,0.35343723950341593,1,0.3424733657546158,17,0.4666666666666667,0.71875,w16
0.21875,240,0.1375,0.23333333333333334,0.42916666666666664,0.5916666666666667,0.7,0.35343723950341593,2,0.3138889790084643,17,0.45416666666666666,0.78125,w16
0.1875,240,0.09583333333333334,0.16666666666666666,0.35,0.5333333333333333,0.7,0.35343723950341593,3,0.26846822839469897,17,0.49583333333333335,0.8125,w16
0.171875,240,0.13333333333333333,0.23333333333333334,0.36666666666666664,0.5291666666666667,0.6541666666666667,0.35343723950341593,4,0.3003792207928237,17,0.4375,0.828125,w16
0.109375,240,0.1,0.17916666666666667,0.3416666666666667,0.5458333333333333,0.6666666666666666,0.35343723950341593,5,0.27089911994323757,17,0.44583333333333336,0.890625,w16
0.125,240,0.0625,0.1125,0.20416666666666666,0.31666666666666665,0.45,0.35343723950341593,0,0.19984912350721176,29,0.6458333333333334,0.875,w16
0.1875,240,0.09583333333333334,0.22083333333333333,0.39166666666666666,0.6083333333333333,0.7041666666666667,0.35343723950341593,1,0.28530937744173035,29,0.5208333333333334,0.8125,w16
0.140625,240,0.0625,0.14583333333333334,0.36666666666666664,0.5416666666666666,0.6625,0.35343723950341593,2,0.24605244156714745,29,0.49583333333333335,0.859375,w16
0.203125,240,0.1,0.17916666666666667,0.37083333333333335,0.5666666666666667,0.675,0.35343723950341593,3,0.2762973848727525,29,0.5041666666666667,0.796875,w16
0.15625,240,0.1,0.20416666666666666,0.4166666666666667,0.5666666666666667,0.6833333333333333,0.35343723950341593,4,0.28750397512346043,29,0.4875,0.84375,w16
0.21875,240,0.15416666666666667,0.2625,0.4708333333333333,0.6208333333333333,0.7291666666666666,0.35343723950341593,5,0.33584162875523166,29,0.4,0.78125,w16
0.125,240,0.029166666666666667,0.07083333333333333,0.17916666666666667,0.32083333333333336,0.4666666666666667,0.35343723950341593,0,0.17183723241627652,41,0.6541666666666667,0.875,w16
0.234375,240,0.19166666666666668,0.2833333333333333,0.44166666666666665,0.625,0.8125,0.35343723950341593,1,0.3592923586489763,41,0.37083333333333335,0.765625,w16
0.25,240,0.20416666666666666,0.2916666666666667,0.4875,0.6583333333333333,0.7833333333333333,0.35343723950341593,2,0.373279892425113,41,0.30416666666666664,0.75,w16
0.21875,240,0.1625,0.25833333333333336,0.44166666666666665,0.5958333333333333,0.7375,0.35343723950341593,3,0.33485492686779456,41,0.375,0.78125,w16
0.1875,240,0.1375,0.22916666666666666,0.375,0.525,0.6708333333333333,0.35343723950341593,4,0.30282854638553164,41,0.45416666666666666,0.8125,w16
0.1875,240,0.14583333333333334,0.2375,0.4166666666666667,0.5916666666666667,0.6916666666666667,0.35343723950341593,5,0.31793479838516603,41,0.44166666666666665,0.8125,w16
0.203125,240,0.0875,0.1375,0.29583333333333334,0.4166666666666667,0.5833333333333334,0.35343723950341593,0,0.240790971691707,53,0.5916666666666667,0.796875,w16
0.1875,240,0.08333333333333333,0.1625,0.35833333333333334,0.5708333333333333,0.7125,0.35343723950341593,1,0.2650399552789259,53,0.5083333333333333,0.8125,w16
0.1875,240,0.08333333333333333,0.19583333333333333,0.4125,0.5333333333333333,0.6458333333333334,0.35343723950341593,2,0.27200364620401385,53,0.4875,0.8125,w16
0.21875,240,0.12916666666666668,0.25833333333333336,0.3958333333333333,0.5458333333333333,0.7,0.35343723950341593,3,0.30951088603662136,53,0.4666666666666667,0.78125,w16
0.234375,240,0.15416666666666667,0.2833333333333333,0.475,0.6333333333333333,0.7458333333333333,0.35343723950341593,4,0.34276670939354764,53,0.4125,0.765625,w16
0.25,240,0.175,0.2708333333333333,0.5,0.6458333333333334,0.7625,0.35343723950341593,5,0.3538620417572623,53,0.4125,0.75,w16
0.265625,240,0.0875,0.15,0.2916666666666667,0.4375,0.5458333333333333,0.35343723950341593,0,0.24283903868462692,67,0.6125,0.734375,w16
0.140625,240,0.10833333333333334,0.17916666666666667,0.3416666666666667,0.5208333333333334,0.6458333333333334,0.35343723950341593,1,0.27298116745727036,67,0.49583333333333335,0.859375,w16
0.25,240,0.12916666666666668,0.2708333333333333,0.4708333333333333,0.5958333333333333,0.6833333333333333,0.35343723950341593,2,0.3225159851722352,67,0.42916666666666664,0.75,w16
0.203125,240,0.06666666666666667,0.15,0.3541666666666667,0.525,0.6041666666666666,0.35343723950341593,3,0.246711086775425,67,0.5083333333333333,0.796875,w16
0.203125,240,0.1,0.19583333333333333,0.4,0.525,0.65,0.35343723950341593,4,0.277251312141018,67,0.4708333333333333,0.796875,w16
0.25,240,0.09166666666666666,0.19583333333333333,0.4125,0.5541666666666667,0.6375,0.35343723950341593,5,0.2743768989724872,67,0.44583333333333336,0.75,w16
0.109375,240,0.025,0.04583333333333333,0.10416666666666667,0.22083333333333333,0.3375,0.35343723950341593,0,0.14174552095507978,17,0.7166666666666667,0.890625,w32
0.125,240,0.05416666666666667,0.14166666666666666,0.25,0.375,0.48333333333333334,0.35343723950341593,1,0.21093479641273757,17,0.49583333333333335,0.875,w32
0.15625,240,0.07083333333333333,0.1375,0.25416666666666665,0.42916666666666664,0.575,0.35343723950341593,2,0.22423262773446598,17,0.4875,0.84375,w32
0.1875,240,0.0875,0.19166666666666668,0.31666666666666665,0.44166666666666665,0.6125,0.35343723950341593,3,0.25650441572316574,17,0.425,0.8125,w32
0.21875,240,0.06666666666666667,0.15416666666666667,0.3458333333333333,0.4583333333333333,0.5625,0.35343723950341593,4,0.23838711397534926,17,0.5916666666666667,0.78125,w32
0.15625,240,0.058333333333333334,0.11666666666666667,0.2625,0.375,0.5458333333333333,0.35343723950341593,5,0.21285660452020747,17,0.5416666666666666,0.84375,w32
0.171875,240,0.03333333333333333,0.058333333333333334,0.15416666666666667,0.24166666666666667,0.3875,0.35343723950341593,0,0.1595814415023974,29,0.6291666666666667,0.828125,w32
0.140625,240,0.0625,0.125,0.2375,0.37916666666666665,0.5416666666666666,0.35343723950341593,1,0.21220390176272527,29,0.5583333333333333,0.859375,w32
0.15625,240,0.05416666666666667,0.12083333333333333,0.26666666666666666,0.35833333333333334,0.49583333333333335,0.35343723950341593,2,0.20915612879767292,29,0.5333333333333333,0.84375,w32
0.125,240,0.0875,0.125,0.22083333333333333,0.3125,0.525,0.35343723950341593,3,0.21845449043059337,29,0.55,0.875,w32
0.09375,240,0.06666666666666667,0.125,0.23333333333333334,0.38333333333333336,0.5166666666666667,0.35343723950341593,4,0.21408673944519532,29,0.5541666666666667,0.90625,w32
0.046875,240,0.041666666666666664,0.12083333333333333,0.26666666666666666,0.44166666666666665,0.5333333333333333,0.35343723950341593,5,0.20850095948441535,29,0.5541666666666667,0.953125,w32
0.1875,240,0.0625,0.10416666666666667,0.17916666666666667,0.29583333333333334,0.3875,0.35343723950341593,0,0.18875678005273594,41,0.65,0.8125,w32
0.09375,240,0.07916666666666666,0.14166666666666666,0.22916666666666666,0.3875,0.55,0.35343723950341593,1,0.22592397152139798,41,0.5041666666666667,0.90625,w32
0.125,240,0.09166666666666666,0.15,0.25,0.35,0.5041666666666667,0.35343723950341593,2,0.2313361553343171,41,0.5083333333333333,0.875,w32
0.15625,240,0.0875,0.175,0.32916666666666666,0.48333333333333334,0.5583333333333333,0.35343723950341593,3,0.25199386874019225,41,0.5583333333333333,0.84375,w32
0.15625,240,0.07916666666666666,0.15833333333333333,0.3125,0.44166666666666665,0.6,0.35343723950341593,4,0.24292163718634308,41,0.5083333333333333,0.84375,w32
0.171875,240,0.07083333333333333,0.15,0.32083333333333336,0.49583333333333335,0.625,0.35343723950341593,5,0.24520618372640432,41,0.5333333333333333,0.828125,w32
0.109375,240,0.058333333333333334,0.13333333333333333,0.2125,0.37083333333333335,0.5291666666666667,0.35343723950341593,0,0.20873598725620784,53,0.6083333333333333,0.890625,w32
0.109375,240,0.075,0.15833333333333333,0.2708333333333333,0.39166666666666666,0.5083333333333333,0.35343723950341593,1,0.22593692901597312,53,0.5208333333333334,0.890625,w32
0.09375,240,0.07916666666666666,0.11666666666666667,0.21666666666666667,0.3875,0.5,0.35343723950341593,2,0.2156105016307222,53,0.49166666666666664,0.90625,w32
0.140625,240,0.0625,0.17083333333333334,0.2791666666666667,0.425,0.5666666666666667,0.35343723950341593,3,0.23162638049586579,53,0.45,0.859375,w32
0.234375,240,0.125,0.20416666666666666,0.3625,0.49583333333333335,0.6083333333333333,0.35343723950341593,4,0.287012903694889,53,0.4625,0.765625,w32
0.21875,240,0.10833333333333334,0.20416666666666666,0.38333333333333336,0.5291666666666667,0.6666666666666666,0.35343723950341593,5,0.2863284417788094,53,0.45,0.78125,w32
0.15625,240,0.03333333333333333,0.08333333333333333,0.15416666666666667,0.275,0.425,0.35343723950341593,0,0.16943317303611422,67,0.6583333333333333,0.84375,w32
0.171875,240,0.06666666666666667,0.15833333333333333,0.2625,0.38333333333333336,0.5375,0.35343723950341593,1,0.22748664461899756,67,0.5541666666666667,0.828125,w32
0.171875,240,0.075,0.1375,0.2791666666666667,0.4166666666666667,0.5625,0.35343723950341593,2,0.23053565409263937,67,0.42916666666666664,0.828125,w32
0.15625,240,0.075,0.12916666666666668,0.22083333333333333,0.30416666666666664,0.45,0.35343723950341593,3,0.20929172713180064,67,0.6291666666666667,0.84375,w32
0.171875,240,0.07916666666666666,0.13333333333333333,0.2625,0.38333333333333336,0.5333333333333333,0.35343723950341593,4,0.2261144356732592,67,0.5791666666666667,0.828125,w32
0.109375,240,0.06666666666666667,0.13333333333333333,0.2375,0.375,0.5458333333333333,0.35343723950341593,5,0.2172482082868112,67,0.5416666666666666,0.890625,w32
0.15625,240,0.025,0.0625,0.16666666666666666,0.29583333333333334,0.4375,0.35343723950341593,0,0.16567274671134963,17,0.7,0.84375,w64
0.109375,240,0.041666666666666664,0.09166666666666666,0.175,0.30833333333333335,0.44583333333333336,0.35343723950341593,1,0.18358506247293013,17,0.5583333333333333,0.890625,w64
0.125,240,0.029166666666666667,0.05416666666666667,0.15416666666666667,0.29583333333333334,0.4125,0.35343723950341593,2,0.16049410930844754,17,0.5916666666666667,0.875,w64
0.1875,240,0.06666666666666667,0.14583333333333334,0.2875,0.45,0.5875,0.35343723950341593,3,0.2317433832507362,17,0.4875,0.8125,w64
0.21875,240,0.07916666666666666,0.15,0.31666666666666665,0.4625,0.6041666666666666,0.35343723950341593,4,0.24533084494481552,17,0.4583333333333333,0.78125,w64
0.15625,240,0.08333333333333333,0.15833333333333333,0.30833333333333335,0.48333333333333334,0.6125,0.35343723950341593,5,0.24884276943100472,17,0.44166666666666665,0.84375,w64
