complete_path_survival_at_4,edge_count,edge_recall_at_1,edge_recall_at_2,edge_recall_at_4,edge_recall_at_6,edge_recall_at_8,graph_density_at_4,layer_id,mrr,seed,shortcut_rate,unreachable_at_4,window
0.171875,240,0.025,0.05416666666666667,0.16666666666666666,0.31666666666666665,0.45,0.35343723950341593,0,0.16682836192946487,29,0.6125,0.828125,w64
0.140625,240,0.025,0.075,0.15,0.2375,0.3625,0.35343723950341593,1,0.1584676455080867,29,0.6125,0.859375,w64
0.171875,240,0.041666666666666664,0.075,0.1625,0.29583333333333334,0.4708333333333333,0.35343723950341593,2,0.17653507134205662,29,0.6333333333333333,0.828125,w64
0.109375,240,0.041666666666666664,0.08333333333333333,0.15833333333333333,0.2625,0.42083333333333334,0.35343723950341593,3,0.1736475398240104,29,0.5708333333333333,0.890625,w64
0.09375,240,0.07083333333333333,0.1125,0.24166666666666667,0.3416666666666667,0.4625,0.35343723950341593,4,0.21201588444235503,29,0.5208333333333334,0.90625,w64
0.171875,240,0.06666666666666667,0.1125,0.24166666666666667,0.375,0.5041666666666667,0.35343723950341593,5,0.21232813584835644,29,0.5666666666666667,0.828125,w64
0.234375,240,0.05,0.1125,0.22083333333333333,0.3541666666666667,0.5291666666666667,0.35343723950341593,0,0.2019327418224477,41,0.6208333333333333,0.765625,w64
0.0625,240,0.025,0.05,0.11666666666666667,0.2375,0.375,0.35343723950341593,1,0.14959641869568338,41,0.6125,0.9375,w64
0.125,240,0.04583333333333333,0.1125,0.23333333333333334,0.35833333333333334,0.5041666666666667,0.35343723950341593,2,0.1997490210633593,41,0.5291666666666667,0.875,w64
0.109375,240,0.0625,0.09583333333333334,0.2,0.3125,0.4708333333333333,0.35343723950341593,3,0.19451900734069852,41,0.5291666666666667,0.890625,w64
0.171875,240,0.04583333333333333,0.15,0.225,0.3625,0.5083333333333333,0.35343723950341593,4,0.20528949332258156,41,0.49583333333333335,0.828125,w64
0.15625,240,0.075,0.15416666666666667,0.2708333333333333,0.37916666666666665,0.5208333333333334,0.35343723950341593,5,0.22909729669839962,41,0.5208333333333334,0.84375,w64
0.125,240,0.025,0.07083333333333333,0.1625,0.2708333333333333,0.4041666666666667,0.35343723950341593,0,0.16261242842125195,53,0.6916666666666667,0.875,w64
0.109375,240,0.041666666666666664,0.06666666666666667,0.14583333333333334,0.2875,0.4666666666666667,0.35343723950341593,1,0.1709840013608396,53,0.5666666666666667,0.890625,w64
0.171875,240,0.04583333333333333,0.075,0.20416666666666666,0.29583333333333334,0.4166666666666667,0.35343723950341593,2,0.1805045982068041,53,0.5958333333333333,0.828125,w64
0.078125,240,0.029166666666666667,0.058333333333333334,0.18333333333333332,0.30416666666666664,0.4791666666666667,0.35343723950341593,3,0.17111978571537395,53,0.49583333333333335,0.921875,w64
0.125,240,0.0375,0.0875,0.21666666666666667,0.3541666666666667,0.4625,0.35343723950341593,4,0.18565495608694135,53,0.48333333333333334,0.875,w64
0.171875,240,0.07083333333333333,0.125,0.25416666666666665,0.4083333333333333,0.5291666666666667,0.35343723950341593,5,0.21923671576245105,53,0.49583333333333335,0.828125,w64
0.203125,240,0.09166666666666666,0.14166666666666666,0.225,0.3541666666666667,0.55,0.35343723950341593,0,0.22982736694133754,67,0.6375,0.796875,w64
0.109375,240,0.05416666666666667,0.11666666666666667,0.22916666666666666,0.38333333333333336,0.5625,0.35343723950341593,1,0.20815797900356722,67,0.5208333333333334,0.890625,w64
0.125,240,0.05416666666666667,0.1125,0.25,0.4,0.5583333333333333,0.35343723950341593,2,0.2121556337181337,67,0.43333333333333335,0.875,w64
0.171875,240,0.03333333333333333,0.0875,0.225,0.375,0.5,0.35343723950341593,3,0.18978487539149302,67,0.5875,0.828125,w64
0.15625,240,0.09166666666666666,0.19166666666666668,0.37083333333333335,0.5625,0.675,0.35343723950341593,4,0.27382274146060914,67,0.5125,0.84375,w64
0.171875,240,0.07916666666666666,0.15,0.3125,0.43333333333333335,0.5625,0.35343723950341593,5,0.2423286857478034,67,0.4625,0.828125,w64
0.140625,240,0.04583333333333333,0.1125,0.2,0.3375,0.45,0.35343723950341593,0,0.19177105982253043,17,0.7125,0.859375,w128
0.171875,240,0.05416666666666667,0.09583333333333334,0.25416666666666665,0.38333333333333336,0.55,0.35343723950341593,1,0.2043440811639341,17,0.5,0.828125,w128
0.125,240,0.05416666666666667,0.09583333333333334,0.2125,0.3458333333333333,0.5,0.35343723950341593,2,0.19742015949736538,17,0.5541666666666667,0.875,w128
0.125,240,0.05416666666666667,0.0875,0.2,0.3125,0.44166666666666665,0.35343723950341593,3,0.19092292987513573,17,0.5458333333333333,0.875,w128
0.15625,240,0.025,0.05,0.15416666666666667,0.26666666666666666,0.38333333333333336,0.35343723950341593,4,0.15685454115601175,17,0.5916666666666667,0.84375,w128
0.140625,240,0.03333333333333333,0.10416666666666667,0.2375,0.3375,0.5125,0.35343723950341593,5,0.19043924927196984,17,0.45416666666666666,0.859375,w128
0.171875,240,0.016666666666666666,0.07083333333333333,0.17916666666666667,0.325,0.4791666666666667,0.35343723950341593,0,0.16724378392576922,29,0.6083333333333333,0.828125,w128
0.140625,240,0.0375,0.05416666666666667,0.1375,0.275,0.44166666666666665,0.35343723950341593,1,0.1652257094076947,29,0.6666666666666666,0.859375,w128
0.15625,240,0.03333333333333333,0.058333333333333334,0.14583333333333334,0.225,0.4,0.35343723950341593,2,0.16048921428517016,29,0.6291666666666667,0.84375,w128
0.0625,240,0.020833333333333332,0.041666666666666664,0.09166666666666666,0.2,0.3333333333333333,0.35343723950341593,3,0.14056983389703975,29,0.5625,0.9375,w128
0.0625,240,0.025,0.05,0.12916666666666668,0.25833333333333336,0.375,0.35343723950341593,4,0.15328285242807302,29,0.5666666666666667,0.9375,w128
0.09375,240,0.025,0.058333333333333334,0.14583333333333334,0.3,0.425,0.35343723950341593,5,0.15945915297937358,29,0.5416666666666666,0.90625,w128
0.25,240,0.058333333333333334,0.14166666666666666,0.30833333333333335,0.45416666666666666,0.6541666666666667,0.35343723950341593,0,0.23435864822813354,41,0.6041666666666666,0.75,w128
0.078125,240,0.03333333333333333,0.0625,0.1125,0.21666666666666667,0.3416666666666667,0.35343723950341593,1,0.15398553074104543,41,0.675,0.921875,w128
0.15625,240,0.041666666666666664,0.075,0.2,0.3625,0.5125,0.35343723950341593,2,0.1880870321127674,41,0.6416666666666667,0.84375,w128
0.125,240,0.020833333333333332,0.07916666666666666,0.17083333333333334,0.32083333333333336,0.49583333333333335,0.35343723950341593,3,0.17090577688923278,41,0.5916666666666667,0.875,w128
0.0625,240,0.025,0.05416666666666667,0.1375,0.26666666666666666,0.45,0.35343723950341593,4,0.15834974733871793,41,0.575,0.9375,w128
0.078125,240,0.0375,0.05,0.1375,0.2375,0.44166666666666665,0.35343723950341593,5,0.16082127805473392,41,0.6291666666666667,0.921875,w128
0.140625,240,0.029166666666666667,0.07083333333333333,0.19583333333333333,0.325,0.5125,0.35343723950341593,0,0.1789460151776328,53,0.6583333333333333,0.859375,w128
0.15625,240,0.025,0.0625,0.15833333333333333,0.2791666666666667,0.4375,0.35343723950341593,1,0.16260567829501654,53,0.6416666666666667,0.84375,w128
0.109375,240,0.029166666666666667,0.07916666666666666,0.15833333333333333,0.2833333333333333,0.4166666666666667,0.35343723950341593,2,0.16752077987372108,53,0.6541666666666667,0.890625,w128
0.09375,240,0.04583333333333333,0.07083333333333333,0.15,0.325,0.4375,0.35343723950341593,3,0.17708159011467833,53,0.5166666666666667,0.90625,w128
0.09375,240,0.029166666666666667,0.07916666666666666,0.19166666666666668,0.30416666666666664,0.4666666666666667,0.35343723950341593,4,0.1769041426302456,53,0.5625,0.90625,w128
0.125,240,0.05,0.13333333333333333,0.2375,0.39166666666666666,0.5416666666666666,0.35343723950341593,5,0.20834925253123782,53,0.5541666666666667,0.875,w128
0.171875,240,0.07916666666666666,0.12083333333333333,0.19583333333333333,0.29583333333333334,0.425,0.35343723950341593,0,0.20632002052957935,67,0.6708333333333333,0.828125,w128
0.21875,240,0.04583333333333333,0.12083333333333333,0.25,0.36666666666666664,0.49583333333333335,0.35343723950341593,1,0.2029480286189845,67,0.5416666666666666,0.78125,w128
0.171875,240,0.0625,0.1375,0.275,0.42916666666666664,0.6,0.35343723950341593,2,0.22694311815635346,67,0.525,0.828125,w128
0.125,240,0.05,0.0875,0.225,0.37916666666666665,0.5458333333333333,0.35343723950341593,3,0.19883068490605255,67,0.575,0.875,w128
0.09375,240,0.0625,0.12916666666666668,0.23333333333333334,0.36666666666666664,0.49583333333333335,0.35343723950341593,4,0.21204890697537757,67,0.49583333333333335,0.90625,w128
0.09375,240,0.0375,0.0875,0.22083333333333333,0.3541666666666667,0.5375,0.35343723950341593,5,0.1914434632633162,67,0.5083333333333333,0.90625,w128
0.140625,240,0.04583333333333333,0.12083333333333333,0.21666666666666667,0.3416666666666667,0.44583333333333336,0.35343723950341593,0,0.19593661648808705,17,0.7125,0.859375,global
0.140625,240,0.058333333333333334,0.125,0.26666666666666666,0.4125,0.5875,0.35343723950341593,1,0.21925256218454747,17,0.5208333333333334,0.859375,global
0.171875,240,0.06666666666666667,0.14583333333333334,0.275,0.43333333333333335,0.5916666666666667,0.35343723950341593,2,0.23010740757064285,17,0.575,0.828125,global
0.140625,240,0.05416666666666667,0.08333333333333333,0.17083333333333334,0.31666666666666665,0.45,0.35343723950341593,3,0.18540259611031668,17,0.6,0.859375,global
0.125,240,0.041666666666666664,0.08333333333333333,0.18333333333333332,0.30833333333333335,0.44583333333333336,0.35343723950341593,4,0.18140221740405563,17,0.6041666666666666,0.875,global
0.078125,240,0.041666666666666664,0.0875,0.20416666666666666,0.32916666666666666,0.49166666666666664,0.35343723950341593,5,0.18706850713284537,17,0.5333333333333333,0.921875,global
0.15625,240,0.0375,0.1,0.20833333333333334,0.32916666666666666,0.49166666666666664,0.35343723950341593,0,0.18704977654426183,29,0.6166666666666667,0.84375,global
0.171875,240,0.07083333333333333,0.1125,0.22083333333333333,0.3625,0.5041666666666667,0.35343723950341593,1,0.2106769456034162,29,0.7,0.828125,global
0.1875,240,0.0875,0.14166666666666666,0.20416666666666666,0.32916666666666666,0.4708333333333333,0.35343723950341593,2,0.2193261371662107,29,0.7,0.8125,global
0.09375,240,0.03333333333333333,0.05416666666666667,0.11666666666666667,0.25833333333333336,0.3875,0.35343723950341593,3,0.156209690704176,29,0.6083333333333333,0.90625,global
0.078125,240,0.016666666666666666,0.04583333333333333,0.13333333333333333,0.275,0.4041666666666667,0.35343723950341593,4,0.1492664059116265,29,0.6041666666666666,0.921875,global
0.140625,240,0.020833333333333332,0.058333333333333334,0.15416666666666667,0.26666666666666666,0.42083333333333334,0.35343723950341593,5,0.15682601405946991,29,0.6083333333333333,0.859375,global
0.265625,240,0.06666666666666667,0.1375,0.32083333333333336,0.49583333333333335,0.6458333333333334,0.35343723950341593,0,0.23973304813378343,41,0.6041666666666666,0.734375,global
0.109375,240,0.029166666666666667,0.05416666666666667,0.1125,0.20833333333333334,0.325,0.35343723950341593,1,0.1481374096355714,41,0.6875,0.890625,global
0.1875,240,0.05416666666666667,0.09166666666666666,0.20416666666666666,0.35,0.55,0.35343723950341593,2,0.19760319133480897,41,0.6583333333333333,0.8125,global
0.125,240,0.029166666666666667,0.05416666666666667,0.15833333333333333,0.2916666666666667,0.49166666666666664,0.35343723950341593,3,0.16591585939931527,41,0.6291666666666667,0.875,global
0.046875,240,0.016666666666666666,0.05,0.10416666666666667,0.25833333333333336,0.42083333333333334,0.35343723950341593,4,0.14812472692068282,41,0.5625,0.953125,global
0.078125,240,0.029166666666666667,0.06666666666666667,0.1125,0.22083333333333333,0.37083333333333335,0.35343723950341593,5,0.1530889368665104,41,0.6541666666666667,0.921875,global
0.15625,240,0.05,0.1,0.2375,0.36666666666666664,0.5208333333333334,0.35343723950341593,0,0.2019550101994955,53,0.6166666666666667,0.84375,global
0.140625,240,0.03333333333333333,0.058333333333333334,0.2,0.3625,0.49583333333333335,0.35343723950341593,1,0.17648637106357695,53,0.6583333333333333,0.859375,global
0.171875,240,0.05,0.07083333333333333,0.18333333333333332,0.2875,0.4375,0.35343723950341593,2,0.1811943465711848,53,0.6708333333333333,0.828125,global
0.09375,240,0.0375,0.04583333333333333,0.1375,0.2833333333333333,0.4041666666666667,0.35343723950341593,3,0.1631811584385114,53,0.6041666666666666,0.90625,global
0.109375,240,0.04583333333333333,0.075,0.19583333333333333,0.31666666666666665,0.5,0.35343723950341593,4,0.18492749489073018,53,0.6166666666666667,0.890625,global
0.15625,240,0.0375,0.11666666666666667,0.2375,0.38333333333333336,0.525,0.35343723950341593,5,0.1975472437420967,53,0.6041666666666666,0.84375,global
0.15625,240,0.08333333333333333,0.11666666666666667,0.1875,0.2916666666666667,0.43333333333333335,0.35343723950341593,0,0.20770306456887339,67,0.675,0.84375,global
0.109375,240,0.041666666666666664,0.12916666666666668,0.25,0.38333333333333336,0.5375,0.35343723950341593,1,0.2071593809921016,67,0.5291666666666667,0.890625,global
0.1875,240,0.06666666666666667,0.14583333333333334,0.2875,0.44583333333333336,0.5916666666666667,0.35343723950341593,2,0.2322886753769107,67,0.55,0.8125,global
0.046875,240,0.029166666666666667,0.10416666666666667,0.19166666666666668,0.3375,0.5,0.35343723950341593,3,0.1840853913923767,67,0.5791666666666667,0.953125,global
0.0625,240,0.075,0.12916666666666668,0.25416666666666665,0.42083333333333334,0.5625,0.35343723950341593,4,0.2256180437889997,67,0.49583333333333335,0.9375,global
0.140625,240,0.058333333333333334,0.10833333333333334,0.225,0.3875,0.5041666666666667,0.35343723950341593,5,0.2048361394868748,67,0.5208333333333334,0.859375,global
