complete_path_recovery,condition,correct,depth,examples,first_hop_hit,latency_seconds,layer_token_kv_states,materialization,materialized_native_kv_tokens,mean_active_memory_fraction,mean_final_token_memory_attention_mass,mean_intervention_state_displacement,mean_memory_to_local_output_norm_ratio,mean_pra_output_divergence_ratio,ordered_prefix_recovery,reference_recall,replay_count,seed,selected_reference_count,window
0.0,spacing_1,0.5,3,4,0.25,0.06382630000007339,30.0,selected_chunks,30.0,0.4166666666666667,0.6196307595819235,0.13476547300815583,0.0,1.2881366003337047,0.0,0.5833333333333333,0.0,41,6.0,w128
0.0,spacing_1,0.3333333333333333,4,3,0.3333333333333333,0.06274079997092485,30.0,selected_chunks,30.0,0.38461538461538464,0.7021120654212104,0.1408426920572917,0.0,1.2584073299474372,0.0,0.4166666666666667,0.0,41,6.0,w128
0.0,spacing_1,0.4444444444444444,8,9,0.2222222222222222,0.06939455553785795,30.0,selected_chunks,30.0,0.29411764705882354,0.6403644203587815,0.1388500452041626,0.0,1.1502176993015945,0.013888888888888888,0.4583333333333333,0.0,41,6.0,w128
0.42857142857142855,spacing_2,0.14285714285714285,1,7,0.42857142857142855,0.039549914288467596,15.0,selected_chunks,15.0,0.5,0.7471060440653846,0.3595538777964456,0.0,1.4072775788702028,0.0,0.42857142857142855,0.0,41,3.0,w128
0.0,spacing_2,0.1111111111111111,2,9,0.1111111111111111,0.038450788887631565,15.0,selected_chunks,15.0,0.45454545454545453,0.7500434970414197,0.3477495080894894,0.0,1.294399419905353,0.05555555555555555,0.2777777777777778,0.0,41,3.0,w128
0.0,spacing_2,0.25,3,4,0.0,0.04173917500884272,15.0,selected_chunks,15.0,0.4166666666666667,0.7333253125349681,0.331720307469368,0.0,1.3423327249676587,0.0,0.3333333333333333,0.0,41,3.0,w128
0.0,spacing_2,0.6666666666666666,4,3,0.0,0.0392133000617226,15.0,selected_chunks,15.0,0.38461538461538464,0.7631528907352023,0.3925967713197072,0.0,1.546611784595001,0.0,0.08333333333333333,0.0,41,3.0,w128
0.0,spacing_2,0.2222222222222222,8,9,0.1111111111111111,0.03984662221692917,15.0,selected_chunks,15.0,0.29411764705882354,0.6801629276187332,0.3529670900768704,0.0,1.1811877231235661,0.013888888888888888,0.18055555555555555,0.0,41,3.0,w128
0.2857142857142857,spacing_4,0.2857142857142857,1,7,0.2857142857142857,0.03096328570973128,10.0,selected_chunks,10.0,0.5,0.7348503853593554,0.812509366444179,0.0,1.2474798727689846,0.0,0.2857142857142857,0.0,41,2.0,w128
0.0,spacing_4,0.1111111111111111,2,9,0.1111111111111111,0.03096038885673301,10.0,selected_chunks,10.0,0.45454545454545453,0.7267900771564908,0.7668803930282593,0.0,1.260700431201202,0.05555555555555555,0.2222222222222222,0.0,41,2.0,w128
