window,seed,example_id,depth,policy,evidence_condition,stage_type,layer,margin_delta_vs_no_memory,probability_delta_vs_no_memory
w64,67,chain-1042565-d1,1,iterative_matched,wrong,after_layer,2,2.4528181552886963,0.04167095571756363
w64,67,chain-1042565-d1,1,iterative_matched,wrong,after_layer,3,3.847539186477661,0.0659653436159715
w64,67,chain-1042565-d1,1,iterative_matched,wrong,after_pra,4,6.478374004364014,0.20570128748659045
w64,67,chain-1042565-d1,1,iterative_matched,wrong,after_layer,4,6.409912109375,0.19106729491613805
w64,67,chain-1042565-d1,1,iterative_matched,wrong,after_pra,5,5.448535442352295,0.09342522674705833
w64,67,chain-1042565-d1,1,iterative_matched,wrong,after_layer,5,5.357956409454346,0.09520260855788365
w64,67,chain-1147294-d2,2,iterative_matched,wrong,input,-1,0.0,0.0
w64,67,chain-1147294-d2,2,iterative_matched,wrong,after_pra,0,0.8635931015014648,0.00617794506251812
w64,67,chain-1147294-d2,2,iterative_matched,wrong,after_layer,0,0.4111292362213135,0.0035232650116086006
w64,67,chain-1147294-d2,2,iterative_matched,wrong,after_layer,1,0.1695709228515625,0.0037396596744656563
w64,67,chain-1147294-d2,2,iterative_matched,wrong,after_pra,2,-0.040164947509765625,-0.0007684477604925632
w64,67,chain-1147294-d2,2,iterative_matched,wrong,after_layer,2,0.21350669860839844,0.0010840841569006443
w64,67,chain-1147294-d2,2,iterative_matched,wrong,after_layer,3,0.447451114654541,0.003824501298367977
w64,67,chain-1147294-d2,2,iterative_matched,wrong,after_pra,4,0.399416446685791,0.001457943581044674
w64,67,chain-1147294-d2,2,iterative_matched,wrong,after_layer,4,0.4187150001525879,0.0013585947453975677
w64,67,chain-1147294-d2,2,iterative_matched,wrong,after_pra,5,0.27614259719848633,-0.003176984842866659
w64,67,chain-1147294-d2,2,iterative_matched,wrong,after_layer,5,0.2716212272644043,-0.0033076233230531216
w64,67,chain-1252023-d4,4,iterative_matched,wrong,input,-1,0.0,0.0
w64,67,chain-1252023-d4,4,iterative_matched,wrong,after_pra,0,-1.1502711772918701,-0.20778287947177887
w64,67,chain-1252023-d4,4,iterative_matched,wrong,after_layer,0,-1.487619400024414,-0.19485951960086823
w64,67,chain-1252023-d4,4,iterative_matched,wrong,after_layer,1,-0.8859469890594482,-0.028758790343999863
w64,67,chain-1252023-d4,4,iterative_matched,wrong,after_pra,2,1.0399999618530273,0.04006437212228775
w64,67,chain-1252023-d4,4,iterative_matched,wrong,after_layer,2,1.2453410625457764,0.04450165294110775
w64,67,chain-1252023-d4,4,iterative_matched,wrong,after_layer,3,2.9785315990448,0.043327143881469965
w64,67,chain-1252023-d4,4,iterative_matched,wrong,after_pra,4,5.053460597991943,0.08898323349421844
w64,67,chain-1252023-d4,4,iterative_matched,wrong,after_layer,4,5.089707374572754,0.09170451376121491
w64,67,chain-1252023-d4,4,iterative_matched,wrong,after_pra,5,7.670501708984375,0.34944643461494707
w64,67,chain-1252023-d4,4,iterative_matched,wrong,after_layer,5,7.801273345947266,0.3620944424183108
w64,67,chain-1356752-d1,1,iterative_matched,wrong,input,-1,0.0,0.0
w64,67,chain-1356752-d1,1,iterative_matched,wrong,after_pra,0,0.17866134643554688,0.0010869838297367096
w64,67,chain-1356752-d1,1,iterative_matched,wrong,after_layer,0,0.26125335693359375,0.001569155603647232
w64,67,chain-1356752-d1,1,iterative_matched,wrong,after_layer,1,-2.3462226390838623,-0.4101078435778618
w64,67,chain-1356752-d1,1,iterative_matched,wrong,after_pra,2,-2.7394208908081055,-0.558650940656662
w64,67,chain-1356752-d1,1,iterative_matched,wrong,after_layer,2,-2.637415885925293,-0.5406264960765839
w64,67,chain-1356752-d1,1,iterative_matched,wrong,after_layer,3,-5.892341375350952,-0.8605175651609898
w64,67,chain-1356752-d1,1,iterative_matched,wrong,after_pra,4,-9.265514850616455,-0.9543025405146182
w64,67,chain-1356752-d1,1,iterative_matched,wrong,after_layer,4,-9.168444633483887,-0.9522142610512674
w64,67,chain-1356752-d1,1,iterative_matched,wrong,after_pra,5,-10.200100421905518,-0.9580574680585414
w64,67,chain-1356752-d1,1,iterative_matched,wrong,after_layer,5,-10.003873825073242,-0.9566611049231142
w64,67,chain-1461481-d2,2,iterative_matched,wrong,input,-1,0.0,0.0
w64,67,chain-1461481-d2,2,iterative_matched,wrong,after_pra,0,0.8817137479782104,0.0417526513338089
w64,67,chain-1461481-d2,2,iterative_matched,wrong,after_layer,0,0.9793093204498291,0.06098143756389618
w64,67,chain-1461481-d2,2,iterative_matched,wrong,after_layer,1,0.04256010055541992,0.04629676043987274
w64,67,chain-1461481-d2,2,iterative_matched,wrong,after_pra,2,-1.6711406707763672,-0.29513491690158844
w64,67,chain-1461481-d2,2,iterative_matched,wrong,after_layer,2,-1.6532511711120605,-0.2772703170776367
w64,67,chain-1461481-d2,2,iterative_matched,wrong,after_layer,3,-1.7148489952087402,-0.28856222331523895
w64,67,chain-1461481-d2,2,iterative_matched,wrong,after_pra,4,-0.28635358810424805,-0.03692533075809479
w64,67,chain-1461481-d2,2,iterative_matched,wrong,after_layer,4,-0.24416399002075195,-0.034661710262298584
w64,67,chain-1461481-d2,2,iterative_matched,wrong,after_pra,5,0.20491647720336914,0.026871711015701294
w64,67,chain-1461481-d2,2,iterative_matched,wrong,after_layer,5,0.2227616310119629,0.034310564398765564
w64,67,chain-1566210-d2,2,iterative_matched,wrong,input,-1,0.0,0.0
w64,67,chain-1566210-d2,2,iterative_matched,wrong,after_pra,0,-1.408172369003296,-0.023201406002044678
w64,67,chain-1566210-d2,2,iterative_matched,wrong,after_layer,0,-1.7809884548187256,-0.025100626051425934
w64,67,chain-1566210-d2,2,iterative_matched,wrong,after_layer,1,-2.6748950481414795,-0.05581197515130043
w64,67,chain-1566210-d2,2,iterative_matched,wrong,after_pra,2,-1.6063060760498047,-0.057188669219613075
w64,67,chain-1566210-d2,2,iterative_matched,wrong,after_layer,2,-1.327697992324829,-0.04694949835538864
w64,67,chain-1566210-d2,2,iterative_matched,wrong,after_layer,3,-1.8227252960205078,-0.05915503017604351
w64,67,chain-1566210-d2,2,iterative_matched,wrong,after_pra,4,-2.5299324989318848,-0.09054705128073692
w64,67,chain-1566210-d2,2,iterative_matched,wrong,after_layer,4,-2.149994373321533,-0.08552507497370243
w64,67,chain-1566210-d2,2,iterative_matched,wrong,after_pra,5,-2.2704310417175293,-0.09392731823027134
w64,67,chain-1566210-d2,2,iterative_matched,wrong,after_layer,5,-2.180662155151367,-0.10273407958447933
w64,67,chain-1670939-d1,1,iterative_matched,wrong,input,-1,0.0,0.0
w64,67,chain-1670939-d1,1,iterative_matched,wrong,after_pra,0,-0.6676101684570312,-0.018343791365623474
w64,67,chain-1670939-d1,1,iterative_matched,wrong,after_layer,0,-0.8853096961975098,-0.019631147384643555
w64,67,chain-1670939-d1,1,iterative_matched,wrong,after_layer,1,-0.5205743312835693,-0.012514585629105568
w64,67,chain-1670939-d1,1,iterative_matched,wrong,after_pra,2,1.1376469135284424,0.0012911036610603333
w64,67,chain-1670939-d1,1,iterative_matched,wrong,after_layer,2,1.5177268981933594,0.009549271315336227
w64,67,chain-1670939-d1,1,iterative_matched,wrong,after_layer,3,1.8265228271484375,0.022655360400676727
w64,67,chain-1670939-d1,1,iterative_matched,wrong,after_pra,4,2.0028417110443115,0.017042020335793495
w64,67,chain-1670939-d1,1,iterative_matched,wrong,after_layer,4,2.1254003047943115,0.019867107272148132
w64,67,chain-1670939-d1,1,iterative_matched,wrong,after_pra,5,0.3043825626373291,-0.006106100976467133
w64,67,chain-1670939-d1,1,iterative_matched,wrong,after_layer,5,0.31764650344848633,-0.006907621398568153
w64,67,chain-100004-d1,1,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-100004-d1,1,iterative_matched,shuffle,after_pra,0,0.18195724487304688,0.04116351902484894
w64,67,chain-100004-d1,1,iterative_matched,shuffle,after_layer,0,0.10246825218200684,0.046793729066848755
w64,67,chain-100004-d1,1,iterative_matched,shuffle,after_layer,1,0.12259769439697266,-0.008937828242778778
w64,67,chain-100004-d1,1,iterative_matched,shuffle,after_pra,2,0.1625838279724121,-0.029149621725082397
w64,67,chain-100004-d1,1,iterative_matched,shuffle,after_layer,2,-0.2725505828857422,-0.04434223100543022
w64,67,chain-100004-d1,1,iterative_matched,shuffle,after_layer,3,-0.18699336051940918,-0.0336233489215374
w64,67,chain-100004-d1,1,iterative_matched,shuffle,after_pra,4,2.486264944076538,0.04475214146077633
w64,67,chain-100004-d1,1,iterative_matched,shuffle,after_layer,4,2.1624832153320312,0.03880939073860645
w64,67,chain-100004-d1,1,iterative_matched,shuffle,after_pra,5,0.9399714469909668,0.014993079006671906
w64,67,chain-100004-d1,1,iterative_matched,shuffle,after_layer,5,0.659339189529419,0.008262170478701591
w64,67,chain-204733-d3,3,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-204733-d3,3,iterative_matched,shuffle,after_pra,0,0.8952696323394775,0.07063720375299454
w64,67,chain-204733-d3,3,iterative_matched,shuffle,after_layer,0,0.9785895347595215,0.06888964027166367
w64,67,chain-204733-d3,3,iterative_matched,shuffle,after_layer,1,0.5177192687988281,0.06153927743434906
w64,67,chain-204733-d3,3,iterative_matched,shuffle,after_pra,2,1.001720666885376,0.07493823766708374
w64,67,chain-204733-d3,3,iterative_matched,shuffle,after_layer,2,1.1631708145141602,0.08077841624617577
w64,67,chain-204733-d3,3,iterative_matched,shuffle,after_layer,3,0.45947980880737305,0.03627081587910652
w64,67,chain-204733-d3,3,iterative_matched,shuffle,after_pra,4,5.913332223892212,0.8719577435404062
w64,67,chain-204733-d3,3,iterative_matched,shuffle,after_layer,4,5.748608350753784,0.857075272127986
w64,67,chain-204733-d3,3,iterative_matched,shuffle,after_pra,5,5.999835968017578,0.7934191208332777
w64,67,chain-204733-d3,3,iterative_matched,shuffle,after_layer,5,5.765925884246826,0.7561231479048729
w64,67,chain-309462-d4,4,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-309462-d4,4,iterative_matched,shuffle,after_pra,0,0.036093950271606445,0.014337778091430664
w64,67,chain-309462-d4,4,iterative_matched,shuffle,after_layer,0,0.014731884002685547,0.01059696078300476
w64,67,chain-309462-d4,4,iterative_matched,shuffle,after_layer,1,1.862635612487793,0.0754544623196125
w64,67,chain-309462-d4,4,iterative_matched,shuffle,after_pra,2,0.5776345729827881,0.007156047970056534
w64,67,chain-309462-d4,4,iterative_matched,shuffle,after_layer,2,0.48130345344543457,0.006464051082730293
w64,67,chain-309462-d4,4,iterative_matched,shuffle,after_layer,3,2.6353182792663574,0.030602823244407773
w64,67,chain-309462-d4,4,iterative_matched,shuffle,after_pra,4,5.2641541957855225,0.09659611282404512
w64,67,chain-309462-d4,4,iterative_matched,shuffle,after_layer,4,5.376213550567627,0.10942047560820356
w64,67,chain-309462-d4,4,iterative_matched,shuffle,after_pra,5,7.615017414093018,0.3097263535892125
w64,67,chain-309462-d4,4,iterative_matched,shuffle,after_layer,5,7.838164806365967,0.34742892457870767
w64,67,chain-414191-d2,2,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-414191-d2,2,iterative_matched,shuffle,after_pra,0,0.31343650817871094,-0.0019319728016853333
w64,67,chain-414191-d2,2,iterative_matched,shuffle,after_layer,0,0.31577301025390625,-0.009995058178901672
w64,67,chain-414191-d2,2,iterative_matched,shuffle,after_layer,1,-0.2357478141784668,-0.003985168412327766
w64,67,chain-414191-d2,2,iterative_matched,shuffle,after_pra,2,2.318727970123291,0.020584819372743368
w64,67,chain-414191-d2,2,iterative_matched,shuffle,after_layer,2,2.7775180339813232,0.021027293521910906
w64,67,chain-414191-d2,2,iterative_matched,shuffle,after_layer,3,0.6752657890319824,0.0005021020770072937
w64,67,chain-414191-d2,2,iterative_matched,shuffle,after_pra,4,-0.46005773544311523,-0.0023741761688143015
w64,67,chain-414191-d2,2,iterative_matched,shuffle,after_layer,4,-0.310030460357666,-0.0019954657182097435
w64,67,chain-414191-d2,2,iterative_matched,shuffle,after_pra,5,-0.8046255111694336,-0.002755200956016779
w64,67,chain-414191-d2,2,iterative_matched,shuffle,after_layer,5,-0.8261709213256836,-0.0028291031485423446
w64,67,chain-518920-d1,1,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-518920-d1,1,iterative_matched,shuffle,after_pra,0,0.4110286235809326,0.03580896556377411
w64,67,chain-518920-d1,1,iterative_matched,shuffle,after_layer,0,0.5996098518371582,0.06325381994247437
w64,67,chain-518920-d1,1,iterative_matched,shuffle,after_layer,1,0.5843582153320312,0.06019062548875809
w64,67,chain-518920-d1,1,iterative_matched,shuffle,after_pra,2,1.4533979892730713,0.07972444593906403
w64,67,chain-518920-d1,1,iterative_matched,shuffle,after_layer,2,1.1251921653747559,0.06296926736831665
w64,67,chain-518920-d1,1,iterative_matched,shuffle,after_layer,3,0.06799530982971191,0.002051442861557007
w64,67,chain-518920-d1,1,iterative_matched,shuffle,after_pra,4,0.6821973323822021,0.012326869182288647
w64,67,chain-518920-d1,1,iterative_matched,shuffle,after_layer,4,0.43381381034851074,0.008091793395578861
w64,67,chain-518920-d1,1,iterative_matched,shuffle,after_pra,5,0.4024341106414795,0.00660212617367506
w64,67,chain-518920-d1,1,iterative_matched,shuffle,after_layer,5,0.4849057197570801,0.008523202501237392
w64,67,chain-623649-d1,1,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-623649-d1,1,iterative_matched,shuffle,after_pra,0,0.28194689750671387,-0.018573828041553497
w64,67,chain-623649-d1,1,iterative_matched,shuffle,after_layer,0,-0.10990118980407715,-0.03971598297357559
w64,67,chain-623649-d1,1,iterative_matched,shuffle,after_layer,1,-0.2864375114440918,-0.014789311215281487
w64,67,chain-623649-d1,1,iterative_matched,shuffle,after_pra,2,0.4338045120239258,-0.002596292644739151
w64,67,chain-623649-d1,1,iterative_matched,shuffle,after_layer,2,0.6517350673675537,0.00030386075377464294
w64,67,chain-623649-d1,1,iterative_matched,shuffle,after_layer,3,1.4917616844177246,0.02272623684257269
w64,67,chain-623649-d1,1,iterative_matched,shuffle,after_pra,4,2.8635663986206055,0.03802882321178913
w64,67,chain-623649-d1,1,iterative_matched,shuffle,after_layer,4,2.776693820953369,0.039270687848329544
w64,67,chain-623649-d1,1,iterative_matched,shuffle,after_pra,5,3.022479295730591,0.04076948994770646
w64,67,chain-623649-d1,1,iterative_matched,shuffle,after_layer,5,2.999542474746704,0.041459567844867706
w64,67,chain-728378-d2,2,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-728378-d2,2,iterative_matched,shuffle,after_pra,0,2.0303300619125366,0.17094944044947624
w64,67,chain-728378-d2,2,iterative_matched,shuffle,after_layer,0,2.073287010192871,0.2611957713961601
w64,67,chain-728378-d2,2,iterative_matched,shuffle,after_layer,1,1.9396517276763916,0.4244024455547333
w64,67,chain-728378-d2,2,iterative_matched,shuffle,after_pra,2,5.179523468017578,0.8217201381921768
w64,67,chain-728378-d2,2,iterative_matched,shuffle,after_layer,2,5.540555000305176,0.8403129503130913
w64,67,chain-728378-d2,2,iterative_matched,shuffle,after_layer,3,7.611281156539917,0.9106130376458168
w64,67,chain-728378-d2,2,iterative_matched,shuffle,after_pra,4,6.935577392578125,0.6982108070515096
w64,67,chain-728378-d2,2,iterative_matched,shuffle,after_layer,4,6.983545303344727,0.7000714191235602
w64,67,chain-728378-d2,2,iterative_matched,shuffle,after_pra,5,7.791332244873047,0.6621674872003496
w64,67,chain-728378-d2,2,iterative_matched,shuffle,after_layer,5,7.676346302032471,0.64012229826767
w64,67,chain-833107-d1,1,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-833107-d1,1,iterative_matched,shuffle,after_pra,0,-0.15274477005004883,-0.01617564633488655
w64,67,chain-833107-d1,1,iterative_matched,shuffle,after_layer,0,-0.4306981563568115,-0.015264339745044708
w64,67,chain-833107-d1,1,iterative_matched,shuffle,after_layer,1,0.13143348693847656,-0.0012746541760861874
w64,67,chain-833107-d1,1,iterative_matched,shuffle,after_pra,2,0.379274845123291,0.0005346995312720537
w64,67,chain-833107-d1,1,iterative_matched,shuffle,after_layer,2,0.47933387756347656,0.0004968335852026939
w64,67,chain-833107-d1,1,iterative_matched,shuffle,after_layer,3,-0.8678860664367676,-0.000817631371319294
w64,67,chain-833107-d1,1,iterative_matched,shuffle,after_pra,4,-1.456756591796875,-0.001081748865544796
w64,67,chain-833107-d1,1,iterative_matched,shuffle,after_layer,4,-1.5046110153198242,-0.0009564264764776453
w64,67,chain-833107-d1,1,iterative_matched,shuffle,after_pra,5,-1.025193691253662,-0.0009934347472153604
w64,67,chain-833107-d1,1,iterative_matched,shuffle,after_layer,5,-1.179305076599121,-0.0010187796724494547
w64,67,chain-937836-d1,1,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-937836-d1,1,iterative_matched,shuffle,after_pra,0,0.6215901374816895,0.007306436076760292
w64,67,chain-937836-d1,1,iterative_matched,shuffle,after_layer,0,0.8024260997772217,0.00945795327425003
w64,67,chain-937836-d1,1,iterative_matched,shuffle,after_layer,1,0.07015061378479004,0.007087612524628639
w64,67,chain-937836-d1,1,iterative_matched,shuffle,after_pra,2,1.9455242156982422,0.0631304569542408
w64,67,chain-937836-d1,1,iterative_matched,shuffle,after_layer,2,1.9671800136566162,0.06203015428036451
w64,67,chain-937836-d1,1,iterative_matched,shuffle,after_layer,3,2.407034397125244,0.09312131255865097
w64,67,chain-937836-d1,1,iterative_matched,shuffle,after_pra,4,2.3366920948028564,0.06482560187578201
w64,67,chain-937836-d1,1,iterative_matched,shuffle,after_layer,4,2.3742563724517822,0.07394384033977985
w64,67,chain-937836-d1,1,iterative_matched,shuffle,after_pra,5,2.338960647583008,0.05896659754216671
w64,67,chain-937836-d1,1,iterative_matched,shuffle,after_layer,5,2.364471673965454,0.06884729117155075
w64,67,chain-1042565-d1,1,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-1042565-d1,1,iterative_matched,shuffle,after_pra,0,0.7103536128997803,0.02182997390627861
w64,67,chain-1042565-d1,1,iterative_matched,shuffle,after_layer,0,1.0362037420272827,0.022924788296222687
w64,67,chain-1042565-d1,1,iterative_matched,shuffle,after_layer,1,1.6182870864868164,0.08330772258341312
w64,67,chain-1042565-d1,1,iterative_matched,shuffle,after_pra,2,3.4443318843841553,0.05277894320897758
w64,67,chain-1042565-d1,1,iterative_matched,shuffle,after_layer,2,3.255126714706421,0.06534416601061821
w64,67,chain-1042565-d1,1,iterative_matched,shuffle,after_layer,3,4.852124929428101,0.12584096600767225
w64,67,chain-1042565-d1,1,iterative_matched,shuffle,after_pra,4,6.691315174102783,0.3498351533198729
w64,67,chain-1042565-d1,1,iterative_matched,shuffle,after_layer,4,6.640707969665527,0.3282928185071796
w64,67,chain-1042565-d1,1,iterative_matched,shuffle,after_pra,5,5.253420352935791,0.10131018364336342
w64,67,chain-1042565-d1,1,iterative_matched,shuffle,after_layer,5,5.173719882965088,0.10256077960366383
w64,67,chain-1147294-d2,2,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-1147294-d2,2,iterative_matched,shuffle,after_pra,0,4.241372346878052,0.3562558852136135
w64,67,chain-1147294-d2,2,iterative_matched,shuffle,after_layer,0,4.977962970733643,0.43302767630666494
w64,67,chain-1147294-d2,2,iterative_matched,shuffle,after_layer,1,4.765020847320557,0.38077151123434305
w64,67,chain-1147294-d2,2,iterative_matched,shuffle,after_pra,2,4.7369160652160645,0.43405105266720057
w64,67,chain-1147294-d2,2,iterative_matched,shuffle,after_layer,2,4.640773773193359,0.3740224973298609
w64,67,chain-1147294-d2,2,iterative_matched,shuffle,after_layer,3,5.3047943115234375,0.5698044644668698
w64,67,chain-1147294-d2,2,iterative_matched,shuffle,after_pra,4,5.722833633422852,0.5767206456512213
w64,67,chain-1147294-d2,2,iterative_matched,shuffle,after_layer,4,5.691312789916992,0.5143177509307861
w64,67,chain-1147294-d2,2,iterative_matched,shuffle,after_pra,5,5.209551811218262,0.42639537528157234
w64,67,chain-1147294-d2,2,iterative_matched,shuffle,after_layer,5,4.870993614196777,0.3754438376054168
w64,67,chain-1252023-d4,4,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-1252023-d4,4,iterative_matched,shuffle,after_pra,0,-0.0096513032913208,0.04000598192214966
w64,67,chain-1252023-d4,4,iterative_matched,shuffle,after_layer,0,-0.05867743492126465,0.05830743908882141
w64,67,chain-1252023-d4,4,iterative_matched,shuffle,after_layer,1,2.2255373001098633,0.22543998807668686
w64,67,chain-1252023-d4,4,iterative_matched,shuffle,after_pra,2,2.6450483798980713,0.10467246919870377
w64,67,chain-1252023-d4,4,iterative_matched,shuffle,after_layer,2,3.147531032562256,0.12507173977792263
w64,67,chain-1252023-d4,4,iterative_matched,shuffle,after_layer,3,2.0164413452148438,0.015122317243367434
w64,67,chain-1252023-d4,4,iterative_matched,shuffle,after_pra,4,4.5725181102752686,0.06052292458480224
w64,67,chain-1252023-d4,4,iterative_matched,shuffle,after_layer,4,4.664608955383301,0.0640568322269246
w64,67,chain-1252023-d4,4,iterative_matched,shuffle,after_pra,5,5.719584226608276,0.08270104610710405
w64,67,chain-1252023-d4,4,iterative_matched,shuffle,after_layer,5,5.673069000244141,0.07442280935356393
w64,67,chain-1356752-d1,1,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-1356752-d1,1,iterative_matched,shuffle,after_pra,0,0.33601832389831543,0.010853521525859833
w64,67,chain-1356752-d1,1,iterative_matched,shuffle,after_layer,0,0.4355400800704956,0.01612064242362976
w64,67,chain-1356752-d1,1,iterative_matched,shuffle,after_layer,1,-1.2102327346801758,-0.2731454223394394
w64,67,chain-1356752-d1,1,iterative_matched,shuffle,after_pra,2,-0.42343735694885254,-0.050652265548706055
w64,67,chain-1356752-d1,1,iterative_matched,shuffle,after_layer,2,-0.2362980842590332,-0.040977418422698975
w64,67,chain-1356752-d1,1,iterative_matched,shuffle,after_layer,3,-1.8002877235412598,-0.2430683970451355
w64,67,chain-1356752-d1,1,iterative_matched,shuffle,after_pra,4,-5.398703098297119,-0.7452616840600967
w64,67,chain-1356752-d1,1,iterative_matched,shuffle,after_layer,4,-5.463439464569092,-0.7447621524333954
w64,67,chain-1356752-d1,1,iterative_matched,shuffle,after_pra,5,-6.988310098648071,-0.9080087393522263
w64,67,chain-1356752-d1,1,iterative_matched,shuffle,after_layer,5,-6.929012775421143,-0.9064774848520756
w64,67,chain-1461481-d2,2,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-1461481-d2,2,iterative_matched,shuffle,after_pra,0,-0.020634770393371582,-0.039465829730033875
w64,67,chain-1461481-d2,2,iterative_matched,shuffle,after_layer,0,-0.4224562644958496,-0.06481415778398514
w64,67,chain-1461481-d2,2,iterative_matched,shuffle,after_layer,1,-1.6733019351959229,-0.11082673817873001
w64,67,chain-1461481-d2,2,iterative_matched,shuffle,after_pra,2,-1.6022944450378418,-0.2824796438217163
w64,67,chain-1461481-d2,2,iterative_matched,shuffle,after_layer,2,-1.3182272911071777,-0.24076169729232788
w64,67,chain-1461481-d2,2,iterative_matched,shuffle,after_layer,3,-0.9981951713562012,-0.19467924535274506
w64,67,chain-1461481-d2,2,iterative_matched,shuffle,after_pra,4,1.2696714401245117,0.24412192404270172
w64,67,chain-1461481-d2,2,iterative_matched,shuffle,after_layer,4,1.4044270515441895,0.28700830042362213
w64,67,chain-1461481-d2,2,iterative_matched,shuffle,after_pra,5,2.0176801681518555,0.40150777995586395
w64,67,chain-1461481-d2,2,iterative_matched,shuffle,after_layer,5,2.142401695251465,0.43967631459236145
w64,67,chain-1566210-d2,2,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-1566210-d2,2,iterative_matched,shuffle,after_pra,0,-0.15269064903259277,-0.015651730820536613
w64,67,chain-1566210-d2,2,iterative_matched,shuffle,after_layer,0,-0.15610909461975098,-0.01729239895939827
w64,67,chain-1566210-d2,2,iterative_matched,shuffle,after_layer,1,0.29865217208862305,0.015311844646930695
w64,67,chain-1566210-d2,2,iterative_matched,shuffle,after_pra,2,1.1871840953826904,0.06474997848272324
w64,67,chain-1566210-d2,2,iterative_matched,shuffle,after_layer,2,1.129612922668457,0.07165925949811935
w64,67,chain-1566210-d2,2,iterative_matched,shuffle,after_layer,3,1.7100481986999512,0.09860817342996597
w64,67,chain-1566210-d2,2,iterative_matched,shuffle,after_pra,4,0.3034780025482178,-0.0117679163813591
w64,67,chain-1566210-d2,2,iterative_matched,shuffle,after_layer,4,0.4653182029724121,0.003778234124183655
w64,67,chain-1566210-d2,2,iterative_matched,shuffle,after_pra,5,-0.2935605049133301,-0.0587528720498085
w64,67,chain-1566210-d2,2,iterative_matched,shuffle,after_layer,5,-0.1796717643737793,-0.06084746867418289
w64,67,chain-1670939-d1,1,iterative_matched,shuffle,input,-1,0.0,0.0
w64,67,chain-1670939-d1,1,iterative_matched,shuffle,after_pra,0,-0.07362747192382812,-0.012726331129670143
w64,67,chain-1670939-d1,1,iterative_matched,shuffle,after_layer,0,-0.01991581916809082,-0.013458644971251488
w64,67,chain-1670939-d1,1,iterative_matched,shuffle,after_layer,1,0.7202141284942627,0.015810946002602577
w64,67,chain-1670939-d1,1,iterative_matched,shuffle,after_pra,2,0.35260868072509766,0.004698805510997772
w64,67,chain-1670939-d1,1,iterative_matched,shuffle,after_layer,2,0.3264615535736084,0.004637109115719795
w64,67,chain-1670939-d1,1,iterative_matched,shuffle,after_layer,3,0.7312479019165039,0.015106171369552612
w64,67,chain-1670939-d1,1,iterative_matched,shuffle,after_pra,4,2.377228260040283,0.08213425241410732
w64,67,chain-1670939-d1,1,iterative_matched,shuffle,after_layer,4,2.3254754543304443,0.07893430814146996
w64,67,chain-1670939-d1,1,iterative_matched,shuffle,after_pra,5,1.9529025554656982,0.03584332764148712
w64,67,chain-1670939-d1,1,iterative_matched,shuffle,after_layer,5,1.9444665908813477,0.037710513919591904
w128,17,chain-100004-d1,1,one_shot,selected,input,-1,0.0,0.0
w128,17,chain-100004-d1,1,one_shot,selected,after_pra,0,-0.8553541898727417,-0.102816641330719
w128,17,chain-100004-d1,1,one_shot,selected,after_layer,0,-1.5089020729064941,-0.11065879464149475
w128,17,chain-100004-d1,1,one_shot,selected,after_layer,1,-1.3443150520324707,-0.0766134187579155
w128,17,chain-100004-d1,1,one_shot,selected,after_layer,2,-1.4568440914154053,-0.07689034938812256
w128,17,chain-100004-d1,1,one_shot,selected,after_layer,3,-1.7889015674591064,-0.0361947575584054
w128,17,chain-100004-d1,1,one_shot,selected,after_layer,4,-2.0380239486694336,-0.027338873594999313
w128,17,chain-100004-d1,1,one_shot,selected,after_layer,5,-2.135195255279541,-0.02785536367446184
w128,17,chain-204733-d3,3,one_shot,selected,input,-1,0.0,0.0
w128,17,chain-204733-d3,3,one_shot,selected,after_pra,0,1.1068960428237915,0.049757182598114014
w128,17,chain-204733-d3,3,one_shot,selected,after_layer,0,1.1883702278137207,0.07083966583013535
w128,17,chain-204733-d3,3,one_shot,selected,after_layer,1,1.260730504989624,0.050661345943808556
w128,17,chain-204733-d3,3,one_shot,selected,after_layer,2,3.5380749702453613,0.2035746593028307
w128,17,chain-204733-d3,3,one_shot,selected,after_layer,3,2.54374361038208,0.2676872396841645
w128,17,chain-204733-d3,3,one_shot,selected,after_layer,4,2.8568859100341797,0.1822922765277326
w128,17,chain-204733-d3,3,one_shot,selected,after_layer,5,2.4405570030212402,0.07243905961513519
w128,17,chain-309462-d4,4,one_shot,selected,input,-1,0.0,0.0
w128,17,chain-309462-d4,4,one_shot,selected,after_pra,0,-0.8824759721755981,0.010184898972511292
