window,seed,example_id,depth,one_shot_path_recovery,iterative_path_recovery,path_gain,one_shot_correct,iterative_correct,answer_gain,one_shot_margin,iterative_margin,margin_gain,oracle_margin_gain
w16,41,chain-1566210-d2,2,0,0,0.0,0,0,0.0,-2.510542869567871,-1.0935003757476807,1.4170424938201904,1.1595056056976318
w16,41,chain-1670939-d1,1,1,0,-1.0,1,0,-1.0,1.48004150390625,-0.3047599792480469,-1.7848014831542969,2.686471462249756
w16,41,chain-204733-d3,3,0,0,0.0,0,0,0.0,-5.023182392120361,-2.594414234161377,2.4287681579589844,1.4173595905303955
w16,41,chain-309462-d4,4,0,0,0.0,0,0,0.0,-3.884992837905884,-0.7882366180419922,3.0967562198638916,-1.493666172027588
w16,41,chain-414191-d2,2,0,0,0.0,0,0,0.0,-2.1520018577575684,-1.0205981731414795,1.1314036846160889,-0.8770058155059814
w16,41,chain-518920-d1,1,1,0,-1.0,0,0,0.0,-2.5362656116485596,-4.186450958251953,-1.6501853466033936,1.8938255310058594
w16,41,chain-623649-d1,1,1,0,-1.0,0,0,0.0,-1.8248381614685059,-2.4612765312194824,-0.6364383697509766,-0.14066433906555176
w16,41,chain-728378-d2,2,1,0,-1.0,1,1,0.0,2.3939547538757324,0.47893667221069336,-1.915018081665039,-3.217458963394165
w16,41,chain-833107-d1,1,1,1,0.0,0,0,0.0,-4.710355758666992,-2.1629109382629395,2.5474448204040527,-0.5937929153442383
w16,41,chain-937836-d1,1,0,0,0.0,0,0,0.0,-1.6713836193084717,-0.8345346450805664,0.8368489742279053,2.0721182823181152
w16,53,chain-100004-d1,1,0,1,1.0,0,0,0.0,-4.331820964813232,-1.0919418334960938,3.2398791313171387,-0.026008129119873047
w16,53,chain-1042565-d1,1,1,1,0.0,0,0,0.0,-2.8131320476531982,-2.7553091049194336,0.05782294273376465,0.6245152950286865
w16,53,chain-1147294-d2,2,0,0,0.0,0,0,0.0,-2.0240321159362793,-5.481531143188477,-3.4574990272521973,0.6629738807678223
w16,53,chain-1252023-d4,4,0,0,0.0,0,0,0.0,-4.280406951904297,-0.11053466796875,4.169872283935547,-1.4913616180419922
w16,53,chain-1356752-d1,1,1,1,0.0,1,0,-1.0,0.14489364624023438,-0.7819204330444336,-0.926814079284668,1.540090560913086
w16,53,chain-1461481-d2,2,0,0,0.0,0,0,0.0,-3.2841830253601074,-1.4393181800842285,1.844864845275879,0.09942126274108887
w16,53,chain-1566210-d2,2,0,1,1.0,0,0,0.0,-1.056307315826416,-5.283714294433594,-4.227406978607178,0.09983968734741211
w16,53,chain-1670939-d1,1,0,0,0.0,0,0,0.0,-1.1957659721374512,-4.854067325592041,-3.65830135345459,0.2035365104675293
w16,53,chain-204733-d3,3,0,0,0.0,0,0,0.0,-0.6536564826965332,-0.09628725051879883,0.5573692321777344,1.5163722038269043
w16,53,chain-309462-d4,4,0,0,0.0,0,0,0.0,-2.3157565593719482,-0.05045938491821289,2.2652971744537354,0.4223322868347168
w16,53,chain-414191-d2,2,0,0,0.0,0,0,0.0,-0.6899433135986328,-1.123084545135498,-0.43314123153686523,-0.008534908294677734
w16,53,chain-518920-d1,1,1,1,0.0,0,0,0.0,-1.6692578792572021,-1.6892995834350586,-0.020041704177856445,1.6927881240844727
w16,53,chain-623649-d1,1,0,0,0.0,0,0,0.0,-3.2927114963531494,-0.9902067184448242,2.302504777908325,0.5202493667602539
w16,53,chain-728378-d2,2,0,1,1.0,0,0,0.0,-1.477403163909912,-1.9522068500518799,-0.4748036861419678,0.0
w16,53,chain-833107-d1,1,1,1,0.0,0,0,0.0,-1.762563705444336,-4.006467342376709,-2.243903636932373,0.9580297470092773
w16,53,chain-937836-d1,1,0,0,0.0,0,0,0.0,-2.0625722408294678,-5.445333957672119,-3.3827617168426514,0.7002029418945312
w16,67,chain-100004-d1,1,0,1,1.0,0,0,0.0,-3.522191047668457,-0.30869388580322266,3.2134971618652344,1.1195425987243652
w16,67,chain-1042565-d1,1,1,1,0.0,1,0,-1.0,0.15392160415649414,-2.4829063415527344,-2.6368279457092285,1.4802055358886719
w16,67,chain-1147294-d2,2,0,1,1.0,0,0,0.0,-1.442141056060791,-5.860621929168701,-4.41848087310791,0.093963623046875
w16,67,chain-1252023-d4,4,0,0,0.0,0,0,0.0,-4.77258825302124,-1.8839097023010254,2.888678550720215,3.2044339179992676
w16,67,chain-1356752-d1,1,0,1,1.0,1,0,-1.0,0.40665483474731445,-1.3217310905456543,-1.7283859252929688,-0.6497793197631836
w16,67,chain-1461481-d2,2,0,0,0.0,0,1,1.0,-4.648653030395508,1.6484479904174805,6.297101020812988,-2.439664363861084
w16,67,chain-1566210-d2,2,0,0,0.0,0,0,0.0,-1.5817809104919434,-3.6675636768341064,-2.085782766342163,0.8639254570007324
w16,67,chain-1670939-d1,1,1,1,0.0,1,0,-1.0,2.35935640335083,-5.550683975219727,-7.910040378570557,-0.8676190376281738
w16,67,chain-204733-d3,3,0,0,0.0,0,0,0.0,-4.886986255645752,-1.2300043106079102,3.656981945037842,1.0502228736877441
w16,67,chain-309462-d4,4,0,0,0.0,0,0,0.0,-5.985210418701172,-1.9460318088531494,4.0391786098480225,0.1790463924407959
w16,67,chain-414191-d2,2,0,0,0.0,1,0,-1.0,0.5911850929260254,-2.2507686614990234,-2.841953754425049,-0.8340997695922852
w16,67,chain-518920-d1,1,1,0,-1.0,0,0,0.0,-1.7700209617614746,-0.2871565818786621,1.4828643798828125,0.6879453659057617
w16,67,chain-623649-d1,1,0,1,1.0,0,1,1.0,-2.486750602722168,1.5415658950805664,4.028316497802734,-0.48714685440063477
w16,67,chain-728378-d2,2,0,0,0.0,0,0,0.0,-1.4231534004211426,-0.3435835838317871,1.0795698165893555,0.543116569519043
w16,67,chain-833107-d1,1,1,1,0.0,0,0,0.0,-0.7546801567077637,-3.716540813446045,-2.9618606567382812,1.2335333824157715
w16,67,chain-937836-d1,1,0,0,0.0,0,0,0.0,-2.2308812141418457,-5.012717247009277,-2.7818360328674316,-1.2398700714111328
w32,17,chain-100004-d1,1,0,1,1.0,1,1,0.0,0.5664472579956055,1.4391469955444336,0.8726997375488281,-3.3289875984191895
w32,17,chain-1042565-d1,1,1,1,0.0,1,1,0.0,3.9468393325805664,1.2093572616577148,-2.7374820709228516,0.1509389877319336
w32,17,chain-1147294-d2,2,1,0,-1.0,0,0,0.0,-5.118478298187256,-6.1036057472229,-0.9851274490356445,2.6267318725585938
w32,17,chain-1252023-d4,4,0,0,0.0,0,0,0.0,-7.244069576263428,-7.505815505981445,-0.2617459297180176,6.830443859100342
w32,17,chain-1356752-d1,1,1,1,0.0,0,0,0.0,-1.50150728225708,-1.4742403030395508,0.027266979217529297,0.10237932205200195
w32,17,chain-1461481-d2,2,0,0,0.0,0,1,1.0,-3.013813018798828,0.5119180679321289,3.525731086730957,0.3485865592956543
w32,17,chain-1566210-d2,2,0,0,0.0,0,0,0.0,-6.831347942352295,-5.918238639831543,0.913109302520752,2.4683759212493896
w32,17,chain-1670939-d1,1,1,1,0.0,0,0,0.0,-2.386323928833008,-7.237545967102051,-4.851222038269043,4.133291006088257
w32,17,chain-204733-d3,3,0,0,0.0,0,0,0.0,-5.345644474029541,-2.6189956665039062,2.7266488075256348,0.37807679176330566
w32,17,chain-309462-d4,4,0,0,0.0,0,0,0.0,-4.66093635559082,-1.0095810890197754,3.651355266571045,0.018034934997558594
w32,17,chain-414191-d2,2,0,0,0.0,0,0,0.0,-3.3703556060791016,-3.189377784729004,0.18097782135009766,4.67368745803833
w32,17,chain-518920-d1,1,0,1,1.0,0,0,0.0,-4.380061626434326,-3.348018169403076,1.03204345703125,2.3632559776306152
w32,17,chain-623649-d1,1,0,1,1.0,0,0,0.0,-4.068434715270996,-4.526575565338135,-0.45814085006713867,3.5502099990844727
w32,17,chain-728378-d2,2,0,1,1.0,0,0,0.0,-4.962507724761963,-4.25834846496582,0.7041592597961426,-1.1661090850830078
w32,17,chain-833107-d1,1,1,0,-1.0,0,1,1.0,-0.06732177734375,1.4846758842468262,1.5519976615905762,1.920116901397705
w32,17,chain-937836-d1,1,0,0,0.0,0,0,0.0,-6.407267093658447,-6.529454708099365,-0.12218761444091797,1.8097000122070312
w32,29,chain-100004-d1,1,0,1,1.0,0,0,0.0,-2.526014804840088,-4.949549674987793,-2.423534870147705,5.752815246582031
w32,29,chain-1042565-d1,1,1,0,-1.0,1,0,-1.0,0.08598136901855469,-4.016278266906738,-4.102259635925293,1.5682387351989746
w32,29,chain-1147294-d2,2,0,0,0.0,0,0,0.0,-4.021259784698486,-4.54983377456665,-0.5285739898681641,6.05919075012207
w32,29,chain-1252023-d4,4,0,0,0.0,1,1,0.0,1.5825998783111572,2.1102664470672607,0.5276665687561035,1.4233272075653076
w32,29,chain-1356752-d1,1,1,0,-1.0,1,0,-1.0,1.889923095703125,-4.266101837158203,-6.156024932861328,4.544109344482422
w32,29,chain-1461481-d2,2,0,0,0.0,1,1,0.0,3.425593376159668,0.9228725433349609,-2.502720832824707,-0.9294195175170898
w32,29,chain-1566210-d2,2,0,0,0.0,0,0,0.0,-4.355123519897461,-1.804121971130371,2.55100154876709,1.9946141242980957
w32,29,chain-1670939-d1,1,0,1,1.0,0,1,1.0,-5.031928062438965,1.1905031204223633,6.222431182861328,-1.2377281188964844
w32,29,chain-204733-d3,3,0,0,0.0,1,0,-1.0,3.194939613342285,-0.12514400482177734,-3.3200836181640625,-1.5562334060668945
w32,29,chain-309462-d4,4,0,0,0.0,0,1,1.0,-1.48309326171875,0.4792513847351074,1.9623446464538574,-0.25272703170776367
w32,29,chain-414191-d2,2,0,0,0.0,0,0,0.0,-6.6470723152160645,-0.3733668327331543,6.27370548248291,-0.8030920028686523
w32,29,chain-518920-d1,1,1,1,0.0,1,0,-1.0,1.9902148246765137,-5.823173999786377,-7.813388824462891,7.1582231521606445
w32,29,chain-623649-d1,1,1,0,-1.0,0,0,0.0,-0.7895359992980957,-4.6759443283081055,-3.8864083290100098,5.644877910614014
w32,29,chain-728378-d2,2,1,1,0.0,0,0,0.0,-5.424540042877197,-3.070019006729126,2.3545210361480713,0.6545336246490479
w32,29,chain-833107-d1,1,0,1,1.0,0,1,1.0,-5.549365043640137,0.6394953727722168,6.1888604164123535,-1.2958574295043945
w32,29,chain-937836-d1,1,0,1,1.0,0,0,0.0,-4.504787921905518,-2.481898307800293,2.0228896141052246,1.809438705444336
w32,41,chain-100004-d1,1,0,0,0.0,0,0,0.0,-2.8943839073181152,-5.525812149047852,-2.6314282417297363,3.0134778022766113
w32,41,chain-1042565-d1,1,0,1,1.0,0,0,0.0,-6.867123603820801,-1.2401800155639648,5.626943588256836,1.435481071472168
w32,41,chain-1147294-d2,2,0,0,0.0,0,0,0.0,-4.603755950927734,-3.442223072052002,1.1615328788757324,1.240250587463379
w32,41,chain-1252023-d4,4,0,0,0.0,0,0,0.0,-6.3351311683654785,-4.781368255615234,1.5537629127502441,3.4537193775177
w32,41,chain-1356752-d1,1,1,0,-1.0,0,0,0.0,-7.038066864013672,-2.736743450164795,4.301323413848877,-0.1707141399383545
w32,41,chain-1461481-d2,2,0,0,0.0,1,0,-1.0,0.31480979919433594,-1.7055072784423828,-2.0203170776367188,-0.9414887428283691
w32,41,chain-1566210-d2,2,1,0,-1.0,0,0,0.0,-5.182171821594238,-2.137122631072998,3.0450491905212402,2.0366978645324707
w32,41,chain-1670939-d1,1,0,1,1.0,0,0,0.0,-7.287216663360596,-1.5070672035217285,5.780149459838867,1.1682820320129395
w32,41,chain-204733-d3,3,0,0,0.0,0,0,0.0,-5.276012420654297,-0.08529138565063477,5.190721035003662,-0.5878963470458984
w32,41,chain-309462-d4,4,0,0,0.0,0,0,0.0,-3.221108913421631,-2.677091598510742,0.5440173149108887,2.471217155456543
w32,41,chain-414191-d2,2,0,0,0.0,0,0,0.0,-5.329097747802734,-6.419179916381836,-1.0900821685791016,2.9390907287597656
w32,41,chain-518920-d1,1,0,0,0.0,0,0,0.0,-3.3805603981018066,-4.489831447601318,-1.1092710494995117,1.2148184776306152
w32,41,chain-623649-d1,1,0,0,0.0,0,0,0.0,-3.7495579719543457,-6.7819342613220215,-3.032376289367676,3.9506940841674805
w32,41,chain-728378-d2,2,1,1,0.0,1,1,0.0,4.847551345825195,0.9613156318664551,-3.8862357139587402,0.4863905906677246
w32,41,chain-833107-d1,1,0,1,1.0,0,0,0.0,-8.067021369934082,-4.331158638000488,3.7358627319335938,-1.175489902496338
w32,41,chain-937836-d1,1,0,0,0.0,0,0,0.0,-5.356781959533691,-3.3038487434387207,2.0529332160949707,2.8942575454711914
w32,53,chain-100004-d1,1,0,1,1.0,0,1,1.0,-3.4196066856384277,1.164621353149414,4.584228038787842,0.274599552154541
w32,53,chain-1042565-d1,1,1,1,0.0,0,0,0.0,-5.0081353187561035,-7.031942367553711,-2.0238070487976074,4.6820783615112305
w32,53,chain-1147294-d2,2,0,0,0.0,0,0,0.0,-5.720116138458252,-6.55531120300293,-0.8351950645446777,2.774169445037842
w32,53,chain-1252023-d4,4,0,0,0.0,0,1,1.0,-2.3902039527893066,0.850914716720581,3.2411186695098877,1.2137320041656494
w32,53,chain-1356752-d1,1,1,1,0.0,1,1,0.0,5.171119689941406,0.729710578918457,-4.441409111022949,-0.5143551826477051
w32,53,chain-1461481-d2,2,1,0,-1.0,1,1,0.0,2.4894416332244873,2.750337600708008,0.2608959674835205,-0.799973726272583
w32,53,chain-1566210-d2,2,0,0,0.0,0,0,0.0,-0.8830742835998535,-3.0746381282806396,-2.191563844680786,0.0227353572845459
w32,53,chain-1670939-d1,1,1,1,0.0,1,0,-1.0,2.1648669242858887,-2.8474812507629395,-5.012348175048828,5.793145656585693
w32,53,chain-204733-d3,3,0,0,0.0,0,0,0.0,-3.0607995986938477,-2.2191474437713623,0.8416521549224854,1.2163093090057373
w32,53,chain-309462-d4,4,0,0,0.0,0,0,0.0,-1.1214137077331543,-1.1792898178100586,-0.0578761100769043,1.1805181503295898
w32,53,chain-414191-d2,2,0,0,0.0,0,0,0.0,-3.520416498184204,-5.06279182434082,-1.5423753261566162,3.6785049438476562
w32,53,chain-518920-d1,1,1,1,0.0,1,1,0.0,3.7818498611450195,1.313582181930542,-2.4682676792144775,2.2902419567108154
w32,53,chain-623649-d1,1,1,1,0.0,1,0,-1.0,2.949108600616455,-1.2754783630371094,-4.2245869636535645,4.5809454917907715
w32,53,chain-728378-d2,2,0,1,1.0,0,0,0.0,-4.3646416664123535,-3.6467843055725098,0.7178573608398438,3.0074586868286133
w32,53,chain-833107-d1,1,0,0,0.0,0,0,0.0,-6.669013977050781,-6.644611358642578,0.024402618408203125,1.9432969093322754
w32,53,chain-937836-d1,1,0,0,0.0,0,0,0.0,-4.351777076721191,-5.071744918823242,-0.7199678421020508,4.930648326873779
w32,67,chain-100004-d1,1,0,0,0.0,0,0,0.0,-3.7433218955993652,-5.382539749145508,-1.6392178535461426,2.8314969539642334
w32,67,chain-1042565-d1,1,1,1,0.0,1,1,0.0,0.3234548568725586,2.626631736755371,2.3031768798828125,0.2671983242034912
w32,67,chain-1147294-d2,2,0,1,1.0,1,0,-1.0,0.9366235733032227,-0.7260828018188477,-1.6627063751220703,-2.1596808433532715
w32,67,chain-1252023-d4,4,0,0,0.0,0,0,0.0,-4.173905372619629,-3.750575065612793,0.42333030700683594,6.01362943649292
w32,67,chain-1356752-d1,1,0,0,0.0,0,0,0.0,-2.3656749725341797,-3.6157190799713135,-1.2500441074371338,1.635284185409546
w32,67,chain-1461481-d2,2,0,0,0.0,0,0,0.0,-0.0747075080871582,-0.10631370544433594,-0.031606197357177734,1.6165404319763184
w32,67,chain-1566210-d2,2,0,0,0.0,0,0,0.0,-2.450087785720825,-5.886693000793457,-3.436605215072632,3.2194430828094482
w32,67,chain-1670939-d1,1,1,1,0.0,1,0,-1.0,1.0156145095825195,-4.895702362060547,-5.911316871643066,5.8712992668151855
w32,67,chain-204733-d3,3,0,0,0.0,0,0,0.0,-4.203670978546143,-2.8191370964050293,1.3845338821411133,5.35041880607605
w32,67,chain-309462-d4,4,0,0,0.0,0,1,1.0,-4.061944007873535,0.7953128814697266,4.857256889343262,-2.2328975200653076
w32,67,chain-414191-d2,2,0,0,0.0,1,0,-1.0,2.6437807083129883,-5.0139007568359375,-7.657681465148926,-0.6330990791320801
w32,67,chain-518920-d1,1,1,1,0.0,0,0,0.0,-0.40249156951904297,-4.544776916503906,-4.142285346984863,2.9700589179992676
w32,67,chain-623649-d1,1,0,1,1.0,0,0,0.0,-3.8479816913604736,-2.261660575866699,1.5863211154937744,3.4781060218811035
w32,67,chain-728378-d2,2,0,0,0.0,0,0,0.0,-0.042916297912597656,-1.8575868606567383,-1.8146705627441406,1.2086915969848633
w32,67,chain-833107-d1,1,1,1,0.0,1,0,-1.0,1.609856128692627,-5.326751232147217,-6.936607360839844,6.633065700531006
w32,67,chain-937836-d1,1,0,0,0.0,0,0,0.0,-1.5188393592834473,-5.901699066162109,-4.382859706878662,5.134355068206787
w64,17,chain-100004-d1,1,0,0,0.0,0,0,0.0,-3.9596571922302246,-5.116316795349121,-1.1566596031188965,2.671771287918091
w64,17,chain-1042565-d1,1,1,1,0.0,1,1,0.0,3.176990270614624,3.5064263343811035,0.3294360637664795,2.459113121032715
w64,17,chain-1147294-d2,2,0,1,1.0,0,0,0.0,-4.71066951751709,-4.668691635131836,0.041977882385253906,5.4344353675842285
w64,17,chain-1252023-d4,4,0,0,0.0,0,0,0.0,-7.85259485244751,-6.728659629821777,1.1239352226257324,2.721041202545166
w64,17,chain-1356752-d1,1,1,1,0.0,0,0,0.0,-3.982983112335205,-0.15083694458007812,3.832146167755127,-0.6611275672912598
w64,17,chain-1461481-d2,2,0,0,0.0,0,1,1.0,-1.3386216163635254,3.1535797119140625,4.492201328277588,-0.6689181327819824
w64,17,chain-1566210-d2,2,0,0,0.0,0,0,0.0,-6.079688549041748,-1.9672412872314453,4.112447261810303,2.404414176940918
w64,17,chain-1670939-d1,1,0,1,1.0,0,0,0.0,-5.702092170715332,-3.2807891368865967,2.4213030338287354,-0.04865622520446777
w64,17,chain-204733-d3,3,0,0,0.0,0,0,0.0,-2.3920674324035645,-2.20599627494812,0.18607115745544434,-1.0764901638031006
w64,17,chain-309462-d4,4,0,0,0.0,0,0,0.0,-5.1349053382873535,-4.217267990112305,0.9176373481750488,2.242128372192383
w64,17,chain-414191-d2,2,0,0,0.0,0,0,0.0,-2.8101701736450195,-7.079998016357422,-4.269827842712402,4.86777925491333
w64,17,chain-518920-d1,1,0,1,1.0,0,0,0.0,-6.713461875915527,-2.068325996398926,4.645135879516602,-0.9386565685272217
w64,17,chain-623649-d1,1,1,1,0.0,0,0,0.0,-7.812106132507324,-6.390856742858887,1.4212493896484375,3.9725637435913086
w64,17,chain-728378-d2,2,0,0,0.0,0,0,0.0,-4.952811241149902,-2.2955121994018555,2.657299041748047,-4.166259288787842
w64,17,chain-833107-d1,1,1,1,0.0,1,0,-1.0,2.2440009117126465,-3.0643019676208496,-5.308302879333496,5.357133865356445
w64,17,chain-937836-d1,1,0,0,0.0,0,0,0.0,-6.969078540802002,-5.688554763793945,1.2805237770080566,2.1174352169036865
w64,29,chain-100004-d1,1,1,0,-1.0,1,0,-1.0,6.014623641967773,-4.106686115264893,-10.121309757232666,7.854979515075684
w64,29,chain-1042565-d1,1,1,1,0.0,0,0,0.0,-7.169011116027832,-8.276623725891113,-1.1076126098632812,2.101789951324463
w64,29,chain-1147294-d2,2,0,0,0.0,0,0,0.0,-6.081966400146484,-5.901147842407227,0.1808185577392578,7.672189712524414
w64,29,chain-1252023-d4,4,0,0,0.0,0,1,1.0,-2.4816627502441406,1.9351520538330078,4.416814804077148,0.7984066009521484
w64,29,chain-1356752-d1,1,0,1,1.0,0,0,0.0,-4.385308265686035,-1.5617766380310059,2.8235316276550293,1.1779437065124512
w64,29,chain-1461481-d2,2,0,0,0.0,1,0,-1.0,5.68922233581543,-0.5273032188415527,-6.216525554656982,1.4168105125427246
w64,29,chain-1566210-d2,2,0,0,0.0,0,1,1.0,-4.051262855529785,4.059947967529297,8.111210823059082,-1.5542664527893066
w64,29,chain-1670939-d1,1,1,1,0.0,0,0,0.0,-4.633875846862793,-2.528398036956787,2.105477809906006,2.0873732566833496
w64,29,chain-204733-d3,3,0,0,0.0,0,1,1.0,-3.1166164875030518,1.2210917472839355,4.337708234786987,-1.1458897590637207
w64,29,chain-309462-d4,4,0,0,0.0,0,1,1.0,-0.6401925086975098,4.703365325927734,5.343557834625244,-3.6181650161743164
w64,29,chain-414191-d2,2,0,0,0.0,0,0,0.0,-6.798595905303955,-4.454533576965332,2.344062328338623,2.016629695892334
w64,29,chain-518920-d1,1,1,1,0.0,1,0,-1.0,5.324250221252441,-2.2098894119262695,-7.534139633178711,5.263273239135742
w64,29,chain-623649-d1,1,1,0,-1.0,1,0,-1.0,5.831164836883545,-3.2531545162200928,-9.084319353103638,6.125134229660034
w64,29,chain-728378-d2,2,1,0,-1.0,0,0,0.0,-4.520569801330566,-3.12117862701416,1.3993911743164062,1.1220128536224365
w64,29,chain-833107-d1,1,0,1,1.0,0,0,0.0,-3.439276695251465,-1.5607080459594727,1.8785686492919922,0.6042160987854004
w64,29,chain-937836-d1,1,1,1,0.0,0,0,0.0,-4.762229919433594,-1.154527187347412,3.6077027320861816,-2.618272542953491
w64,41,chain-100004-d1,1,0,0,0.0,0,0,0.0,-0.5062799453735352,-0.4580235481262207,0.04825639724731445,-1.0963952541351318
w64,41,chain-1042565-d1,1,0,1,1.0,0,0,0.0,-6.594370365142822,-0.6390352249145508,5.9553351402282715,0.9055380821228027
w64,41,chain-1147294-d2,2,0,0,0.0,0,0,0.0,-6.267419815063477,-3.0131101608276367,3.25430965423584,-1.8567242622375488
w64,41,chain-1252023-d4,4,0,0,0.0,0,0,0.0,-2.6053085327148438,-6.936624526977539,-4.331315994262695,4.266271114349365
w64,41,chain-1356752-d1,1,1,1,0.0,0,0,0.0,-7.03973388671875,-3.622476577758789,3.417257308959961,-1.2354474067687988
w64,41,chain-1461481-d2,2,0,0,0.0,1,1,0.0,3.1852176189422607,1.9694433212280273,-1.2157742977142334,-0.9011602401733398
w64,41,chain-1566210-d2,2,0,0,0.0,0,0,0.0,-6.671727180480957,-2.353947401046753,4.317779779434204,-1.2405860424041748
w64,41,chain-1670939-d1,1,0,1,1.0,0,0,0.0,-6.171384811401367,-4.507347106933594,1.6640377044677734,2.9835357666015625
w64,41,chain-204733-d3,3,0,0,0.0,0,0,0.0,-4.384166717529297,-3.5050272941589355,0.8791394233703613,4.500873565673828
w64,41,chain-309462-d4,4,0,0,0.0,1,1,0.0,1.7470722198486328,0.9097323417663574,-0.8373398780822754,0.2709927558898926
w64,41,chain-414191-d2,2,0,0,0.0,0,0,0.0,-7.999546051025391,-5.273262977600098,2.726283073425293,3.7852377891540527
w64,41,chain-518920-d1,1,1,1,0.0,0,0,0.0,-2.5362086296081543,-2.1852738857269287,0.3509347438812256,-0.743086576461792
w64,41,chain-623649-d1,1,0,1,1.0,0,0,0.0,-1.489708423614502,-1.0316486358642578,0.45805978775024414,-1.6005282402038574
w64,41,chain-728378-d2,2,1,1,0.0,1,1,0.0,2.0261096954345703,4.858798980712891,2.8326892852783203,-2.198060989379883
w64,41,chain-833107-d1,1,0,1,1.0,0,0,0.0,-8.482544898986816,-4.963276386260986,3.51926851272583,-0.9364514350891113
w64,41,chain-937836-d1,1,0,1,1.0,0,0,0.0,-7.43899393081665,-4.274541854858398,3.164452075958252,1.4962902069091797
w64,53,chain-100004-d1,1,0,1,1.0,0,1,1.0,-5.653607368469238,0.44114112854003906,6.094748497009277,-0.12659168243408203
w64,53,chain-1042565-d1,1,1,1,0.0,0,0,0.0,-1.4439654350280762,-5.946846008300781,-4.502880573272705,5.316651344299316
w64,53,chain-1147294-d2,2,0,0,0.0,0,0,0.0,-5.157241344451904,-6.385428428649902,-1.228187084197998,5.337963581085205
w64,53,chain-1252023-d4,4,0,0,0.0,0,0,0.0,-3.5478549003601074,-0.651275634765625,2.8965792655944824,-0.8385744094848633
w64,53,chain-1356752-d1,1,1,1,0.0,1,0,-1.0,4.81319522857666,-4.476822376251221,-9.29001760482788,3.389906883239746
w64,53,chain-1461481-d2,2,0,0,0.0,0,0,0.0,-5.412163734436035,-1.14924955368042,4.262914180755615,-0.1432957649230957
w64,53,chain-1566210-d2,2,1,0,-1.0,1,0,-1.0,4.513897895812988,-1.244459629058838,-5.758357524871826,-0.036468505859375
w64,53,chain-1670939-d1,1,1,1,0.0,1,1,0.0,4.231281280517578,0.9580035209655762,-3.273277759552002,1.472787857055664
w64,53,chain-204733-d3,3,0,0,0.0,0,0,0.0,-3.598353385925293,-3.8884716033935547,-0.2901182174682617,1.226262092590332
w64,53,chain-309462-d4,4,0,0,0.0,0,1,1.0,-3.9773566722869873,1.0951542854309082,5.0725109577178955,-4.70940375328064
w64,53,chain-414191-d2,2,0,0,0.0,0,1,1.0,-4.64470100402832,1.5241851806640625,6.168886184692383,-0.10951471328735352
w64,53,chain-518920-d1,1,0,1,1.0,0,1,1.0,-6.091897964477539,1.2145109176635742,7.306408882141113,0.12133073806762695
w64,53,chain-623649-d1,1,1,1,0.0,0,0,0.0,-4.918491363525391,-0.751990795135498,4.166500568389893,-1.0128870010375977
w64,53,chain-728378-d2,2,0,0,0.0,0,1,1.0,-2.665788173675537,3.366455554962158,6.032243728637695,-2.1119208335876465
w64,53,chain-833107-d1,1,1,1,0.0,0,0,0.0,-6.766171455383301,-3.5102367401123047,3.255934715270996,-1.1030759811401367
w64,53,chain-937836-d1,1,0,1,1.0,0,0,0.0,-2.6416049003601074,-3.3962795734405518,-0.7546746730804443,4.383575677871704
w64,67,chain-100004-d1,1,1,0,-1.0,1,1,0.0,1.3366951942443848,1.821599006652832,0.48490381240844727,0.636962890625
w64,67,chain-1042565-d1,1,1,1,0.0,1,1,0.0,1.2856531143188477,0.7237124443054199,-0.5619406700134277,1.8648200035095215
w64,67,chain-1147294-d2,2,1,0,-1.0,1,0,-1.0,0.2775130271911621,-4.588599681854248,-4.86611270904541,2.539292335510254
w64,67,chain-1252023-d4,4,0,0,0.0,0,0,0.0,-5.8661627769470215,-3.3259687423706055,2.540194034576416,5.428458213806152
w64,67,chain-1356752-d1,1,1,0,-1.0,1,0,-1.0,4.028683662414551,-4.429183006286621,-8.457866668701172,1.4180798530578613
w64,67,chain-1461481-d2,2,0,0,0.0,1,1,0.0,0.9831485748291016,1.1792030334472656,0.19605445861816406,3.7609682083129883
w64,67,chain-1566210-d2,2,0,0,0.0,1,0,-1.0,1.7001166343688965,-3.5686235427856445,-5.268740177154541,3.316316604614258
w64,67,chain-1670939-d1,1,1,1,0.0,1,0,-1.0,1.3400893211364746,-0.18840742111206055,-1.5284967422485352,2.418170928955078
w64,67,chain-204733-d3,3,0,0,0.0,0,0,0.0,-3.9391727447509766,-2.837507724761963,1.1016650199890137,4.9146223068237305
w64,67,chain-309462-d4,4,0,0,0.0,0,1,1.0,-7.063216209411621,1.349616527557373,8.412832736968994,1.035841941833496
w64,67,chain-414191-d2,2,0,0,0.0,0,0,0.0,-3.3482275009155273,-6.784261703491211,-3.4360342025756836,-0.448544979095459
w64,67,chain-518920-d1,1,1,1,0.0,0,0,0.0,-2.6592845916748047,-5.01662540435791,-2.3573408126831055,3.887937068939209
w64,67,chain-623649-d1,1,1,1,0.0,0,0,0.0,-1.8937716484069824,-3.0465145111083984,-1.152742862701416,3.480970859527588
w64,67,chain-728378-d2,2,0,0,0.0,0,0,0.0,-2.7353999614715576,-0.8577451705932617,1.877654790878296,1.3379449844360352
w64,67,chain-833107-d1,1,1,1,0.0,0,0,0.0,-4.145233631134033,-2.6571497917175293,1.488083839416504,0.032506465911865234
