complete_path_recovery,condition,correct,depth,example_id,first_hop_hit,latency_seconds,layer_token_kv_states,materialization,materialized_native_kv_tokens,mean_active_memory_fraction,mean_final_token_memory_attention_mass,mean_intervention_state_displacement,mean_memory_to_local_output_norm_ratio,mean_pra_output_divergence_ratio,ordered_prefix_recovery,pra_consumer_layers,reference_recall,replay_count,search_layers,seed,selected_reference_count,selected_reference_uris,target_reference_count,window
0,one_shot,0,1,chain-100004-d1,0,0.21516150003299117,20,selected_chunks,20,0.8,0.9093879461288452,0.0,0.0,1.1068098275627025,0.0,1,0.0,0,1,17,4,"[""controlled://100004/fact/1"", ""controlled://100004/fact/5"", ""controlled://100004/fact/6"", ""controlled://100004/fact/10""]",1,w16
0,one_shot,1,8,chain-204733-d8,1,0.022204500040970743,20,selected_chunks,20,0.625,0.8391664028167725,0.0,0.0,1.04143636584738,0.0,1,0.375,0,1,17,4,"[""controlled://204733/fact/0"", ""controlled://204733/fact/9"", ""controlled://204733/fact/16"", ""controlled://204733/fact/2""]",8,w16
0,one_shot,0,4,chain-309462-d4,0,0.025847300072200596,20,selected_chunks,20,0.7142857142857143,0.8153276443481445,0.0,0.0,1.0547251444797092,0.0,1,0.5,0,1,17,4,"[""controlled://309462/fact/2"", ""controlled://309462/fact/0"", ""controlled://309462/fact/3"", ""controlled://309462/fact/7""]",4,w16
0,one_shot,0,2,chain-414191-d2,0,0.02424359996803105,20,selected_chunks,20,0.7692307692307693,0.8513821363449097,0.0,0.0,1.167439895784271,0.0,1,0.5,0,1,17,4,"[""controlled://414191/fact/6"", ""controlled://414191/fact/2"", ""controlled://414191/fact/7"", ""controlled://414191/fact/9""]",2,w16
0,one_shot,0,8,chain-518920-d8,1,0.02984390000347048,20,selected_chunks,20,0.625,0.819573700428009,0.0,0.0,1.0045339576203132,0.0,1,0.5,0,1,17,4,"[""controlled://518920/fact/0"", ""controlled://518920/fact/1"", ""controlled://518920/fact/11"", ""controlled://518920/fact/2""]",8,w16
1,one_shot,0,1,chain-623649-d1,1,0.031025599921122193,20,selected_chunks,20,0.8,0.8438684940338135,0.0,0.0,1.1632783527194148,0.0,1,1.0,0,1,17,4,"[""controlled://623649/fact/4"", ""controlled://623649/fact/3"", ""controlled://623649/fact/2"", ""controlled://623649/fact/0""]",1,w16
1,one_shot,0,2,chain-728378-d2,1,0.02444360009394586,20,selected_chunks,20,0.7692307692307693,0.7388769388198853,0.0,0.0,1.1953258103772542,0.0,1,1.0,0,1,17,4,"[""controlled://728378/fact/5"", ""controlled://728378/fact/2"", ""controlled://728378/fact/4"", ""controlled://728378/fact/0""]",2,w16
0,one_shot,0,8,chain-833107-d8,0,0.022789000067859888,20,selected_chunks,20,0.625,0.7836307883262634,0.0,0.0,1.0878736591916052,0.0,1,0.25,0,1,17,4,"[""controlled://833107/fact/7"", ""controlled://833107/fact/8"", ""controlled://833107/fact/1"", ""controlled://833107/fact/2""]",8,w16
0,one_shot,0,1,chain-937836-d1,0,0.022212699986994267,20,selected_chunks,20,0.8,0.9152124524116516,0.0,0.0,1.1502709744552888,0.0,1,0.0,0,1,17,4,"[""controlled://937836/fact/8"", ""controlled://937836/fact/1"", ""controlled://937836/fact/0"", ""controlled://937836/fact/3""]",1,w16
1,one_shot,1,1,chain-1042565-d1,1,0.02325700002256781,20,selected_chunks,20,0.8,0.8853456377983093,0.0,0.0,1.343084078699832,1.0,1,1.0,0,1,17,4,"[""controlled://1042565/fact/0"", ""controlled://1042565/fact/5"", ""controlled://1042565/fact/3"", ""controlled://1042565/fact/4""]",1,w16
1,one_shot,0,2,chain-1147294-d2,1,0.02187739999499172,20,selected_chunks,20,0.7692307692307693,0.7325339317321777,0.0,0.0,1.1090454054067818,1.0,1,1.0,0,1,17,4,"[""controlled://1147294/fact/3"", ""controlled://1147294/fact/1"", ""controlled://1147294/fact/2"", ""controlled://1147294/fact/6""]",2,w16
0,one_shot,0,8,chain-1252023-d8,1,0.02364179992582649,20,selected_chunks,20,0.625,0.7069206833839417,0.0,0.0,0.9889014830141482,0.125,1,0.25,0,1,17,4,"[""controlled://1252023/fact/17"", ""controlled://1252023/fact/9"", ""controlled://1252023/fact/11"", ""controlled://1252023/fact/15""]",8,w16
0,one_shot,0,8,chain-1356752-d8,1,0.024161800043657422,20,selected_chunks,20,0.625,0.7074028253555298,0.0,0.0,1.0415048692955444,0.0,1,0.25,0,1,17,4,"[""controlled://1356752/fact/3"", ""controlled://1356752/fact/11"", ""controlled://1356752/fact/0"", ""controlled://1356752/fact/2""]",8,w16
0,one_shot,0,8,chain-1461481-d8,1,0.026423600036650896,20,selected_chunks,20,0.625,0.7577500939369202,0.0,0.0,1.0253886238110008,0.0,1,0.375,0,1,17,4,"[""controlled://1461481/fact/6"", ""controlled://1461481/fact/1"", ""controlled://1461481/fact/10"", ""controlled://1461481/fact/9""]",8,w16
0,one_shot,0,2,chain-1566210-d2,0,0.02432640001643449,20,selected_chunks,20,0.7692307692307693,0.8651623129844666,0.0,0.0,1.1424533318993666,0.0,1,0.0,0,1,17,4,"[""controlled://1566210/fact/7"", ""controlled://1566210/fact/1"", ""controlled://1566210/fact/2"", ""controlled://1566210/fact/3""]",2,w16
0,one_shot,0,8,chain-1670939-d8,0,0.024407500051893294,20,selected_chunks,20,0.625,0.6038507223129272,0.0,0.0,1.103744782241767,0.0,1,0.125,0,1,17,4,"[""controlled://1670939/fact/6"", ""controlled://1670939/fact/5"", ""controlled://1670939/fact/11"", ""controlled://1670939/fact/3""]",8,w16
0,one_shot,0,3,chain-1775668-d3,1,0.02529959997627884,20,selected_chunks,20,0.7407407407407407,0.7383376359939575,0.0,0.0,0.9904794097998451,0.0,1,0.6666666666666666,0,1,17,4,"[""controlled://1775668/fact/4"", ""controlled://1775668/fact/3"", ""controlled://1775668/fact/6"", ""controlled://1775668/fact/1""]",3,w16
0,one_shot,0,4,chain-1880397-d4,1,0.022027899976819754,20,selected_chunks,20,0.7142857142857143,0.7244722247123718,0.0,0.0,1.0623801631669416,0.0,1,0.5,0,1,17,4,"[""controlled://1880397/fact/10"", ""controlled://1880397/fact/4"", ""controlled://1880397/fact/11"", ""controlled://1880397/fact/0""]",4,w16
0,one_shot,0,2,chain-1985126-d2,0,0.023430500063113868,20,selected_chunks,20,0.7692307692307693,0.9025752544403076,0.0,0.0,1.1286461312090086,0.0,1,0.0,0,1,17,4,"[""controlled://1985126/fact/6"", ""controlled://1985126/fact/3"", ""controlled://1985126/fact/1"", ""controlled://1985126/fact/8""]",2,w16
0,one_shot,1,2,chain-2089855-d2,0,0.02611039998009801,20,selected_chunks,20,0.7692307692307693,0.7995166778564453,0.0,0.0,1.114679704744073,0.0,1,0.0,0,1,17,4,"[""controlled://2089855/fact/4"", ""controlled://2089855/fact/5"", ""controlled://2089855/fact/3"", ""controlled://2089855/fact/0""]",2,w16
0,one_shot,0,2,chain-2194584-d2,0,0.023995399940758944,20,selected_chunks,20,0.7692307692307693,0.928081750869751,0.0,0.0,1.1274733307236353,0.0,1,0.0,0,1,17,4,"[""controlled://2194584/fact/7"", ""controlled://2194584/fact/9"", ""controlled://2194584/fact/1"", ""controlled://2194584/fact/0""]",2,w16
0,one_shot,0,1,chain-2299313-d1,0,0.023162800003774464,20,selected_chunks,20,0.8,0.927505373954773,0.0,0.0,1.1369408325881674,0.0,1,0.0,0,1,17,4,"[""controlled://2299313/fact/9"", ""controlled://2299313/fact/7"", ""controlled://2299313/fact/5"", ""controlled://2299313/fact/3""]",1,w16
0,one_shot,0,8,chain-2404042-d8,1,0.0216004999820143,20,selected_chunks,20,0.625,0.8041870594024658,0.0,0.0,1.0918135504902826,0.0,1,0.125,0,1,17,4,"[""controlled://2404042/fact/15"", ""controlled://2404042/fact/14"", ""controlled://2404042/fact/5"", ""controlled://2404042/fact/3""]",8,w16
0,one_shot,0,2,chain-2508771-d2,0,0.026321800076402724,20,selected_chunks,20,0.7692307692307693,0.8036319613456726,0.0,0.0,1.216920264637697,0.0,1,0.5,0,1,17,4,"[""controlled://2508771/fact/0"", ""controlled://2508771/fact/2"", ""controlled://2508771/fact/1"", ""controlled://2508771/fact/3""]",2,w16
0,one_shot,0,3,chain-2613500-d3,0,0.02804959996137768,20,selected_chunks,20,0.7407407407407407,0.7906306385993958,0.0,0.0,1.1806183143019022,0.0,1,0.0,0,1,17,4,"[""controlled://2613500/fact/6"", ""controlled://2613500/fact/5"", ""controlled://2613500/fact/3"", ""controlled://2613500/fact/1""]",3,w16
0,one_shot,0,2,chain-2718229-d2,1,0.022236500051803887,20,selected_chunks,20,0.7692307692307693,0.9014966487884521,0.0,0.0,1.0889914875007762,0.0,1,0.5,0,1,17,4,"[""controlled://2718229/fact/7"", ""controlled://2718229/fact/9"", ""controlled://2718229/fact/4"", ""controlled://2718229/fact/11""]",2,w16
0,one_shot,0,8,chain-2822958-d8,0,0.021393600036390126,20,selected_chunks,20,0.625,0.7101013660430908,0.0,0.0,1.1034178027322348,0.0,1,0.25,0,1,17,4,"[""controlled://2822958/fact/7"", ""controlled://2822958/fact/8"", ""controlled://2822958/fact/9"", ""controlled://2822958/fact/6""]",8,w16
0,one_shot,0,4,chain-2927687-d4,0,0.02243760006967932,20,selected_chunks,20,0.7142857142857143,0.8159833550453186,0.0,0.0,1.0867760605825036,0.0,1,0.25,0,1,17,4,"[""controlled://2927687/fact/13"", ""controlled://2927687/fact/1"", ""controlled://2927687/fact/10"", ""controlled://2927687/fact/2""]",4,w16
0,one_shot,0,3,chain-3032416-d3,0,0.021289599942974746,20,selected_chunks,20,0.7407407407407407,0.8677520751953125,0.0,0.0,1.1935299360106462,0.0,1,0.0,0,1,17,4,"[""controlled://3032416/fact/8"", ""controlled://3032416/fact/11"", ""controlled://3032416/fact/4"", ""controlled://3032416/fact/3""]",3,w16
0,one_shot,0,1,chain-3137145-d1,0,0.024759299936704338,20,selected_chunks,20,0.8,0.6764860153198242,0.0,0.0,0.945493908541899,0.0,1,0.0,0,1,17,4,"[""controlled://3137145/fact/2"", ""controlled://3137145/fact/9"", ""controlled://3137145/fact/1"", ""controlled://3137145/fact/7""]",1,w16
1,one_shot,0,1,chain-3241874-d1,1,0.021335700061172247,20,selected_chunks,20,0.8,0.8036003112792969,0.0,0.0,1.085526472602988,0.0,1,1.0,0,1,17,4,"[""controlled://3241874/fact/1"", ""controlled://3241874/fact/6"", ""controlled://3241874/fact/2"", ""controlled://3241874/fact/4""]",1,w16
0,one_shot,0,3,chain-3346603-d3,0,0.019529199926182628,20,selected_chunks,20,0.7407407407407407,0.8054181337356567,0.0,0.0,1.0621096401709753,0.0,1,0.6666666666666666,0,1,17,4,"[""controlled://3346603/fact/0"", ""controlled://3346603/fact/1"", ""controlled://3346603/fact/2"", ""controlled://3346603/fact/7""]",3,w16
0,iterative_matched,0,1,chain-100004-d1,0,0.04619949997868389,20,selected_chunks,20,0.5,0.5056944862008095,0.2475135326385498,0.0,0.7288721081092523,0.0,4,0.0,0,4,17,4,"[""controlled://100004/fact/1"", ""controlled://100004/fact/4"", ""controlled://100004/fact/7"", ""controlled://100004/fact/0""]",1,w16
0,iterative_matched,0,8,chain-204733-d8,0,0.048935400089249015,20,selected_chunks,20,0.29411764705882354,0.5436191484332085,0.28398696581522626,0.0,0.8668885792474432,0.0,4,0.375,0,4,17,4,"[""controlled://204733/fact/0"", ""controlled://204733/fact/7"", ""controlled://204733/fact/8"", ""controlled://204733/fact/9""]",8,w16
0,iterative_matched,0,4,chain-309462-d4,0,0.04279160010628402,20,selected_chunks,20,0.38461538461538464,0.3668012171983719,0.2929096221923828,0.0,0.6500928141112168,0.0,4,0.5,0,4,17,4,"[""controlled://309462/fact/2"", ""controlled://309462/fact/7"", ""controlled://309462/fact/6"", ""controlled://309462/fact/4""]",4,w16
0,iterative_matched,0,2,chain-414191-d2,1,0.038375600008293986,20,selected_chunks,20,0.45454545454545453,0.4928680434823036,0.23963073889414468,0.0,0.7304021632630003,0.0,4,0.5,0,4,17,4,"[""controlled://414191/fact/6"", ""controlled://414191/fact/9"", ""controlled://414191/fact/8"", ""controlled://414191/fact/3""]",2,w16
0,iterative_matched,0,8,chain-518920-d8,0,0.04126300010830164,20,selected_chunks,20,0.29411764705882354,0.5059719011187553,0.30512110392252606,0.0,0.7900739387471123,0.0,4,0.25,0,4,17,4,"[""controlled://518920/fact/0"", ""controlled://518920/fact/7"", ""controlled://518920/fact/8"", ""controlled://518920/fact/10""]",8,w16
1,iterative_matched,0,1,chain-623649-d1,1,0.043232199968770146,20,selected_chunks,20,0.5,0.4386155381798744,0.2648375829060872,0.0,0.7220760165460781,0.0,4,1.0,0,4,17,4,"[""controlled://623649/fact/4"", ""controlled://623649/fact/3"", ""controlled://623649/fact/1"", ""controlled://623649/fact/2""]",1,w16
0,iterative_matched,0,2,chain-728378-d2,0,0.04352499998640269,20,selected_chunks,20,0.45454545454545453,0.4342159256339073,0.2662869095802307,0.0,0.7517306678882849,0.0,4,0.5,0,4,17,4,"[""controlled://728378/fact/5"", ""controlled://728378/fact/2"", ""controlled://728378/fact/3"", ""controlled://728378/fact/0""]",2,w16
0,iterative_matched,0,8,chain-833107-d8,0,0.04621300008147955,20,selected_chunks,20,0.29411764705882354,0.42134395241737366,0.2529017726580302,0.0,0.6910966050725009,0.0,4,0.25,0,4,17,4,"[""controlled://833107/fact/7"", ""controlled://833107/fact/9"", ""controlled://833107/fact/10"", ""controlled://833107/fact/0""]",8,w16
0,iterative_matched,0,1,chain-937836-d1,0,0.04458310001064092,20,selected_chunks,20,0.5,0.5787681043148041,0.24461479981740317,0.0,0.871305561800529,0.0,4,0.0,0,4,17,4,"[""controlled://937836/fact/8"", ""controlled://937836/fact/5"", ""controlled://937836/fact/4"", ""controlled://937836/fact/2""]",1,w16
1,iterative_matched,1,1,chain-1042565-d1,1,0.04217699996661395,20,selected_chunks,20,0.5,0.39686886221170425,0.25648927688598633,0.0,0.7879662883448337,1.0,4,1.0,0,4,17,4,"[""controlled://1042565/fact/0"", ""controlled://1042565/fact/4"", ""controlled://1042565/fact/2"", ""controlled://1042565/fact/5""]",1,w16
0,iterative_matched,0,2,chain-1147294-d2,1,0.03979740000795573,20,selected_chunks,20,0.45454545454545453,0.40053626894950867,0.26199384530385333,0.0,0.6540881878684555,0.5,4,0.5,0,4,17,4,"[""controlled://1147294/fact/3"", ""controlled://1147294/fact/2"", ""controlled://1147294/fact/4"", ""controlled://1147294/fact/5""]",2,w16
0,iterative_matched,0,8,chain-1252023-d8,1,0.04821020003873855,20,selected_chunks,20,0.29411764705882354,0.5152421370148659,0.2789260149002075,0.0,0.7384983415470313,0.125,4,0.25,0,4,17,4,"[""controlled://1252023/fact/17"", ""controlled://1252023/fact/2"", ""controlled://1252023/fact/11"", ""controlled://1252023/fact/7""]",8,w16
0,iterative_matched,0,8,chain-1356752-d8,0,0.0448702999856323,20,selected_chunks,20,0.29411764705882354,0.5164385363459587,0.3090733488400777,0.0,0.7565141563330529,0.0,4,0.125,0,4,17,4,"[""controlled://1356752/fact/3"", ""controlled://1356752/fact/6"", ""controlled://1356752/fact/2"", ""controlled://1356752/fact/4""]",8,w16
0,iterative_matched,0,8,chain-1461481-d8,1,0.04946070001460612,20,selected_chunks,20,0.29411764705882354,0.34428751841187477,0.2679935693740845,0.0,0.7830760389823668,0.0,4,0.25,0,4,17,4,"[""controlled://1461481/fact/6"", ""controlled://1461481/fact/11"", ""controlled://1461481/fact/3"", ""controlled://1461481/fact/10""]",8,w16
0,iterative_matched,0,2,chain-1566210-d2,0,0.0507909000152722,20,selected_chunks,20,0.45454545454545453,0.5371886193752289,0.25031717618306476,0.0,0.7888307693526531,0.0,4,0.0,0,4,17,4,"[""controlled://1566210/fact/7"", ""controlled://1566210/fact/4"", ""controlled://1566210/fact/9"", ""controlled://1566210/fact/5""]",2,w16
0,iterative_matched,0,8,chain-1670939-d8,1,0.04402889998164028,20,selected_chunks,20,0.29411764705882354,0.3418780118227005,0.2579487959543864,0.0,0.6938878728534389,0.0,4,0.375,0,4,17,4,"[""controlled://1670939/fact/6"", ""controlled://1670939/fact/9"", ""controlled://1670939/fact/10"", ""controlled://1670939/fact/0""]",8,w16
