complete_path_recovery,condition,correct,depth,example_id,first_hop_hit,latency_seconds,layer_token_kv_states,materialization,materialized_native_kv_tokens,mean_active_memory_fraction,mean_final_token_memory_attention_mass,mean_intervention_state_displacement,mean_memory_to_local_output_norm_ratio,mean_pra_output_divergence_ratio,ordered_prefix_recovery,pra_consumer_layers,reference_recall,replay_count,search_layers,seed,selected_reference_count,selected_reference_uris,target_reference_count,window
0,local_sa_full_context,False,1,chain-100004-d1,0,0.23714980005752295,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],1,w16
0,local_sa_query_only,False,1,chain-100004-d1,0,0.01597750000655651,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],1,w16
0,local_sa_full_context,False,8,chain-204733-d8,0,0.01296399999409914,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_query_only,True,8,chain-204733-d8,0,0.010983600048348308,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_full_context,True,4,chain-309462-d4,0,0.013080800068564713,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],4,w16
0,local_sa_query_only,False,4,chain-309462-d4,0,0.01288249995559454,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],4,w16
0,local_sa_full_context,True,2,chain-414191-d2,0,0.012481399928219616,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_query_only,True,2,chain-414191-d2,0,0.010850200080312788,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_full_context,False,8,chain-518920-d8,0,0.011806099908426404,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_query_only,False,8,chain-518920-d8,0,0.012553400010801852,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_full_context,False,1,chain-623649-d1,0,0.01253450009971857,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],1,w16
0,local_sa_query_only,False,1,chain-623649-d1,0,0.010652299970388412,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],1,w16
0,local_sa_full_context,False,2,chain-728378-d2,0,0.01298640004824847,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_query_only,False,2,chain-728378-d2,0,0.013294100062921643,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_full_context,True,8,chain-833107-d8,0,0.012899999972432852,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_query_only,False,8,chain-833107-d8,0,0.01130630006082356,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_full_context,False,1,chain-937836-d1,0,0.011038900003768504,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],1,w16
0,local_sa_query_only,False,1,chain-937836-d1,0,0.012384400004521012,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],1,w16
0,local_sa_full_context,True,1,chain-1042565-d1,0,0.013169099926017225,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],1,w16
0,local_sa_query_only,False,1,chain-1042565-d1,0,0.010426900000311434,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],1,w16
0,local_sa_full_context,True,2,chain-1147294-d2,0,0.012558399932458997,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_query_only,False,2,chain-1147294-d2,0,0.01182340004015714,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_full_context,False,8,chain-1252023-d8,0,0.013507700059562922,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_query_only,False,8,chain-1252023-d8,0,0.010819299961440265,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_full_context,False,8,chain-1356752-d8,0,0.0124408999690786,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_query_only,False,8,chain-1356752-d8,0,0.012412999989464879,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_full_context,False,8,chain-1461481-d8,0,0.012984299915842712,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_query_only,False,8,chain-1461481-d8,0,0.01194320002105087,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_full_context,True,2,chain-1566210-d2,0,0.01116400002501905,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_query_only,False,2,chain-1566210-d2,0,0.01254449994303286,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_full_context,True,8,chain-1670939-d8,0,0.013567699934355915,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_query_only,False,8,chain-1670939-d8,0,0.012017900007776916,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_full_context,False,3,chain-1775668-d3,0,0.014277699985541403,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],3,w16
0,local_sa_query_only,False,3,chain-1775668-d3,0,0.01294469996355474,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],3,w16
0,local_sa_full_context,False,4,chain-1880397-d4,0,0.014453000039793551,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],4,w16
0,local_sa_query_only,False,4,chain-1880397-d4,0,0.01284109998960048,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],4,w16
0,local_sa_full_context,True,2,chain-1985126-d2,0,0.01327189989387989,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_query_only,False,2,chain-1985126-d2,0,0.011822200031019747,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_full_context,True,2,chain-2089855-d2,0,0.011491399956867099,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_query_only,True,2,chain-2089855-d2,0,0.012641699984669685,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_full_context,False,2,chain-2194584-d2,0,0.012637399951927364,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_query_only,False,2,chain-2194584-d2,0,0.01076089998241514,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_full_context,False,1,chain-2299313-d1,0,0.011687800055369735,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],1,w16
0,local_sa_query_only,False,1,chain-2299313-d1,0,0.014166499953716993,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],1,w16
0,local_sa_full_context,False,8,chain-2404042-d8,0,0.013375199981965125,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_query_only,False,8,chain-2404042-d8,0,0.01277879998087883,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_full_context,False,2,chain-2508771-d2,0,0.012553900014609098,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_query_only,False,2,chain-2508771-d2,0,0.0121489999582991,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_full_context,False,3,chain-2613500-d3,0,0.012079400010406971,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],3,w16
0,local_sa_query_only,True,3,chain-2613500-d3,0,0.012154199997894466,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],3,w16
0,local_sa_full_context,False,2,chain-2718229-d2,0,0.010744099970906973,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_query_only,False,2,chain-2718229-d2,0,0.012151199975050986,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],2,w16
0,local_sa_full_context,True,8,chain-2822958-d8,0,0.01243080000858754,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_query_only,False,8,chain-2822958-d8,0,0.012414800003170967,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],8,w16
0,local_sa_full_context,False,4,chain-2927687-d4,0,0.011105700046755373,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],4,w16
0,local_sa_query_only,False,4,chain-2927687-d4,0,0.011776099912822247,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],4,w16
0,local_sa_full_context,False,3,chain-3032416-d3,0,0.012452199938707054,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],3,w16
0,local_sa_query_only,False,3,chain-3032416-d3,0,0.011638400028459728,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],3,w16
0,local_sa_full_context,False,1,chain-3137145-d1,0,0.012007400044240057,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],1,w16
0,local_sa_query_only,False,1,chain-3137145-d1,0,0.01404570008162409,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],1,w16
0,local_sa_full_context,False,1,chain-3241874-d1,0,0.012973299948498607,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],1,w16
0,local_sa_query_only,False,1,chain-3241874-d1,0,0.012373899924568832,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],1,w16
0,local_sa_full_context,True,3,chain-3346603-d3,0,0.010887400014325976,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],3,w16
0,local_sa_query_only,True,3,chain-3346603-d3,0,0.01244700001552701,0,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,17,0,[],3,w16
