window,n_seeds,final_layer,best_edge_recall_at_4_layer,best_mrr_layer,graph_contraction_measure,edge_recall_at_1_mean,edge_recall_at_1_sd,edge_recall_at_1_ci95,edge_recall_at_2_mean,edge_recall_at_2_sd,edge_recall_at_2_ci95,edge_recall_at_4_mean,edge_recall_at_4_sd,edge_recall_at_4_ci95,edge_recall_at_6_mean,edge_recall_at_6_sd,edge_recall_at_6_ci95,edge_recall_at_8_mean,edge_recall_at_8_sd,edge_recall_at_8_ci95,mrr_mean,mrr_sd,mrr_ci95,complete_path_survival_at_4_mean,complete_path_survival_at_4_sd,complete_path_survival_at_4_ci95,shortcut_rate_mean,shortcut_rate_sd,shortcut_rate_ci95,unreachable_at_4_mean,unreachable_at_4_sd,unreachable_at_4_ci95,graph_density_at_4_mean,graph_density_at_4_sd,graph_density_at_4_ci95,minimum_native_recovery_depth_mean,graph_contraction_proxy_mean,unreachable_evidence_fraction_mean
w16,5,5,2,5,shortcut-rate proxy; no independent contraction fit,0.13333333333333333,0.03596390937840014,0.044647932638464775,0.22916666666666666,0.04039733214513607,0.05015187157247694,0.42833333333333334,0.06091033938868215,0.07561805090203146,0.5916666666666667,0.042695628191498344,0.05300512553832256,0.6975,0.049529031890397375,0.061488556658942636,0.31058289756267693,0.03691481684039319,0.04582845091476702,0.203125,0.05846339666834283,0.07258025730183104,0.4291666666666667,0.021449229460389588,0.02662846638885203,0.796875,0.05846339666834283,0.07258025730183104,0.35343723950341593,0.0,0.0,5.05,0.4291666666666667,0.796875
w32,5,5,4,4,shortcut-rate proxy; no independent contraction fit,0.06916666666666667,0.02457980200625438,0.03051496245013802,0.145,0.03552678957882034,0.04410526373222235,0.2941666666666667,0.05837795912081128,0.07247418958191638,0.44333333333333336,0.06975900977253364,0.08660336495900271,0.5833333333333333,0.05914612319407663,0.07342783834789395,0.23402807955932955,0.03256419504468179,0.04042730648337149,0.140625,0.06536406457297465,0.08114719457565985,0.5241666666666667,0.0421225065203337,0.0522936150765825,0.859375,0.06536406457297465,0.08114719457565985,0.35343723950341593,0.0,0.0,5.415625,0.5241666666666667,0.859375
w64,5,5,5,5,shortcut-rate proxy; no independent contraction fit,0.075,0.006588078458684123,0.008178868435724396,0.13999999999999999,0.020112530643578614,0.02496900167096082,0.27749999999999997,0.031814348614701796,0.03949639842933643,0.41583333333333333,0.04452683335797516,0.05527850255247915,0.5458333333333334,0.04289845892077918,0.05325693277770407,0.23036672069760306,0.015291598797795628,0.018983983800950725,0.165625,0.00855816496101822,0.010624661759322033,0.49749999999999994,0.04917725874606857,0.06105184263303514,0.834375,0.00855816496101822,0.010624661759322033,0.35343723950341593,0.0,0.0,5.340625,0.49749999999999994,0.834375
w128,5,5,0,0,shortcut-rate proxy; no independent contraction fit,0.03666666666666667,0.009033118078616167,0.011214299403489773,0.08666666666666667,0.034029194981825696,0.042246052544060914,0.19583333333333333,0.04999999999999999,0.06207324705539414,0.32416666666666666,0.058585763344576026,0.07273217124033446,0.4916666666666666,0.054724689735682064,0.06793878371985572,0.1821024792201263,0.021279441800270388,0.0264176809613813,0.10625,0.025674494883054663,0.0318739852779661,0.5375,0.06421264586426018,0.07971774861625511,0.89375,0.025674494883054663,0.0318739852779661,0.35343723950341593,0.0,0.0,5.36875,0.5375,0.89375
global,5,5,0,2,shortcut-rate proxy; no independent contraction fit,0.0375,0.014129854131510976,0.017541718527239254,0.0875,0.02534484387624258,0.03146473511020799,0.18666666666666668,0.05224142672885826,0.0648558997573338,0.3175,0.07297021843038282,0.09058996792630457,0.4625,0.06448244808559234,0.08005269861507201,0.17987336825755945,0.023642451998464122,0.029351275277919215,0.11875,0.037629983058725926,0.04671630470189182,0.5841666666666667,0.05585509526145905,0.06934214254934246,0.88125,0.037629983058725926,0.04671630470189182,0.35343723950341593,0.0,0.0,5.35,0.5841666666666667,0.88125
