architecture,baseline_f1,best_pra_depth_pattern,dataset,native_attention,pra_f1,pra_f1_gain,routing_mrr,routing_recall_at_16,source
Gemma-3-1B-IT,0.125,"global slots 17,23",combined,five local layers then one global layer,0.125,0.0,0.33027383472630234,0.38461996336996335,inherited frozen-backbone Paper 2 artifact
Gemma-3-1B-IT,0.125,"global slots 17,23",hotpotqa,five local layers then one global layer,0.125,0.0,0.26668566528933957,0.41175595238095236,inherited frozen-backbone Paper 2 artifact
Gemma-3-1B-IT,0.125,"global slots 17,23",qasper,five local layers then one global layer,0.125,0.0,0.3938620041632652,0.35748397435897433,inherited frozen-backbone Paper 2 artifact
