condition,workflows,task_success,candidate_required_recall,wrong_tool_calls,unsafe_calls,mean_jit_steps,mean_context_tokens,mean_disclosed_tools
top1_jit,15,0.0,0.8571428571428571,0.6666666666666666,0.0,2.3333333333333335,191.33333333333334,2.3333333333333335
union_jit_k2,15,0.3333333333333333,1.0,0.5333333333333333,0.0,3.0,495.3333333333333,5.333333333333333
union_jit_k4,15,0.3333333333333333,1.0,0.4666666666666667,0.0,2.933333333333333,963.9333333333333,6.866666666666666
union_jit_k6,15,0.4,1.0,0.6,0.0,2.8,1370.6,9.2
union_jit_k8,15,0.6,1.0,0.4,0.0,2.933333333333333,1922.2,11.8
static_oracle,15,0.26666666666666666,1.0,0.6,0.0,2.466666666666667,839.0666666666667,4.0
static_graph,15,0.13333333333333333,1.0,0.8,0.0,2.0,1336.9333333333334,8.0
all_tools,15,0.13333333333333333,1.0,0.8666666666666667,0.0,1.7333333333333334,2411.0666666666666,17.0
