dataset,condition,combo,comparator,mean,std,ci95,same_direction
hotpotqa,oracle,combo_residual_16_lora_r4,residual_16,-2.443033370631747,0.6897837530918108,0.8563423464092995,True
hotpotqa,oracle,combo_residual_16_lora_r4,lora_o_r4,-0.1560766965849325,0.8704823121941867,1.08067327244361,False
hotpotqa,routed,combo_residual_16_lora_r4,residual_16,-6.44638454914093,0.4437483493274613,0.5508980183645371,True
hotpotqa,routed,combo_residual_16_lora_r4,lora_o_r4,-0.8805331885814667,1.031073014377509,1.2800409990721018,False
qasper,oracle,combo_residual_16_lora_r4,residual_16,0.07322803512215614,0.40880279297186,0.5075143353015482,False
qasper,oracle,combo_residual_16_lora_r4,lora_o_r4,-0.02043066993355751,0.1633658138192398,0.20281293043214393,False
qasper,routed,combo_residual_16_lora_r4,residual_16,0.6410260960459709,0.18667216992009716,0.2317469544363342,True
qasper,routed,combo_residual_16_lora_r4,lora_o_r4,0.04170433282852173,0.12454288324242015,0.1546156232099571,False
