active_final_kv_fraction,active_final_kv_fraction_n,active_final_kv_tokens,active_final_kv_tokens_n,chain_complete,chain_complete_n,complete_oracle,complete_oracle_n,dataset,estimated_full_routing_seconds,estimated_full_routing_seconds_n,first_oracle_group_locked,first_oracle_group_locked_n,first_oracle_group_present,first_oracle_group_present_n,fraction,frozen_scorer_seconds,frozen_scorer_seconds_n,lock_policy,locked_root_count,locked_root_count_n,mean_transition_k,mean_transition_k_n,native_qk_comparisons,native_qk_comparisons_n,oracle_recall,oracle_recall_n,oracle_root_locked,oracle_root_locked_n,oracle_root_present,oracle_root_present_n,partition,policy_role,propagation_activation,propagation_activation_n,propagation_budget,propagation_budget_n,root_comparisons,root_comparisons_n,rows,second_oracle_recovered_given_first_locked,second_oracle_recovered_given_first_locked_n,semantic_comparisons,semantic_comparisons_n,total_routing_comparisons,total_routing_comparisons_n,transition_geometry,transition_policy,wall_time,wall_time_n
0.18204552328443957,35,253.37142857142857,35,0.05714285714285714,35,0.0,35,hotpotqa,0.00031865714450499843,35,0.22857142857142856,35,0.22857142857142856,35,0.1,0.0,35,zscore_1,1.0,35,0.0,35,0.0,35,0.13333333333333333,35,0.3142857142857143,35,0.3142857142857143,35,test,exploration,0.0,35,0.0,35,5.857142857142857,35,35,0.25,8,0.0,35,5.857142857142857,35,native_rank,fixed_k1,0.00031865714450499843,35
0.18204552328443957,35,253.37142857142857,35,0.05714285714285714,35,0.0,35,hotpotqa,0.00021692000695371202,35,0.22857142857142856,35,0.22857142857142856,35,0.1,0.0,35,seed_agreement_0.6,1.0,35,0.0,35,0.0,35,0.13333333333333333,35,0.3142857142857143,35,0.3142857142857143,35,test,exploration,0.0,35,0.0,35,5.857142857142857,35,35,0.25,8,0.0,35,5.857142857142857,35,semantic,fixed_k4,0.00021692000695371202,35
0.18204552328443957,35,253.37142857142857,35,0.05714285714285714,35,0.0,35,hotpotqa,0.00033891999628394843,35,0.22857142857142856,35,0.22857142857142856,35,0.1,0.0,35,zscore_-0.5,1.0,35,0.0,35,0.0,35,0.13333333333333333,35,0.3142857142857143,35,0.3142857142857143,35,test,preservation,0.0,35,0.0,35,5.857142857142857,35,35,0.25,8,0.0,35,5.857142857142857,35,native_rank,fixed_k4,0.00033891999628394843,35
0.18204552328443957,35,253.37142857142857,35,0.05714285714285714,35,0.0,35,hotpotqa,0.0003263342842858817,35,0.22857142857142856,35,0.22857142857142856,35,0.1,0.0,35,zscore_-0.5,1.0,35,0.0,35,0.0,35,0.13333333333333333,35,0.3142857142857143,35,0.3142857142857143,35,test,preservation,0.0,35,0.0,35,5.857142857142857,35,35,0.25,8,0.0,35,5.857142857142857,35,semantic,fixed_k4,0.0003263342842858817,35
0.2730640797755788,35,397.85714285714283,35,0.14285714285714285,35,0.0,35,hotpotqa,0.00612683427752927,35,0.3142857142857143,35,0.34285714285714286,35,0.2,0.005670657138606267,35,zscore_1,1.2571428571428571,35,0.3142857142857143,35,82388.11428571428,35,0.2333333333333333,35,0.4,35,0.45714285714285713,35,test,exploration,0.3142857142857143,35,0.3142857142857143,35,5.857142857142857,35,35,0.45454545454545453,11,15.514285714285714,35,82409.4857142857,35,native_rank,fixed_k1,0.00045617713892300216,35
0.274286075702259,35,399.65714285714284,35,0.08571428571428572,35,0.0,35,hotpotqa,0.00605209428384634,35,0.2571428571428571,35,0.34285714285714286,35,0.2,0.005689205711574427,35,seed_agreement_0.6,1.2571428571428571,35,0.3142857142857143,35,82388.11428571428,35,0.1761904761904762,35,0.3142857142857143,35,0.45714285714285713,35,test,exploration,0.3142857142857143,35,0.3142857142857143,35,5.857142857142857,35,35,0.3333333333333333,9,15.857142857142858,35,82409.82857142857,35,semantic,fixed_k4,0.0003628885722719133,35
0.2730640797755788,35,397.85714285714283,35,0.14285714285714285,35,0.0,35,hotpotqa,0.00038482000485860876,35,0.34285714285714286,35,0.34285714285714286,35,0.2,0.0,35,zscore_-0.5,1.5714285714285714,35,0.0,35,0.0,35,0.20476190476190478,35,0.45714285714285713,35,0.45714285714285713,35,test,preservation,0.0,35,0.0,35,5.857142857142857,35,35,0.4166666666666667,12,0.0,35,5.857142857142857,35,native_rank,fixed_k4,0.00038482000485860876,35
0.2730640797755788,35,397.85714285714283,35,0.14285714285714285,35,0.0,35,hotpotqa,0.0003539942903444171,35,0.34285714285714286,35,0.34285714285714286,35,0.2,0.0,35,zscore_-0.5,1.5714285714285714,35,0.0,35,0.0,35,0.20476190476190478,35,0.45714285714285713,35,0.45714285714285713,35,test,preservation,0.0,35,0.0,35,5.857142857142857,35,35,0.4166666666666667,12,0.0,35,5.857142857142857,35,semantic,fixed_k4,0.0003539942903444171,35
0.4074282831527401,35,579.4,35,0.2571428571428571,35,0.11428571428571428,35,hotpotqa,0.015878622849205774,35,0.3142857142857143,35,0.6285714285714286,35,0.3,0.015155554280084159,35,zscore_1,1.2571428571428571,35,0.8857142857142857,35,212787.2,35,0.42857142857142855,35,0.4,35,0.8,35,test,exploration,0.8857142857142857,35,1.0285714285714285,35,5.857142857142857,35,35,0.5454545454545454,11,47.142857142857146,35,212840.2,35,native_rank,fixed_k1,0.0007230685691216163,35
0.4065201563658292,35,578.5714285714286,35,0.34285714285714286,35,0.11428571428571428,35,hotpotqa,0.007247728565042573,35,0.6,35,0.6285714285714286,35,0.3,0.006844954280781426,35,seed_agreement_0.6,1.9714285714285715,35,0.3142857142857143,35,101112.68571428572,35,0.4857142857142857,35,0.8,35,0.8,35,test,exploration,0.3142857142857143,35,0.3142857142857143,35,5.857142857142857,35,35,0.5238095238095238,21,20.857142857142858,35,101139.4,35,semantic,fixed_k4,0.00040277428426114577,35
0.40331701710462214,35,574.4,35,0.34285714285714286,35,0.11428571428571428,35,hotpotqa,0.0003720342896745673,35,0.6285714285714286,35,0.6285714285714286,35,0.3,0.0,35,zscore_-0.5,2.2857142857142856,35,0.0,35,0.0,35,0.4714285714285714,35,0.8,35,0.8,35,test,preservation,0.0,35,0.0,35,5.857142857142857,35,35,0.5454545454545454,22,0.0,35,5.857142857142857,35,native_rank,fixed_k4,0.0003720342896745673,35
0.40331701710462214,35,574.4,35,0.34285714285714286,35,0.11428571428571428,35,hotpotqa,0.0003833800055352705,35,0.6285714285714286,35,0.6285714285714286,35,0.3,0.0,35,zscore_-0.5,2.2857142857142856,35,0.0,35,0.0,35,0.4714285714285714,35,0.8,35,0.8,35,test,preservation,0.0,35,0.0,35,5.857142857142857,35,35,0.5454545454545454,22,0.0,35,5.857142857142857,35,semantic,fixed_k4,0.0003833800055352705,35
0.4535998681161022,35,648.7428571428571,35,0.2857142857142857,35,0.14285714285714285,35,hotpotqa,0.019672591422152306,35,0.3142857142857143,35,0.6857142857142857,35,0.4,0.018835742851453167,35,zscore_1,1.2571428571428571,35,1.0,35,265142.85714285716,35,0.4714285714285714,35,0.4,35,0.8857142857142857,35,test,exploration,1.0,35,1.3142857142857143,35,5.857142857142857,35,35,0.5454545454545454,11,58.05714285714286,35,265206.77142857143,35,native_rank,fixed_k1,0.0008368485706991383,35
0.45037855392318205,35,644.5142857142857,35,0.37142857142857144,35,0.17142857142857143,35,hotpotqa,0.006886068578543407,35,0.6285714285714286,35,0.6857142857142857,35,0.4,0.006438665712318783,35,seed_agreement_0.6,2.3142857142857145,35,0.2571428571428571,35,93856.91428571429,35,0.5428571428571428,35,0.8571428571428571,35,0.8857142857142857,35,test,exploration,0.2571428571428571,35,0.2571428571428571,35,5.857142857142857,35,35,0.5454545454545454,22,20.8,35,93883.57142857143,35,semantic,fixed_k4,0.0004474028662246253,35
