active_final_kv_fraction,active_final_kv_fraction_n,active_final_kv_tokens,active_final_kv_tokens_n,chain_complete,chain_complete_n,complete_oracle,complete_oracle_n,dataset,estimated_full_routing_seconds,estimated_full_routing_seconds_n,first_oracle_group_locked,first_oracle_group_locked_n,first_oracle_group_present,first_oracle_group_present_n,fraction,frozen_scorer_seconds,frozen_scorer_seconds_n,lock_policy,locked_root_count,locked_root_count_n,mean_transition_k,mean_transition_k_n,native_qk_comparisons,native_qk_comparisons_n,oracle_recall,oracle_recall_n,oracle_root_locked,oracle_root_locked_n,oracle_root_present,oracle_root_present_n,partition,policy_role,propagation_activation,propagation_activation_n,propagation_budget,propagation_budget_n,root_comparisons,root_comparisons_n,rows,second_oracle_recovered_given_first_locked,second_oracle_recovered_given_first_locked_n,semantic_comparisons,semantic_comparisons_n,total_routing_comparisons,total_routing_comparisons_n,transition_geometry,transition_policy,wall_time,wall_time_n
0.4483974105886553,35,642.1428571428571,35,0.37142857142857144,35,0.17142857142857143,35,hotpotqa,0.0003665800006794078,35,0.6857142857142857,35,0.6857142857142857,35,0.4,0.0,35,zscore_-0.5,2.5714285714285716,35,0.0,35,0.0,35,0.5428571428571428,35,0.8857142857142857,35,0.8857142857142857,35,test,preservation,0.0,35,0.0,35,5.857142857142857,35,35,0.5416666666666666,24,0.0,35,5.857142857142857,35,native_rank,fixed_k4,0.0003665800006794078,35
0.4483974105886553,35,642.1428571428571,35,0.37142857142857144,35,0.17142857142857143,35,hotpotqa,0.00039639143672372615,35,0.6857142857142857,35,0.6857142857142857,35,0.4,0.0,35,zscore_-0.5,2.5714285714285716,35,0.0,35,0.0,35,0.5428571428571428,35,0.8857142857142857,35,0.8857142857142857,35,test,preservation,0.0,35,0.0,35,5.857142857142857,35,35,0.5416666666666666,24,0.0,35,5.857142857142857,35,semantic,fixed_k4,0.00039639143672372615,35
0.13623159562193854,30,549.5333333333333,30,0.8,30,0.8,30,qasper,0.008553680001447598,30,0.8666666666666667,30,0.8666666666666667,30,0.1,0.007985523333384965,30,zscore_1,1.9666666666666666,30,0.16666666666666666,30,104857.6,30,0.8333333333333334,30,0.8666666666666667,30,0.8666666666666667,30,test,exploration,0.16666666666666666,30,0.2,30,16.333333333333332,30,30,0.0,2,27.2,30,104901.13333333333,30,native_rank,fixed_k1,0.0005681566680626322,30
0.13677744702554437,30,553.1666666666666,30,0.8,30,0.8,30,qasper,0.02703736999925847,30,0.8,30,0.8666666666666667,30,0.1,0.026264463332093632,30,seed_agreement_0.6,1.7333333333333334,30,0.43333333333333335,30,386679.4666666667,30,0.8333333333333334,30,0.8,30,0.8666666666666667,30,test,exploration,0.4,30,0.43333333333333335,30,16.333333333333332,30,30,,,102.6,30,386798.4,30,semantic,fixed_k4,0.0007729066671648373,30
0.13623159562193854,30,549.5333333333333,30,0.8,30,0.8,30,qasper,0.0005297599942423403,30,0.8666666666666667,30,0.8666666666666667,30,0.1,0.0,30,zscore_-0.5,2.1666666666666665,30,0.0,30,0.0,30,0.8333333333333334,30,0.8666666666666667,30,0.8666666666666667,30,test,preservation,0.0,30,0.0,30,16.333333333333332,30,30,0.0,2,0.0,30,16.333333333333332,30,native_rank,fixed_k4,0.0005297599942423403,30
0.13623159562193854,30,549.5333333333333,30,0.8,30,0.8,30,qasper,0.0005191933324870964,30,0.8666666666666667,30,0.8666666666666667,30,0.1,0.0,30,zscore_-0.5,2.1666666666666665,30,0.0,30,0.0,30,0.8333333333333334,30,0.8666666666666667,30,0.8666666666666667,30,test,preservation,0.0,30,0.0,30,16.333333333333332,30,30,0.0,2,0.0,30,16.333333333333332,30,semantic,fixed_k4,0.0005191933324870964,30
0.22889942918754916,30,921.4333333333333,30,0.8,30,0.8,30,qasper,0.06857924666643764,30,0.9666666666666667,30,0.9666666666666667,30,0.2,0.06681017332981962,30,zscore_1,2.5,30,0.7666666666666667,30,907281.0666666667,30,0.8833333333333333,30,0.9666666666666667,30,0.9666666666666667,30,test,exploration,0.7666666666666667,30,1.1666666666666667,30,16.333333333333332,30,30,0.0,5,260.1666666666667,30,907557.5666666667,30,native_rank,fixed_k1,0.0017690733366180211,30
0.22889942918754916,30,921.4333333333333,30,0.8,30,0.8,30,qasper,0.04388288666377775,30,0.9666666666666667,30,0.9666666666666667,30,0.2,0.042670829991887635,30,seed_agreement_0.6,3.1666666666666665,30,0.5,30,621192.5333333333,30,0.8833333333333333,30,0.9666666666666667,30,0.9666666666666667,30,test,exploration,0.4,30,0.5,30,16.333333333333332,30,30,0.0,5,171.03333333333333,30,621379.9,30,semantic,fixed_k4,0.0012120566718901197,30
0.22889942918754916,30,921.4333333333333,30,0.8,30,0.8,30,qasper,0.0005420366690183679,30,0.9666666666666667,30,0.9666666666666667,30,0.2,0.0,30,zscore_-0.5,3.6666666666666665,30,0.0,30,0.0,30,0.8833333333333333,30,0.9666666666666667,30,0.9666666666666667,30,test,preservation,0.0,30,0.0,30,16.333333333333332,30,30,0.0,5,0.0,30,16.333333333333332,30,native_rank,fixed_k4,0.0005420366690183679,30
0.22889942918754916,30,921.4333333333333,30,0.8,30,0.8,30,qasper,0.00045953667140565815,30,0.9666666666666667,30,0.9666666666666667,30,0.2,0.0,30,zscore_-0.5,3.6666666666666665,30,0.0,30,0.0,30,0.8833333333333333,30,0.9666666666666667,30,0.9666666666666667,30,test,preservation,0.0,30,0.0,30,16.333333333333332,30,30,0.0,5,0.0,30,16.333333333333332,30,semantic,fixed_k4,0.00045953667140565815,30
0.34075154283500897,30,1383.7,30,0.8333333333333334,30,0.8333333333333334,30,qasper,0.09171974666727085,30,0.9666666666666667,30,1.0,30,0.3,0.0897928933321964,30,zscore_1,2.533333333333333,30,1.0,30,1275886.9333333333,30,0.9166666666666666,30,0.9666666666666667,30,1.0,30,test,exploration,1.0,30,2.966666666666667,30,16.333333333333332,30,30,0.0,5,356.8,30,1276260.0666666667,30,native_rank,fixed_k1,0.0019268533350744596,30
0.34167138514775536,30,1385.8,30,0.8666666666666667,30,0.8666666666666667,30,qasper,0.10458588332791502,30,1.0,30,1.0,30,0.3,0.10265131332950356,30,seed_agreement_0.6,4.466666666666667,30,1.0333333333333334,30,1508795.7333333334,30,0.9333333333333333,30,1.0,30,1.0,30,test,exploration,0.7,30,1.0333333333333334,30,16.333333333333332,30,30,0.2,5,419.8333333333333,30,1509231.9,30,semantic,fixed_k4,0.0019345699984114617,30
0.34167138514775536,30,1385.8,30,0.8666666666666667,30,0.8666666666666667,30,qasper,0.0005545833303282658,30,1.0,30,1.0,30,0.3,0.0,30,zscore_-0.5,5.5,30,0.0,30,0.0,30,0.9333333333333333,30,1.0,30,1.0,30,test,preservation,0.0,30,0.0,30,16.333333333333332,30,30,0.2,5,0.0,30,16.333333333333332,30,native_rank,fixed_k4,0.0005545833303282658,30
0.34167138514775536,30,1385.8,30,0.8666666666666667,30,0.8666666666666667,30,qasper,0.0005016066560832162,30,1.0,30,1.0,30,0.3,0.0,30,zscore_-0.5,5.5,30,0.0,30,0.0,30,0.9333333333333333,30,1.0,30,1.0,30,test,preservation,0.0,30,0.0,30,16.333333333333332,30,30,0.2,5,0.0,30,16.333333333333332,30,semantic,fixed_k4,0.0005016066560832162,30
0.4337783304606011,30,1758.8,30,0.8666666666666667,30,0.8666666666666667,30,qasper,0.09173272333767575,30,0.9666666666666667,30,1.0,30,0.4,0.0897928933321964,30,zscore_1,2.533333333333333,30,1.0,30,1275886.9333333333,30,0.9333333333333333,30,0.9666666666666667,30,1.0,30,test,exploration,1.0,30,4.466666666666667,30,16.333333333333332,30,30,0.2,5,356.8,30,1276260.0666666667,30,native_rank,fixed_k1,0.0019398300054793557,30
0.43514463411994714,30,1764.1,30,0.9,30,0.9,30,qasper,0.1672758833291785,30,1.0,30,1.0,30,0.4,0.1646614733307312,30,seed_agreement_0.6,5.733333333333333,30,1.2666666666666666,30,2417032.533333333,30,0.95,30,1.0,30,1.0,30,test,exploration,0.8,30,1.2666666666666666,30,16.333333333333332,30,30,0.4,5,673.6333333333333,30,2417722.5,30,semantic,fixed_k4,0.0026144099984473238,30
0.43469817277334744,30,1760.9,30,0.8666666666666667,30,0.8666666666666667,30,qasper,0.0005772399968312432,30,1.0,30,1.0,30,0.4,0.0,30,zscore_-0.5,7.0,30,0.0,30,0.0,30,0.9333333333333333,30,1.0,30,1.0,30,test,preservation,0.0,30,0.0,30,16.333333333333332,30,30,0.2,5,0.0,30,16.333333333333332,30,native_rank,fixed_k4,0.0005772399968312432,30
0.43469817277334744,30,1760.9,30,0.8666666666666667,30,0.8666666666666667,30,qasper,0.0005940766617034873,30,1.0,30,1.0,30,0.4,0.0,30,zscore_-0.5,7.0,30,0.0,30,0.0,30,0.9333333333333333,30,1.0,30,1.0,30,test,preservation,0.0,30,0.0,30,16.333333333333332,30,30,0.2,5,0.0,30,16.333333333333332,30,semantic,fixed_k4,0.0005940766617034873,30
