geometry,policy,validation_objective,validation_propagation_activation,validation_rows
semantic,adaptive_m0.25_h0.45,1.1183456790123456,0.4342105263157895,380
semantic,adaptive_m0.25_h0.55,1.1250123456790124,0.4342105263157895,380
semantic,adaptive_m0.25_h0.65,1.1250123456790124,0.4342105263157895,380
semantic,adaptive_m0.35_h0.45,1.1183456790123456,0.4342105263157895,380
semantic,adaptive_m0.35_h0.55,1.1250123456790124,0.4342105263157895,380
semantic,adaptive_m0.35_h0.65,1.1250123456790124,0.4342105263157895,380
semantic,adaptive_m0.45_h0.45,1.1250123456790124,0.4342105263157895,380
semantic,adaptive_m0.45_h0.55,1.131679012345679,0.4342105263157895,380
semantic,adaptive_m0.45_h0.65,1.131679012345679,0.4342105263157895,380
semantic,fixed_k1,1.1124197530864197,0.4342105263157895,380
semantic,fixed_k4,1.137679012345679,0.4342105263157895,380
native_rank,adaptive_m0.25_h0.45,1.165925925925926,0.6447368421052632,380
native_rank,adaptive_m0.25_h0.55,1.165925925925926,0.6447368421052632,380
native_rank,adaptive_m0.25_h0.65,1.165925925925926,0.6447368421052632,380
native_rank,adaptive_m0.35_h0.45,1.165925925925926,0.6447368421052632,380
native_rank,adaptive_m0.35_h0.55,1.165925925925926,0.6447368421052632,380
native_rank,adaptive_m0.35_h0.65,1.165925925925926,0.6447368421052632,380
native_rank,adaptive_m0.45_h0.45,1.1652592592592594,0.6447368421052632,380
native_rank,adaptive_m0.45_h0.55,1.1652592592592594,0.6447368421052632,380
native_rank,adaptive_m0.45_h0.65,1.1652592592592594,0.6447368421052632,380
native_rank,fixed_k1,1.1785925925925926,0.6447368421052632,380
native_rank,fixed_k4,1.1594320987654323,0.6447368421052632,380
