stage,config_id,method,edge_family,top_k,threshold,policy,split,seed,example_id,facets,units,edges,interleaved,shared_entity,ari,nmi,pairwise_f1,boundary_f1,cluster_count_error,graph_ms,cluster_ms,iterations,converged
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,37,validation-s37-e011,6,24,18,1,1,0.3486328125,0.7931736329761656,0.38297872340425526,0.878048780487805,10,1.2573001440614462,1.2888000346720219,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,37,validation-s37-e012,1,4,6,0,0,0.0,0.0,1.0,0.0,0,0.9714001789689064,0.3855000250041485,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,37,validation-s37-e013,2,8,10,0,0,0.4010695187165775,0.667419314949142,0.5555555555555556,0.25,2,0.8687998633831739,0.3573999274522066,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,37,validation-s37-e014,3,12,18,1,0,0.7552533992583437,0.8467060480508274,0.8125000000000001,0.9411764705882353,2,0.8695998694747686,0.4344999324530363,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,37,validation-s37-e015,4,16,12,1,1,0.47107438016528924,0.7750423005904058,0.5294117647058824,0.962962962962963,6,0.8868998847901821,0.5729000549763441,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,37,validation-s37-e016,5,21,16,0,1,0.36585365853658536,0.7722728071177178,0.40909090909090906,0.3636363636363636,9,0.9134998545050621,1.0418000165373087,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,37,validation-s37-e017,6,24,24,0,1,0.6805555555555556,0.8575753914555948,0.711864406779661,0.5263157894736842,7,1.0947000700980425,0.642899889498949,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,37,validation-s37-e018,1,4,4,1,0,0.0,0.0,0.5,0.0,1,0.8931998163461685,0.29710005037486553,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,37,validation-s37-e019,2,8,12,1,0,0.5555555555555556,0.7587783932316692,0.7000000000000001,0.888888888888889,1,0.8678000885993242,0.4016000311821699,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,37,validation-s37-e020,3,13,22,0,0,1.0,1.0,1.0,1.0,0,0.8902000263333321,0.40040002204477787,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,37,validation-s37-e021,4,16,14,0,1,0.6317135549872122,0.8149746810031536,0.6842105263157895,0.5,5,1.7157001420855522,0.7205000147223473,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,37,validation-s37-e022,5,20,14,1,1,0.31772479172651535,0.765697099521568,0.358974358974359,0.9444444444444444,9,1.4883000403642654,0.7871000561863184,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,37,validation-s37-e023,6,24,14,1,1,0.3811659192825112,0.7893193673725809,0.4166666666666667,0.888888888888889,11,1.0089001152664423,0.6725001148879528,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e000,1,5,8,0,0,0.0,0.0,0.5714285714285715,0.0,1,0.872200122103095,0.29850006103515625,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e001,2,7,10,0,0,0.8,0.8335222413724916,0.8750000000000001,0.5,1,0.8719000034034252,0.3853000234812498,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e002,3,12,18,1,0,0.8422939068100358,0.9117871871412709,0.8823529411764706,1.0,1,0.8914000354707241,0.49620005302131176,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e003,4,17,16,1,1,0.4530059271803556,0.7704107172548239,0.5128205128205129,0.962962962962963,6,0.8666999638080597,0.5663000047206879,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e004,5,20,16,0,1,0.5639979602243753,0.812335964054925,0.6086956521739131,0.4210526315789474,7,1.1777000036090612,0.7571999449282885,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e005,6,24,20,0,1,0.5015051173991572,0.8252007241128867,0.5384615384615384,0.4166666666666667,8,1.0565000120550394,0.8344999514520168,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e006,1,5,10,1,0,0.0,0.0,1.0,0.0,0,1.5749000012874603,0.5493001081049442,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e007,2,7,6,1,0,0.3636363636363636,0.6712643205715701,0.5,0.888888888888889,2,1.4392000157386065,0.516700092703104,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e008,3,13,20,0,0,0.9367396593673966,0.9359596314694716,0.9545454545454545,0.6666666666666666,1,1.5561000909656286,0.8270000107586384,5,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e009,4,17,12,0,1,0.4145501506672406,0.7530980328619374,0.4736842105263158,0.375,7,1.738899853080511,0.9096001740545034,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e010,5,19,10,1,1,0.3132530120481928,0.7678094417236199,0.35294117647058826,1.0,9,1.4690000098198652,0.9850999340415001,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e011,6,24,18,1,1,0.44320297951582865,0.8101802548830643,0.4799999999999999,0.9777777777777777,9,1.5388000756502151,1.4132000505924225,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e012,1,5,8,0,0,0.0,0.0,0.5714285714285715,0.0,1,1.7838000785559416,0.5805001128464937,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e013,2,7,8,0,0,0.8,0.8335222413724918,0.8750000000000001,0.5,1,1.3947999104857445,0.5857001524418592,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e014,3,12,12,1,0,0.3966244725738396,0.7327233937567916,0.4799999999999999,0.8235294117647058,4,1.3278000988066196,0.6828999612480402,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e015,4,17,12,1,1,0.333630289532294,0.7427074839003166,0.3888888888888889,0.8,7,2.049200003966689,0.968199921771884,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e016,5,20,14,0,1,0.4994731296101159,0.784453797377293,0.5454545454545454,0.4210526315789474,9,1.4342998620122671,0.9402998257428408,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e017,6,24,18,0,1,0.41267339218158894,0.8075645260746628,0.4489795918367347,0.3846153846153846,9,1.4002998359501362,0.9783999994397163,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e018,1,5,8,1,0,0.0,0.0,0.5714285714285715,0.0,1,1.7405000980943441,0.6273000035434961,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e019,2,7,4,1,0,0.2461538461538461,0.611723616556389,0.3636363636363636,0.6666666666666666,3,1.4406000263988972,0.645600026473403,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e020,3,13,28,0,0,1.0,1.0,1.0,1.0,0,1.3741999864578247,0.6497001741081476,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e021,4,17,16,0,1,0.4530059271803556,0.7840163981338836,0.5128205128205129,0.375,5,1.3530999422073364,0.7307999767363071,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e022,5,19,8,1,1,0.2179878048780488,0.7496220354337633,0.25,0.9090909090909091,10,0.9846999309957027,0.7331001106649637,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,53,validation-s53-e023,6,24,18,1,1,0.41267339218158894,0.8075645260746627,0.4489795918367347,0.9268292682926829,9,1.9696999806910753,1.0439001489430666,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e000,1,5,10,0,0,0.0,0.0,1.0,0.0,0,1.3631999026983976,0.5776002071797848,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e001,2,7,8,0,0,0.8,0.8335222413724918,0.8750000000000001,0.5,1,1.8702000379562378,0.6891998928040266,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e002,3,12,18,1,0,0.7552533992583437,0.8467060480508276,0.8125000000000001,1.0,2,1.6018000897020102,0.6725999992340803,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e003,4,17,18,1,1,0.5262295081967213,0.8101223924523916,0.5853658536585366,1.0,4,1.6009998507797718,0.8250998798757792,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e004,5,20,14,0,1,0.3942334349875243,0.7737664572824081,0.43902439024390244,0.38095238095238093,9,1.7238000873476267,1.0731001384556293,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e005,6,24,16,0,1,0.3811659192825112,0.7970657242280432,0.4166666666666667,0.3846153846153846,10,1.5712999738752842,0.9996998123824596,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e006,1,5,8,1,0,0.0,0.0,0.5714285714285715,0.0,1,1.686600036919117,0.7317999843508005,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e007,2,7,6,1,0,0.3636363636363636,0.6712643205715703,0.5,1.0,2,1.9047001842409372,0.9300000965595245,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e008,3,13,28,0,0,1.0,1.0,1.0,1.0,0,1.450299983844161,0.6039999425411224,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e009,4,17,20,0,1,0.5611133521581283,0.8149511819035663,0.6190476190476191,0.42857142857142855,4,1.459999941289425,0.7102999370545149,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e010,5,19,10,1,1,0.26664180495991047,0.7627385714546351,0.30303030303030304,0.9375,9,1.557100098580122,1.0408000089228153,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e011,6,24,16,1,1,0.2693580410324289,0.7635709152414016,0.30434782608695654,0.9767441860465117,10,1.598200062289834,1.0001999326050282,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e012,1,5,8,0,0,0.0,0.0,0.5714285714285715,0.0,1,0.920100137591362,0.3033000975847244,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e013,2,7,6,0,0,0.3636363636363636,0.6712643205715701,0.5,0.2857142857142857,2,0.8260998874902725,0.38499990478157997,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e014,3,12,16,1,0,0.7552533992583437,0.8467060480508275,0.8125000000000001,1.0,2,0.8876998908817768,0.44430000707507133,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e015,4,17,16,1,1,0.6276886976926085,0.8111014354031495,0.6818181818181819,0.9655172413793104,5,1.8885000608861446,0.9093000553548336,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e016,5,20,18,0,1,0.6702206793949913,0.8423566035449631,0.7083333333333333,0.5,6,1.460700063034892,0.920899910852313,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e017,6,24,12,0,1,0.2802826379542395,0.7731685293845407,0.3111111111111111,0.37037037037037035,12,1.4091001357883215,1.0955999605357647,3,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e018,1,5,8,1,0,0.0,0.0,0.5714285714285715,0.0,1,1.0057000909000635,0.3587000537663698,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e019,2,7,8,1,0,0.8,0.8335222413724918,0.8750000000000001,0.888888888888889,1,1.1255000717937946,0.4867999814450741,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e020,3,13,18,0,0,0.674698795180723,0.8350064647316925,0.7428571428571429,0.4,2,1.0812000837177038,0.5475999787449837,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e021,4,17,16,0,1,0.5611133521581283,0.8027975297807685,0.6190476190476191,0.42857142857142855,5,1.0035999584943056,0.542899826541543,4,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e022,5,19,14,1,1,0.35794743429286613,0.7903986228330288,0.4,0.9696969696969697,7,1.6979998908936977,1.1475998908281326,2,1
edge_method,edge-cc-contextual_lexical_position,cc,contextual_lexical_position,4,0.55,union,validation,71,validation-s71-e023,6,24,18,1,1,0.47279951100244505,0.8142414652027885,0.5098039215686275,0.9545454545454545,9,1.5004000160843134,1.294200075790286,4,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e000,1,5,20,0,0,0.0,0.0,1.0,0.0,0,1.0395001154392958,2.0800000056624413,4,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e001,2,7,8,0,0,0.3636363636363636,0.6329129160661658,0.5,0.4,3,0.9812999051064253,3.614499932155013,3,0
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e002,3,12,28,1,0,1.0,1.0,1.0,1.0,0,1.389400102198124,1.9102999940514565,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e003,4,17,38,1,1,0.9550413223140496,0.9605205479569766,0.9642857142857143,0.9090909090909091,1,1.4798999764025211,2.226700074970722,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e004,5,20,42,0,1,0.8559046587215602,0.912603107642153,0.8771929824561403,0.7272727272727273,3,1.4700000174343586,2.6916000060737133,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e005,6,24,54,0,1,0.9526532479414456,0.9742175559114401,0.958904109589041,0.8333333333333333,1,1.3490000274032354,3.0623998027294874,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e006,1,5,10,1,0,0.0,0.0,1.0,0.0,0,1.4394999016076326,1.6137000638991594,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e007,2,7,18,1,0,0.588235294117647,0.7751949413088235,0.7142857142857143,0.9090909090909091,1,1.2604000512510538,1.1009997688233852,1,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e008,3,13,36,0,0,0.8737864077669903,0.9084293269167731,0.9090909090909091,0.8,1,1.3055000454187393,2.0552000496536493,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e009,4,17,40,0,1,0.8577901707912164,0.9324604526874294,0.8846153846153846,0.7499999999999999,1,1.879699993878603,2.857699990272522,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e010,5,19,38,1,1,0.8338192419825073,0.9232733004443632,0.8571428571428571,1.0,2,1.3592001050710678,3.719999920576811,3,0
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e011,6,24,60,1,1,1.0,1.0,1.0,1.0,0,2.3050999734550714,5.17870020121336,5,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e012,1,5,8,0,0,0.0,0.0,0.7499999999999999,0.0,1,1.330799888819456,2.2899999748915434,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e013,2,7,4,0,0,0.3636363636363636,0.6329129160661658,0.5,0.33333333333333337,3,1.8804001156240702,1.5181000344455242,1,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e014,3,12,26,1,0,0.8836662749706228,0.9199827402249093,0.9142857142857143,1.0,1,1.4946998562663794,3.190200077369809,3,0
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e015,4,17,34,1,1,0.8577901707912164,0.9324604526874294,0.8846153846153846,1.0,1,1.3007998932152987,3.904599929228425,4,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e016,5,20,52,0,1,0.9614604462474645,0.9707468043696699,0.967741935483871,0.8,1,1.6389000229537487,4.9449000507593155,5,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e017,6,24,64,0,1,0.9361406756131421,0.9684094359818353,0.9444444444444444,0.8333333333333333,1,2.1029000636190176,4.907599883154035,4,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e018,1,5,18,1,0,0.0,0.0,1.0,0.0,0,1.5823000576347113,1.580999931320548,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e019,2,7,16,1,0,1.0,0.9999999999999999,1.0,1.0,0,1.487900037318468,1.8217000178992748,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e020,3,13,42,0,0,0.865979381443299,0.9110956056370728,0.9,0.5714285714285715,1,1.3556999620050192,3.355999942868948,4,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e021,4,17,36,0,1,0.805087782156933,0.8980419859544929,0.8400000000000001,0.7499999999999999,2,1.788599882274866,3.8501000963151455,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e022,5,19,44,1,1,0.9093799682034976,0.9405583681794485,0.923076923076923,0.9600000000000001,2,0.9129999671131372,2.6702999603003263,4,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,11,validation-s11-e023,6,24,56,1,1,0.9526532479414456,0.9742175559114401,0.958904109589041,0.9444444444444444,1,0.8785000536590815,2.006900031119585,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e000,1,5,18,0,0,0.0,0.0,1.0,0.0,0,1.0058998595923185,2.1653000731021166,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e001,2,7,10,0,0,0.588235294117647,0.7751949413088235,0.7142857142857143,0.6666666666666666,1,0.8881001267582178,1.206299988552928,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e002,3,12,32,1,0,1.0,1.0,1.0,1.0,0,0.8284999057650566,1.20449997484684,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e003,4,17,32,1,1,0.8318021201413428,0.9072179371009164,0.8627450980392156,1.0,2,0.8368999697268009,1.90100003965199,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e004,5,20,60,0,1,1.0,1.0,1.0,1.0,0,0.892499927431345,3.6100998986512423,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e005,6,24,60,0,1,0.9019422074846044,0.9477882993272047,0.9142857142857143,0.7142857142857143,2,0.9818000253289938,2.367699984461069,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e006,1,5,18,1,0,0.0,0.0,1.0,0.0,0,0.9383000433444977,1.0108000133186579,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e007,2,7,10,1,0,0.8,0.8335222413724916,0.8750000000000001,1.0,1,0.8325001690536737,1.582699827849865,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e008,3,13,28,0,0,0.5894736842105264,0.7906383604553756,0.6666666666666666,0.4444444444444445,3,1.452599884942174,2.478600014001131,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e009,4,17,38,0,1,0.8830811554332875,0.9178368071299435,0.9056603773584906,0.6666666666666666,2,1.4434999320656061,3.835099982097745,4,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e010,5,19,48,1,1,0.9093799682034976,0.9561318921022807,0.923076923076923,1.0,1,2.038199920207262,2.4260999634861946,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e011,6,24,56,1,1,0.9526532479414456,0.9742175559114401,0.958904109589041,1.0,1,1.0186000727117062,1.6956999897956848,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e012,1,5,16,0,0,0.0,0.0,1.0,0.0,0,0.8465000428259373,1.4945000875741243,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e013,2,7,18,0,0,0.588235294117647,0.7751949413088235,0.7142857142857143,0.6666666666666666,1,0.8626999333500862,0.7940998766571283,1,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e014,3,12,28,1,0,0.923699421965318,0.9312394307324187,0.9444444444444444,1.0,1,0.879199942573905,1.251499867066741,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e015,4,17,54,1,1,1.0,1.0,1.0,1.0,0,0.8439000230282545,2.848499920219183,4,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e016,5,20,52,0,1,0.9624283171841013,0.970565211996543,0.96875,0.888888888888889,1,0.9459001012146473,1.578599913045764,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e017,6,24,58,0,1,0.9687924016282227,0.9780268152531073,0.972972972972973,0.8333333333333333,1,1.680899877101183,2.5592001620680094,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e018,1,5,18,1,0,0.0,0.0,1.0,0.0,0,1.2969998642802238,1.7232999671250582,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e019,2,7,16,1,0,1.0,0.9999999999999999,1.0,1.0,0,1.0369999799877405,1.559399999678135,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e020,3,13,36,0,0,0.9367396593673966,0.9359596314694716,0.9545454545454545,0.6666666666666666,1,1.437600003555417,2.09349999204278,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e021,4,17,48,0,1,1.0,1.0,1.0,1.0,0,1.3542999513447285,2.8309000190347433,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e022,5,19,40,1,1,0.8597977589505329,0.9319643399936451,0.88,0.967741935483871,2,1.5177000313997269,2.392800059169531,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,23,validation-s23-e023,6,24,50,1,1,0.9361406756131421,0.9714041968211837,0.9444444444444444,1.0,1,0.973300077021122,2.363800071179867,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,37,validation-s37-e000,1,4,6,0,0,0.0,0.0,0.5,0.0,1,0.8441999088972807,0.7649001199752092,1,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,37,validation-s37-e001,2,8,18,0,0,1.0,1.0,1.0,1.0,0,0.97510009072721,1.7642001621425152,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,37,validation-s37-e002,3,12,32,1,0,1.0,1.0,1.0,1.0,0,1.5408999752253294,2.0089000463485718,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,37,validation-s37-e003,4,16,34,1,1,1.0,1.0,1.0,1.0,0,1.3435001019388437,3.600400174036622,4,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,37,validation-s37-e004,5,21,58,0,1,1.0,1.0,1.0,1.0,0,1.8420000560581684,2.971300156787038,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,37,validation-s37-e005,6,24,46,0,1,0.6570955273329652,0.8644996725949328,0.6896551724137931,0.5555555555555556,6,1.5837999526411295,2.2412000689655542,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,37,validation-s37-e006,1,4,4,1,0,0.0,0.0,0.6666666666666666,0.0,1,0.8050000760704279,1.2082001194357872,1,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,37,validation-s37-e007,2,8,12,1,0,0.5555555555555556,0.705829021446042,0.7000000000000001,0.8,2,0.9256999474018812,1.2842998839914799,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,37,validation-s37-e008,3,13,42,0,0,1.0,1.0,1.0,1.0,0,0.8688999805599451,2.085300162434578,2,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,37,validation-s37-e009,4,16,34,0,1,0.8926174496644296,0.946028574656212,0.9130434782608696,0.7499999999999999,1,0.9390998166054487,1.9368999637663364,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,37,validation-s37-e010,5,20,50,1,1,0.9614604462474645,0.97074680436967,0.967741935483871,1.0,1,0.901099992915988,3.562200115993619,3,1
edge_method,edge-label_propagation-contextual,label_propagation,contextual,4,0.55,union,validation,37,validation-s37-e011,6,24,46,1,1,0.8842281879194631,0.9470572590473137,0.898550724637681,0.9473684210526316,2,1.0546001140028238,4.2238999158144,5,1
