cell_id,sequence_id,repeat,strategy_id,strategy_config_id,official_resolved_count,issue_count,calls,cumulative_full_tokens,cumulative_materialized_tokens,candidate_trajectory_gross_saving_fraction,failure_aware_saving_vs_persistent_full,calls_delta_vs_persistent_full,evidence_admissible
independent-n6-instruction-epoch-ladder-a__S01_persistent_full-instruction_epoch_n6_ladder_control_v1__r01,independent-n6-instruction-epoch-ladder-a,1,S01_persistent_full,instruction_epoch_n6_ladder_control_v1,4,6,62,830776,830776,0.0,,,False
independent-n6-instruction-epoch-ladder-a__S03_instruction_epoch_e1-e1_keep_one_prior_epoch_full_n6_v1__r01,independent-n6-instruction-epoch-ladder-a,1,S03_instruction_epoch_e1,e1_keep_one_prior_epoch_full_n6_v1,5,6,70,988585,712763,0.2790068633450842,0.14205152772829255,8,True
independent-n6-instruction-epoch-ladder-a__S03_instruction_epoch_e2-e2_keep_two_prior_epochs_full_n6_v1__r01,independent-n6-instruction-epoch-ladder-a,1,S03_instruction_epoch_e2,e2_keep_two_prior_epochs_full_n6_v1,4,6,60,776590,648571,0.16484760298226864,0.0,-2,True
