variant,seeds,loss_mean,loss_std,perplexity_mean,perplexity_std,loss_delta_vs_frozen_mean,loss_delta_vs_frozen_std,seconds_mean,seconds_std
final_norm_lm_head,5,3.974952256679535,0.006886455840964167,53.24884041134154,0.3680822127689413,0.09383372068405152,0.006886455840964167,3.10372478000354,0.03861596048122475
fixed,5,3.8811185359954834,0.0,48.47840960257214,0.0,0.0,0.0,3.0899363999837077,0.037175585594756984
lm_head,5,3.9748939633369447,0.0068994279596624715,53.24574125038303,0.3687664880047876,0.09377542734146119,0.0068994279596624715,3.098750339995604,0.030341136396319638
lm_head_lora_r8,5,3.8971905410289764,0.0070671315155545296,49.26507746841763,0.3470984208285643,0.016072005033493042,0.0070671315155545296,3.205685200006701,0.0420094412647695
