[2026-08-28 21:11:02] Prefill batch, #new-seq: 1, #new-token: 24, #cached-token: 0, token usage: 0.01, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 2.58
[2026-08-28 21:11:02] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 23, token usage: 0.01, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 3.72
[2026-08-28 21:11:02] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 23, token usage: 0.01, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 8.43
[2026-08-28 21:11:02] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 23, token usage: 0.01, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 8.81
[2026-08-28 21:11:02] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 23, token usage: 0.01, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 9.22
[2026-08-28 21:11:02] Prefill batch, #new-seq: 1, #new-token: 332, #cached-token: 1, token usage: 0.16, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 1869.22
[2026-08-28 21:11:02] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 332, token usage: 0.16, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 7.77
[2026-08-28 21:11:03] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 332, token usage: 0.16, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 8.64
[2026-08-28 21:11:03] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 332, token usage: 0.16, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 8.85
[2026-08-28 21:11:03] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 332, token usage: 0.16, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 8.64
[2026-08-28 21:11:03] Prefill batch, #new-seq: 1, #new-token: 53, #cached-token: 3, token usage: 0.03, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 423.17
[2026-08-28 21:11:03] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 55, token usage: 0.03, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 6.10
[2026-08-28 21:11:03] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 55, token usage: 0.03, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 6.10
[2026-08-28 21:11:03] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 55, token usage: 0.03, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 6.26
[2026-08-28 21:11:04] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 55, token usage: 0.03, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 6.08
[2026-08-28 21:11:04] Prefill batch, #new-seq: 1, #new-token: 53, #cached-token: 312, token usage: 0.18, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 288.00
[2026-08-28 21:11:04] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 364, token usage: 0.18, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 6.19
[2026-08-28 21:11:04] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 364, token usage: 0.18, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 6.10
[2026-08-28 21:11:04] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 364, token usage: 0.18, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 6.17
[2026-08-28 21:11:04] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 364, token usage: 0.18, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 6.16
[2026-08-28 21:11:05] Prefill batch, #new-seq: 1, #new-token: 1265, #cached-token: 312, token usage: 0.77, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 3111.63
[2026-08-28 21:11:05] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 1576, token usage: 0.77, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 4.91
[2026-08-28 21:11:05] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 1576, token usage: 0.77, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 5.64
[2026-08-28 21:11:05] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 1576, token usage: 0.77, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 5.65
[2026-08-28 21:11:06] Prefill batch, #new-seq: 1, #new-token: 1, #cached-token: 1576, token usage: 0.77, #running-req: 0, #queue-req: 0, #pending-token: 0, cuda graph: False, input throughput (token/s): 5.58
