policy,n,task_success,evidence_visible,materialized_tokens,active_kv_tokens,native_kv_tokens,total_latency_seconds,model_passes,tool_roundtrips,network_bytes,controller_prompt_tokens
FULL,90,0.8333333333333334,0.8333333333333334,304.55555555555554,304.55555555555554,0.0,0.0028625777741480207,2.0,0.0,1216.5,0.0
COMPACT_ONLY,90,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PRA_COMPACT,90,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PRA_FALLBACK,90,0.5,0.5,234.38888888888889,234.38888888888889,0.0,0.0010697177792381909,1.0,1.0,935.3333333333334,0.0
PRA_NATIVE,90,0.8333333333333334,0.8333333333333334,359.6111111111111,182.94444444444446,182.94444444444446,0.1306830655757545,1.0,1.0,1437.2777777777778,0.0
MODEL_ONLY,90,0.6111111111111112,0.6111111111111112,179.27777777777777,179.27777777777777,0.0,3.8931283811003796,3.3333333333333335,0.0,716.4444444444445,770.2222222222222
PRA_ADAPTIVE,90,0.8333333333333334,0.8333333333333334,453.6666666666667,277.0,182.94444444444446,8.392939267811986,2.888888888888889,1.0,1812.9444444444443,1251.0
PRA_ADAPTIVE_ORACLE,90,1.0,1.0,361.94444444444446,185.27777777777777,182.94444444444446,0.13060207445070976,1.1666666666666667,1.0,1446.2222222222222,0.0
CCR_TOOL,90,0.6111111111111112,0.6111111111111112,252.27777777777777,252.27777777777777,0.0,3.8931549011082907,3.6666666666666665,0.6666666666666666,1008.2222222222222,770.2222222222222
