model_id,dataset,example_id,method,units,target_facets,predicted_facets,facet_switches,normalized_switch_rate,minimum_contiguous_cover_ratio,non_contiguous_facets,has_non_contiguous_facet,ari,nmi,pairwise_f1,facet_count_abs_error,over_segmented,under_segmented,singleton_rate,decomposition_ms,graph_edges,graph_bytes
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,embedding_kmeans,11,2,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.4324324324324324,0.5080915846083288,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,graph_cc,11,2,2,1.0,0.16666666666666666,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.3274000268429518,18,768
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,graph_lp,11,2,3,1.0,0.16666666666666666,1.0,0.0,0.0,0.44247787610619466,0.7133884404294447,0.625,1.0,1.0,0.0,0.0,2.3274000268429518,18,768
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,llm,11,2,1,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.6875000000000001,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,global,13,2,1,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.6875000000000001,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,fixed_window,13,2,3,1.0,0.16666666666666666,1.0,0.0,0.0,0.16,0.40620948817101343,0.4705882352941177,1.0,1.0,0.0,0.3333333432674408,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,syntax,13,2,2,1.0,0.16666666666666666,1.0,0.0,0.0,-0.14545454545454545,0.19647826253528541,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,embedding_kmeans,13,2,3,1.0,0.16666666666666666,1.0,0.0,0.0,0.16,0.40620948817101343,0.4705882352941177,1.0,1.0,0.0,0.3333333432674408,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,graph_cc,13,2,4,1.0,0.16666666666666666,1.0,0.0,0.0,0.4375,0.5151034717548454,0.6666666666666665,1.0,1.0,0.0,0.25,2.6380999479442835,18,816
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,graph_lp,13,2,4,1.0,0.16666666666666666,1.0,0.0,0.0,0.4375,0.5151034717548454,0.6666666666666665,1.0,1.0,0.0,0.25,2.6380999479442835,18,816
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,llm,13,2,1,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.6875000000000001,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,global,13,2,1,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.6363636363636364,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,fixed_window,13,2,3,1.0,0.2,1.0,0.0,0.0,0.5871559633027523,0.77250688571426,0.7272727272727273,1.0,1.0,0.0,0.3333333432674408,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,syntax,13,2,3,1.0,0.2,1.0,0.0,0.0,0.5871559633027523,0.77250688571426,0.7272727272727273,1.0,1.0,0.0,0.3333333432674408,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,embedding_kmeans,13,2,3,1.0,0.2,1.0,0.0,0.0,-0.17391304347826095,0.13921962366837887,0.47058823529411764,0.0,0.0,0.0,0.3333333432674408,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,graph_cc,13,2,2,1.0,0.2,1.0,0.0,0.0,-0.07142857142857141,0.2740175421212809,0.42857142857142855,0.0,0.0,0.0,0.0,3.0671998392790556,22,928
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,graph_lp,13,2,3,1.0,0.2,1.0,0.0,0.0,0.4444444444444445,0.733680436651211,0.6,1.0,1.0,0.0,0.0,3.0671998392790556,22,928
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,llm,13,2,1,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.6363636363636364,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,186e79700bb011ebab90acde48001122,global,9,2,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.5714285714285715,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,186e79700bb011ebab90acde48001122,fixed_window,9,2,2,1.0,0.25,1.0,0.0,0.0,0.16666666666666663,0.4325380677663125,0.5,0.0,0.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,186e79700bb011ebab90acde48001122,syntax,9,2,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.5714285714285715,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,186e79700bb011ebab90acde48001122,embedding_kmeans,9,2,2,1.0,0.25,1.0,0.0,0.0,0.23076923076923078,0.3803321489178715,0.6,0.0,0.0,0.0,0.5,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,186e79700bb011ebab90acde48001122,graph_cc,9,2,3,1.0,0.25,1.0,0.0,0.0,0.09090909090909088,0.4580652856440157,0.3333333333333333,1.0,1.0,0.0,0.3333333432674408,2.310300013050437,12,552
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,186e79700bb011ebab90acde48001122,graph_lp,9,2,4,1.0,0.25,1.0,0.0,0.0,0.09090909090909088,0.4580652856440157,0.3333333333333333,1.0,1.0,0.0,0.25,2.310300013050437,12,552
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,186e79700bb011ebab90acde48001122,llm,9,2,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.5714285714285715,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,global,12,2,1,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.5714285714285715,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,fixed_window,12,2,3,1.0,0.2,1.0,0.0,0.0,-0.11111111111111108,0.2960819109658653,0.3333333333333333,1.0,1.0,0.0,0.6666666865348816,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,syntax,12,2,3,1.0,0.2,1.0,0.0,0.0,0.7058823529411765,0.8132898335036761,0.8,1.0,1.0,0.0,0.3333333432674408,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,embedding_kmeans,12,2,2,1.0,0.2,1.0,0.0,0.0,0.0,0.23135989198307746,0.5,0.0,0.0,0.0,0.5,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,graph_cc,12,2,3,1.0,0.2,1.0,0.0,0.0,0.7058823529411765,0.8132898335036761,0.8,1.0,1.0,0.0,0.3333333432674408,2.318400191143155,18,792
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,graph_lp,12,2,4,1.0,0.2,1.0,0.0,0.0,0.7058823529411765,0.8132898335036761,0.8,1.0,1.0,0.0,0.3333333432674408,2.318400191143155,18,792
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,llm,12,2,1,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.5714285714285715,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,global,11,2,1,2.0,0.4,1.3333333333333333,1.0,1.0,0.0,0.0,0.6363636363636364,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,fixed_window,11,2,3,2.0,0.4,1.3333333333333333,1.0,1.0,-0.21621621621621614,0.0,0.30769230769230765,0.0,0.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,syntax,11,2,3,2.0,0.4,1.3333333333333333,1.0,1.0,0.03669724770642201,0.38625344285713,0.36363636363636365,1.0,1.0,0.0,0.3333333432674408,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,embedding_kmeans,11,2,2,2.0,0.4,1.3333333333333333,1.0,1.0,-0.07142857142857141,0.048035084242561796,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,graph_cc,11,2,2,2.0,0.4,1.3333333333333333,1.0,1.0,-0.07142857142857141,0.048035084242561796,0.42857142857142855,0.0,0.0,0.0,0.0,2.3427000269293785,18,768
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,graph_lp,11,2,4,2.0,0.4,1.3333333333333333,1.0,1.0,0.3119266055045872,0.4920936619047234,0.5454545454545454,1.0,1.0,0.0,0.25,2.3427000269293785,18,768
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,llm,11,2,1,2.0,0.4,1.3333333333333333,1.0,1.0,0.0,0.0,0.6363636363636364,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,global,13,2,1,1.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,fixed_window,13,2,3,1.0,0.14285714285714285,1.0,0.0,0.0,-0.02857142857142857,0.1892811448133548,0.35714285714285715,1.0,1.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,syntax,13,2,1,1.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,embedding_kmeans,13,2,3,1.0,0.14285714285714285,1.0,0.0,0.0,0.11764705882352941,0.28730627426651084,0.48275862068965514,1.0,1.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,graph_cc,13,2,5,1.0,0.14285714285714285,1.0,0.0,0.0,0.07692307692307693,0.38915475497463536,0.25,3.0,1.0,0.0,0.4000000059604645,2.559900050982833,16,760
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,graph_lp,13,2,5,1.0,0.14285714285714285,1.0,0.0,0.0,0.07692307692307693,0.38915475497463536,0.25,3.0,1.0,0.0,0.4000000059604645,2.559900050982833,16,760
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,llm,13,2,1,1.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,global,11,2,1,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.5714285714285715,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,fixed_window,11,2,3,1.0,0.2,1.0,0.0,0.0,0.32432432432432434,0.47870397138567994,0.6153846153846153,0.0,0.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,syntax,11,2,1,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.5714285714285715,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,embedding_kmeans,11,2,2,1.0,0.2,1.0,0.0,0.0,0.32432432432432434,0.47870397138567994,0.6153846153846153,0.0,0.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,graph_cc,11,2,3,1.0,0.2,1.0,0.0,0.0,0.24242424242424246,0.5158037429793888,0.4444444444444444,1.0,1.0,0.0,0.0,2.8123001102358103,16,712
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,graph_lp,11,2,3,1.0,0.2,1.0,0.0,0.0,0.24242424242424246,0.5158037429793888,0.4444444444444444,1.0,1.0,0.0,0.0,2.8123001102358103,16,712
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,llm,11,2,2,1.0,0.2,1.0,0.0,0.0,0.32432432432432434,0.47870397138567994,0.6153846153846153,0.0,0.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,global,11,2,1,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.5714285714285715,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,fixed_window,11,2,3,1.0,0.2,1.0,0.0,0.0,0.32432432432432434,0.47870397138567994,0.6153846153846153,0.0,0.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,syntax,11,2,3,1.0,0.2,1.0,0.0,0.0,0.7058823529411765,0.8132898335036761,0.8,1.0,1.0,0.0,0.3333333432674408,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,embedding_kmeans,11,2,2,1.0,0.2,1.0,0.0,0.0,0.0,0.23135989198307746,0.5,0.0,0.0,0.0,0.5,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,graph_cc,11,2,3,1.0,0.2,1.0,0.0,0.0,0.7058823529411765,0.8132898335036761,0.8,1.0,1.0,0.0,0.3333333432674408,2.4410998448729515,16,712
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,graph_lp,11,2,3,1.0,0.2,1.0,0.0,0.0,0.7058823529411765,0.8132898335036761,0.8,1.0,1.0,0.0,0.3333333432674408,2.4410998448729515,16,712
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,llm,11,2,1,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.5714285714285715,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,global,16,2,1,2.0,0.2857142857142857,1.375,1.0,1.0,0.0,0.0,0.6341463414634146,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,fixed_window,16,2,4,2.0,0.2857142857142857,1.375,1.0,1.0,0.5555555555555556,0.7587783932316693,0.7000000000000001,1.0,1.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,syntax,16,2,1,2.0,0.2857142857142857,1.375,1.0,1.0,0.0,0.0,0.6341463414634146,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,embedding_kmeans,16,2,3,2.0,0.2857142857142857,1.375,1.0,1.0,-0.1487179487179487,0.0033830978469627238,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,graph_cc,16,2,5,2.0,0.2857142857142857,1.375,1.0,1.0,0.1111111111111111,0.4058482773858431,0.4,2.0,1.0,0.0,0.5,2.824600087478757,22,1000
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,graph_lp,16,2,5,2.0,0.2857142857142857,1.375,1.0,1.0,0.1111111111111111,0.4058482773858431,0.4,2.0,1.0,0.0,0.5,2.824600087478757,22,1000
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,llm,16,2,1,2.0,0.2857142857142857,1.375,1.0,1.0,0.0,0.0,0.6341463414634146,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,global,14,2,1,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,fixed_window,14,2,3,1.0,0.16666666666666666,1.0,0.0,0.0,0.06666666666666664,0.2848338626411345,0.4,1.0,1.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,syntax,14,2,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.4166666666666667,0.4206212428282629,0.7692307692307692,0.0,0.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,embedding_kmeans,14,2,3,1.0,0.16666666666666666,1.0,0.0,0.0,0.3333333333333333,0.6005439318490574,0.6363636363636364,1.0,1.0,0.0,0.3333333432674408,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,graph_cc,14,2,3,1.0,0.16666666666666666,1.0,0.0,0.0,0.3333333333333333,0.6005439318490574,0.6363636363636364,1.0,1.0,0.0,0.3333333432674408,2.5124000385403633,22,952
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,graph_lp,14,2,3,1.0,0.16666666666666666,1.0,0.0,0.0,0.3333333333333333,0.6005439318490574,0.6363636363636364,1.0,1.0,0.0,0.3333333432674408,2.5124000385403633,22,952
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,llm,14,2,1,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,2151e72a0bb011ebab90acde48001122,global,8,2,1,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,2151e72a0bb011ebab90acde48001122,fixed_window,8,2,2,1.0,0.2,1.0,0.0,0.0,-0.17391304347826095,0.13921962366837887,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,2151e72a0bb011ebab90acde48001122,syntax,8,2,1,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,1.0,0.0,0.0,0,0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,2151e72a0bb011ebab90acde48001122,embedding_kmeans,8,2,2,1.0,0.2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0,0
