model_id,dataset,example_id,within_cosine,between_cosine,local_neighbor_purity,centroid_separation,graph_component_purity
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,042a249a0bde11eba7f7acde48001122,0.6600505113601685,0.5502017736434937,0.75,0.24703079462051392,0.9166666666666666
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,0.6391909718513489,0.6557972431182861,0.4000000059604645,0.17848742008209229,0.75
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,0bdeb6f80bdc11eba7f7acde48001122,0.6723399758338928,0.6101680994033813,0.8333333134651184,0.217995285987854,1.0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,0.653525173664093,0.5706424713134766,0.8571428656578064,0.26127249002456665,1.0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,0.6776028871536255,0.5718817710876465,0.5714285969734192,0.23808187246322632,0.8333333333333334
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,0.6512733101844788,0.6172815561294556,0.5,0.18954086303710938,0.75
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,186e79700bb011ebab90acde48001122,0.6428163647651672,0.6004574298858643,0.4000000059604645,0.21988224983215332,0.8333333333333334
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,0.6625375747680664,0.5624679327011108,1.0,0.27305442094802856,1.0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,0.6881930232048035,0.6445605158805847,0.5,0.1712327003479004,0.625
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,0.6235606074333191,0.5340006947517395,0.875,0.351157546043396,1.0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,0.6834893822669983,0.6225180625915527,0.8333333134651184,0.21082741022109985,0.8333333333333334
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,0.6659128069877625,0.6142369508743286,1.0,0.2092822790145874,1.0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,0.5819181799888611,0.6224699020385742,0.375,0.12492328882217407,0.9375
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,0.6258460879325867,0.48886337876319885,0.8571428656578064,0.4107104539871216,1.0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,2151e72a0bb011ebab90acde48001122,0.710084080696106,0.537307858467102,0.8333333134651184,0.3869108557701111,1.0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,22dd11fe0bde11eba7f7acde48001122,0.6997992396354675,0.6516422629356384,0.8333333134651184,0.18438458442687988,1.0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,22f9ba0c0bde11eba7f7acde48001122,0.6849298477172852,0.6318337321281433,0.6666666865348816,0.19965320825576782,0.8888888955116272
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,24f101ba0bdb11eba7f7acde48001122,0.6157171726226807,0.6439183354377747,0.6666666865348816,0.1082528829574585,0.9333333373069763
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,25072e8e0bdd11eba7f7acde48001122,0.6258819103240967,0.5997641086578369,0.5,0.135919451713562,0.7916666716337204
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,252307240bda11eba7f7acde48001122,0.6827916502952576,0.63690584897995,0.6666666865348816,0.19181913137435913,0.8888888955116272
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,27051c6a0baf11ebab90acde48001122,0.6983802318572998,0.5141136050224304,0.8571428656578064,0.4058179259300232,0.75
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,283419940bda11eba7f7acde48001122,0.6666427850723267,0.5950226187705994,0.875,0.20983505249023438,1.0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,3148e384097811ebbdb0ac1f6bf848b6,0.7067949771881104,0.654732882976532,0.8571428656578064,0.16747188568115234,0.75
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,3215fe5608cf11ebbd94ac1f6bf848b6,0.6861827969551086,0.6669083833694458,0.5,0.15656191110610962,0.800000011920929
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,332132e80bde11eba7f7acde48001122,0.6012253165245056,0.6304678916931152,0.25,0.21091485023498535,0.8333333432674408
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,351a24b40bda11eba7f7acde48001122,0.6595594882965088,0.5918704867362976,1.0,0.2045162320137024,1.0
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,370b63600bde11eba7f7acde48001122,0.6974967122077942,0.5923634767532349,0.6666666865348816,0.23497670888900757,0.8888888955116272
HuggingFaceTB/SmolLM2-135M,2wikimultihopqa,3bba836a0bb011ebab90acde48001122,0.6932836174964905,0.5697515606880188,0.5714285969734192,0.2477428913116455,0.8333333333333334
