lexical_threshold,dictionary_threshold,embedding_threshold,ask_threshold,utility,coverage,selective_accuracy,false_action_rate,ask_rate,abstain_rate
0.7,0.9,0.7,0.35,0.49270833333333336,0.5486111111111112,0.9493670886075949,0.027777777777777776,0.4513888888888889,0.0
