model,cold_load_seconds,registration_seconds,warm_query_encoding_seconds,mean_warm_query_seconds
minilm_l6_en,2.7132664998061955,0.9709745000582188,0.4897872000001371,0.0016006117647063304
bge_small_en,3.7515461000148207,0.03978099999949336,1.1351681998930871,0.0037096999996506118
minilm_l12_multi,11.362000500084832,0.09024489996954799,0.6868747000116855,0.002244688562129691
