model_id,dataset,example_id,within_cosine,between_cosine,local_neighbor_purity,centroid_separation,graph_component_purity
Qwen/Qwen3-0.6B,2wikimultihopqa,042a249a0bde11eba7f7acde48001122,0.5375314354896545,0.490090936422348,0.75,0.2801377773284912,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,04f33eff08fa11ebbdabac1f6bf848b6,0.6206688284873962,0.6138830780982971,0.4000000059604645,0.21618902683258057,0.75
Qwen/Qwen3-0.6B,2wikimultihopqa,0bdeb6f80bdc11eba7f7acde48001122,0.5900405645370483,0.5278883576393127,0.6666666865348816,0.2802093029022217,0.8888888955116272
Qwen/Qwen3-0.6B,2wikimultihopqa,0c8a27700bde11eba7f7acde48001122,0.6164289116859436,0.5665916204452515,0.7142857313156128,0.23822587728500366,0.8888888955116272
Qwen/Qwen3-0.6B,2wikimultihopqa,0cafe4700bb011ebab90acde48001122,0.6180357336997986,0.5452407598495483,0.5714285969734192,0.24126189947128296,0.875
Qwen/Qwen3-0.6B,2wikimultihopqa,17d19f7a092f11ebbdaeac1f6bf848b6,0.5831463932991028,0.6219112873077393,0.1666666716337204,0.1722930669784546,0.800000011920929
Qwen/Qwen3-0.6B,2wikimultihopqa,186e79700bb011ebab90acde48001122,0.5890522003173828,0.5632975697517395,0.4000000059604645,0.2412455677986145,0.8333333432674408
Qwen/Qwen3-0.6B,2wikimultihopqa,18be7d3d08b111ebbd85ac1f6bf848b6,0.6436785459518433,0.574347198009491,1.0,0.2452307939529419,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,1a89b60308f911ebbdaaac1f6bf848b6,0.6034678220748901,0.6339208483695984,0.3333333432674408,0.15226340293884277,0.6666666666666666
Qwen/Qwen3-0.6B,2wikimultihopqa,1b38f1ce0bda11eba7f7acde48001122,0.5803903341293335,0.5631566643714905,0.875,0.2962380647659302,0.9166666716337204
Qwen/Qwen3-0.6B,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,0.6395923495292664,0.595318078994751,0.5,0.21517413854599,0.8888888955116272
Qwen/Qwen3-0.6B,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,0.5967370867729187,0.5595436096191406,0.6666666865348816,0.23456084728240967,0.800000011920929
Qwen/Qwen3-0.6B,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,0.5340078473091125,0.544708788394928,0.375,0.18201160430908203,0.8333333373069763
Qwen/Qwen3-0.6B,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,0.5441074371337891,0.517850935459137,0.8571428656578064,0.3423764705657959,0.9166666716337204
Qwen/Qwen3-0.6B,2wikimultihopqa,2151e72a0bb011ebab90acde48001122,0.6327155828475952,0.5552132725715637,0.8333333134651184,0.3392992615699768,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,22dd11fe0bde11eba7f7acde48001122,0.6449456810951233,0.5903167724609375,0.6666666865348816,0.22488003969192505,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,22f9ba0c0bde11eba7f7acde48001122,0.6389391422271729,0.5923644304275513,0.5,0.21833914518356323,0.875
Qwen/Qwen3-0.6B,2wikimultihopqa,24f101ba0bdb11eba7f7acde48001122,0.5272600054740906,0.5494885444641113,0.4444444477558136,0.15988731384277344,0.8
Qwen/Qwen3-0.6B,2wikimultihopqa,25072e8e0bdd11eba7f7acde48001122,0.538489580154419,0.5220397114753723,0.375,0.19388830661773682,0.9
Qwen/Qwen3-0.6B,2wikimultihopqa,252307240bda11eba7f7acde48001122,0.63009113073349,0.5860098004341125,0.5,0.22100526094436646,0.875
Qwen/Qwen3-0.6B,2wikimultihopqa,27051c6a0baf11ebab90acde48001122,0.6027392745018005,0.5489181876182556,0.8571428656578064,0.32886332273483276,0.875
Qwen/Qwen3-0.6B,2wikimultihopqa,283419940bda11eba7f7acde48001122,0.6227151155471802,0.5379835367202759,0.875,0.2562190890312195,0.9166666716337204
Qwen/Qwen3-0.6B,2wikimultihopqa,3148e384097811ebbdb0ac1f6bf848b6,0.6522508859634399,0.5818141102790833,0.8571428656578064,0.22697937488555908,0.75
Qwen/Qwen3-0.6B,2wikimultihopqa,3215fe5608cf11ebbd94ac1f6bf848b6,0.6096044182777405,0.5820467472076416,0.6666666865348816,0.21314775943756104,0.800000011920929
Qwen/Qwen3-0.6B,2wikimultihopqa,332132e80bde11eba7f7acde48001122,0.5766229033470154,0.5712659358978271,0.5,0.2743155360221863,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,351a24b40bda11eba7f7acde48001122,0.5706695318222046,0.5205333232879639,1.0,0.23250114917755127,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,370b63600bde11eba7f7acde48001122,0.58332359790802,0.5457751154899597,0.6666666865348816,0.251340389251709,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,3bba836a0bb011ebab90acde48001122,0.6315723061561584,0.5348557233810425,0.5714285969734192,0.2619056701660156,0.8333333333333334
Qwen/Qwen3-0.6B,2wikimultihopqa,3cd79ef40bdd11eba7f7acde48001122,0.5799943804740906,0.536508321762085,0.6666666865348816,0.2615815997123718,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,3ed581120bdd11eba7f7acde48001122,0.5597304701805115,0.4917815625667572,0.8888888955116272,0.2686309218406677,0.9166666716337204
Qwen/Qwen3-0.6B,2wikimultihopqa,40dff7a00bdb11eba7f7acde48001122,0.6059690117835999,0.5506759881973267,0.7142857313156128,0.23023641109466553,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,4175aadc0bdd11eba7f7acde48001122,0.6376329064369202,0.5567771792411804,0.5714285969734192,0.24030381441116333,0.875
Qwen/Qwen3-0.6B,2wikimultihopqa,4295a058091511ebbdadac1f6bf848b6,0.5075074434280396,0.47493812441825867,0.5714285969734192,0.26059091091156006,0.9166666666666666
Qwen/Qwen3-0.6B,2wikimultihopqa,439a6dec0bde11eba7f7acde48001122,0.44489696621894836,0.46521908044815063,0.8888888955116272,0.35128253698349,0.9166666666666666
Qwen/Qwen3-0.6B,2wikimultihopqa,43d20e340baf11ebab90acde48001122,0.5910377502441406,0.5173636078834534,0.8333333134651184,0.3692706823348999,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,43fedada095511ebbdaeac1f6bf848b6,0.640056312084198,0.5805462598800659,0.75,0.20356041193008423,0.875
Qwen/Qwen3-0.6B,2wikimultihopqa,45df5d7c0bdb11eba7f7acde48001122,0.6033543944358826,0.5250298976898193,0.75,0.25161194801330566,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,464cfa460bd911eba7f7acde48001122,0.5524675846099854,0.5128418207168579,0.7142857313156128,0.267101526260376,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,49831c3008c411ebbd8eac1f6bf848b6,0.6041378378868103,0.6140057444572449,0.7142857313156128,0.19042891263961792,0.800000011920929
Qwen/Qwen3-0.6B,2wikimultihopqa,4ce7cb8e0bdd11eba7f7acde48001122,0.5915383100509644,0.5494745969772339,0.6666666865348816,0.24849748611450195,0.8888888955116272
Qwen/Qwen3-0.6B,2wikimultihopqa,547835de087f11ebbd6bac1f6bf848b6,0.6170235276222229,0.573448657989502,0.8333333134651184,0.22824811935424805,0.800000011920929
Qwen/Qwen3-0.6B,2wikimultihopqa,57e10b360bb011ebab90acde48001122,0.6932808756828308,0.5894737243652344,0.75,0.33909547328948975,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,5a8cbfba0bb011ebab90acde48001122,0.6384820938110352,0.5144181847572327,0.8571428656578064,0.384596586227417,0.75
Qwen/Qwen3-0.6B,2wikimultihopqa,5b168cd8089811ebbd77ac1f6bf848b6,0.6567333936691284,0.6752597689628601,0.4000000059604645,0.1688297986984253,0.75
Qwen/Qwen3-0.6B,2wikimultihopqa,5b8ff9cc08d111ebbd95ac1f6bf848b6,0.48455604910850525,0.5581948757171631,0.5,0.3110123872756958,0.8333333432674408
Qwen/Qwen3-0.6B,2wikimultihopqa,5eed803f08a511ebbd7dac1f6bf848b6,0.6095763444900513,0.5462057590484619,1.0,0.27796125411987305,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,60c46c100bde11eba7f7acde48001122,0.6121224761009216,0.5261721014976501,0.6666666865348816,0.2922658920288086,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,6638110e0bdb11eba7f7acde48001122,0.576751708984375,0.535088837146759,0.4000000059604645,0.28126925230026245,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,734d9f0408a111ebbd79ac1f6bf848b6,0.5976563096046448,0.5458025932312012,0.8888888955116272,0.20608961582183838,0.9333333373069763
Qwen/Qwen3-0.6B,2wikimultihopqa,8a6eec600bda11eba7f7acde48001122,0.5864633321762085,0.5239605903625488,0.7142857313156128,0.26702189445495605,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,8b16280408ce11ebbd94ac1f6bf848b6,0.6759488582611084,0.5497111082077026,0.8571428656578064,0.2629905939102173,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,8b2b74a40bb011ebab90acde48001122,0.5613628029823303,0.4845674932003021,0.8571428656578064,0.39165645837783813,0.875
Qwen/Qwen3-0.6B,2wikimultihopqa,8ba63ce8098f11ebbdb0ac1f6bf848b6,0.5825347900390625,0.6399174332618713,0.1666666716337204,0.14503121376037598,0.75
Qwen/Qwen3-0.6B,2wikimultihopqa,8d9cddcc0bb011ebab90acde48001122,0.6524171829223633,0.5508742928504944,0.5,0.371517539024353,0.75
Qwen/Qwen3-0.6B,2wikimultihopqa,8fd3ff820bdb11eba7f7acde48001122,0.5246970653533936,0.505615234375,0.8571428656578064,0.34937214851379395,0.875
Qwen/Qwen3-0.6B,2wikimultihopqa,91919890092411ebbdaeac1f6bf848b6,0.5707613229751587,0.5528432726860046,0.8571428656578064,0.251336932182312,0.8333333333333334
Qwen/Qwen3-0.6B,2wikimultihopqa,941303a00bda11eba7f7acde48001122,0.6150291562080383,0.5545889735221863,0.5714285969734192,0.2302066683769226,0.875
Qwen/Qwen3-0.6B,2wikimultihopqa,941b72e40bb011ebab90acde48001122,0.5540440678596497,0.5026629567146301,0.5714285969734192,0.2708718180656433,0.875
Qwen/Qwen3-0.6B,2wikimultihopqa,9724141c0bda11eba7f7acde48001122,0.6270864009857178,0.5918654799461365,0.5,0.2112298607826233,0.8333333333333334
Qwen/Qwen3-0.6B,2wikimultihopqa,98389ca708e211ebbda4ac1f6bf848b6,0.6270250082015991,0.5675415396690369,0.800000011920929,0.27575767040252686,0.875
Qwen/Qwen3-0.6B,2wikimultihopqa,990dabb40bdd11eba7f7acde48001122,0.6347758769989014,0.5655255913734436,0.5714285969734192,0.22798115015029907,0.8888888955116272
Qwen/Qwen3-0.6B,2wikimultihopqa,99abc1cc085511ebbd59ac1f6bf848b6,0.5346260070800781,0.5867457985877991,0.20000000298023224,0.20457398891448975,0.5833333432674408
Qwen/Qwen3-0.6B,2wikimultihopqa,a0a12e3c0bdd11eba7f7acde48001122,0.6188368797302246,0.5210837125778198,0.5,0.300814151763916,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,a1c998940bdd11eba7f7acde48001122,0.5884735584259033,0.5244181156158447,1.0,0.24423545598983765,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,a4f646340bdd11eba7f7acde48001122,0.5409024357795715,0.5082544088363647,0.5714285969734192,0.28144460916519165,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,a5f7d55508f211ebbdaaac1f6bf848b6,0.5888687968254089,0.5729019045829773,0.8333333134651184,0.24273359775543213,0.8333333333333334
Qwen/Qwen3-0.6B,2wikimultihopqa,a8b90372089211ebbd73ac1f6bf848b6,0.509082555770874,0.5423153638839722,0.5,0.23104584217071533,0.8666666746139526
Qwen/Qwen3-0.6B,2wikimultihopqa,a8f4816708ad11ebbd83ac1f6bf848b6,0.6321092844009399,0.62802654504776,0.8333333134651184,0.20624881982803345,0.75
Qwen/Qwen3-0.6B,2wikimultihopqa,abba19f80bda11eba7f7acde48001122,0.6044861674308777,0.5110976696014404,0.6666666865348816,0.30327147245407104,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,addcd4880bd911eba7f7acde48001122,0.6698784828186035,0.60044264793396,0.75,0.32009702920913696,0.75
Qwen/Qwen3-0.6B,2wikimultihopqa,ae08cb4a0bdb11eba7f7acde48001122,0.5785195827484131,0.5155987739562988,0.8571428656578064,0.2895926237106323,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,b597a2a40baf11ebab90acde48001122,0.655513346195221,0.5918152332305908,0.75,0.3257138133049011,0.75
Qwen/Qwen3-0.6B,2wikimultihopqa,b5dfb818089011ebbd72ac1f6bf848b6,0.5656529664993286,0.557850182056427,0.699999988079071,0.15293759107589722,0.75
Qwen/Qwen3-0.6B,2wikimultihopqa,b642318c0bdd11eba7f7acde48001122,0.5651629567146301,0.603628933429718,0.4000000059604645,0.2646716237068176,0.8333333333333334
Qwen/Qwen3-0.6B,2wikimultihopqa,b7393e6a084911ebbd55ac1f6bf848b6,0.6651442646980286,0.6486253142356873,0.800000011920929,0.20624196529388428,0.75
Qwen/Qwen3-0.6B,2wikimultihopqa,bf67b3e7089e11ebbd78ac1f6bf848b6,0.6568547487258911,0.6057513356208801,1.0,0.2561200261116028,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,c34451720bdc11eba7f7acde48001122,0.6057636141777039,0.5429057478904724,0.6000000238418579,0.28386151790618896,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,c4f1253a0bdd11eba7f7acde48001122,0.5957556962966919,0.6039087176322937,0.6000000238418579,0.2184133529663086,0.75
Qwen/Qwen3-0.6B,2wikimultihopqa,c789d1a20bdd11eba7f7acde48001122,0.6156766414642334,0.5464764833450317,0.7142857313156128,0.24181514978408813,0.8888888955116272
Qwen/Qwen3-0.6B,2wikimultihopqa,cb035c3c0bdc11eba7f7acde48001122,0.5756162405014038,0.5153776407241821,0.6666666865348816,0.24107646942138672,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,ccf4967c0bdd11eba7f7acde48001122,0.6124101877212524,0.5521090030670166,0.6666666865348816,0.26708710193634033,0.875
Qwen/Qwen3-0.6B,2wikimultihopqa,cd3131380bdb11eba7f7acde48001122,0.5940402746200562,0.5365792512893677,0.6666666865348816,0.26789408922195435,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,d10e511a0bda11eba7f7acde48001122,0.6700421571731567,0.5887006521224976,0.7142857313156128,0.23406672477722168,0.8333333432674408
Qwen/Qwen3-0.6B,2wikimultihopqa,d20fdacc0bdd11eba7f7acde48001122,0.5426162481307983,0.49751007556915283,0.8571428656578064,0.2682446837425232,0.8333333333333334
Qwen/Qwen3-0.6B,2wikimultihopqa,d277d83e0bdd11eba7f7acde48001122,0.636367678642273,0.5853895545005798,0.8333333134651184,0.304826557636261,0.75
Qwen/Qwen3-0.6B,2wikimultihopqa,d27933600baf11ebab90acde48001122,0.6680266261100769,0.5968159437179565,0.75,0.32366883754730225,0.75
Qwen/Qwen3-0.6B,2wikimultihopqa,d3f31923087111ebbd63ac1f6bf848b6,0.5954793691635132,0.6076786518096924,0.6666666865348816,0.20402759313583374,0.8888888955116272
Qwen/Qwen3-0.6B,2wikimultihopqa,da177f520bda11eba7f7acde48001122,0.5359329581260681,0.48626944422721863,0.800000011920929,0.25501811504364014,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,dc5b9266091f11ebbdaeac1f6bf848b6,0.5114020705223083,0.5761592984199524,0.625,0.2057705521583557,0.875
Qwen/Qwen3-0.6B,2wikimultihopqa,dc69969e0bdc11eba7f7acde48001122,0.602974534034729,0.511766254901886,0.7142857313156128,0.2829158306121826,1.0
Qwen/Qwen3-0.6B,2wikimultihopqa,df90c8440bda11eba7f7acde48001122,0.6413235664367676,0.6071047782897949,0.2857142984867096,0.17952990531921387,0.7083333432674408
Qwen/Qwen3-0.6B,2wikimultihopqa,e172d3b20baf11ebab90acde48001122,0.5688017010688782,0.5662522912025452,0.6666666865348816,0.2094271183013916,0.9166666716337204
