model_id,dataset,example_id,method,units,target_facets,predicted_facets,facet_switches,normalized_switch_rate,minimum_contiguous_cover_ratio,non_contiguous_facets,has_non_contiguous_facet,ari,nmi,pairwise_f1,facet_count_abs_error,over_segmented,under_segmented,singleton_rate,decomposition_ms,graph_edges,graph_bytes
Qwen/Qwen3-0.6B,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,graph_lp,11,2,4,1.0,0.2,1.0,0.0,0.0,0.11764705882352938,0.4398695005110284,0.4,1.0,1.0,0.0,0.25,2.495500026270747,14,656
Qwen/Qwen3-0.6B,2wikimultihopqa,1c92cdf40bdc11eba7f7acde48001122,llm,11,2,2,1.0,0.2,1.0,0.0,0.0,0.32432432432432434,0.47870397138567994,0.6153846153846153,0.0,0.0,0.0,0.0,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,global,11,2,1,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.5714285714285715,1.0,0.0,1.0,0.0,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,fixed_window,11,2,3,1.0,0.2,1.0,0.0,0.0,0.32432432432432434,0.47870397138567994,0.6153846153846153,0.0,0.0,0.0,0.0,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,syntax,11,2,3,1.0,0.2,1.0,0.0,0.0,0.7058823529411765,0.8132898335036761,0.8,1.0,1.0,0.0,0.3333333432674408,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,embedding_kmeans,11,2,2,1.0,0.2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,graph_cc,11,2,2,1.0,0.2,1.0,0.0,0.0,0.0,0.23135989198307746,0.5,0.0,0.0,0.0,0.5,2.0896000787615776,18,768
Qwen/Qwen3-0.6B,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,graph_lp,11,2,2,1.0,0.2,1.0,0.0,0.0,0.0,0.23135989198307746,0.5,0.0,0.0,0.0,0.5,2.0896000787615776,18,768
Qwen/Qwen3-0.6B,2wikimultihopqa,1dbd09b308a111ebbd78ac1f6bf848b6,llm,11,2,1,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.5714285714285715,1.0,0.0,1.0,0.0,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,global,16,2,1,2.0,0.2857142857142857,1.375,1.0,1.0,0.0,0.0,0.6341463414634146,1.0,0.0,1.0,0.0,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,fixed_window,16,2,4,2.0,0.2857142857142857,1.375,1.0,1.0,0.5555555555555556,0.7587783932316693,0.7000000000000001,1.0,1.0,0.0,0.0,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,syntax,16,2,1,2.0,0.2857142857142857,1.375,1.0,1.0,0.0,0.0,0.6341463414634146,1.0,0.0,1.0,0.0,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,embedding_kmeans,16,2,3,2.0,0.2857142857142857,1.375,1.0,1.0,-0.08247422680412367,0.04993255400015863,0.4,0.0,0.0,0.0,0.0,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,graph_cc,16,2,6,2.0,0.2857142857142857,1.375,1.0,1.0,-0.12903225806451615,0.23155280124368416,0.11764705882352941,3.0,1.0,0.0,0.5,2.4661999195814133,20,944
Qwen/Qwen3-0.6B,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,graph_lp,16,2,6,2.0,0.2857142857142857,1.375,1.0,1.0,-0.12903225806451615,0.23155280124368416,0.11764705882352941,3.0,1.0,0.0,0.5,2.4661999195814133,20,944
Qwen/Qwen3-0.6B,2wikimultihopqa,1f8a07d20bde11eba7f7acde48001122,llm,16,2,1,2.0,0.2857142857142857,1.375,1.0,1.0,0.0,0.0,0.6341463414634146,1.0,0.0,1.0,0.0,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,global,14,2,1,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,0.0,1.0,0.0,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,fixed_window,14,2,3,1.0,0.16666666666666666,1.0,0.0,0.0,0.06666666666666664,0.2848338626411345,0.4,1.0,1.0,0.0,0.0,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,syntax,14,2,2,1.0,0.16666666666666666,1.0,0.0,0.0,0.4166666666666667,0.4206212428282629,0.7692307692307692,0.0,0.0,0.0,0.0,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,embedding_kmeans,14,2,3,1.0,0.16666666666666666,1.0,0.0,0.0,-0.16666666666666657,0.10449573997811286,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0,0
Qwen/Qwen3-0.6B,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,graph_cc,14,2,4,1.0,0.16666666666666666,1.0,0.0,0.0,-0.12903225806451615,0.1627887085918717,0.2105263157894737,2.0,1.0,0.0,0.5,2.543400041759014,20,896
Qwen/Qwen3-0.6B,2wikimultihopqa,20396bdc0bde11eba7f7acde48001122,graph_lp,14,2,4,1.0,0.16666666666666666,1.0,0.0,0.0,-0.12903225806451615,0.1627887085918717,0.2105263157894737,2.0,1.0,0.0,0.5,2.543400041759014,20,896
