active_kv_bytes,all_evidence_recall,any_evidence_recall,best_evidence_rank,candidate_chunks,candidate_gists,center_policy,chunks_materialized,cpu_to_gpu_selected_kv_bytes,dataset,detail_kv_bytes,example_id,extra_routing_cache_fraction,gist_count,gist_mode,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_actual_gists_per_chunk,mean_selected_normalized_position,median_selected_normalized_position,mrr,native_token_max_rank_correlation,native_token_max_score_correlation,native_token_mean_rank_correlation,native_token_mean_score_correlation,packed_index_build_seconds,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_gist_bytes,routing_representation,score_position_correlation,seed,selected_chunks,selected_fraction,source_tokens,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds,winning_gist_evidence_recall
270336,0.0,0.0,16,60,60,exact,3,270336,hotpotqa,7741440,5a8cefc155429941ae14df55,0.015873015873015872,1,mean,0.05,0.0,66,1.0,0.8805996472663139,0.9566137566137566,0.0625,0.5515976660183383,0.42896059890705585,0.9964990275076409,0.995533375047366,0.04877180000767112,0.0,1.0,0.0,0.0,32,122880,post_rope_key,0.5988141818406003,20260811,3,0.05,1890,0.0,3,7.83159991260618e-05,0.025367499998537824,0.0
401408,0.0,0.0,16,60,60,exact,4,401408,hotpotqa,7741440,5a8cefc155429941ae14df55,0.015873015873015872,1,mean,0.06666666666666667,0.0,98,1.0,0.7376322751322751,0.6772486772486772,0.0625,0.5515976660183383,0.42896059890705585,0.9964990275076409,0.995533375047366,0.04877180000767112,0.0,1.0,0.0,0.0,32,122880,post_rope_key,0.5988141818406003,20260811,8,0.13333333333333333,1890,0.0,8,3.573999973013997e-05,0.0019089399953372776,0.0
401408,0.0,1.0,16,60,60,exact,4,401408,hotpotqa,7741440,5a8cefc155429941ae14df55,0.015873015873015872,1,mean,0.06666666666666667,0.0,98,1.0,0.685218253968254,0.6772486772486772,0.0625,0.5515976660183383,0.42896059890705585,0.9964990275076409,0.995533375047366,0.04877180000767112,0.0,1.0,0.0,0.0,32,122880,post_rope_key,0.5988141818406003,20260811,16,0.26666666666666666,1890,0.5,16,4.463199991732836e-05,0.001835999998729676,0.0
315392,0.0,0.0,27,65,65,exact,3,315392,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.01576904415332363,1,mean,0.046153846153846156,0.0,77,1.0,0.8343037360504609,0.8772440562833576,0.037037037037037035,0.5671452611769726,0.47993562387296607,0.9938154245254319,0.9939848660716741,0.0015577999874949455,0.0,0.0,0.0,0.0,32,133120,post_rope_key,0.6917031799797663,20260811,3,0.046153846153846156,2061,0.0,3,5.161200067959726e-05,0.0019530199992004783,0.0
446464,0.0,0.0,27,65,65,exact,4,446464,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.01576904415332363,1,mean,0.06153846153846154,0.0,109,1.0,0.6767649199417758,0.6132945172246482,0.037037037037037035,0.5671452611769726,0.47993562387296607,0.9938154245254319,0.9939848660716741,0.0015577999874949455,0.0,0.0,0.0,0.0,32,133120,post_rope_key,0.6917031799797663,20260811,8,0.12307692307692308,2061,0.0,8,6.214799941517413e-05,0.0021163800032809378,0.0
446464,0.0,0.0,27,65,65,exact,4,446464,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.01576904415332363,1,mean,0.06153846153846154,0.0,109,1.0,0.7197507278020379,0.6986899563318778,0.037037037037037035,0.5671452611769726,0.47993562387296607,0.9938154245254319,0.9939848660716741,0.0015577999874949455,0.0,0.0,0.0,0.0,32,133120,post_rope_key,0.6917031799797663,20260811,16,0.24615384615384617,2061,0.0,16,3.382400027476251e-05,0.0020520999969448894,0.0
393216,0.0,1.0,1,43,43,exact,3,393216,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.015890613451589063,1,mean,0.06976744186046512,0.5,96,1.0,0.8869179600886917,0.934220251293422,1.0,0.6691584555680834,0.502596157258722,0.9979990190976482,0.9961397715771677,0.001882400014437735,1.0,1.0,1.0,1.0,32,88064,post_rope_key,0.6620673678404276,20260811,3,0.06976744186046512,1353,0.5,3,4.321599961258471e-05,0.0025838600005954502,0.0
524288,0.0,1.0,1,43,43,exact,4,524288,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.015890613451589063,1,mean,0.09302325581395349,0.5,128,1.0,0.8011825572801182,0.8750923872875093,1.0,0.6691584555680834,0.502596157258722,0.9979990190976482,0.9961397715771677,0.001882400014437735,1.0,1.0,1.0,1.0,32,88064,post_rope_key,0.6620673678404276,20260811,8,0.18604651162790697,1353,0.5,8,3.479599952697754e-05,0.001974819996394217,0.0
524288,1.0,1.0,1,43,43,exact,4,524288,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.015890613451589063,1,mean,0.09302325581395349,0.5,128,1.0,0.7021433850702143,0.7568366592756837,1.0,0.6691584555680834,0.502596157258722,0.9979990190976482,0.9961397715771677,0.001882400014437735,1.0,1.0,1.0,1.0,32,88064,post_rope_key,0.6620673678404276,20260811,16,0.37209302325581395,1353,1.0,16,4.3052000692114233e-05,0.0017960600031074136,0.0
393216,0.0,0.0,24,61,61,exact,3,393216,hotpotqa,7974912,5abcd77755429965836004ce,0.01566512583461736,1,mean,0.04918032786885246,0.0,96,1.0,0.7423386406437255,0.6656394453004623,0.041666666666666664,0.5611126535743354,0.47053948153101804,0.9943018813915134,0.9940820525569453,0.0015608000103384256,0.0,0.0,0.0,0.0,32,124928,post_rope_key,0.6640682756842401,20260811,3,0.04918032786885246,1947,0.0,3,3.927999990992248e-05,0.0024346199992578478,0.0
503808,0.0,0.0,24,61,61,exact,4,503808,hotpotqa,7974912,5abcd77755429965836004ce,0.01566512583461736,1,mean,0.06557377049180328,0.0,123,1.0,0.7928543913713405,0.805341551104263,0.041666666666666664,0.5611126535743354,0.47053948153101804,0.9943018813915134,0.9940820525569453,0.0015608000103384256,0.0,0.0,0.0,0.0,32,124928,post_rope_key,0.6640682756842401,20260811,8,0.13114754098360656,1947,0.0,8,3.72919999063015e-05,0.001513040001736954,0.0
503808,0.0,0.0,24,61,61,exact,4,503808,hotpotqa,7974912,5abcd77755429965836004ce,0.01566512583461736,1,mean,0.06557377049180328,0.0,123,1.0,0.7097297123780174,0.6738572162300975,0.041666666666666664,0.5611126535743354,0.47053948153101804,0.9943018813915134,0.9940820525569453,0.0015608000103384256,0.0,0.0,0.0,0.0,32,124928,post_rope_key,0.6640682756842401,20260811,16,0.26229508196721313,1947,0.0,16,3.7843999452888963e-05,0.0020217399985995145,0.0
393216,0.0,0.0,7,46,46,exact,3,393216,hotpotqa,5971968,5ae0d5335542990adbacf674,0.01577503429355281,1,mean,0.06521739130434782,0.0,96,1.0,0.691358024691358,0.7133058984910837,0.14285714285714285,0.537498459144883,0.45694784713735304,0.9948192938619579,0.9966006808545449,0.0016330000071320683,0.0,1.0,0.0,1.0,32,94208,post_rope_key,0.6347980365435406,20260811,3,0.06521739130434782,1458,0.0,3,4.2907999595627186e-05,0.0020520800026133657,0.0
