active_kv_bytes,all_evidence_recall,any_evidence_recall,best_evidence_rank,candidate_chunks,candidate_gists,center_policy,chunks_materialized,cpu_to_gpu_selected_kv_bytes,dataset,detail_kv_bytes,example_id,extra_routing_cache_fraction,gist_count,gist_mode,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_actual_gists_per_chunk,mean_selected_normalized_position,median_selected_normalized_position,mrr,native_token_max_score_correlation,native_token_mean_score_correlation,packed_index_build_seconds,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_gist_bytes,routing_representation,score_position_correlation,seed,selected_chunks,selected_fraction,source_tokens,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds,winning_gist_evidence_recall
270336,0.0,0.0,13,60,60,floor,3,270336,hotpotqa,7741440,5a8cefc155429941ae14df55,0.015873015873015872,1,mean,0.05,0.0,66,1.0,0.8805996472663139,0.9566137566137566,0.07692307692307693,0.34128950359594096,0.8975617528844914,0.0478651000012178,0.0,1.0,0.0,0.0,32,122880,centered_rope_key,0.5238445392335374,20260811,3,0.05,1890,0.0,3,4.118799930438399e-05,0.026086320000467823,0.0
401408,0.0,0.0,13,60,60,floor,4,401408,hotpotqa,7741440,5a8cefc155429941ae14df55,0.015873015873015872,1,mean,0.06666666666666667,0.0,98,1.0,0.7926587301587301,0.8211640211640212,0.07692307692307693,0.34128950359594096,0.8975617528844914,0.0478651000012178,0.0,1.0,0.0,0.0,32,122880,centered_rope_key,0.5238445392335374,20260811,8,0.13333333333333333,1890,0.0,8,4.5055999653413895e-05,0.001998799998546019,0.0
401408,0.0,1.0,13,60,60,floor,4,401408,hotpotqa,7741440,5a8cefc155429941ae14df55,0.015873015873015872,1,mean,0.06666666666666667,0.0,98,1.0,0.6820436507936508,0.6603174603174604,0.07692307692307693,0.34128950359594096,0.8975617528844914,0.0478651000012178,0.0,1.0,0.0,0.0,32,122880,centered_rope_key,0.5238445392335374,20260811,16,0.26666666666666666,1890,0.5,16,5.503199994564057e-05,0.0017672200046945363,0.0
315392,0.0,0.0,34,65,65,floor,3,315392,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.01576904415332363,1,mean,0.046153846153846156,0.0,77,1.0,0.7928998867863496,0.8772440562833576,0.029411764705882353,0.3635279799761616,0.767289585595505,0.0015693000168539584,0.0,0.0,0.0,0.0,32,133120,centered_rope_key,0.5450826589401503,20260811,3,0.046153846153846156,2061,0.0,3,3.5267999628558755e-05,0.0021336000005248933,0.0
446464,0.0,0.0,34,65,65,floor,4,446464,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.01576904415332363,1,mean,0.06153846153846154,0.0,109,1.0,0.6922913634158175,0.6598738476467734,0.029411764705882353,0.3635279799761616,0.767289585595505,0.0015693000168539584,0.0,0.0,0.0,0.0,32,133120,centered_rope_key,0.5450826589401503,20260811,8,0.12307692307692308,2061,0.0,8,4.594000056385994e-05,0.0018472999974619598,0.0
446464,0.0,0.0,34,65,65,floor,4,446464,hotpotqa,8441856,5ac4f8705542995c82c4ad8d,0.01576904415332363,1,mean,0.06153846153846154,0.0,109,1.0,0.6867570354196992,0.6676370693837943,0.029411764705882353,0.3635279799761616,0.767289585595505,0.0015693000168539584,0.0,0.0,0.0,0.0,32,133120,centered_rope_key,0.5450826589401503,20260811,16,0.24615384615384617,2061,0.0,16,4.8332000151276585e-05,0.0018454000004567207,0.0
393216,0.0,1.0,1,43,43,floor,3,393216,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.015890613451589063,1,mean,0.06976744186046512,0.5,96,1.0,0.8869179600886917,0.934220251293422,1.0,0.48041703427512333,0.8943552788367846,0.0016100000066217035,1.0,1.0,1.0,1.0,32,88064,centered_rope_key,0.5327349224197733,20260811,3,0.06976744186046512,1353,0.5,3,4.012799938209355e-05,0.0018762000021524728,0.0
524288,1.0,1.0,1,43,43,floor,4,524288,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.015890613451589063,1,mean,0.09302325581395349,0.5,128,1.0,0.6681448632668145,0.614929785661493,1.0,0.48041703427512333,0.8943552788367846,0.0016100000066217035,1.0,1.0,1.0,1.0,32,88064,centered_rope_key,0.5327349224197733,20260811,8,0.18604651162790697,1353,1.0,8,3.606799989938736e-05,0.0020557800016831607,0.0
524288,1.0,1.0,1,43,43,floor,4,524288,hotpotqa,5541888,5ae4be5c5542995ad6573e3a,0.015890613451589063,1,mean,0.09302325581395349,0.5,128,1.0,0.7361419068736141,0.7568366592756837,1.0,0.48041703427512333,0.8943552788367846,0.0016100000066217035,1.0,1.0,1.0,1.0,32,88064,centered_rope_key,0.5327349224197733,20260811,16,0.37209302325581395,1353,1.0,16,3.6335999611765145e-05,0.0021872000012081116,0.0
393216,0.0,0.0,19,61,61,floor,3,393216,hotpotqa,7974912,5abcd77755429965836004ce,0.01566512583461736,1,mean,0.04918032786885246,0.0,96,1.0,0.5396336243793871,0.6656394453004623,0.05263157894736842,0.3869599989687447,0.79349794292603,0.001420099986717105,0.0,0.0,0.0,0.0,32,124928,centered_rope_key,0.4268238160345105,20260811,3,0.04918032786885246,1947,0.0,3,6.774400011636317e-05,0.002074960002209991,0.0
