active_kv_bytes,all_evidence_recall,any_evidence_recall,best_evidence_rank,candidate_chunks,candidate_gists,center_policy,chunks_materialized,cpu_to_gpu_selected_kv_bytes,dataset,detail_kv_bytes,example_id,extra_routing_cache_fraction,gist_count,gist_mode,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_actual_gists_per_chunk,mean_selected_normalized_position,median_selected_normalized_position,mrr,native_token_max_score_correlation,native_token_mean_score_correlation,packed_index_build_seconds,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_gist_bytes,routing_representation,score_position_correlation,seed,selected_chunks,selected_fraction,source_tokens,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds,winning_gist_evidence_recall
503808,0.0,0.0,19,61,61,floor,4,503808,hotpotqa,7974912,5abcd77755429965836004ce,0.01566512583461736,1,mean,0.06557377049180328,0.0,123,1.0,0.6223356445814073,0.6902927580893683,0.05263157894736842,0.3869599989687447,0.79349794292603,0.001420099986717105,0.0,0.0,0.0,0.0,32,124928,centered_rope_key,0.4268238160345105,20260811,8,0.13114754098360656,1947,0.0,8,4.469200037419796e-05,0.0019473800028208643,0.0
503808,0.0,0.0,19,61,61,floor,4,503808,hotpotqa,7974912,5abcd77755429965836004ce,0.01566512583461736,1,mean,0.06557377049180328,0.0,123,1.0,0.5987898048279404,0.6163328197226503,0.05263157894736842,0.3869599989687447,0.79349794292603,0.001420099986717105,0.0,0.0,0.0,0.0,32,124928,centered_rope_key,0.4268238160345105,20260811,16,0.26229508196721313,1947,0.0,16,3.5268000792711974e-05,0.001941820001229644,0.0
393216,0.0,0.0,117,167,167,floor,3,393216,qasper,21864448,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,0.01564256275758711,1,mean,0.017964071856287425,0.0,96,1.0,0.948170350942925,0.9801423754215062,0.008547008547008548,0.6461092169477946,0.9712827561318554,0.002403500024229288,0.0,0.0,0.0,0.0,32,342016,centered_rope_key,0.7947059807802018,20260811,3,0.017964071856287425,5338,0.0,3,4.1092000901699063e-05,0.0024731600016821174,0.0
524288,0.0,0.0,117,167,167,floor,4,524288,qasper,21864448,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,0.01564256275758711,1,mean,0.023952095808383235,0.0,128,1.0,0.9268686774072686,0.9411764705882353,0.008547008547008548,0.6461092169477946,0.9712827561318554,0.002403500024229288,0.0,0.0,0.0,0.0,32,342016,centered_rope_key,0.7947059807802018,20260811,8,0.04790419161676647,5338,0.0,8,5.204000044614077e-05,0.0016858399962075056,0.0
524288,0.0,0.0,117,167,167,floor,4,524288,qasper,21864448,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,0.01564256275758711,1,mean,0.023952095808383235,0.0,128,1.0,0.9141649494192582,0.9082053203446984,0.008547008547008548,0.6461092169477946,0.9712827561318554,0.002403500024229288,0.0,0.0,0.0,0.0,32,342016,centered_rope_key,0.7947059807802018,20260811,16,0.09580838323353294,5338,0.0,16,3.547200001776218e-05,0.002012300002388656,0.0
393216,0.0,0.0,117,182,182,floor,3,393216,qasper,23826432,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,0.015643802647412757,1,mean,0.016483516483516484,0.0,96,1.0,0.8114148186350353,0.8004125838060856,0.008547008547008548,0.6691577974718339,0.9677826986316046,0.003687399992486462,0.0,0.0,0.0,0.0,32,372736,centered_rope_key,0.8194979982278728,20260811,3,0.016483516483516484,5817,0.0,3,3.830399946309626e-05,0.0016254999965894968,0.0
524288,0.0,0.0,117,182,182,floor,4,524288,qasper,23826432,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,0.015643802647412757,1,mean,0.02197802197802198,0.0,128,1.0,0.8292934502320783,0.8196664947567475,0.008547008547008548,0.6691577974718339,0.9677826986316046,0.003687399992486462,0.0,0.0,0.0,0.0,32,372736,centered_rope_key,0.8194979982278728,20260811,8,0.04395604395604396,5817,0.0,8,3.606399986892939e-05,0.0016296599991619588,0.0
524288,0.0,0.0,117,182,182,floor,4,524288,qasper,23826432,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,0.015643802647412757,1,mean,0.02197802197802198,0.0,128,1.0,0.8698641911638302,0.8774282276087331,0.008547008547008548,0.6691577974718339,0.9677826986316046,0.003687399992486462,0.0,0.0,0.0,0.0,32,372736,centered_rope_key,0.8194979982278728,20260811,16,0.08791208791208792,5817,0.0,16,4.9544000066816804e-05,0.0018529399996623397,0.0
393216,0.0,0.0,117,180,180,floor,3,393216,qasper,23556096,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,0.01564945226917058,1,mean,0.016666666666666666,0.0,96,1.0,0.9394308236248768,0.9208833246391932,0.008547008547008548,0.6759070961535645,0.9630228825708191,0.0024030000204220414,0.0,0.0,0.0,0.0,32,368640,centered_rope_key,0.8088676043668697,20260811,3,0.016666666666666666,5751,0.0,3,3.905199933797121e-05,0.002093340002465993,0.0
524288,0.0,0.0,117,180,180,floor,4,524288,qasper,23556096,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,0.01564945226917058,1,mean,0.022222222222222223,0.0,128,1.0,0.8965397322204833,0.9125369500956355,0.008547008547008548,0.6759070961535645,0.9630228825708191,0.0024030000204220414,0.0,0.0,0.0,0.0,32,368640,centered_rope_key,0.8088676043668697,20260811,8,0.044444444444444446,5751,0.0,8,4.605199908837676e-05,0.00153582000057213,0.0
524288,0.0,0.0,117,180,180,floor,4,524288,qasper,23556096,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,0.01564945226917058,1,mean,0.022222222222222223,0.0,128,1.0,0.8655885932881238,0.8819335767692575,0.008547008547008548,0.6759070961535645,0.9630228825708191,0.0024030000204220414,0.0,0.0,0.0,0.0,32,368640,centered_rope_key,0.8088676043668697,20260811,16,0.08888888888888889,5751,0.0,16,3.836399991996586e-05,0.0017638199962675572,0.0
393216,0.0,0.0,64,122,122,floor,3,393216,qasper,15974400,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,0.01564102564102564,1,mean,0.02459016393442623,0.0,96,1.0,0.9258119658119659,0.9312820512820513,0.015625,0.45010650070887165,0.8694441735238833,0.0027381000109016895,0.0,0.0,0.0,0.0,32,249856,centered_rope_key,0.46397977063288287,20260811,3,0.02459016393442623,3900,0.0,3,4.358000005595386e-05,0.0017270600015763193,0.0
524288,0.0,0.0,64,122,122,floor,4,524288,qasper,15974400,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,0.01564102564102564,1,mean,0.03278688524590164,0.0,128,1.0,0.8255769230769231,0.9271794871794872,0.015625,0.45010650070887165,0.8694441735238833,0.0027381000109016895,0.0,0.0,0.0,0.0,32,249856,centered_rope_key,0.46397977063288287,20260811,8,0.06557377049180328,3900,0.0,8,5.6159999221563336e-05,0.0015308600035496057,0.0
524288,0.0,0.0,64,122,122,floor,4,524288,qasper,15974400,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,0.01564102564102564,1,mean,0.03278688524590164,0.0,128,1.0,0.7404807692307692,0.9025641025641025,0.015625,0.45010650070887165,0.8694441735238833,0.0027381000109016895,0.0,0.0,0.0,0.0,32,249856,centered_rope_key,0.46397977063288287,20260811,16,0.13114754098360656,3900,0.0,16,3.6931999493390324e-05,0.0024917799979448318,0.0
