condition,cumulative_unique_native_tokens,cumulative_visible_tokens,cumulative_wall_ms,example_id
PRA_NATIVE_MEMORY_NO_ADAPTOR,2013,0,3079.68104199972,multihoprag:0018
PRA_SELECTED_CONTEXT_NO_ADAPTOR,2013,2008,3022.695833002217,multihoprag:0018
PRA_NATIVE_MEMORY_NO_ADAPTOR,4045,2008,6319.499499979429,multihoprag:0061
PRA_SELECTED_CONTEXT_NO_ADAPTOR,4045,4036,6166.372874984518,multihoprag:0061
PRA_NATIVE_MEMORY_NO_ADAPTOR,6059,4036,9422.012666997034,multihoprag:0123
PRA_SELECTED_CONTEXT_NO_ADAPTOR,6059,6046,9252.503915922716,multihoprag:0123
PRA_NATIVE_MEMORY_NO_ADAPTOR,8104,6046,12590.63666604925,multihoprag:0146
PRA_SELECTED_CONTEXT_NO_ADAPTOR,8104,8087,12251.252749934793,multihoprag:0146
PRA_NATIVE_MEMORY_NO_ADAPTOR,10135,8087,15685.234957025386,multihoprag:0171
PRA_SELECTED_CONTEXT_NO_ADAPTOR,10135,10114,15307.961791928392,multihoprag:0171
PRA_NATIVE_MEMORY_NO_ADAPTOR,12114,10114,18727.29379107477,multihoprag:0243
PRA_SELECTED_CONTEXT_NO_ADAPTOR,12114,12088,18187.23733292427,multihoprag:0243
PRA_NATIVE_MEMORY_NO_ADAPTOR,14148,12088,21784.69862410566,multihoprag:0258
PRA_SELECTED_CONTEXT_NO_ADAPTOR,14148,14118,21338.679499924183,multihoprag:0258
PRA_NATIVE_MEMORY_NO_ADAPTOR,16180,14118,24858.431624190416,multihoprag:0340
PRA_SELECTED_CONTEXT_NO_ADAPTOR,16180,16145,24387.602873903234,multihoprag:0340
PRA_NATIVE_MEMORY_NO_ADAPTOR,18164,16145,28021.47612418048,multihoprag:0348
PRA_SELECTED_CONTEXT_NO_ADAPTOR,18164,18124,27304.360915964935,multihoprag:0348
PRA_NATIVE_MEMORY_NO_ADAPTOR,20191,18124,31118.931333185174,multihoprag:0371
PRA_SELECTED_CONTEXT_NO_ADAPTOR,20191,20146,30364.159249991644,multihoprag:0371
PRA_NATIVE_MEMORY_NO_ADAPTOR,22236,20146,34234.56729121972,multihoprag:0385
PRA_SELECTED_CONTEXT_NO_ADAPTOR,22236,22186,33322.250874945894,multihoprag:0385
PRA_NATIVE_MEMORY_NO_ADAPTOR,24285,22186,37328.13937321771,multihoprag:0580
PRA_SELECTED_CONTEXT_NO_ADAPTOR,24285,24232,36379.65466687456,multihoprag:0580
PRA_NATIVE_MEMORY_NO_ADAPTOR,26305,24232,40485.444997262675,multihoprag:0645
PRA_SELECTED_CONTEXT_NO_ADAPTOR,26305,26247,39376.85191689525,multihoprag:0645
PRA_NATIVE_MEMORY_NO_ADAPTOR,28282,26247,43498.4068722697,multihoprag:0756
PRA_SELECTED_CONTEXT_NO_ADAPTOR,28282,28219,42372.068583848886,multihoprag:0756
PRA_NATIVE_MEMORY_NO_ADAPTOR,30313,28219,46672.234581259545,multihoprag:0762
PRA_SELECTED_CONTEXT_NO_ADAPTOR,30313,30246,45372.41187482141,multihoprag:0762
PRA_NATIVE_MEMORY_NO_ADAPTOR,32359,30246,49816.592874296475,multihoprag:0777
PRA_SELECTED_CONTEXT_NO_ADAPTOR,32359,32289,48478.258874849416,multihoprag:0777
PRA_NATIVE_MEMORY_NO_ADAPTOR,34375,32289,52938.390957308,multihoprag:0779
PRA_SELECTED_CONTEXT_NO_ADAPTOR,34375,34300,51434.45208389312,multihoprag:0779
PRA_NATIVE_MEMORY_NO_ADAPTOR,36393,34300,55991.0349152633,multihoprag:0800
PRA_SELECTED_CONTEXT_NO_ADAPTOR,36393,36313,54457.35525089549,multihoprag:0800
PRA_NATIVE_MEMORY_NO_ADAPTOR,38429,36313,59116.14903935697,multihoprag:0957
PRA_SELECTED_CONTEXT_NO_ADAPTOR,38429,38345,57413.598416897,multihoprag:0957
PRA_NATIVE_MEMORY_NO_ADAPTOR,40458,38345,62214.44787335349,multihoprag:0990
PRA_SELECTED_CONTEXT_NO_ADAPTOR,40458,40369,60484.78262493154,multihoprag:0990
PRA_NATIVE_MEMORY_NO_ADAPTOR,42470,40369,65339.78179137921,multihoprag:1139
PRA_SELECTED_CONTEXT_NO_ADAPTOR,42470,42377,63440.75766694732,multihoprag:1139
PRA_NATIVE_MEMORY_NO_ADAPTOR,44512,42377,68427.2950834129,multihoprag:1204
PRA_SELECTED_CONTEXT_NO_ADAPTOR,44512,44414,66494.63029298931,multihoprag:1204
PRA_NATIVE_MEMORY_NO_ADAPTOR,46560,44414,71579.25325038377,multihoprag:1242
PRA_SELECTED_CONTEXT_NO_ADAPTOR,46560,46457,69489.69583399594,multihoprag:1242
PRA_NATIVE_MEMORY_NO_ADAPTOR,48588,46457,74680.67595933098,multihoprag:1336
PRA_SELECTED_CONTEXT_NO_ADAPTOR,48588,48480,72560.91750098858,multihoprag:1336
PRA_NATIVE_MEMORY_NO_ADAPTOR,50580,48480,77823.08216829551,multihoprag:1622
PRA_SELECTED_CONTEXT_NO_ADAPTOR,50580,50468,75521.15262596635,multihoprag:1622
PRA_NATIVE_MEMORY_NO_ADAPTOR,52597,50468,80941.94804329891,multihoprag:1666
PRA_SELECTED_CONTEXT_NO_ADAPTOR,52597,52479,78600.44195898809,multihoprag:1666
PRA_NATIVE_MEMORY_NO_ADAPTOR,54590,52479,84110.1607933524,multihoprag:1804
PRA_SELECTED_CONTEXT_NO_ADAPTOR,54590,54467,81599.50970899081,multihoprag:1804
PRA_NATIVE_MEMORY_NO_ADAPTOR,56637,54467,87258.94504337339,multihoprag:1829
PRA_SELECTED_CONTEXT_NO_ADAPTOR,56637,56508,84703.73991696397,multihoprag:1829
PRA_NATIVE_MEMORY_NO_ADAPTOR,58646,56508,90378.19900235627,multihoprag:1850
PRA_SELECTED_CONTEXT_NO_ADAPTOR,58646,58511,87660.36670893664,multihoprag:1850
PRA_NATIVE_MEMORY_NO_ADAPTOR,60639,58511,93387.17954338063,multihoprag:1852
PRA_SELECTED_CONTEXT_NO_ADAPTOR,60639,60499,90653.68824987672,multihoprag:1852
PRA_NATIVE_MEMORY_NO_ADAPTOR,62678,60499,96550.00071035465,multihoprag:1855
PRA_SELECTED_CONTEXT_NO_ADAPTOR,62678,62532,93661.70258284546,multihoprag:1855
PRA_NATIVE_MEMORY_NO_ADAPTOR,64710,62532,99648.90579337953,multihoprag:1873
PRA_SELECTED_CONTEXT_NO_ADAPTOR,64710,64558,96743.2951668161,multihoprag:1873
PRA_NATIVE_MEMORY_NO_ADAPTOR,66744,64558,102817.6819604123,multihoprag:1900
PRA_SELECTED_CONTEXT_NO_ADAPTOR,66744,66587,99740.9442088101,multihoprag:1900
PRA_NATIVE_MEMORY_NO_ADAPTOR,68778,66587,105913.71646034531,multihoprag:1907
PRA_SELECTED_CONTEXT_NO_ADAPTOR,68778,68617,102795.59745884035,multihoprag:1907
PRA_NATIVE_MEMORY_NO_ADAPTOR,70801,68617,109069.24537732266,multihoprag:1948
PRA_SELECTED_CONTEXT_NO_ADAPTOR,70801,70636,105789.37516687438,multihoprag:1948
PRA_NATIVE_MEMORY_NO_ADAPTOR,72811,70636,112167.93525137473,multihoprag:2047
PRA_SELECTED_CONTEXT_NO_ADAPTOR,72811,72640,108745.39137585089,multihoprag:2047
PRA_NATIVE_MEMORY_NO_ADAPTOR,74832,72640,115266.4695843705,multihoprag:2080
PRA_SELECTED_CONTEXT_NO_ADAPTOR,74832,74655,111814.66458382783,multihoprag:2080
PRA_NATIVE_MEMORY_NO_ADAPTOR,76886,74655,118468.9998763497,multihoprag:2096
PRA_SELECTED_CONTEXT_NO_ADAPTOR,76886,76703,114845.93008377124,multihoprag:2096
PRA_NATIVE_MEMORY_NO_ADAPTOR,78905,76703,121564.09566837829,multihoprag:2126
PRA_SELECTED_CONTEXT_NO_ADAPTOR,78905,78719,117914.73245876841,multihoprag:2126
PRA_NATIVE_MEMORY_NO_ADAPTOR,80918,78719,124688.99450136814,multihoprag:2164
PRA_SELECTED_CONTEXT_NO_ADAPTOR,80918,80726,120868.03633382078,multihoprag:2164
PRA_NATIVE_MEMORY_NO_ADAPTOR,82969,80726,127817.80891830567,multihoprag:2206
PRA_SELECTED_CONTEXT_NO_ADAPTOR,82969,82772,123963.60637486214,multihoprag:2206
PRA_NATIVE_MEMORY_NO_ADAPTOR,85015,82772,130976.15058429074,multihoprag:2257
PRA_SELECTED_CONTEXT_NO_ADAPTOR,85015,84815,126957.8174588969,multihoprag:2257
PRA_NATIVE_MEMORY_NO_ADAPTOR,87038,84815,134116.61879130406,multihoprag:2292
PRA_SELECTED_CONTEXT_NO_ADAPTOR,87038,86833,130064.5249588415,multihoprag:2292
PRA_NATIVE_MEMORY_NO_ADAPTOR,89079,86833,137291.1079993355,multihoprag:2405
PRA_SELECTED_CONTEXT_NO_ADAPTOR,89079,88869,133065.1692918036,multihoprag:2405
PRA_NATIVE_MEMORY_NO_ADAPTOR,91115,88869,140349.9400833971,multihoprag:2420
PRA_SELECTED_CONTEXT_NO_ADAPTOR,91115,90901,136099.40395777812,multihoprag:2420
PRA_NATIVE_MEMORY_NO_ADAPTOR,93155,90901,143521.64474932943,multihoprag:2438
PRA_SELECTED_CONTEXT_NO_ADAPTOR,93155,92937,139098.81804173347,multihoprag:2438
PRA_NATIVE_MEMORY_NO_ADAPTOR,95169,92937,146576.8567902851,multihoprag:2456
PRA_SELECTED_CONTEXT_NO_ADAPTOR,95169,94946,142120.64404168632,multihoprag:2456
PRA_NATIVE_MEMORY_NO_ADAPTOR,97197,94946,149731.55070631765,multihoprag:2514
PRA_SELECTED_CONTEXT_NO_ADAPTOR,97197,96968,145113.711333659,multihoprag:2514
PRA_NATIVE_MEMORY_NO_ADAPTOR,99248,96968,152860.7717062696,multihoprag:2521
PRA_SELECTED_CONTEXT_NO_ADAPTOR,99248,99013,148218.3691256214,multihoprag:2521
PRA_NATIVE_MEMORY_NO_ADAPTOR,101294,99013,156031.0841652099,multihoprag:2552
PRA_SELECTED_CONTEXT_NO_ADAPTOR,101294,101053,151216.64979163324,multihoprag:2552
