condition,cumulative_unique_native_tokens,cumulative_visible_tokens,cumulative_wall_ms,example_id
PRA_NATIVE_MEMORY_NO_ADAPTOR,116,0,180.5807079654187,fixture:bridge:0
PRA_SELECTED_CONTEXT_NO_ADAPTOR,116,116,166.1529159755446,fixture:bridge:0
PRA_NATIVE_MEMORY_NO_ADAPTOR,232,116,359.83545798808336,fixture:bridge:1
PRA_SELECTED_CONTEXT_NO_ADAPTOR,232,232,359.16879103751853,fixture:bridge:1
PRA_NATIVE_MEMORY_NO_ADAPTOR,348,232,533.3221659529954,fixture:bridge:2
PRA_SELECTED_CONTEXT_NO_ADAPTOR,348,348,525.6245420314372,fixture:bridge:2
PRA_NATIVE_MEMORY_NO_ADAPTOR,464,348,714.949581946712,fixture:bridge:3
PRA_SELECTED_CONTEXT_NO_ADAPTOR,464,464,699.5072930003516,fixture:bridge:3
PRA_NATIVE_MEMORY_NO_ADAPTOR,580,464,896.3783319341019,fixture:bridge:4
PRA_SELECTED_CONTEXT_NO_ADAPTOR,580,580,870.626542950049,fixture:bridge:4
PRA_NATIVE_MEMORY_NO_ADAPTOR,697,580,1074.4844559230842,fixture:lookup:0
PRA_SELECTED_CONTEXT_NO_ADAPTOR,697,697,1036.7483759182505,fixture:lookup:0
PRA_NATIVE_MEMORY_NO_ADAPTOR,825,697,1254.9668729188852,fixture:lookup:1
PRA_SELECTED_CONTEXT_NO_ADAPTOR,825,825,1212.9906259360723,fixture:lookup:1
PRA_NATIVE_MEMORY_NO_ADAPTOR,953,825,1426.16733093746,fixture:lookup:2
PRA_SELECTED_CONTEXT_NO_ADAPTOR,953,953,1378.7317099631764,fixture:lookup:2
PRA_NATIVE_MEMORY_NO_ADAPTOR,1068,953,1621.3992889388464,fixture:lookup:3
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1068,1068,1554.6331270015799,fixture:lookup:3
PRA_NATIVE_MEMORY_NO_ADAPTOR,1184,1068,1804.5349979074672,fixture:lookup:4
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1184,1184,1724.6467520017177,fixture:lookup:4
PRA_NATIVE_MEMORY_NO_ADAPTOR,1312,1184,2001.1390399304219,fixture:synthesis:0
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1312,1312,1913.633877004031,fixture:synthesis:0
PRA_NATIVE_MEMORY_NO_ADAPTOR,1440,1312,2182.6667899731547,fixture:synthesis:1
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1440,1440,2090.9929189947434,fixture:synthesis:1
PRA_NATIVE_MEMORY_NO_ADAPTOR,1568,1440,2377.0655410480686,fixture:synthesis:2
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1568,1568,2278.2458779984154,fixture:synthesis:2
PRA_NATIVE_MEMORY_NO_ADAPTOR,1696,1568,2572.5550410570577,fixture:synthesis:3
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1696,1696,2468.2811700040475,fixture:synthesis:3
PRA_NATIVE_MEMORY_NO_ADAPTOR,1824,1696,2791.9470001361333,fixture:synthesis:4
PRA_SELECTED_CONTEXT_NO_ADAPTOR,1824,1824,2649.88500403706,fixture:synthesis:4
