example_id,dataset,seed,policy,depth,budget_fraction,N,E,K,recovered,R_E,P_E,C_E,K_over_N,K_over_E,rho,eta
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,71,oracle,1,0.1,112,7,7,7,1.0,1.0,1,0.0625,1.0,0.9375,16.0
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,71,iterative,2,0.1,112,7,12,1,0.14285714285714285,0.08333333333333333,0,0.10714285714285714,1.7142857142857142,0.8928571428571429,1.3333333333333333
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,71,one_shot,1,0.2,112,7,23,4,0.5714285714285714,0.17391304347826086,0,0.20535714285714285,3.2857142857142856,0.7946428571428572,2.782608695652174
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,71,oracle,1,0.2,112,7,7,7,1.0,1.0,1,0.0625,1.0,0.9375,16.0
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,71,iterative,2,0.2,112,7,23,3,0.42857142857142855,0.13043478260869565,0,0.20535714285714285,3.2857142857142856,0.7946428571428572,2.0869565217391304
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,71,one_shot,1,0.3,112,7,34,5,0.7142857142857143,0.14705882352941177,0,0.30357142857142855,4.857142857142857,0.6964285714285714,2.3529411764705883
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,71,oracle,1,0.3,112,7,7,7,1.0,1.0,1,0.0625,1.0,0.9375,16.0
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,71,iterative,2,0.3,112,7,34,3,0.42857142857142855,0.08823529411764706,0,0.30357142857142855,4.857142857142857,0.6964285714285714,1.411764705882353
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,71,one_shot,1,0.05,161,13,9,0,0.0,0.0,0,0.055900621118012424,0.6923076923076923,0.9440993788819876,0.0
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,71,oracle,1,0.05,161,13,9,9,0.6923076923076923,1.0,0,0.055900621118012424,0.6923076923076923,0.9440993788819876,12.384615384615383
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,71,iterative,2,0.05,161,13,9,0,0.0,0.0,0,0.055900621118012424,0.6923076923076923,0.9440993788819876,0.0
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,71,one_shot,1,0.1,161,13,17,1,0.07692307692307693,0.058823529411764705,0,0.10559006211180125,1.3076923076923077,0.8944099378881988,0.7285067873303167
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,71,oracle,1,0.1,161,13,13,13,1.0,1.0,1,0.08074534161490683,1.0,0.9192546583850931,12.384615384615385
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,71,iterative,2,0.1,161,13,17,0,0.0,0.0,0,0.10559006211180125,1.3076923076923077,0.8944099378881988,0.0
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,71,one_shot,1,0.2,161,13,33,4,0.3076923076923077,0.12121212121212122,0,0.20496894409937888,2.5384615384615383,0.7950310559006211,1.5011655011655012
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,71,oracle,1,0.2,161,13,13,13,1.0,1.0,1,0.08074534161490683,1.0,0.9192546583850931,12.384615384615385
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,71,iterative,2,0.2,161,13,33,1,0.07692307692307693,0.030303030303030304,0,0.20496894409937888,2.5384615384615383,0.7950310559006211,0.3752913752913753
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,71,one_shot,1,0.3,161,13,49,4,0.3076923076923077,0.08163265306122448,0,0.30434782608695654,3.769230769230769,0.6956521739130435,1.010989010989011
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,71,oracle,1,0.3,161,13,13,13,1.0,1.0,1,0.08074534161490683,1.0,0.9192546583850931,12.384615384615385
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,71,iterative,2,0.3,161,13,49,3,0.23076923076923078,0.061224489795918366,0,0.30434782608695654,3.769230769230769,0.6956521739130435,0.7582417582417582
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,71,one_shot,1,0.05,94,7,5,0,0.0,0.0,0,0.05319148936170213,0.7142857142857143,0.9468085106382979,0.0
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,71,oracle,1,0.05,94,7,5,5,0.7142857142857143,1.0,0,0.05319148936170213,0.7142857142857143,0.9468085106382979,13.428571428571429
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,71,iterative,2,0.05,94,7,5,0,0.0,0.0,0,0.05319148936170213,0.7142857142857143,0.9468085106382979,0.0
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,71,one_shot,1,0.1,94,7,10,1,0.14285714285714285,0.1,0,0.10638297872340426,1.4285714285714286,0.8936170212765957,1.3428571428571427
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,71,oracle,1,0.1,94,7,7,7,1.0,1.0,1,0.07446808510638298,1.0,0.925531914893617,13.428571428571429
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,71,iterative,2,0.1,94,7,10,1,0.14285714285714285,0.1,0,0.10638297872340426,1.4285714285714286,0.8936170212765957,1.3428571428571427
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,71,one_shot,1,0.2,94,7,19,3,0.42857142857142855,0.15789473684210525,0,0.20212765957446807,2.7142857142857144,0.7978723404255319,2.1203007518796992
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,71,oracle,1,0.2,94,7,7,7,1.0,1.0,1,0.07446808510638298,1.0,0.925531914893617,13.428571428571429
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,71,iterative,2,0.2,94,7,19,3,0.42857142857142855,0.15789473684210525,0,0.20212765957446807,2.7142857142857144,0.7978723404255319,2.1203007518796992
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,71,one_shot,1,0.3,94,7,29,5,0.7142857142857143,0.1724137931034483,0,0.30851063829787234,4.142857142857143,0.6914893617021276,2.315270935960591
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,71,oracle,1,0.3,94,7,7,7,1.0,1.0,1,0.07446808510638298,1.0,0.925531914893617,13.428571428571429
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,71,iterative,2,0.3,94,7,29,5,0.7142857142857143,0.1724137931034483,0,0.30851063829787234,4.142857142857143,0.6914893617021276,2.315270935960591
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,71,one_shot,1,0.05,109,1,6,1,1.0,0.16666666666666666,1,0.05504587155963303,6.0,0.944954128440367,18.166666666666664
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,71,oracle,1,0.05,109,1,1,1,1.0,1.0,1,0.009174311926605505,1.0,0.9908256880733946,109.0
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,71,iterative,2,0.05,109,1,6,1,1.0,0.16666666666666666,1,0.05504587155963303,6.0,0.944954128440367,18.166666666666664
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,71,one_shot,1,0.1,109,1,11,1,1.0,0.09090909090909091,1,0.10091743119266056,11.0,0.8990825688073394,9.909090909090908
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,71,oracle,1,0.1,109,1,1,1,1.0,1.0,1,0.009174311926605505,1.0,0.9908256880733946,109.0
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,71,iterative,2,0.1,109,1,11,1,1.0,0.09090909090909091,1,0.10091743119266056,11.0,0.8990825688073394,9.909090909090908
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,71,one_shot,1,0.2,109,1,22,1,1.0,0.045454545454545456,1,0.2018348623853211,22.0,0.7981651376146789,4.954545454545454
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,71,oracle,1,0.2,109,1,1,1,1.0,1.0,1,0.009174311926605505,1.0,0.9908256880733946,109.0
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,71,iterative,2,0.2,109,1,22,1,1.0,0.045454545454545456,1,0.2018348623853211,22.0,0.7981651376146789,4.954545454545454
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,71,one_shot,1,0.3,109,1,33,1,1.0,0.030303030303030304,1,0.30275229357798167,33.0,0.6972477064220184,3.3030303030303028
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,71,oracle,1,0.3,109,1,1,1,1.0,1.0,1,0.009174311926605505,1.0,0.9908256880733946,109.0
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,71,iterative,2,0.3,109,1,33,1,1.0,0.030303030303030304,1,0.30275229357798167,33.0,0.6972477064220184,3.3030303030303028
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,71,one_shot,1,0.05,127,15,7,1,0.06666666666666667,0.14285714285714285,0,0.05511811023622047,0.4666666666666667,0.9448818897637795,1.2095238095238094
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,71,oracle,1,0.05,127,15,7,7,0.4666666666666667,1.0,0,0.05511811023622047,0.4666666666666667,0.9448818897637795,8.466666666666667
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,71,iterative,2,0.05,127,15,7,2,0.13333333333333333,0.2857142857142857,0,0.05511811023622047,0.4666666666666667,0.9448818897637795,2.419047619047619
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,71,one_shot,1,0.1,127,15,13,4,0.26666666666666666,0.3076923076923077,0,0.10236220472440945,0.8666666666666667,0.8976377952755905,2.605128205128205
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,71,oracle,1,0.1,127,15,13,13,0.8666666666666667,1.0,0,0.10236220472440945,0.8666666666666667,0.8976377952755905,8.466666666666667
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,71,iterative,2,0.1,127,15,13,2,0.13333333333333333,0.15384615384615385,0,0.10236220472440945,0.8666666666666667,0.8976377952755905,1.3025641025641026
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,71,one_shot,1,0.2,127,15,26,4,0.26666666666666666,0.15384615384615385,0,0.2047244094488189,1.7333333333333334,0.7952755905511811,1.3025641025641026
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,71,oracle,1,0.2,127,15,15,15,1.0,1.0,1,0.11811023622047244,1.0,0.8818897637795275,8.466666666666667
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,71,iterative,2,0.2,127,15,26,4,0.26666666666666666,0.15384615384615385,0,0.2047244094488189,1.7333333333333334,0.7952755905511811,1.3025641025641026
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,71,one_shot,1,0.3,127,15,39,4,0.26666666666666666,0.10256410256410256,0,0.30708661417322836,2.6,0.6929133858267716,0.8683760683760683
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,71,oracle,1,0.3,127,15,15,15,1.0,1.0,1,0.11811023622047244,1.0,0.8818897637795275,8.466666666666667
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,71,iterative,2,0.3,127,15,39,4,0.26666666666666666,0.10256410256410256,0,0.30708661417322836,2.6,0.6929133858267716,0.8683760683760683
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,71,one_shot,1,0.05,88,8,5,2,0.25,0.4,0,0.056818181818181816,0.625,0.9431818181818182,4.4
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,71,oracle,1,0.05,88,8,5,5,0.625,1.0,0,0.056818181818181816,0.625,0.9431818181818182,11.0
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,71,iterative,2,0.05,88,8,5,2,0.25,0.4,0,0.056818181818181816,0.625,0.9431818181818182,4.4
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,71,one_shot,1,0.1,88,8,9,3,0.375,0.3333333333333333,0,0.10227272727272728,1.125,0.8977272727272727,3.6666666666666665
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,71,oracle,1,0.1,88,8,8,8,1.0,1.0,1,0.09090909090909091,1.0,0.9090909090909091,11.0
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,71,iterative,2,0.1,88,8,9,3,0.375,0.3333333333333333,0,0.10227272727272728,1.125,0.8977272727272727,3.6666666666666665
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,71,one_shot,1,0.2,88,8,18,3,0.375,0.16666666666666666,0,0.20454545454545456,2.25,0.7954545454545454,1.8333333333333333
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,71,oracle,1,0.2,88,8,8,8,1.0,1.0,1,0.09090909090909091,1.0,0.9090909090909091,11.0
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,71,iterative,2,0.2,88,8,18,3,0.375,0.16666666666666666,0,0.20454545454545456,2.25,0.7954545454545454,1.8333333333333333
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,71,one_shot,1,0.3,88,8,27,3,0.375,0.1111111111111111,0,0.3068181818181818,3.375,0.6931818181818181,1.222222222222222
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,71,oracle,1,0.3,88,8,8,8,1.0,1.0,1,0.09090909090909091,1.0,0.9090909090909091,11.0
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,71,iterative,2,0.3,88,8,27,3,0.375,0.1111111111111111,0,0.3068181818181818,3.375,0.6931818181818181,1.222222222222222
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,71,one_shot,1,0.05,290,75,15,1,0.013333333333333334,0.06666666666666667,0,0.05172413793103448,0.2,0.9482758620689655,0.2577777777777778
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,71,oracle,1,0.05,290,75,15,15,0.2,1.0,0,0.05172413793103448,0.2,0.9482758620689655,3.866666666666667
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,71,iterative,2,0.05,290,75,15,0,0.0,0.0,0,0.05172413793103448,0.2,0.9482758620689655,0.0
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,71,one_shot,1,0.1,290,75,29,2,0.02666666666666667,0.06896551724137931,0,0.1,0.38666666666666666,0.9,0.26666666666666666
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,71,oracle,1,0.1,290,75,29,29,0.38666666666666666,1.0,0,0.1,0.38666666666666666,0.9,3.8666666666666663
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,71,iterative,2,0.1,290,75,29,3,0.04,0.10344827586206896,0,0.1,0.38666666666666666,0.9,0.39999999999999997
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,71,one_shot,1,0.2,290,75,58,5,0.06666666666666667,0.08620689655172414,0,0.2,0.7733333333333333,0.8,0.3333333333333333
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,71,oracle,1,0.2,290,75,58,58,0.7733333333333333,1.0,0,0.2,0.7733333333333333,0.8,3.8666666666666663
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,71,iterative,2,0.2,290,75,58,5,0.06666666666666667,0.08620689655172414,0,0.2,0.7733333333333333,0.8,0.3333333333333333
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,71,one_shot,1,0.3,290,75,87,7,0.09333333333333334,0.08045977011494253,0,0.3,1.16,0.7,0.3111111111111111
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,71,oracle,1,0.3,290,75,75,75,1.0,1.0,1,0.25862068965517243,1.0,0.7413793103448276,3.8666666666666663
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,71,iterative,2,0.3,290,75,87,8,0.10666666666666667,0.09195402298850575,0,0.3,1.16,0.7,0.35555555555555557
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,71,one_shot,1,0.05,111,1,6,1,1.0,0.16666666666666666,1,0.05405405405405406,6.0,0.9459459459459459,18.5
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,71,oracle,1,0.05,111,1,1,1,1.0,1.0,1,0.009009009009009009,1.0,0.990990990990991,111.0
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,71,iterative,2,0.05,111,1,6,1,1.0,0.16666666666666666,1,0.05405405405405406,6.0,0.9459459459459459,18.5
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,71,one_shot,1,0.1,111,1,12,1,1.0,0.08333333333333333,1,0.10810810810810811,12.0,0.8918918918918919,9.25
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,71,oracle,1,0.1,111,1,1,1,1.0,1.0,1,0.009009009009009009,1.0,0.990990990990991,111.0
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,71,iterative,2,0.1,111,1,12,1,1.0,0.08333333333333333,1,0.10810810810810811,12.0,0.8918918918918919,9.25
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,71,one_shot,1,0.2,111,1,23,1,1.0,0.043478260869565216,1,0.2072072072072072,23.0,0.7927927927927928,4.826086956521739
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,71,oracle,1,0.2,111,1,1,1,1.0,1.0,1,0.009009009009009009,1.0,0.990990990990991,111.0
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,71,iterative,2,0.2,111,1,23,1,1.0,0.043478260869565216,1,0.2072072072072072,23.0,0.7927927927927928,4.826086956521739
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,71,one_shot,1,0.3,111,1,34,1,1.0,0.029411764705882353,1,0.3063063063063063,34.0,0.6936936936936937,3.2647058823529416
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,71,oracle,1,0.3,111,1,1,1,1.0,1.0,1,0.009009009009009009,1.0,0.990990990990991,111.0
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,71,iterative,2,0.3,111,1,34,1,1.0,0.029411764705882353,1,0.3063063063063063,34.0,0.6936936936936937,3.2647058823529416
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,71,one_shot,1,0.05,148,14,8,1,0.07142857142857142,0.125,0,0.05405405405405406,0.5714285714285714,0.9459459459459459,1.3214285714285712
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,71,oracle,1,0.05,148,14,8,8,0.5714285714285714,1.0,0,0.05405405405405406,0.5714285714285714,0.9459459459459459,10.57142857142857
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,71,iterative,2,0.05,148,14,8,0,0.0,0.0,0,0.05405405405405406,0.5714285714285714,0.9459459459459459,0.0
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,71,one_shot,1,0.1,148,14,15,3,0.21428571428571427,0.2,0,0.10135135135135136,1.0714285714285714,0.8986486486486487,2.114285714285714
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,71,oracle,1,0.1,148,14,14,14,1.0,1.0,1,0.0945945945945946,1.0,0.9054054054054054,10.571428571428571
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,71,iterative,2,0.1,148,14,15,1,0.07142857142857142,0.06666666666666667,0,0.10135135135135136,1.0714285714285714,0.8986486486486487,0.7047619047619047
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,71,one_shot,1,0.2,148,14,30,3,0.21428571428571427,0.1,0,0.20270270270270271,2.142857142857143,0.7972972972972973,1.057142857142857
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,71,oracle,1,0.2,148,14,14,14,1.0,1.0,1,0.0945945945945946,1.0,0.9054054054054054,10.571428571428571
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,71,iterative,2,0.2,148,14,30,3,0.21428571428571427,0.1,0,0.20270270270270271,2.142857142857143,0.7972972972972973,1.057142857142857
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,71,one_shot,1,0.3,148,14,45,5,0.35714285714285715,0.1111111111111111,0,0.30405405405405406,3.2142857142857144,0.6959459459459459,1.1746031746031746
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,71,oracle,1,0.3,148,14,14,14,1.0,1.0,1,0.0945945945945946,1.0,0.9054054054054054,10.571428571428571
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,71,iterative,2,0.3,148,14,45,3,0.21428571428571427,0.06666666666666667,0,0.30405405405405406,3.2142857142857144,0.6959459459459459,0.7047619047619047
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,71,one_shot,1,0.05,206,5,11,1,0.2,0.09090909090909091,0,0.05339805825242718,2.2,0.9466019417475728,3.745454545454546
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,71,oracle,1,0.05,206,5,5,5,1.0,1.0,1,0.024271844660194174,1.0,0.9757281553398058,41.2
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,71,iterative,2,0.05,206,5,11,1,0.2,0.09090909090909091,0,0.05339805825242718,2.2,0.9466019417475728,3.745454545454546
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,71,one_shot,1,0.1,206,5,21,2,0.4,0.09523809523809523,0,0.10194174757281553,4.2,0.8980582524271845,3.923809523809524
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,71,oracle,1,0.1,206,5,5,5,1.0,1.0,1,0.024271844660194174,1.0,0.9757281553398058,41.2
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,71,iterative,2,0.1,206,5,21,2,0.4,0.09523809523809523,0,0.10194174757281553,4.2,0.8980582524271845,3.923809523809524
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,71,one_shot,1,0.2,206,5,42,3,0.6,0.07142857142857142,0,0.20388349514563106,8.4,0.7961165048543689,2.942857142857143
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,71,oracle,1,0.2,206,5,5,5,1.0,1.0,1,0.024271844660194174,1.0,0.9757281553398058,41.2
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,71,iterative,2,0.2,206,5,42,3,0.6,0.07142857142857142,0,0.20388349514563106,8.4,0.7961165048543689,2.942857142857143
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,71,one_shot,1,0.3,206,5,62,3,0.6,0.04838709677419355,0,0.30097087378640774,12.4,0.6990291262135923,1.9935483870967743
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,71,oracle,1,0.3,206,5,5,5,1.0,1.0,1,0.024271844660194174,1.0,0.9757281553398058,41.2
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,71,iterative,2,0.3,206,5,62,4,0.8,0.06451612903225806,0,0.30097087378640774,12.4,0.6990291262135923,2.6580645161290324
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,71,one_shot,1,0.05,72,4,4,2,0.5,0.5,0,0.05555555555555555,1.0,0.9444444444444444,9.0
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,71,oracle,1,0.05,72,4,4,4,1.0,1.0,1,0.05555555555555555,1.0,0.9444444444444444,18.0
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,71,iterative,2,0.05,72,4,4,3,0.75,0.75,0,0.05555555555555555,1.0,0.9444444444444444,13.5
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,71,one_shot,1,0.1,72,4,8,3,0.75,0.375,0,0.1111111111111111,2.0,0.8888888888888888,6.75
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,71,oracle,1,0.1,72,4,4,4,1.0,1.0,1,0.05555555555555555,1.0,0.9444444444444444,18.0
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,71,iterative,2,0.1,72,4,8,3,0.75,0.375,0,0.1111111111111111,2.0,0.8888888888888888,6.75
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,71,one_shot,1,0.2,72,4,15,4,1.0,0.26666666666666666,1,0.20833333333333334,3.75,0.7916666666666666,4.8
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,71,oracle,1,0.2,72,4,4,4,1.0,1.0,1,0.05555555555555555,1.0,0.9444444444444444,18.0
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,71,iterative,2,0.2,72,4,15,4,1.0,0.26666666666666666,1,0.20833333333333334,3.75,0.7916666666666666,4.8
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,71,one_shot,1,0.3,72,4,22,4,1.0,0.18181818181818182,1,0.3055555555555556,5.5,0.6944444444444444,3.2727272727272725
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,71,oracle,1,0.3,72,4,4,4,1.0,1.0,1,0.05555555555555555,1.0,0.9444444444444444,18.0
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,71,iterative,2,0.3,72,4,22,4,1.0,0.18181818181818182,1,0.3055555555555556,5.5,0.6944444444444444,3.2727272727272725
1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,qasper,71,one_shot,1,0.05,68,6,4,3,0.5,0.75,0,0.058823529411764705,0.6666666666666666,0.9411764705882353,8.5
1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,qasper,71,oracle,1,0.05,68,6,4,4,0.6666666666666666,1.0,0,0.058823529411764705,0.6666666666666666,0.9411764705882353,11.333333333333332
1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,qasper,71,iterative,2,0.05,68,6,4,2,0.3333333333333333,0.5,0,0.058823529411764705,0.6666666666666666,0.9411764705882353,5.666666666666666
1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,qasper,71,one_shot,1,0.1,68,6,7,3,0.5,0.42857142857142855,0,0.10294117647058823,1.1666666666666667,0.8970588235294118,4.857142857142858
1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,qasper,71,oracle,1,0.1,68,6,6,6,1.0,1.0,1,0.08823529411764706,1.0,0.9117647058823529,11.333333333333332
1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,qasper,71,iterative,2,0.1,68,6,7,3,0.5,0.42857142857142855,0,0.10294117647058823,1.1666666666666667,0.8970588235294118,4.857142857142858
1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,qasper,71,one_shot,1,0.2,68,6,14,3,0.5,0.21428571428571427,0,0.20588235294117646,2.3333333333333335,0.7941176470588236,2.428571428571429
1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,qasper,71,oracle,1,0.2,68,6,6,6,1.0,1.0,1,0.08823529411764706,1.0,0.9117647058823529,11.333333333333332
