example_id,dataset,seed,policy,depth,budget_fraction,hop,incremental_K,cumulative_K,N,E,K,recovered,R_E,P_E,C_E,K_over_N,K_over_E,rho,eta
1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,qasper,23,iterative,2,0.3,2,26,53,176,3,53,3,1.0,0.05660377358490566,1,0.30113636363636365,17.666666666666668,0.6988636363636364,3.320754716981132
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,23,one_shot,1,0.05,1,6,6,112,7,6,1,0.14285714285714285,0.16666666666666666,0,0.05357142857142857,0.8571428571428571,0.9464285714285714,2.6666666666666665
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,23,iterative,2,0.05,1,3,3,112,7,3,1,0.14285714285714285,0.3333333333333333,0,0.026785714285714284,0.42857142857142855,0.9732142857142857,5.333333333333333
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,23,iterative,2,0.05,2,3,6,112,7,6,1,0.14285714285714285,0.16666666666666666,0,0.05357142857142857,0.8571428571428571,0.9464285714285714,2.6666666666666665
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,23,one_shot,1,0.1,1,12,12,112,7,12,3,0.42857142857142855,0.25,0,0.10714285714285714,1.7142857142857142,0.8928571428571429,4.0
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,23,iterative,2,0.1,1,6,6,112,7,6,1,0.14285714285714285,0.16666666666666666,0,0.05357142857142857,0.8571428571428571,0.9464285714285714,2.6666666666666665
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,23,iterative,2,0.1,2,6,12,112,7,12,2,0.2857142857142857,0.16666666666666666,0,0.10714285714285714,1.7142857142857142,0.8928571428571429,2.6666666666666665
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,23,one_shot,1,0.2,1,23,23,112,7,23,4,0.5714285714285714,0.17391304347826086,0,0.20535714285714285,3.2857142857142856,0.7946428571428572,2.782608695652174
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,23,iterative,2,0.2,1,12,12,112,7,12,3,0.42857142857142855,0.25,0,0.10714285714285714,1.7142857142857142,0.8928571428571429,4.0
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,23,iterative,2,0.2,2,11,23,112,7,23,4,0.5714285714285714,0.17391304347826086,0,0.20535714285714285,3.2857142857142856,0.7946428571428572,2.782608695652174
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,23,one_shot,1,0.3,1,34,34,112,7,34,5,0.7142857142857143,0.14705882352941177,0,0.30357142857142855,4.857142857142857,0.6964285714285714,2.3529411764705883
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,23,iterative,2,0.3,1,17,17,112,7,17,3,0.42857142857142855,0.17647058823529413,0,0.15178571428571427,2.4285714285714284,0.8482142857142857,2.823529411764706
1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,qasper,23,iterative,2,0.3,2,17,34,112,7,34,5,0.7142857142857143,0.14705882352941177,0,0.30357142857142855,4.857142857142857,0.6964285714285714,2.3529411764705883
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,23,one_shot,1,0.05,1,9,9,161,13,9,0,0.0,0.0,0,0.055900621118012424,0.6923076923076923,0.9440993788819876,0.0
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,23,iterative,2,0.05,1,5,5,161,13,5,0,0.0,0.0,0,0.031055900621118012,0.38461538461538464,0.968944099378882,0.0
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,23,iterative,2,0.05,2,4,9,161,13,9,0,0.0,0.0,0,0.055900621118012424,0.6923076923076923,0.9440993788819876,0.0
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,23,one_shot,1,0.1,1,17,17,161,13,17,1,0.07692307692307693,0.058823529411764705,0,0.10559006211180125,1.3076923076923077,0.8944099378881988,0.7285067873303167
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,23,iterative,2,0.1,1,9,9,161,13,9,0,0.0,0.0,0,0.055900621118012424,0.6923076923076923,0.9440993788819876,0.0
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,23,iterative,2,0.1,2,8,17,161,13,17,0,0.0,0.0,0,0.10559006211180125,1.3076923076923077,0.8944099378881988,0.0
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,23,one_shot,1,0.2,1,33,33,161,13,33,2,0.15384615384615385,0.06060606060606061,0,0.20496894409937888,2.5384615384615383,0.7950310559006211,0.7505827505827506
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,23,iterative,2,0.2,1,17,17,161,13,17,1,0.07692307692307693,0.058823529411764705,0,0.10559006211180125,1.3076923076923077,0.8944099378881988,0.7285067873303167
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,23,iterative,2,0.2,2,16,33,161,13,33,2,0.15384615384615385,0.06060606060606061,0,0.20496894409937888,2.5384615384615383,0.7950310559006211,0.7505827505827506
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,23,one_shot,1,0.3,1,49,49,161,13,49,5,0.38461538461538464,0.10204081632653061,0,0.30434782608695654,3.769230769230769,0.6956521739130435,1.2637362637362637
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,23,iterative,2,0.3,1,25,25,161,13,25,1,0.07692307692307693,0.04,0,0.15527950310559005,1.9230769230769231,0.84472049689441,0.4953846153846155
2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,qasper,23,iterative,2,0.3,2,24,49,161,13,49,3,0.23076923076923078,0.061224489795918366,0,0.30434782608695654,3.769230769230769,0.6956521739130435,0.7582417582417582
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,23,one_shot,1,0.05,1,5,5,94,7,5,0,0.0,0.0,0,0.05319148936170213,0.7142857142857143,0.9468085106382979,0.0
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,23,iterative,2,0.05,1,3,3,94,7,3,0,0.0,0.0,0,0.031914893617021274,0.42857142857142855,0.9680851063829787,0.0
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,23,iterative,2,0.05,2,2,5,94,7,5,0,0.0,0.0,0,0.05319148936170213,0.7142857142857143,0.9468085106382979,0.0
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,23,one_shot,1,0.1,1,10,10,94,7,10,0,0.0,0.0,0,0.10638297872340426,1.4285714285714286,0.8936170212765957,0.0
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,23,iterative,2,0.1,1,5,5,94,7,5,0,0.0,0.0,0,0.05319148936170213,0.7142857142857143,0.9468085106382979,0.0
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,23,iterative,2,0.1,2,5,10,94,7,10,0,0.0,0.0,0,0.10638297872340426,1.4285714285714286,0.8936170212765957,0.0
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,23,one_shot,1,0.2,1,19,19,94,7,19,1,0.14285714285714285,0.05263157894736842,0,0.20212765957446807,2.7142857142857144,0.7978723404255319,0.706766917293233
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,23,iterative,2,0.2,1,10,10,94,7,10,0,0.0,0.0,0,0.10638297872340426,1.4285714285714286,0.8936170212765957,0.0
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,23,iterative,2,0.2,2,9,19,94,7,19,0,0.0,0.0,0,0.20212765957446807,2.7142857142857144,0.7978723404255319,0.0
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,23,one_shot,1,0.3,1,29,29,94,7,29,2,0.2857142857142857,0.06896551724137931,0,0.30851063829787234,4.142857142857143,0.6914893617021276,0.9261083743842364
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,23,iterative,2,0.3,1,15,15,94,7,15,1,0.14285714285714285,0.06666666666666667,0,0.1595744680851064,2.142857142857143,0.8404255319148937,0.8952380952380952
1808.10245:da9c0637623885afaf023a319beee87898948fe9,qasper,23,iterative,2,0.3,2,14,29,94,7,29,1,0.14285714285714285,0.034482758620689655,0,0.30851063829787234,4.142857142857143,0.6914893617021276,0.4630541871921182
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,23,one_shot,1,0.05,1,6,6,109,1,6,1,1.0,0.16666666666666666,1,0.05504587155963303,6.0,0.944954128440367,18.166666666666664
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,23,iterative,2,0.05,1,3,3,109,1,3,1,1.0,0.3333333333333333,1,0.027522935779816515,3.0,0.9724770642201834,36.33333333333333
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,23,iterative,2,0.05,2,3,6,109,1,6,1,1.0,0.16666666666666666,1,0.05504587155963303,6.0,0.944954128440367,18.166666666666664
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,23,one_shot,1,0.1,1,11,11,109,1,11,1,1.0,0.09090909090909091,1,0.10091743119266056,11.0,0.8990825688073394,9.909090909090908
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,23,iterative,2,0.1,1,6,6,109,1,6,1,1.0,0.16666666666666666,1,0.05504587155963303,6.0,0.944954128440367,18.166666666666664
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,23,iterative,2,0.1,2,5,11,109,1,11,1,1.0,0.09090909090909091,1,0.10091743119266056,11.0,0.8990825688073394,9.909090909090908
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,23,one_shot,1,0.2,1,22,22,109,1,22,1,1.0,0.045454545454545456,1,0.2018348623853211,22.0,0.7981651376146789,4.954545454545454
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,23,iterative,2,0.2,1,11,11,109,1,11,1,1.0,0.09090909090909091,1,0.10091743119266056,11.0,0.8990825688073394,9.909090909090908
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,23,iterative,2,0.2,2,11,22,109,1,22,1,1.0,0.045454545454545456,1,0.2018348623853211,22.0,0.7981651376146789,4.954545454545454
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,23,one_shot,1,0.3,1,33,33,109,1,33,1,1.0,0.030303030303030304,1,0.30275229357798167,33.0,0.6972477064220184,3.3030303030303028
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,23,iterative,2,0.3,1,17,17,109,1,17,1,1.0,0.058823529411764705,1,0.1559633027522936,17.0,0.8440366972477065,6.411764705882352
2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,qasper,23,iterative,2,0.3,2,16,33,109,1,33,1,1.0,0.030303030303030304,1,0.30275229357798167,33.0,0.6972477064220184,3.3030303030303028
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,23,one_shot,1,0.05,1,7,7,127,15,7,2,0.13333333333333333,0.2857142857142857,0,0.05511811023622047,0.4666666666666667,0.9448818897637795,2.419047619047619
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,23,iterative,2,0.05,1,4,4,127,15,4,1,0.06666666666666667,0.25,0,0.031496062992125984,0.26666666666666666,0.9685039370078741,2.1166666666666667
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,23,iterative,2,0.05,2,3,7,127,15,7,2,0.13333333333333333,0.2857142857142857,0,0.05511811023622047,0.4666666666666667,0.9448818897637795,2.419047619047619
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,23,one_shot,1,0.1,1,13,13,127,15,13,3,0.2,0.23076923076923078,0,0.10236220472440945,0.8666666666666667,0.8976377952755905,1.953846153846154
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,23,iterative,2,0.1,1,7,7,127,15,7,2,0.13333333333333333,0.2857142857142857,0,0.05511811023622047,0.4666666666666667,0.9448818897637795,2.419047619047619
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,23,iterative,2,0.1,2,6,13,127,15,13,4,0.26666666666666666,0.3076923076923077,0,0.10236220472440945,0.8666666666666667,0.8976377952755905,2.605128205128205
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,23,one_shot,1,0.2,1,26,26,127,15,26,5,0.3333333333333333,0.19230769230769232,0,0.2047244094488189,1.7333333333333334,0.7952755905511811,1.6282051282051282
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,23,iterative,2,0.2,1,13,13,127,15,13,3,0.2,0.23076923076923078,0,0.10236220472440945,0.8666666666666667,0.8976377952755905,1.953846153846154
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,23,iterative,2,0.2,2,13,26,127,15,26,4,0.26666666666666666,0.15384615384615385,0,0.2047244094488189,1.7333333333333334,0.7952755905511811,1.3025641025641026
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,23,one_shot,1,0.3,1,39,39,127,15,39,6,0.4,0.15384615384615385,0,0.30708661417322836,2.6,0.6929133858267716,1.3025641025641026
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,23,iterative,2,0.3,1,20,20,127,15,20,5,0.3333333333333333,0.25,0,0.15748031496062992,1.3333333333333333,0.8425196850393701,2.1166666666666667
1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,qasper,23,iterative,2,0.3,2,19,39,127,15,39,5,0.3333333333333333,0.1282051282051282,0,0.30708661417322836,2.6,0.6929133858267716,1.0854700854700854
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,23,one_shot,1,0.05,1,5,5,88,8,5,2,0.25,0.4,0,0.056818181818181816,0.625,0.9431818181818182,4.4
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,23,iterative,2,0.05,1,3,3,88,8,3,1,0.125,0.3333333333333333,0,0.03409090909090909,0.375,0.9659090909090909,3.666666666666667
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,23,iterative,2,0.05,2,2,5,88,8,5,2,0.25,0.4,0,0.056818181818181816,0.625,0.9431818181818182,4.4
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,23,one_shot,1,0.1,1,9,9,88,8,9,3,0.375,0.3333333333333333,0,0.10227272727272728,1.125,0.8977272727272727,3.6666666666666665
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,23,iterative,2,0.1,1,5,5,88,8,5,2,0.25,0.4,0,0.056818181818181816,0.625,0.9431818181818182,4.4
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,23,iterative,2,0.1,2,4,9,88,8,9,3,0.375,0.3333333333333333,0,0.10227272727272728,1.125,0.8977272727272727,3.6666666666666665
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,23,one_shot,1,0.2,1,18,18,88,8,18,3,0.375,0.16666666666666666,0,0.20454545454545456,2.25,0.7954545454545454,1.8333333333333333
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,23,iterative,2,0.2,1,9,9,88,8,9,3,0.375,0.3333333333333333,0,0.10227272727272728,1.125,0.8977272727272727,3.6666666666666665
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,23,iterative,2,0.2,2,9,18,88,8,18,4,0.5,0.2222222222222222,0,0.20454545454545456,2.25,0.7954545454545454,2.444444444444444
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,23,one_shot,1,0.3,1,27,27,88,8,27,5,0.625,0.18518518518518517,0,0.3068181818181818,3.375,0.6931818181818181,2.037037037037037
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,23,iterative,2,0.3,1,14,14,88,8,14,3,0.375,0.21428571428571427,0,0.1590909090909091,1.75,0.8409090909090909,2.357142857142857
2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,qasper,23,iterative,2,0.3,2,13,27,88,8,27,6,0.75,0.2222222222222222,0,0.3068181818181818,3.375,0.6931818181818181,2.444444444444444
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,23,one_shot,1,0.05,1,15,15,290,75,15,1,0.013333333333333334,0.06666666666666667,0,0.05172413793103448,0.2,0.9482758620689655,0.2577777777777778
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,23,iterative,2,0.05,1,8,8,290,75,8,0,0.0,0.0,0,0.027586206896551724,0.10666666666666667,0.9724137931034482,0.0
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,23,iterative,2,0.05,2,7,15,290,75,15,1,0.013333333333333334,0.06666666666666667,0,0.05172413793103448,0.2,0.9482758620689655,0.2577777777777778
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,23,one_shot,1,0.1,1,29,29,290,75,29,4,0.05333333333333334,0.13793103448275862,0,0.1,0.38666666666666666,0.9,0.5333333333333333
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,23,iterative,2,0.1,1,15,15,290,75,15,1,0.013333333333333334,0.06666666666666667,0,0.05172413793103448,0.2,0.9482758620689655,0.2577777777777778
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,23,iterative,2,0.1,2,14,29,290,75,29,4,0.05333333333333334,0.13793103448275862,0,0.1,0.38666666666666666,0.9,0.5333333333333333
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,23,one_shot,1,0.2,1,58,58,290,75,58,9,0.12,0.15517241379310345,0,0.2,0.7733333333333333,0.8,0.6
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,23,iterative,2,0.2,1,29,29,290,75,29,4,0.05333333333333334,0.13793103448275862,0,0.1,0.38666666666666666,0.9,0.5333333333333333
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,23,iterative,2,0.2,2,29,58,290,75,58,9,0.12,0.15517241379310345,0,0.2,0.7733333333333333,0.8,0.6
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,23,one_shot,1,0.3,1,87,87,290,75,87,13,0.17333333333333334,0.14942528735632185,0,0.3,1.16,0.7,0.5777777777777778
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,23,iterative,2,0.3,1,44,44,290,75,44,7,0.09333333333333334,0.1590909090909091,0,0.15172413793103448,0.5866666666666667,0.8482758620689655,0.6151515151515152
1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,qasper,23,iterative,2,0.3,2,43,87,290,75,87,13,0.17333333333333334,0.14942528735632185,0,0.3,1.16,0.7,0.5777777777777778
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,23,one_shot,1,0.05,1,6,6,111,1,6,1,1.0,0.16666666666666666,1,0.05405405405405406,6.0,0.9459459459459459,18.5
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,23,iterative,2,0.05,1,3,3,111,1,3,1,1.0,0.3333333333333333,1,0.02702702702702703,3.0,0.972972972972973,37.0
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,23,iterative,2,0.05,2,3,6,111,1,6,1,1.0,0.16666666666666666,1,0.05405405405405406,6.0,0.9459459459459459,18.5
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,23,one_shot,1,0.1,1,12,12,111,1,12,1,1.0,0.08333333333333333,1,0.10810810810810811,12.0,0.8918918918918919,9.25
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,23,iterative,2,0.1,1,6,6,111,1,6,1,1.0,0.16666666666666666,1,0.05405405405405406,6.0,0.9459459459459459,18.5
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,23,iterative,2,0.1,2,6,12,111,1,12,1,1.0,0.08333333333333333,1,0.10810810810810811,12.0,0.8918918918918919,9.25
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,23,one_shot,1,0.2,1,23,23,111,1,23,1,1.0,0.043478260869565216,1,0.2072072072072072,23.0,0.7927927927927928,4.826086956521739
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,23,iterative,2,0.2,1,12,12,111,1,12,1,1.0,0.08333333333333333,1,0.10810810810810811,12.0,0.8918918918918919,9.25
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,23,iterative,2,0.2,2,11,23,111,1,23,1,1.0,0.043478260869565216,1,0.2072072072072072,23.0,0.7927927927927928,4.826086956521739
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,23,one_shot,1,0.3,1,34,34,111,1,34,1,1.0,0.029411764705882353,1,0.3063063063063063,34.0,0.6936936936936937,3.2647058823529416
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,23,iterative,2,0.3,1,17,17,111,1,17,1,1.0,0.058823529411764705,1,0.15315315315315314,17.0,0.8468468468468469,6.529411764705883
2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,qasper,23,iterative,2,0.3,2,17,34,111,1,34,1,1.0,0.029411764705882353,1,0.3063063063063063,34.0,0.6936936936936937,3.2647058823529416
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,23,one_shot,1,0.05,1,8,8,148,14,8,2,0.14285714285714285,0.25,0,0.05405405405405406,0.5714285714285714,0.9459459459459459,2.6428571428571423
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,23,iterative,2,0.05,1,4,4,148,14,4,0,0.0,0.0,0,0.02702702702702703,0.2857142857142857,0.972972972972973,0.0
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,23,iterative,2,0.05,2,4,8,148,14,8,0,0.0,0.0,0,0.05405405405405406,0.5714285714285714,0.9459459459459459,0.0
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,23,one_shot,1,0.1,1,15,15,148,14,15,3,0.21428571428571427,0.2,0,0.10135135135135136,1.0714285714285714,0.8986486486486487,2.114285714285714
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,23,iterative,2,0.1,1,8,8,148,14,8,2,0.14285714285714285,0.25,0,0.05405405405405406,0.5714285714285714,0.9459459459459459,2.6428571428571423
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,23,iterative,2,0.1,2,7,15,148,14,15,2,0.14285714285714285,0.13333333333333333,0,0.10135135135135136,1.0714285714285714,0.8986486486486487,1.4095238095238094
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,23,one_shot,1,0.2,1,30,30,148,14,30,4,0.2857142857142857,0.13333333333333333,0,0.20270270270270271,2.142857142857143,0.7972972972972973,1.4095238095238094
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,23,iterative,2,0.2,1,15,15,148,14,15,3,0.21428571428571427,0.2,0,0.10135135135135136,1.0714285714285714,0.8986486486486487,2.114285714285714
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,23,iterative,2,0.2,2,15,30,148,14,30,3,0.21428571428571427,0.1,0,0.20270270270270271,2.142857142857143,0.7972972972972973,1.057142857142857
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,23,one_shot,1,0.3,1,45,45,148,14,45,7,0.5,0.15555555555555556,0,0.30405405405405406,3.2142857142857144,0.6959459459459459,1.6444444444444444
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,23,iterative,2,0.3,1,23,23,148,14,23,3,0.21428571428571427,0.13043478260869565,0,0.1554054054054054,1.6428571428571428,0.8445945945945946,1.3788819875776397
1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,qasper,23,iterative,2,0.3,2,22,45,148,14,45,3,0.21428571428571427,0.06666666666666667,0,0.30405405405405406,3.2142857142857144,0.6959459459459459,0.7047619047619047
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,23,one_shot,1,0.05,1,11,11,206,5,11,2,0.4,0.18181818181818182,0,0.05339805825242718,2.2,0.9466019417475728,7.490909090909092
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,23,iterative,2,0.05,1,6,6,206,5,6,1,0.2,0.16666666666666666,0,0.02912621359223301,1.2,0.970873786407767,6.866666666666667
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,23,iterative,2,0.05,2,5,11,206,5,11,2,0.4,0.18181818181818182,0,0.05339805825242718,2.2,0.9466019417475728,7.490909090909092
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,23,one_shot,1,0.1,1,21,21,206,5,21,2,0.4,0.09523809523809523,0,0.10194174757281553,4.2,0.8980582524271845,3.923809523809524
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,23,iterative,2,0.1,1,11,11,206,5,11,2,0.4,0.18181818181818182,0,0.05339805825242718,2.2,0.9466019417475728,7.490909090909092
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,23,iterative,2,0.1,2,10,21,206,5,21,3,0.6,0.14285714285714285,0,0.10194174757281553,4.2,0.8980582524271845,5.885714285714286
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,23,one_shot,1,0.2,1,42,42,206,5,42,3,0.6,0.07142857142857142,0,0.20388349514563106,8.4,0.7961165048543689,2.942857142857143
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,23,iterative,2,0.2,1,21,21,206,5,21,2,0.4,0.09523809523809523,0,0.10194174757281553,4.2,0.8980582524271845,3.923809523809524
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,23,iterative,2,0.2,2,21,42,206,5,42,3,0.6,0.07142857142857142,0,0.20388349514563106,8.4,0.7961165048543689,2.942857142857143
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,23,one_shot,1,0.3,1,62,62,206,5,62,3,0.6,0.04838709677419355,0,0.30097087378640774,12.4,0.6990291262135923,1.9935483870967743
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,23,iterative,2,0.3,1,31,31,206,5,31,3,0.6,0.0967741935483871,0,0.15048543689320387,6.2,0.8495145631067962,3.9870967741935486
1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,qasper,23,iterative,2,0.3,2,31,62,206,5,62,5,1.0,0.08064516129032258,1,0.30097087378640774,12.4,0.6990291262135923,3.3225806451612905
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,23,one_shot,1,0.05,1,4,4,72,4,4,1,0.25,0.25,0,0.05555555555555555,1.0,0.9444444444444444,4.5
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,23,iterative,2,0.05,1,2,2,72,4,2,1,0.25,0.5,0,0.027777777777777776,0.5,0.9722222222222222,9.0
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,23,iterative,2,0.05,2,2,4,72,4,4,2,0.5,0.5,0,0.05555555555555555,1.0,0.9444444444444444,9.0
2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,qasper,23,one_shot,1,0.1,1,8,8,72,4,8,2,0.5,0.25,0,0.1111111111111111,2.0,0.8888888888888888,4.5
